om,status,prev_year,eps_yoy,rev_yoy,pe,est_price,price,symbol,name,prev_rev_yoy,prev_eps_yoy,prev_eps,date,eps,expansion,gm,advice
12.64%,🚀 利潤擴張,2025,100.43,6.13,5.932203389830508,159.3,63.0,3687.TWO,歐買尬,5.19,151.12,4.47,2025-12,4.67,94.30000000000001,39.69%,💎 強力關注
-2853.40%,🏰 高護城河,2025,100.0,7.27,0.0,-2.1,11.3500003815,1453.TW,大將,4.56,-58.33,0.05,2025-12,0.04,92.73,912.85%,⚪ 數據不足
-77.27%,🧐 疑業外收益,2025,57.28,-35.31,0.0,-84.00000000000001,14.75,4154.TWO,樂威科-KY,-47.71,41.15,-1.67,2025-12,-1.82,92.59,33.80%,⚪ 數據不足
-7.49%,🧐 疑業外收益,2025,88.8,-3.19,16.129032258064516,9.3,10.0,2390.TW,云辰,2.22,107.29,0.07,2025-12,-0.14,91.99,19.09%,⚪ 中性觀察
N/A,🚀 利潤擴張,2025,279.4,187.82,0.0,0.0,0.0,7822.TW,倍利科,255.72,914.94,8.86,2025-12,14.04,91.57999999999998,N/A,⚪ 數據不足
N/A,🧐 疑業外收益,2025,54.88,-36.53,0.0,-48.75,17.2000007629,6674.TW,鋐寶科技,-30.23,33.79,-0.98,2025-12,-1.13,91.41,N/A,⚪ 數據不足
N/A,🚀 利潤擴張,2025,100.0,8.81,0.0,-15.0,16.0,8092.TWO,建暐,9.78,-83.33,-0.22,2025-12,0.0,91.19,N/A,⚪ 數據不足
34.82%,🏰 高護城河,2025,122.05,31.05,35.27391915092867,961.0500000000001,2260.0,2360.TW,致茂,26.76,141.3,21.67,2025-12,27.7,91.0,60.80%,⚠️ 追價風險
16.76%,🔄 轉虧為盈,2025,89.13,-1.47,0.0,-1.9500000000000004,15.3000001907,2705.TW,六福,-0.65,-309.09,-0.45,2025-12,0.87,90.6,39.55%,⚪ 數據不足
N/A,🚀 利潤擴張,2025,104.41,14.16,17.078189300411523,36.45,41.5,6931.TW,青松健康,13.6,75.0,0.78,2025-12,1.39,90.25,N/A,⚪ 中性觀察
N/A,🧐 疑業外收益,2025,81.16,-8.84,0.0,-9.6,14.6000003815,5608.TW,四維航,-9.27,51.72,-0.14,2025-12,-0.13,90.0,N/A,⚪ 數據不足
-63.16%,🧐 疑業外收益,2025,41.22,-47.33,0.0,-28.200000000000003,17.7000007629,3576.TW,聯合再生,-42.1,46.61,-0.63,2025-12,-0.77,88.55,-18.77%,⚪ 數據不足
N/A,🧐 疑業外收益,2025,81.39,-6.21,9.192085737840067,181.95,111.5,6532.TWO,瑞耘,-3.06,-16.97,2.25,2025-12,7.31,87.6,N/A,💎 強力關注
N/A,🔄 轉虧為盈,2025,107.11,25.43,0.0,-23.549999999999997,708.0,4991.TWO,環宇-KY,18.29,73.81,-0.45,2025-12,0.15,81.68,N/A,⚪ 數據不足
-45.63%,🧐 疑業外收益,2025,35.27,-45.74,0.0,-125.25,37.5,2740.TWO,華軒,-40.76,-18.72,-2.52,2025-12,-3.19,81.01,41.62%,⚪ 數據不足
0.98%,🧐 疑業外收益,2025,56.79,-23.83,0.0,-21.599999999999998,25.25,1528.TW,恩德,-21.6,5.36,-0.53,2025-12,-0.35,80.62,31.45%,⚪ 數據不足
N/A,🧐 疑業外收益,2025,65.55,-15.01,11.379670760386727,574.05,435.5,6196.TW,帆宣,-19.07,63.11,12.0,2025-12,15.5,80.56,N/A,💎 強力關注
-1.47%,🚀 利潤擴張,2025,95.92,16.71,0.0,-0.6,7.9000000954,2022.TW,聚亨,13.61,116.67,0.02,2025-12,-0.02,79.21000000000001,7.21%,⚪ 數據不足
N/A,🚀 利潤擴張,2025,100.0,21.05,0.0,-7.05,74.5,5498.TWO,凱崴,14.85,-21.43,-0.17,2025-12,0.0,78.95,N/A,⚪ 數據不足
7.61%,🧐 疑業外收益,2025,73.95,-4.56,3.7641510873396222,79.50000000000001,19.9500007629,4552.TW,力達-KY,-2.45,84.95,1.72,2025-12,2.07,78.51,19.46%,💎 強力關注
29.84%,🏰 高護城河,2025,186.23,108.34,18.709972552607503,655.8,818.0,3563.TW,牧德,173.02,362.45,13.28,2025-12,15.8,77.88999999999999,59.86%,⚪ 中性觀察
-34.07%,🧐 疑業外收益,2025,51.01,-26.01,0.0,-44.24999999999999,53.0999984741,3205.TWO,佰研,-12.38,54.03,-0.77,2025-12,-0.92,77.02,15.21%,⚪ 數據不足
-404.30%,🧐 疑業外收益,2025,34.68,-42.16,0.0,-65.85,11.6499996185,3523.TWO,迎輝,-43.41,2.61,-1.49,2025-12,-1.45,76.84,-184.95%,⚪ 數據不足
17.10%,🔄 轉虧為盈,2025,120.0,43.43,0.0,-32.55,135.5,3498.TWO,陽程,36.24,58.96,-0.9,2025-12,0.48,76.57,41.15%,⚪ 數據不足
-68.62%,🧐 疑業外收益,2025,56.82,-18.66,0.0,-16.200000000000003,13.8999996185,3625.TWO,西勝,-22.91,86.73,-0.14,2025-12,-0.6,75.48,-3.42%,⚪ 數據不足
N/A,🔄 轉虧為盈,2025,100.49,26.11,0.0,-44.699999999999996,98.0,6654.TWO,天正國際,28.6,76.26,-0.37,2025-12,0.01,74.38,N/A,⚪ 數據不足
-1.35%,🚀 利潤擴張,2025,85.65,11.55,0.0,-40.5,64.5,4540.TW,全球傳動,7.47,69.01,-1.08,2025-12,-0.66,74.10000000000001,16.55%,⚪ 數據不足
-6.13%,🧐 疑業外收益,2025,71.43,-2.48,13.064515718870965,27.900000000000006,24.2999992371,2483.TW,百容,-1.32,44.68,0.68,2025-12,0.6,73.91000000000001,8.90%,✅ 穩健價值
N/A,🚀 利潤擴張,2025,96.29,22.72,0.0,0.0,98.5,7823.TW,奧義賽博-KY創,19.21,98.92,-2.01,2025-12,-1.49,73.57000000000001,N/A,⚪ 數據不足
5.55%,🚀 利潤擴張,2025,78.29,6.0,3.669097538742024,658.1999999999999,161.0,2731.TW,雄獅,3.94,76.53,13.31,2025-12,17.49,72.29,16.93%,💎 強力關注
-4.90%,🧐 疑業外收益,2025,55.88,-16.11,0.0,-4.2,11.6499996185,1440.TW,南紡,-15.52,69.23,-0.04,2025-12,-0.15,71.99000000000001,7.45%,⚪ 數據不足
N/A,🧐 疑業外收益,2025,65.08,-5.67,34.24836701039215,22.950000000000003,52.4000015259,6505.TW,台塑化,-6.34,2.04,0.5,2025-12,1.04,70.75,N/A,⚠️ 追價風險
55.59%,🏰 高護城河,2025,140.33,69.84,16.350261034646415,316.05000000000007,344.5,2451.TW,創見,36.15,22.99,5.37,2025-12,12.98,70.49000000000001,61.62%,⚪ 中性觀察
N/A,🧐 疑業外收益,2025,66.67,-3.62,32.786885245901644,9.149999999999999,20.0,5398.TWO,慕康生醫,1.05,20.83,0.29,2025-12,0.35,70.29,N/A,⚠️ 追價風險
-14.24%,🚀 利潤擴張,2025,82.8,12.69,0.0,-16.950000000000003,22.8500003815,3623.TWO,富晶通,9.39,65.67,-0.23,2025-12,-0.16,70.11,-4.80%,⚪ 數據不足
N/A,🚀 利潤擴張,2025,82.74,12.66,26.37795275590551,152.4,268.0,6213.TW,聯茂,11.37,78.92,2.98,2025-12,4.16,70.08,N/A,⚠️ 追價風險
N/A,🧐 疑業外收益,2025,53.52,-16.31,0.0,-22.65,19.2999992371,8093.TWO,保銳,-27.43,79.91,-0.45,2025-12,-1.32,69.83,N/A,⚪ 數據不足
N/A,🚀 利潤擴張,2025,74.6,5.06,0.0,-13.649999999999999,10.4499998093,6241.TWO,易通展,11.68,-642.86,-0.38,2025-12,-0.16,69.53999999999999,N/A,⚪ 數據不足
-86.00%,🧐 疑業外收益,2025,10.0,-59.26,0.0,-38.85,16.7000007629,2924.TWO,宏太-KY,-73.69,31.73,-0.71,2025-12,-1.17,69.25999999999999,15.04%,⚪ 數據不足
N/A,🧐 疑業外收益,2025,55.88,-11.73,0.0,-11.850000000000001,9.6000003815,6616.TWO,特昇-KY,-12.86,83.78,-0.25,2025-12,-0.61,67.61,N/A,⚪ 數據不足
18.21%,🧐 疑業外收益,2025,51.69,-15.61,6.622137404580152,393.00000000000006,173.5,3152.TWO,璟德,-12.47,77.54,8.22,2025-12,9.42,67.3,44.03%,💎 強力關注
18.37%,🚀 利潤擴張,2025,98.71,31.74,21.12676056338028,1597.5,2250.0,3665.TW,貿聯-KY,29.74,107.49,32.49,2025-12,46.57,66.97,31.93%,⚪ 中性觀察
N/A,🚀 利潤擴張,2025,151.41,84.7,0.0,0.0,0.0,6831.TW,邁科,86.86,161.67,3.14,2025-12,4.94,66.71,N/A,⚪ 數據不足
N/A,🧐 疑業外收益,2025,48.61,-16.98,0.0,-15.15,6.7300000191,8277.TWO,商丞,1.19,33.33,-0.34,2025-12,-0.37,65.59,N/A,⚪ 數據不足
4.79%,🧐 疑業外收益,2025,62.96,-2.37,0.0,-16.349999999999998,66.9000015259,1802.TW,台玻,-0.78,36.54,-0.33,2025-12,-0.2,65.33,13.67%,⚪ 數據不足
14.07%,🚀 利潤擴張,2025,77.93,12.63,5.922618934092263,100.8,39.7999992371,2027.TW,大成鋼,11.96,98.94,2.08,2025-12,2.88,65.30000000000001,25.55%,💎 強力關注
10.29%,🧐 疑業外收益,2025,60.48,-4.79,4.052863352092511,68.1,18.3999996185,2614.TW,東森,-5.03,118.46,1.42,2025-12,1.99,65.27,34.49%,💎 強力關注
N/A,🧐 疑業外收益,2025,54.46,-10.68,0.0,-88.8,29.0,5543.TWO,桓鼎-KY,-12.8,-950.0,-1.9,2025-12,-2.52,65.14,N/A,⚪ 數據不足
4.68%,🚀 利潤擴張,2025,84.62,19.6,0.0,-32.699999999999996,25.2000007629,4807.TW,日成-KY,32.17,74.07,-0.56,2025-12,-0.24,65.02000000000001,18.47%,⚪ 數據不足
-24.84%,🧐 疑業外收益,2025,42.76,-22.14,0.0,-24.750000000000004,11.8000001907,1445.TW,大宇,-25.71,-366.67,-0.56,2025-12,-0.87,64.9,6.55%,⚪ 數據不足
-1090.16%,🏰 高護城河,2025,42.64,-22.14,0.0,-28.05,5.0700001717,4529.TWO,淳紳,-22.27,46.23,-0.57,2025-12,-0.74,64.78,59.04%,⚪ 數據不足
N/A,🚀 利潤擴張,2025,90.52,25.85,0.0,-24.750000000000004,50.2000007629,5228.TWO,鈺鎧,18.69,50.27,-0.91,2025-12,-0.2,64.66999999999999,N/A,⚪ 數據不足
23.50%,🏰 高護城河,2025,79.17,14.52,13.392857142857142,29.4,26.25,4166.TWO,友霖,6.08,11.63,0.52,2025-12,0.9,64.65,60.10%,✅ 穩健價值
N/A,🚀 利潤擴張,2025,88.97,24.54,85.75174825174825,85.8,490.5,8021.TW,尖點,18.57,52.25,1.69,2025-12,2.75,64.43,N/A,⚠️ 追價風險
N/A,🧐 疑業外收益,2025,42.24,-21.61,0.0,-122.25,25.7000007629,6141.TW,柏承,-25.86,66.78,-1.99,2025-12,-4.65,63.85,N/A,⚪ 數據不足
5.06%,🚀 利潤擴張,2025,74.89,11.14,7.116237528677906,169.04999999999998,80.1999969482,3605.TW,宏致,15.04,133.33,3.51,2025-12,4.35,63.75,26.65%,💎 強力關注
N/A,🚀 利潤擴張,2025,69.12,6.1,35.66084788029925,60.15,143.0,5432.TWO,新門,-4.49,6.93,1.08,2025-12,2.3,63.02,N/A,⚠️ 追價風險
3.76%,🚀 利潤擴張,2025,78.06,15.32,14.571428882836734,73.49999999999999,71.4000015259,2436.TW,偉詮電,17.04,17.59,1.45,2025-12,3.02,62.74,30.84%,✅ 穩健價值
5.22%,🚀 利潤擴張,2025,84.21,21.65,17.24137931034483,13.05,15.0,2033.TW,佳大,24.94,73.33,0.25,2025-12,0.35,62.559999999999995,14.21%,⚪ 中性觀察
-391.42%,🧐 疑業外收益,2025,50.57,-11.95,0.0,-67.8,5.5500001907,1340.TW,勝悅-KY,-7.48,59.05,-0.95,2025-12,-2.61,62.519999999999996,-118.96%,⚪ 數據不足
N/A,🚀 利潤擴張,2025,95.56,33.33,57.47126436781608,1083.15,4150.0,6510.TWO,精測,55.92,279.9,21.73,2025-12,30.41,62.230000000000004,N/A,⚠️ 追價風險
N/A,🔄 轉虧為盈,2025,72.15,10.25,0.0,-4.049999999999999,115.5,8064.TWO,東捷,-10.02,-130.19,-0.16,2025-12,1.36,61.900000000000006,N/A,⚪ 數據不足
N/A,🚀 利潤擴張,2025,79.87,18.4,7.4727555786196165,289.05,144.0,8462.TW,柏文,17.64,91.16,5.69,2025-12,8.49,61.470000000000006,N/A,💎 強力關注
N/A,🧐 疑業外收益,2025,35.29,-26.07,0.0,-36.449999999999996,9.3500003815,5364.TWO,力麗店,-12.89,44.7,-0.73,2025-12,-0.77,61.36,N/A,⚪ 數據不足
N/A,🚀 利潤擴張,2025,66.15,4.86,10.5400001526,37.5,26.3500003815,6270.TWO,倍微,6.53,300.0,0.88,2025-12,1.08,61.290000000000006,N/A,💎 強力關注
N/A,🚀 利潤擴張,2025,66.67,5.6,0.0,-1.3010426069826053e-16,26.8999996185,6168.TW,宏齊,5.91,-42.86,0.04,2025-12,0.05,61.07,N/A,⚪ 數據不足
N/A,🚀 利潤擴張,2025,66.34,6.51,0.0,0.0,0.0,6574.TWO,霈方,5.78,53.96,4.08,2025-12,6.82,59.830000000000005,N/A,⚪ 數據不足
0.66%,🧐 疑業外收益,2025,46.51,-12.43,0.0,-10.35,16.8999996185,2440.TW,太空梭,-9.7,-136.36,-0.26,2025-12,-0.23,58.94,4.12%,⚪ 數據不足
N/A,🚀 利潤擴張,2025,60.23,1.42,0.0,-16.8,12.6000003815,8201.TW,無敵,-7.02,53.52,-0.33,2025-12,-0.35,58.809999999999995,N/A,⚪ 數據不足
2.18%,🧐 疑業外收益,2025,57.52,-0.05,0.0,-62.699999999999996,70.6999969482,2485.TW,兆赫,-24.95,11.92,-1.33,2025-12,-0.96,57.57,15.28%,⚪ 數據不足
-15.57%,🧐 疑業外收益,2025,47.45,-9.71,0.0,-52.8,29.7999992371,4304.TWO,勝昱,-6.96,-14.61,-1.02,2025-12,-1.16,57.160000000000004,5.19%,⚪ 數據不足
12.03%,🚀 利潤擴張,2025,58.63,1.7,5.397505845674201,384.9,138.5,1215.TW,卜蜂,1.07,85.95,7.94,2025-12,10.39,56.93,20.24%,💎 強力關注
-362.94%,🌑 雙重衰退,2025,-32.0,-88.36,18.50000034681818,16.5,20.3500003815,3308.TW,聯德,-92.54,-68.06,0.23,2025-12,0.68,56.36,23.48%,⚪ 中性觀察
N/A,🚀 利潤擴張,2025,82.47,26.42,61.64510166358595,162.3,667.0,6584.TWO,南俊國際,23.53,42.52,3.11,2025-12,5.59,56.05,N/A,⚠️ 追價風險
N/A,🧐 疑業外收益,2025,54.95,-0.65,6.098039290470589,38.25,15.5500001907,6026.TWO,福邦證,-23.52,-30.0,0.7,2025-12,1.72,55.6,N/A,💎 強力關注
12.75%,🚀 利潤擴張,2025,58.77,3.4,6.45278441125908,61.949999999999996,26.6499996185,2415.TW,錩新,-1.03,55.68,1.37,2025-12,1.81,55.370000000000005,25.38%,💎 強力關注
-68.47%,🚀 利潤擴張,2025,78.72,23.71,0.0,-11.25,5.1599998474,4609.TWO,唐鋒,22.29,78.57,-0.06,2025-12,-0.1,55.01,4.92%,⚪ 數據不足
2.47%,🧐 疑業外收益,2025,50.0,-4.5,56.724140561724134,4.3500000000000005,16.4500007629,4711.TWO,永純,-6.49,500.0,0.12,2025-12,0.15,54.5,14.61%,⚠️ 追價風險
N/A,🚀 利潤擴張,2025,56.47,2.24,27.04918032786885,64.05000000000001,115.5,4968.TW,立積,1.01,44.21,1.37,2025-12,2.66,54.23,N/A,⚠️ 追價風險
-3.51%,🧐 疑業外收益,2025,32.76,-19.85,0.0,-33.6,10.5500001907,1313.TW,聯成,-20.09,63.82,-0.56,2025-12,-1.17,52.61,1.59%,⚪ 數據不足
N/A,🧐 疑業外收益,2025,52.17,-0.02,0.0,-10.200000000000001,17.7999992371,8921.TWO,沈氏,0.3,21.43,-0.11,2025-12,-0.11,52.190000000000005,N/A,⚪ 數據不足
8.42%,🏰 高護城河,2025,54.55,2.69,0.0,-31.8,49.0999984741,2417.TW,圓剛,-1.52,-144.44,-0.8,2025-12,-0.19,51.86,56.31%,⚪ 數據不足
13.25%,🏰 高護城河,2025,53.1,1.66,12.434607492374244,74.55000000000001,61.7999992371,1760.TW,寶齡富錦,0.67,54.21,1.65,2025-12,2.22,51.440000000000005,52.35%,✅ 穩健價值
N/A,🚀 利潤擴張,2025,54.05,3.13,6.717687074829932,44.1,19.75,5276.TWO,達輝-KY,10.12,46.67,0.88,2025-12,1.14,50.919999999999995,N/A,💎 強力關注
N/A,🚀 利潤擴張,2025,55.83,5.03,0.0,-27.450000000000003,24.5499992371,8489.TWO,三貝德,-3.97,60.71,-0.46,2025-12,-0.76,50.8,N/A,⚪ 數據不足
N/A,🧐 疑業外收益,2025,50.0,-0.73,0.0,-7.95,11.5,9929.TW,秋雨,-3.83,-5.56,-0.19,2025-12,-0.07,50.73,N/A,⚪ 數據不足
-1.87%,🚀 利潤擴張,2025,64.65,14.02,0.0,-28.349999999999994,32.8499984741,2241.TW,艾姆勒,-2.54,47.37,-0.6,2025-12,-0.7,50.63000000000001,14.37%,⚪ 數據不足
N/A,🧐 疑業外收益,2025,32.43,-16.65,8.902627275749612,97.05000000000001,57.5999984741,8926.TW,台汽電,-13.81,40.91,1.86,2025-12,2.45,49.08,N/A,💎 強力關注
-3.96%,🚀 利潤擴張,2025,51.74,3.23,0.0,-40.49999999999999,21.0499992371,3550.TW,聯穎,6.33,36.7,-0.69,2025-12,-1.18,48.510000000000005,15.39%,⚪ 數據不足
N/A,🧐 疑業外收益,2025,43.32,-4.42,11.236702127659575,112.8,84.5,8112.TW,至上,-16.18,-50.61,1.62,2025-12,5.02,47.74,N/A,💎 強力關注
N/A,🚀 利潤擴張,2025,49.15,2.65,0.0,-21.750000000000004,87.9000015259,8040.TWO,九暘,7.0,48.28,-0.45,2025-12,-0.6,46.5,N/A,⚪ 數據不足
-377.43%,🏰 高護城河,2025,57.53,12.25,0.0,-21.299999999999997,9.3999996185,3115.TWO,富榮綱,84.76,26.09,-0.41,2025-12,-0.44,45.28,100.00%,⚪ 數據不足
-98.59%,🧐 疑業外收益,2025,20.75,-24.51,0.0,-9.6,58.5,2254.TW,巨鎧精密-創,-11.14,84.06,-0.11,2025-12,-0.84,45.260000000000005,-21.68%,⚪ 數據不足
17.54%,🚀 利潤擴張,2025,61.11,16.06,11.964770061219514,55.349999999999994,44.1500015259,4541.TWO,晟田,14.71,65.0,0.99,2025-12,2.03,45.05,25.49%,💎 強力關注
-21.05%,🚀 利潤擴張,2025,46.34,1.86,0.0,-1.9500000000000017,19.1000003815,3057.TW,喬鼎,-0.45,70.73,-0.24,2025-12,-0.88,44.480000000000004,29.42%,⚪ 數據不足
1.12%,🧐 疑業外收益,2025,35.0,-9.38,0.0,-9.9,7.0500001907,1460.TW,宏遠,-5.8,33.33,-0.27,2025-12,-0.27,44.38,16.50%,⚪ 數據不足
2.16%,🚀 利潤擴張,2025,49.25,4.89,16.647287117403096,38.70000000000001,42.9500007629,2630.TW,亞航,4.46,64.81,0.89,2025-12,1.0,44.36,8.38%,⚪ 中性觀察
N/A,🧐 疑業外收益,2025,36.84,-7.24,0.0,-15.3,14.6000003815,6144.TWO,得利影,-11.26,-12.0,-0.28,2025-12,-0.36,44.080000000000005,N/A,⚪ 數據不足
N/A,🚀 利潤擴張,2025,63.03,19.04,12.347796261361687,874.6500000000001,720.0,6139.TW,亞翔,-5.05,33.18,17.33,2025-12,30.51,43.99,N/A,✅ 穩健價值
N/A,🚀 利潤擴張,2025,58.56,14.78,0.0,-30.6,10.3999996185,6116.TW,彩晶,22.03,65.89,-0.46,2025-12,-0.75,43.78,N/A,⚪ 數據不足
N/A,🧐 疑業外收益,2025,42.35,-1.2,5.329380864677207,113.85,40.4500007629,6666.TW,羅麗芬-KY,-3.85,34.87,2.63,2025-12,2.42,43.550000000000004,N/A,💎 強力關注
-60.61%,🧐 疑業外收益,2025,33.33,-9.63,0.0,-64.95,36.2999992371,3518.TW,柏騰,-8.43,43.83,-0.93,2025-12,-1.56,42.96,-2.30%,⚪ 數據不足
N/A,🚀 利潤擴張,2025,50.0,7.33,0.0,-13.2,3.2200000286,5701.TWO,劍湖山,2.46,9.76,-0.37,2025-12,-0.26,42.67,N/A,⚪ 數據不足
N/A,🧐 疑業外收益,2025,36.36,-6.1,7.083599234205487,235.05,111.0,8390.TWO,金益鼎,-8.18,35.9,5.11,2025-12,6.6,42.46,N/A,💎 強力關注
N/A,🧐 疑業外收益,2025,38.64,-3.71,0.0,0.0,0.0,6226.TW,光鼎,-0.95,45.16,-0.17,2025-12,-0.28,42.35,N/A,⚪ 數據不足
33.56%,🧐 疑業外收益,2025,29.85,-12.15,5.725806374717743,37.199999999999996,14.1999998093,1457.TW,宜進,-8.45,-53.62,0.44,2025-12,1.18,42.0,6.94%,💎 強力關注
16.61%,🚀 利潤擴張,2025,48.04,6.92,4.597093690501982,113.55,34.7999992371,4560.TW,強信-KY,8.82,61.19,2.16,2025-12,3.02,41.12,33.75%,💎 強力關注
-21.51%,🚀 利潤擴張,2025,41.28,1.22,0.0,-30.15,12.6499996185,3049.TW,精金,-1.71,26.67,-0.66,2025-12,-0.64,40.06,-12.51%,⚪ 數據不足
N/A,🧐 疑業外收益,2025,27.18,-12.79,3.0225987263747647,159.29999999999998,32.0999984741,5519.TW,隆大,22.52,130.48,4.31,2025-12,4.96,39.97,N/A,💎 強力關注
7.04%,🚀 利潤擴張,2025,40.61,0.73,4.039792453546713,86.69999999999999,23.3500003815,2010.TW,春源,3.17,50.0,1.74,2025-12,2.32,39.88,10.75%,💎 強力關注
N/A,🚀 利潤擴張,2025,48.0,8.31,4.59033621460084,71.4,21.8500003815,8463.TW,潤泰材,11.83,91.67,1.84,2025-12,1.85,39.69,N/A,💎 強力關注
-0.34%,🌑 雙重衰退,2025,-1.45,-41.11,0.0,0.0,73.5999984741,4590.TW,富田-創,-44.8,-75.81,0.67,2025-12,2.72,39.66,30.54%,⚪ 數據不足
7.12%,🧐 疑業外收益,2025,34.55,-4.85,19.55882427735294,15.3,19.9500007629,1904.TW,正隆,-5.08,-61.36,0.17,2025-12,0.74,39.4,20.98%,⚪ 中性觀察
N/A,🚀 利潤擴張,2025,66.87,27.6,6.041539494557116,245.55,98.9000015259,6104.TWO,創惟,37.32,145.74,4.65,2025-12,5.62,39.27,N/A,💎 強力關注
3.25%,🚀 利潤擴張,2025,52.91,13.76,10.577181617691275,111.75,78.8000030518,3028.TW,增你強,8.99,69.49,2.0,2025-12,3.15,39.15,7.68%,💎 強力關注
16.35%,🚀 利潤擴張,2025,70.65,31.76,40.76806659099508,792.9,2155.0,2308.TW,台達電,28.12,52.5,16.47,2025-12,23.14,38.89,34.59%,⚠️ 追價風險
N/A,🧐 疑業外收益,2025,30.95,-7.74,9.240622140896615,163.95,101.0,5243.TW,乙盛-KY,-2.65,42.19,3.37,2025-12,4.4,38.69,N/A,💎 強力關注
N/A,🚀 利潤擴張,2025,48.33,9.79,109.00000000000003,14.999999999999996,109.0,8042.TWO,金山電,8.7,-53.85,0.24,2025-12,0.89,38.54,N/A,⚠️ 追價風險
N/A,🚀 利潤擴張,2025,62.99,24.46,0.0,0.0,635.0,7717.TWO,萊德光電-KY,29.16,92.37,4.58,2025-12,6.13,38.53,N/A,⚪ 數據不足
N/A,🚀 利潤擴張,2025,40.21,1.74,4.480874212704918,54.900000000000006,16.3999996185,9907.TW,統一實,7.48,55.56,1.12,2025-12,1.36,38.47,N/A,💎 強力關注
N/A,🚀 利潤擴張,2025,56.72,18.28,9.063670697715356,40.05,24.2000007629,5278.TWO,尚凡*,23.06,-83.78,0.72,2025-12,1.05,38.44,N/A,💎 強力關注
N/A,🚀 利潤擴張,2025,54.94,17.84,9.10186182629792,136.95,83.0999984741,6188.TWO,廣明,20.72,69.94,2.77,2025-12,3.61,37.099999999999994,N/A,💎 強力關注
N/A,🚀 利潤擴張,2025,52.56,15.66,40.804597701149426,39.15,106.5,5340.TWO,建榮,16.6,59.18,0.78,2025-12,1.19,36.900000000000006,N/A,⚠️ 追價風險
14.28%,🏰 高護城河,2025,46.3,9.44,17.71844660194175,92.69999999999999,109.5,3577.TWO,泓格,7.11,20.98,1.73,2025-12,2.37,36.86,53.43%,⚪ 中性觀察
-460.25%,🌑 雙重衰退,2025,-25.0,-61.43,0.0,-31.200000000000003,39.4000015259,3631.TWO,晟楠,-14.57,-64.1,-0.64,2025-12,-0.7,36.43,24.23%,⚪ 數據不足
-74.64%,🏰 高護城河,2025,41.67,5.58,0.0,-22.35,12.6999998093,3085.TWO,新零售,3.93,16.36,-0.46,2025-12,-0.56,36.09,73.88%,⚪ 數據不足
N/A,🧐 疑業外收益,2025,34.45,-1.54,25.51462621885157,138.45000000000002,235.5,4977.TW,眾達-KY,17.84,180.65,3.53,2025-12,4.48,35.99,N/A,⚠️ 追價風險
N/A,🚀 利潤擴張,2025,37.27,1.41,3.3320404005352984,193.35000000000002,42.9500007629,8077.TWO,洛��,0.34,25.33,2.87,2025-12,6.04,35.86000000000001,N/A,💎 強力關注
N/A,🚀 利潤擴張,2025,40.71,4.88,9.462444771723122,203.7,128.5,4951.TWO,精拓科,5.17,16.15,3.74,2025-12,5.98,35.83,N/A,💎 強力關注
2.06%,🔄 轉虧為盈,2025,35.71,0.12,710.8333587650008,1.7999999999999983,85.3000030518,1303.TW,南亞,2.08,-113.16,-0.05,2025-12,0.57,35.59,9.25%,⚠️ 追價風險
N/A,🚀 利潤擴張,2025,40.56,5.3,19.26605504587156,98.1,126.0,5443.TWO,均豪,16.83,21.38,1.97,2025-12,2.59,35.260000000000005,N/A,⚪ 中性觀察
N/A,🚀 利潤擴張,2025,38.72,3.72,1.7121211790952384,346.49999999999994,39.5499992371,6186.TWO,新潤,97.22,253.27,7.56,2025-12,7.81,35.0,N/A,💎 強力關注
N/A,🚀 利潤擴張,2025,43.03,8.46,0.0,-47.1,11.3000001907,6109.TWO,亞元,0.2,-13.95,-0.98,2025-12,-0.94,34.57,N/A,⚪ 數據不足
N/A,🧐 疑業外收益,2025,26.79,-7.61,22.88261515601783,100.94999999999999,154.0,8086.TWO,宏捷科,-22.52,-21.01,2.03,2025-12,3.36,34.4,N/A,⚠️ 追價風險
9.68%,🔄 轉虧為盈,2025,46.48,12.09,0.0,-11.099999999999996,20.2000007629,4433.TWO,興采,5.85,-3300.0,-0.65,2025-12,1.06,34.39,22.41%,⚪ 數據不足
20.96%,🚀 利潤擴張,2025,128.84,94.59,23.596231991134097,1624.2,2555.0,3017.TW,奇鋐,80.63,113.86,32.25,2025-12,49.17,34.25,26.39%,⚠️ 追價風險
-127.15%,🧐 疑業外收益,2025,21.62,-12.36,0.0,-11.25,11.75,4108.TW,懷特,-12.96,25.0,-0.21,2025-12,-0.29,33.980000000000004,18.27%,⚪ 數據不足
9.95%,🚀 利潤擴張,2025,35.9,2.49,7.933579335793359,40.64999999999999,21.5,2613.TW,中櫃,2.72,1.28,0.85,2025-12,1.14,33.41,16.43%,💎 強力關注
-5.24%,🌑 雙重衰退,2025,-9.38,-42.44,27.077922573376622,11.55,20.8500003815,3232.TWO,昱捷,-42.87,-12.5,0.28,2025-12,0.29,33.059999999999995,12.15%,⚠️ 追價風險
N/A,🚀 利潤擴張,2025,62.03,29.59,21.84873949579832,124.95,182.0,8147.TWO,正淩,29.97,72.73,2.68,2025-12,3.08,32.44,N/A,⚪ 中性觀察
4.41%,🚀 利潤擴張,2025,52.63,20.45,25.136986823972602,10.95,18.3500003815,4538.TWO,大詠城,14.08,-56.25,0.21,2025-12,0.29,32.18000000000001,14.69%,⚠️ 追價風險
