name,gm,prev_eps_yoy,advice,om,status,expansion,eps_yoy,prev_year,est_price,price,pe,prev_rev_yoy,prev_eps,eps,rev_yoy,date,symbol
王道銀行,91.47%,-35.48,✅ 穩健價值,32.72%,🏰 高護城河,2.030000000000001,38.89,2025,26.1,11.0,6.32183908045977,-2.09,0.61,0.28,36.86,2026-03,2897.TW
佐登-KY,N/A,67.52,⚪ 數據不足,N/A,🚀 利潤擴張,0.9399999999999977,43.18,2025,-73.20000000000002,25.8500003815,0.0,1.27,-1.59,-0.26,42.24,2026-03,4190.TW
精拓科,N/A,40.71,✅ 穩健價值,N/A,🚀 利潤擴張,0.6000000000000014,35.71,2025,210.45,83.0999984741,5.923021986749823,4.88,5.98,1.71,35.11,2026-03,4951.TWO
聯邦銀,94.34%,8.94,✅ 穩健價值,35.36%,🏰 高護城河,0.5700000000000003,17.86,2025,45.6,21.0499992371,6.92434185430921,4.5,1.29,0.35,17.29,2026-03,2838.TW
鈊象,97.58%,19.82,✅ 穩健價值,59.33%,🏰 高護城河,0.28999999999999915,19.96,2025,1433.8500000000001,693.0,7.249712313003452,19.01,38.51,11.18,19.67,2026-03,3293.TWO
享溫馨,N/A,-68.78,⚪ 數據不足,N/A,🌑 雙重衰退,-0.07999999999999985,-1.41,2025,0.0,32.5,0.0,-1.96,0.68,0.7,-1.33,2026-03,7760.TW
未知,N/A,-68.78,⚪ 數據不足,N/A,🌑 雙重衰退,-0.07999999999999985,-1.41,2025,0.0,0.0,0.0,-1.96,0.68,0.7,-1.33,2026-03,7760.TWO
現觀科,N/A,-48.45,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-0.3099999999999987,16.0,2025,49.2,80.6999969482,24.603657606158535,-11.58,1.87,0.6,16.31,2026-03,6906.TW
順藥,N/A,19.44,⚪ 數據不足,N/A,🌑 雙重衰退,-0.9000000000000004,-14.52,2025,-90.0,75.4000015259,0.0,-8.49,-2.05,-0.72,-13.62,2026-03,6535.TWO
第一金,78.99%,3.31,⚪ 中性觀察,35.12%,🏰 高護城河,-1.0600000000000005,11.76,2025,73.8,38.9000015259,7.906504375182927,7.59,1.87,0.57,12.82,2026-03,2892.TW
鑽石投資,N/A,53.38,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-1.1400000000000006,37.31,2025,-65.25,14.75,0.0,51.85,-1.38,-0.42,38.45,2026-03,6901.TW
合庫金,N/A,7.94,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-1.7799999999999994,12.5,2025,51.0,27.2000007629,8.000000224382353,13.01,1.36,0.36,14.28,2026-03,5880.TW
彰銀,88.90%,13.53,⚪ 中性觀察,38.59%,🏰 高護城河,-1.8699999999999974,18.92,2025,58.949999999999996,27.8999996185,7.099236544147583,8.35,1.51,0.44,20.79,2026-03,2801.TW
上海商銀,N/A,10.11,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-1.9099999999999984,9.38,2025,124.19999999999999,48.6500015259,5.87560404902174,3.7,3.06,1.05,11.29,2026-03,5876.TW
立盈,N/A,4.79,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-2.0799999999999983,61.22,2025,0.0,110.0,0.0,58.62,1.76,0.79,63.3,2026-03,7820.TWO
臺企銀,97.54%,2.44,⚪ 中性觀察,41.10%,🏰 高護城河,-3.9000000000000004,9.37,2025,49.2,18.0,5.48780487804878,2.85,1.26,0.35,13.27,2026-03,2834.TW
宏普,N/A,422.95,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-4.2900000000000205,400.0,2025,84.75,19.1000003815,3.380531040973451,327.05,3.19,0.15,404.29,2026-03,2536.TW
雅茗-KY,54.90%,-174.64,⚪ 數據不足,-51.18%,🏰 高護城河,-5.049999999999997,51.52,2025,-105.6,8.0900001526,0.0,0.59,-3.55,-0.33,56.57,2026-03,2726.TWO
矽力*-KY,N/A,8.14,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-5.090000000000003,115.22,2025,228.75000000000003,401.0,26.29508196721311,1.94,6.4,1.98,120.31,2026-03,6415.TW
玉山金,91.14%,30.06,⚪ 中性觀察,40.48%,🏰 高護城河,-6.640000000000001,12.73,2025,81.0,46.2999992371,8.574073932796296,20.44,2.12,0.62,19.37,2026-03,2884.TW
瑞基,73.67%,8.21,⚪ 數據不足,-9.23%,🏰 高護城河,-6.729999999999997,50.0,2025,-79.95,16.2999992371,0.0,12.71,-1.93,-0.09,56.73,2026-03,4171.TWO
中信金,70.98%,11.73,⚪ 中性觀察,31.38%,🏰 高護城河,-7.1,15.15,2025,151.5,67.0999984741,6.643564205356436,29.29,4.08,1.18,22.25,2026-03,2891.TW
富邦金,42.21%,-21.56,⚪ 中性觀察,22.46%,🌑 雙重衰退,-9.66,-20.07,2025,307.35,148.5,7.247437774524157,9.74,8.37,2.4,-10.41,2026-03,2881.TW
德英,85.36%,26.01,⚪ 中性觀察,42.63%,🏰 高護城河,-10.07,-62.9,2025,80.39999999999999,28.7000007629,5.354477754272389,24.13,2.18,0.23,-52.83,2026-03,4911.TWO
皇普,15.63%,12.42,⚪ 中性觀察,10.37%,🌑 雙重衰退,-10.710000000000008,-109.26,2025,130.95000000000002,19.7999992371,2.268041149725086,130.3,3.65,-0.11,-98.55,2026-03,2528.TW
正瀚-創,N/A,-2.59,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-10.719999999999999,6.68,2025,255.0,90.6999969482,5.3352939381294116,11.21,4.51,4.15,17.4,2026-03,6534.TW
日盛台駿,N/A,-280.56,⚪ 數據不足,N/A,🔄 轉虧為盈,-11.030000000000001,163.33,2025,-70.65,17.2999992371,0.0,-7.09,-2.38,0.2,174.36,2026-03,6958.TW
台中銀,93.02%,0.0,⚪ 中性觀察,51.96%,🏰 高護城河,-11.209999999999999,2.56,2025,57.300000000000004,19.5,5.104712041884817,6.96,1.53,0.4,13.77,2026-03,2812.TW
ABC-KY,N/A,22.83,⚪ 數據不足,N/A,🔄 轉虧為盈,-11.850000000000023,157.14,2025,-61.349999999999994,28.2000007629,0.0,38.52,-1.96,0.2,168.99,2026-03,6598.TW
晶宏,38.56%,-54.31,❌ 暫避觀望,-3.65%,⚠️ 獲利稀釋,-12.140000000000015,137.14,2025,16.65,90.8000030518,81.80180455117119,7.08,0.54,0.84,149.28,2026-03,3141.TWO
大將,912.85%,100.0,⚪ 數據不足,-2853.40%,🏰 高護城河,-13.820000000000007,58.33,2025,-1.05,10.9499998093,0.0,7.27,0.04,-0.05,72.15,2026-03,1453.TW
國泰金,62.29%,-2.94,⚪ 中性觀察,30.59%,🏰 高護城河,-13.85,-1.52,2025,254.09999999999997,110.5,6.523022432113342,-2.04,7.06,2.15,12.33,2026-03,2882.TW
永豐金,91.41%,4.57,⚪ 中性觀察,37.14%,🏰 高護城河,-14.090000000000003,33.33,2025,79.35,43.7000007629,8.260869709432892,15.47,1.97,0.76,47.42,2026-03,2890.TW
永冠-KY,7.87%,65.91,⚪ 數據不足,-5.22%,⚠️ 獲利稀釋,-15.41,1.36,2025,0.0,0.0,0.0,18.73,-2.71,-5.06,16.77,2025-09,1589.TW
遠東銀,102.49%,-14.85,⚪ 中性觀察,38.22%,🏰 高護城河,-15.84,-3.85,2025,34.800000000000004,13.6999998093,5.905172331594827,0.06,0.93,0.25,11.99,2026-03,2845.TW
大洋-KY,N/A,-73.66,⚪ 數據不足,N/A,📉 獲利侵蝕,-15.91,-7.45,2025,-159.0,4.8400001526,0.0,-14.95,-4.55,-1.01,8.46,2026-03,5907.TW
華票,87.03%,31.37,⚪ 中性觀察,65.42%,🏰 高護城河,-16.08,60.0,2025,53.849999999999994,17.3999996185,4.846796551114206,33.06,1.34,0.48,76.08,2026-03,2820.TW
訊連,N/A,-9.05,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-16.12,3.88,2025,126.89999999999999,55.7999992371,6.59574459067376,18.91,3.63,1.34,20.0,2026-03,5203.TW
寶齡富錦,52.35%,53.1,⚪ 中性觀察,13.25%,🏰 高護城河,-16.340000000000003,81.82,2025,78.60000000000001,54.0999984741,10.32442718971374,1.66,2.22,0.6,98.16,2026-03,1760.TW
直得,38.83%,-15.24,❌ 暫避觀望,9.16%,⚠️ 獲利稀釋,-17.090000000000003,180.0,2025,30.150000000000002,147.0,73.13432835820895,9.81,0.91,0.43,197.09,2026-03,1597.TW
上緯投控,24.80%,1276.65,⚪ 中性觀察,-95.04%,🌑 雙重衰退,-18.21,-72.34,2025,545.4000000000001,95.6999969482,2.6320131173872383,-30.75,35.57,0.13,-54.13,2026-03,3708.TW
隆中,N/A,-99.01,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-21.590000000000003,33.33,2025,-8.100000000000001,42.8499984741,0.0,10.22,0.02,0.04,54.92,2026-03,6542.TWO
統領,87.61%,8.85,⚪ 中性觀察,51.79%,🏰 高護城河,-21.689999999999998,-3.33,2025,42.45,23.25,8.215547703180212,-14.47,1.23,0.29,18.36,2026-03,2910.TW
雃博,N/A,5.26,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-22.47,100.0,2025,45.45,24.3500003815,8.036303756270627,0.74,1.2,0.46,122.47,2026-03,4106.TW
IET-KY,N/A,146.97,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-22.839999999999975,231.33,2025,45.6,550.0,180.92105263157896,50.49,1.65,1.97,254.17,2026-03,4971.TWO
敘豐,N/A,-17.37,⚪ 數據不足,N/A,🌑 雙重衰退,-23.32,-30.17,2025,0.0,193.0,0.0,-10.06,5.9,1.69,-6.85,2026-03,3485.TWO
藥華藥,N/A,53.11,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-23.950000000000003,52.97,2025,530.85,1280.0,36.168409155128565,60.61,13.64,5.79,76.92,2026-03,6446.TW
長聖,N/A,7.69,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-25.2,24.77,2025,177.14999999999998,154.0,13.039796782387809,8.96,4.88,1.39,49.97,2026-03,6712.TWO
鑫傳,N/A,-36.41,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-26.030000000000005,21.74,2025,83.55000000000001,41.0,7.360861759425493,19.24,2.62,0.56,47.77,2026-03,6856.TWO
伍豐,N/A,-90.28,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-26.439999999999998,300.0,2025,9.750000000000002,21.75,33.46153846153845,-11.54,0.14,0.16,326.44,2026-03,8076.TWO
名軒,49.04%,-57.74,⚪ 中性觀察,34.02%,🌑 雙重衰退,-27.14,-82.31,2025,116.85,30.1499996185,3.8703465492297817,-62.17,3.03,0.23,-55.17,2026-03,1442.TW
雲象科技-創,N/A,-67.15,⚪ 數據不足,N/A,🌑 雙重衰退,-27.559999999999995,-34.48,2025,0.0,0.0,0.0,91.93,-2.29,-0.78,-6.92,2026-03,7803.TW
未知,N/A,-67.15,⚪ 數據不足,N/A,🌑 雙重衰退,-27.559999999999995,-34.48,2025,0.0,0.0,0.0,91.93,-2.29,-0.78,-6.92,2026-03,7803.TWO
華園,89.24%,-234.62,⚪ 數據不足,10.47%,🔄 轉虧為盈,-28.31,-9.52,2025,-24.3,12.6999998093,0.0,-2.27,-0.35,0.19,18.79,2026-03,2702.TW
雙美,77.03%,6.9,⚪ 數據不足,41.97%,🏰 高護城河,-28.85,-0.73,2025,0.0,0.0,0.0,11.45,13.33,4.07,28.12,2026-03,4728.TWO
森鉅,N/A,-66.05,⚪ 中性觀察,N/A,📉 獲利侵蝕,-28.87,-7.89,2025,78.15,41.7000007629,8.003838918023032,-20.5,1.83,1.05,20.98,2026-03,8942.TWO
美食-KY,59.54%,-175.3,⚪ 數據不足,7.94%,🔄 轉虧為盈,-28.88,11.02,2025,-53.400000000000006,77.6999969482,0.0,-4.59,-2.47,1.31,39.9,2026-03,2723.TW
和潤企業,N/A,10.4,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-30.67,24.75,2025,158.4,59.7999992371,5.66287871563447,-18.16,4.72,0.76,55.42,2026-03,6592.TW
廣閎科,N/A,-102.7,⚪ 數據不足,N/A,🔄 轉虧為盈,-31.44999999999999,510.71,2025,-26.700000000000003,169.0,0.0,29.21,-0.09,1.17,542.16,2026-03,6693.TWO
泓瀚,33.55%,-85.43,❌ 暫避觀望,3.21%,⚠️ 獲利稀釋,-34.69,210.0,2025,7.35,37.3499984741,76.22448668183674,-17.82,0.29,0.31,244.69,2026-03,4741.TWO
中福,64.71%,-51.85,⚪ 數據不足,-1427.47%,🏰 高護城河,-34.92,20.0,2025,-14.1,22.6499996185,0.0,-43.98,-0.41,-0.08,54.92,2026-03,1435.TW
御嵿,N/A,-17.7,⚪ 數據不足,N/A,🔄 轉虧為盈,-35.099999999999994,90.0,2025,-81.6,13.0,0.0,27.85,-2.66,0.4,125.1,2026-03,3522.TWO
富華新,21.31%,-82.6,⚪ 中性觀察,-1.56%,🌑 雙重衰退,-36.16,-99.32,2025,55.05,13.75,3.7465940054495914,-68.21,1.07,0.01,-63.16,2026-03,3056.TW
樂事綠能,16.87%,876.92,⚪ 中性觀察,7.13%,⚠️ 獲利稀釋,-37.59000000000003,433.33,2025,45.3,15.8500003815,5.248344497185431,32.89,1.01,0.16,470.92,2026-03,1529.TW
強盛新,N/A,-95.82,❌ 暫避觀望,N/A,🌑 雙重衰退,-37.72999999999999,-102.13,2025,16.650000000000002,17.2000007629,15.495496182792792,23.84,0.13,-0.01,-64.4,2026-03,1463.TW
騰雲,N/A,40.48,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-37.95,66.67,2025,210.89999999999998,306.5,21.799431009957328,20.33,7.08,1.1,104.62,2026-03,6870.TWO
弘煜科,N/A,-34.28,⚪ 中性觀察,N/A,🌑 雙重衰退,-38.26,-71.72,2025,80.1,24.1000003815,4.513108685674157,-10.07,2.32,0.28,-33.46,2026-03,6482.TWO
光焱科技,N/A,-45.05,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-38.51,56.12,2025,142.5,616.0,64.84210526315789,-6.16,4.92,1.53,94.63,2026-03,7728.TWO
天能綠電,N/A,112.83,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-39.09,47.78,2025,0.0,100.0,0.0,123.22,4.01,1.33,86.87,2026-03,7842.TWO
溢泰實業,N/A,-28.57,⚪ 數據不足,N/A,🌑 雙重衰退,-39.849999999999994,-52.69,2025,0.0,60.0,0.0,-4.14,5.65,0.88,-12.84,2026-03,7818.TW
未知,N/A,-28.57,⚪ 數據不足,N/A,🌑 雙重衰退,-39.849999999999994,-52.69,2025,0.0,0.0,0.0,-4.14,5.65,0.88,-12.84,2026-03,7818.TWO
泓格,53.43%,46.3,❌ 暫避觀望,14.28%,🏰 高護城河,-39.860000000000014,90.91,2025,103.20000000000002,111.5,16.20639534883721,9.44,2.37,1.47,130.77,2026-03,3577.TWO
點晶,71.52%,-74.29,⚪ 數據不足,6.07%,🏰 高護城河,-39.879999999999995,83.67,2025,-25.049999999999997,20.2000007629,0.0,-10.15,-0.64,-0.08,123.55,2026-03,3288.TWO
群益期,N/A,-6.01,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-40.22,57.14,2025,207.15,60.7000007629,4.395365732288196,9.98,5.48,1.76,97.36,2026-03,6024.TW
沛爾生醫-創,N/A,44.38,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-40.43,10.08,2025,-235.35000000000002,53.0,0.0,60.07,-7.23,-1.18,50.51,2026-03,6949.TW
億而得,N/A,-39.36,❌ 暫避觀望,N/A,🌑 雙重衰退,-40.510000000000005,-47.06,2025,27.450000000000003,81.5,44.53551912568306,2.34,0.58,0.28,-6.55,2026-03,6423.TWO
旅天下,N/A,16.53,⚪ 數據不足,N/A,📉 獲利侵蝕,-40.620000000000005,-40.13,2025,0.0,49.4000015259,0.0,-8.56,4.23,1.9,0.49,2026-03,6961.TWO
淳紳,59.04%,42.64,⚪ 數據不足,-1090.16%,🏰 高護城河,-40.9,0.0,2025,-28.05,3.5799999237,0.0,-22.14,-0.74,-0.17,40.9,2026-03,4529.TWO
川湖,76.10%,59.82,❌ 暫避觀望,69.19%,🏰 高護城河,-42.38999999999999,38.82,2025,3584.3999999999996,12080.0,50.5523937060596,72.77,103.23,36.58,81.21,2026-03,2059.TW
華景電,N/A,31.09,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-44.06000000000001,33.23,2025,626.85,326.5,7.812873893275904,19.97,17.36,4.49,77.29,2026-03,6788.TWO
寒舍,44.04%,-56.22,⚪ 中性觀察,12.46%,⚠️ 獲利稀釋,-44.18000000000001,109.68,2025,85.95,37.25,6.50087260034904,2.72,2.36,1.3,153.86,2026-03,2739.TW
理銘,N/A,-34.98,⚪ 數據不足,N/A,🌑 雙重衰退,-44.419999999999995,-82.38,2025,0.0,0.0,0.0,-55.31,3.96,0.4,-37.96,2026-03,6212.TWO
倍利科,N/A,279.4,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-46.32000000000001,78.66,2025,0.0,834.0,0.0,187.82,14.04,4.93,124.98,2026-03,7822.TW
公勝保經,N/A,-34.17,⚪ 數據不足,N/A,📉 獲利侵蝕,-46.75,-35.1,2025,0.0,95.6999969482,0.0,5.26,7.86,2.48,11.65,2026-03,6028.TWO
系微,N/A,-9.63,⚪ 中性觀察,N/A,📉 獲利侵蝕,-47.19,0.0,2025,235.35,208.5,13.288718929254303,4.64,6.66,1.7,47.19,2026-03,6231.TWO
中租-KY,N/A,-13.92,⚪ 中性觀察,N/A,📉 獲利侵蝕,-47.68,-0.66,2025,431.25,111.5,3.878260869565217,-4.62,11.24,3.26,47.02,2026-03,5871.TW
固緯,51.76%,20.66,⚪ 中性觀察,18.42%,🏰 高護城河,-48.0,94.03,2025,111.3,72.1999969482,9.730457809730458,5.54,2.92,1.3,142.03,2026-03,2423.TW
微程式,N/A,-82.84,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-48.8,40.0,2025,22.050000000000004,59.2000007629,40.272109362517,-36.07,0.55,0.21,88.8,2026-03,7721.TW
商丞,N/A,48.61,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-48.970000000000006,18.18,2025,0.0,0.0,0.0,-16.98,-0.37,-0.09,67.15,2026-03,8277.TWO
聯合再生,-18.77%,41.22,⚪ 數據不足,-63.16%,🔄 轉虧為盈,-49.61999999999989,1072.73,2025,-10.5,16.3999996185,0.0,-47.33,-0.77,1.07,1122.35,2026-03,3576.TW
耀穎,N/A,43.08,⚪ 數據不足,N/A,🌑 雙重衰退,-52.29,-72.0,2025,0.0,132.0,0.0,12.72,1.86,0.35,-19.71,2026-03,7772.TWO
達爾膚,N/A,-26.4,⚪ 中性觀察,N/A,📉 獲利侵蝕,-54.99,-45.35,2025,283.05,90.5,4.795972443031267,-5.92,7.78,1.88,9.64,2026-03,6523.TWO
民盛,N/A,-10.5,⚪ 數據不足,N/A,🌑 雙重衰退,-55.010000000000005,-73.26,2025,0.0,73.1999969482,0.0,18.06,8.1,1.09,-18.25,2026-03,7811.TWO
凌陽創新,N/A,4.12,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-55.470000000000006,42.79,2025,0.0,0.0,0.0,10.0,8.59,2.97,98.26,2026-03,5236.TWO
長佳智能,N/A,183.87,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-55.730000000000004,44.44,2025,34.35,51.7999992371,22.620087003100437,12.23,0.89,0.26,100.17,2026-03,6841.TWO
台生材,N/A,3600.0,⚪ 中性觀察,N/A,🌑 雙重衰退,-55.77,-100.0,2025,50.099999999999994,35.75,10.703592814371257,128.22,1.4,0.0,-44.23,2026-03,6649.TWO
遠百,54.41%,-5.49,⚪ 中性觀察,14.06%,🏰 高護城河,-55.970000000000006,18.18,2025,55.35000000000001,22.2999992371,6.043360226856368,-2.68,1.56,0.39,74.15,2026-03,2903.TW
泰藝,N/A,-90.0,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-56.31,300.0,2025,-4.65,41.0499992371,0.0,16.02,0.04,0.28,356.31,2026-03,8289.TWO
龍巖,N/A,-28.2,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-56.580000000000005,3.26,2025,101.10000000000001,49.4500007629,7.33679536541543,-2.7,2.75,0.95,59.84,2026-03,5530.TWO
泰豐,20.10%,721.43,⚪ 中性觀察,-167.95%,⚠️ 獲利稀釋,-57.19,105.56,2025,25.500000000000004,17.9500007629,10.55882397817647,-0.57,6.28,0.01,162.75,2026-03,2102.TW
浩泰,34.86%,36.07,⚪ 數據不足,-26.13%,⚠️ 獲利稀釋,-57.69,83.87,2025,-19.05,31.8999996185,0.0,297.52,-0.78,-0.05,141.56,2026-03,4131.TWO
京城,N/A,-77.57,⚪ 中性觀察,N/A,🌑 雙重衰退,-57.870000000000005,-75.84,2025,79.80000000000001,34.2999992371,6.4473682776503765,-60.41,1.71,0.36,-17.97,2026-03,2524.TW
台微醫,N/A,60.8,⚪ 數據不足,N/A,🔄 轉虧為盈,-58.480000000000004,-30.77,2025,-6.75,24.6499996185,0.0,-6.86,-0.49,0.09,27.71,2026-03,6767.TWO
美吾華,N/A,4.62,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-58.480000000000004,7.5,2025,55.2,20.7999992371,5.652173705733695,6.61,1.36,0.43,65.98,2026-03,1731.TW
東洋,56.36%,7.55,⚪ 中性觀察,21.51%,🏰 高護城河,-58.529999999999994,13.38,2025,237.29999999999998,77.5,4.898862199747156,9.49,6.27,1.78,71.91,2026-03,4105.TWO
愛派司,N/A,-1.21,⚪ 中性觀察,N/A,📉 獲利侵蝕,-59.980000000000004,-4.2,2025,200.99999999999997,72.9000015259,5.440298621335821,8.61,5.16,1.39,55.78,2026-03,6918.TW
長廣,N/A,-26.3,⚪ 數據不足,N/A,🌑 雙重衰退,-60.09,-77.53,2025,0.0,507.0,0.0,-15.04,3.11,0.21,-17.44,2026-03,7795.TW
宏�硒撥s,N/A,169.31,⚪ 數據不足,N/A,📉 獲利侵蝕,-61.379999999999995,-14.52,2025,0.0,31.7000007629,0.0,18.71,2.72,0.53,46.86,2026-03,7794.TWO
軒郁,N/A,-2.0,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-62.099999999999994,12.73,2025,330.59999999999997,100.0,4.537205081669692,-8.29,9.9,1.87,74.83,2026-03,6703.TWO
東生華,N/A,23.05,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-62.29,27.85,2025,136.79999999999998,50.0,5.482456140350878,19.79,3.63,1.01,90.14,2026-03,8432.TWO
意藍,N/A,8.39,⚪ 中性觀察,N/A,📉 獲利侵蝕,-62.51,-30.36,2025,103.2,50.2000007629,7.296511738793605,14.61,3.11,0.39,32.15,2026-03,6925.TWO
樂威科-KY,33.80%,57.28,⚪ 數據不足,-77.27%,⚠️ 獲利稀釋,-62.719999999999985,68.92,2025,0.0,0.0,0.0,-35.31,-1.82,-0.25,131.64,2026-03,4154.TWO
華洋精機,N/A,14.65,⚪ 數據不足,N/A,🌑 雙重衰退,-62.94,-71.64,2025,0.0,345.5,0.0,24.42,4.46,0.19,-8.7,2026-03,6983.TWO
宏正,N/A,-25.6,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-63.88999999999999,18.68,2025,118.35000000000001,76.3000030518,9.670469334828898,-1.49,3.08,1.08,82.57,2026-03,6277.TW
富榮綱,100.00%,57.53,⚪ 數據不足,-377.43%,🏰 高護城河,-64.41,-11.11,2025,0.0,0.0,0.0,12.25,-0.44,-0.1,53.3,2026-03,3115.TWO
精測,N/A,95.56,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-64.5,54.52,2025,1138.3500000000001,3480.0,45.85584398471471,33.33,30.41,10.43,119.02,2026-03,6510.TWO
凌陽,45.66%,-181.82,⚪ 數據不足,-9.00%,⚠️ 獲利稀釋,-64.8,66.67,2025,-11.55,24.1000003815,0.0,-2.04,-0.37,-0.02,131.47,2026-03,2401.TW
金麗科,58.46%,-491.18,⚪ 數據不足,-58.74%,🏰 高護城河,-65.32,-12.24,2025,-77.55,165.5,0.0,-27.25,-2.03,-0.55,53.08,2026-03,3228.TWO
大億金茂,N/A,-129.28,⚪ 數據不足,N/A,🔄 轉虧為盈,-65.49999999999999,111.54,2025,-25.8,12.3500003815,0.0,2.06,-0.53,0.03,177.04,2026-03,8107.TWO
昆盈,39.89%,-50.0,❌ 暫避觀望,1.38%,⚠️ 獲利稀釋,-65.56,100.0,2025,10.65,28.0499992371,39.50704117901408,-1.99,0.32,0.14,165.56,2026-03,2365.TW
宇瞻,N/A,209.22,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-65.57999999999993,1919.44,2025,396.44999999999993,206.0,7.794173287930383,41.93,6.7,14.54,1985.02,2026-03,8271.TW
晶心科,N/A,-20600.0,⚪ 數據不足,N/A,📉 獲利侵蝕,-65.58,-45.13,2025,-405.15,232.5,0.0,7.0,-8.2,-3.28,20.45,2026-03,6533.TW
智冠,N/A,4.25,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-65.6,63.12,2025,304.65000000000003,96.9000015259,4.771048819591334,-3.78,7.93,2.39,128.72,2026-03,5478.TWO
邦睿生技-創,N/A,30.28,⚪ 中性觀察,N/A,📉 獲利侵蝕,-65.85,-13.39,2025,153.0,99.0,9.705882352941178,37.43,4.13,0.97,52.46,2026-03,6955.TW
醣聯,19.48%,0.95,⚪ 數據不足,-2058.21%,📉 獲利侵蝕,-66.11999999999999,-63.41,2025,-77.1,21.7999992371,0.0,157.54,-2.16,-0.67,2.71,2026-03,4168.TWO
富野,51.65%,0.0,⚪ 數據不足,-9.65%,🏰 高護城河,-66.42,33.33,2025,-66.15,11.4499998093,0.0,36.07,-1.83,-0.1,99.75,2026-03,2736.TWO
悅城,N/A,-68.0,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-67.48,33.33,2025,-52.05,38.3499984741,0.0,-99.4,-1.26,-0.26,100.81,2026-03,6405.TW
意騰-KY,N/A,67.87,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-69.93,41.83,2025,438.15000000000003,349.5,11.965080451900034,85.22,11.77,3.56,111.76,2026-03,7749.TW
信驊,N/A,52.82,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-70.53999999999999,59.53,2025,3805.05,17885.0,70.50498679386604,40.64,103.92,37.41,130.07,2026-03,5274.TWO
櫻花建,N/A,21.4,⚪ 中性觀察,N/A,📉 獲利侵蝕,-71.35,-56.69,2025,126.15,35.1500015259,4.179548338394769,55.27,3.46,0.68,14.66,2026-03,2539.TW
台積電,62.33%,46.42,⚪ 中性觀察,54.00%,🏰 高護城河,-71.47000000000001,58.39,2025,2466.0,2410.0,14.659367396593673,31.61,66.26,22.08,129.86,2026-03,2330.TW
台聯櫃,N/A,7.69,❌ 暫避觀望,N/A,📉 獲利侵蝕,-71.77,0.0,2025,15.75,31.0,29.523809523809522,1.81,0.42,0.1,71.77,2026-03,5601.TWO
維田,N/A,-18.87,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-73.16,159.09,2025,46.349999999999994,47.5999984741,15.4045302505178,3.05,1.29,0.57,232.25,2026-03,6570.TWO
生華科,N/A,10.09,⚪ 數據不足,N/A,📉 獲利侵蝕,-73.19999999999999,-8.82,2025,-106.50000000000001,33.5999984741,0.0,7.0,-2.97,-0.75,64.38,2026-03,6492.TWO
嘉實,63.24%,-10.36,⚪ 中性觀察,24.73%,🏰 高護城河,-73.75,2.74,2025,248.7,84.5999984741,5.102533080464416,7.07,7.27,1.5,76.49,2026-03,3158.TWO
華研,N/A,-9.97,⚪ 中性觀察,N/A,📉 獲利侵蝕,-74.55,-46.55,2025,404.99999999999994,86.0,3.1851851851851856,-21.14,10.3,1.78,28.0,2026-03,8446.TWO
