📅 掃描日期: 20260309 | 區間: 20260101 至今
股票代碼         名稱              收盤價    信心%        勝率%        報酬%         外資5日 形態建議                
00988A.TW    主動統一全球創新      12.47     50       60.0        3.4          154 🟡 箱型盤整 (危險別碰)       
6179.TWO     亞通             25.0     50      35.14     -14.53        -1889 🟡 箱型盤整 (危險別碰)       
3710.TWO     連展投控           6.91     50      40.54      15.75         -139 🟡 箱型盤整 (危險別碰)       
00951.TW     台新日本半導體        14.2     50      54.05      24.56         -712 🟡 箱型盤整 (危險別碰)       
6264.TWO     富裔              6.7     50      40.54      -8.09            6 🟡 箱型盤整 (危險別碰)       
2457.TW      飛宏             28.8     50      45.95       -0.0          791 🟡 箱型盤整 (危險別碰)       
6203.TWO     海韻電            67.1     50      45.95      -2.04           16 🟡 箱型盤整 (危險別碰)       
2941.TWO     米斯特            39.7     50      18.92     -12.94            0 🟡 箱型盤整 (危險別碰)       
6841.TWO     長佳智能           61.2     50      40.54     -12.07         -290 🟡 箱型盤整 (危險別碰)       
2409.TW      友達            15.85     50      45.95      25.79        17201 🟡 箱型盤整 (危險別碰)       
0050.TW      元大台灣50        76.85     50      56.76      16.41      -525063 🟡 箱型盤整 (危險別碰)       
1522.TW      堤維西            41.9     50      43.24      -8.32           34 🟡 箱型盤整 (危險別碰)       
00924.TW     復華S&P500成長    28.49     50      45.95      -2.63        -1451 🟡 箱型盤整 (危險別碰)       
6957.TW      裕慶-KY         173.0     50      37.84     -14.78          -90 🟡 箱型盤整 (危險別碰)       
5299.TWO     杰力             74.7     50      51.35       4.33           38 🟡 箱型盤整 (危險別碰)       
1736.TW      喬山            142.5     50      45.95      -4.04         -459 🟡 箱型盤整 (危險別碰)       
6982.TWO     大井泵浦           56.2     50      27.03     -13.54            8 🟡 箱型盤整 (危險別碰)       
6190.TWO     萬泰科            48.6     50      51.35       8.72        -1259 🟡 箱型盤整 (危險別碰)       
9910.TW      豐泰             90.6     50      27.03     -19.47        -2821 🟡 箱型盤整 (危險別碰)       
00909.TW     國泰數位支付服務      39.94     50      43.24       2.57         6155 🟡 箱型盤整 (危險別碰)       
2498.TW      宏達電           42.95     50      37.84     -12.79          -82 🟡 箱型盤整 (危險別碰)       
5516.TWO     雙喜            13.95     50      45.95      -1.41           -1 🟡 箱型盤整 (危險別碰)       
5223.TWO     安力-KY         29.65     50      45.95       5.89            5 🟡 箱型盤整 (危險別碰)       
3083.TWO     網龍             29.5     50      40.54     -13.87           18 🟡 箱型盤整 (危險別碰)       
2393.TW      億光             59.6     50      45.95       8.17         2368 🟡 箱型盤整 (危險別碰)       
009811.TW    統一美國50        11.44     50      43.24      -2.89         4326 🟡 箱型盤整 (危險別碰)       
1611.TW      中電             12.7     50      40.54      -1.55          -84 🟡 箱型盤整 (危險別碰)       
6188.TWO     廣明             94.6     50      43.24     -13.61         -249 🟡 箱型盤整 (危險別碰)       
2317.TW      鴻海            223.0     50      48.65      -3.88       -40336 🟡 箱型盤整 (危險別碰)       
8089.TWO     康全電訊          25.15     50      40.54     -11.44          100 🟡 箱型盤整 (危險別碰)       
9921.TW      巨大             77.9     50      35.14     -12.08         1134 🟡 箱型盤整 (危險別碰)       
3526.TWO     凡甲            280.5     50      51.35      15.43          -60 🟡 箱型盤整 (危險別碰)       
00770.TW     國泰北美科技         52.1     50      54.05      -3.32          621 🟡 箱型盤整 (危險別碰)       
2302.TW      麗正             18.4     50      51.35       4.25         -456 🟡 箱型盤整 (危險別碰)       
2646.TW      星宇航空           22.0     50      32.43      -6.38       -10833 🟡 箱型盤整 (危險別碰)       
2353.TW      宏��            26.9     50      48.65       1.89         9838 🟡 箱型盤整 (危險別碰)       
9105.TW      泰金寶-DR         5.74     50      45.95       0.35        -7449 🟡 箱型盤整 (危險別碰)       
1513.TW      中興電           160.0     50      45.95       7.74        -7656 🟡 箱型盤整 (危險別碰)       
3002.TW      歐格             21.6     50      40.54     -14.12         -189 🟡 箱型盤整 (危險別碰)       
2423.TW      固緯             48.4     50      40.54     -12.64          153 🟡 箱型盤整 (危險別碰)       
6130.TWO     上亞科技           37.8     50      35.14     -16.56           -5 🟡 箱型盤整 (危險別碰)       
7823.TW      奧義賽博-KY創       86.0     50      23.08     -41.89           -1 ⚪ 數據不足              
5425.TWO     台半             60.1     50      56.76      16.25         -132 🟡 箱型盤整 (危險別碰)       
2235.TWO     謚源            33.85     50      32.43      -0.15            0 🟡 箱型盤整 (危險別碰)       
3629.TWO     地心引力          18.15     50      21.62     -26.52            0 🟡 箱型盤整 (危險別碰)       
009815.TWO   大華美國MAG7+      9.66     50      33.33      -4.92        10155 🟡 箱型盤整 (危險別碰)       
1455.TW      集盛             8.85     50      45.95      15.38          497 🟡 箱型盤整 (危險別碰)       
5474.TWO     聰泰            142.0     50      37.84      -11.8           78 🟡 箱型盤整 (危險別碰)       
00989A.TW    未知            14.17     50      53.85        1.0         1488 🟡 箱型盤整 (危險別碰)       
3038.TW      全台             22.7     50      48.65      -3.81         -129 🟡 箱型盤整 (危險別碰)       
3465.TWO     進泰電子           42.9     50      35.14     -14.03            0 🟡 箱型盤整 (危險別碰)       
4533.TWO     協易機            34.8     50      51.35      56.05         -885 🟡 箱型盤整 (危險別碰)       
1409.TW      新纖            15.55     50      48.65       5.42          154 🟡 箱型盤整 (危險別碰)       
2049.TW      上銀            230.0     50      48.65      17.35        11527 🟡 箱型盤整 (危險別碰)       
00993A.TW    主動安聯台灣        10.25     50      66.67       3.64       -20222 ⚪ 數據不足              
6212.TWO     理銘            34.75     50      16.22     -16.06           -4 🟡 箱型盤整 (危險別碰)       
2451.TW      創見            217.0     50      56.76        6.9          953 🟡 箱型盤整 (危險別碰)       
