gm,eps,om,price,prev_year,status,date,name,prev_eps,eps_yoy,pe,rev_yoy,est_price,advice,prev_rev_yoy,symbol,expansion,prev_eps_yoy
N/A,2.06,N/A,195.0,2025,⚠️ 獲利稀釋,2025-12,巨有科技,1.4,29.56,51.58730158730159,97.77,56.699999999999996,❌ 暫避觀望,93.9,8227.TWO,-68.21,53.85
17.99%,0.47,0.82%,28.0,2025,🌑 雙重衰退,2025-12,哲固,0.3,-73.65,16.0,-5.05,26.25,❌ 暫避觀望,-2.33,3434.TWO,-68.60000000000001,-77.78
N/A,-3.19,N/A,105.5,2025,📉 獲利侵蝕,2025-12,安國,-2.42,-37.72,0.0,30.97,-115.05,⚪ 數據不足,26.01,8054.TWO,-68.69,-129.13
N/A,0.05,N/A,47.4500007629,2025,🔄 轉虧為盈,2025-12,高僑,-0.37,-95.24,0.0,-26.42,-11.850000000000001,⚪ 數據不足,-31.56,6234.TWO,-68.82,-144.58
3.28%,-1.07,-4.04%,15.5,2025,🌑 雙重衰退,2025-12,台達化,-0.93,-91.07,0.0,-22.22,-43.35,⚪ 數據不足,-17.56,1309.TW,-68.85,-55.0
N/A,0.7,N/A,77.5999984741,2025,🔄 轉虧為盈,2025-12,南茂,-0.01,-64.1,180.46511273046517,5.45,6.449999999999999,❌ 暫避觀望,0.67,8150.TW,-69.55,-100.61
N/A,-2.97,N/A,37.1500015259,2025,🌑 雙重衰退,2025-12,國邑*,-2.11,-130.23,0.0,-59.86,-113.39999999999999,⚪ 數據不足,-61.06,6875.TWO,-70.36999999999999,-35.26
-3.67%,-1.29,-6.17%,17.0499992371,2025,🌑 雙重衰退,2025-12,中鴻,-1.1,-108.06,0.0,-37.56,-49.05,⚪ 數據不足,-36.55,2014.TW,-70.5,-92.98
N/A,0.27,N/A,23.75,2025,🌑 雙重衰退,2025-12,惠光,0.27,-74.77,21.99074074074074,-4.08,16.200000000000003,❌ 暫避觀望,-1.96,6508.TWO,-70.69,-73.79
24.70%,0.43,-7.54%,11.4499998093,2025,🌑 雙重衰退,2025-12,加捷生醫,0.2,-80.37,13.313953266627907,-9.62,12.9,⚪ 中性觀察,-13.54,4109.TWO,-70.75,-91.88
13.69%,0.57,-4.13%,20.6000003815,2025,🌑 雙重衰退,2025-12,台南,0.77,-81.13,5.885714394714285,-10.32,52.5,⚪ 中性觀察,-5.85,1473.TW,-70.81,-69.8
-76.10%,-15.61,-2289.99%,32.5,2025,🌑 雙重衰退,2025-12,浩鼎,-6.21,-77.68,0.0,-6.55,-423.0,⚪ 數據不足,-26.19,4174.TWO,-71.13000000000001,10.0
15.90%,0.24,4.48%,40.5,2025,🔄 轉虧為盈,2025-12,龍鋒,-0.34,-95.68,50.62500000000001,-24.52,11.999999999999998,❌ 暫避觀望,-23.4,3226.TWO,-71.16000000000001,-107.89
21.28%,0.99,6.05%,58.2999992371,2025,🌑 雙重衰退,2025-12,健和興,0.5,-74.48,30.684210124789477,-3.28,28.5,❌ 暫避觀望,-3.86,3003.TW,-71.2,-82.94
N/A,0.22,N/A,12.6999998093,2025,🌑 雙重衰退,2025-12,南良,0.04,-80.53,43.793102790689645,-8.96,4.3500000000000005,❌ 暫避觀望,-8.5,5450.TWO,-71.57,-94.81
13.55%,0.2,2.02%,14.5500001907,2025,🌑 雙重衰退,2025-12,春雨,0.25,-81.05,21.716418195074628,-9.36,10.05,❌ 暫避觀望,-3.32,2012.TW,-71.69,-73.26
N/A,1.16,N/A,44.5,2025,🌑 雙重衰退,2025-12,關中,0.48,-77.08,12.158469945355192,-5.35,54.900000000000006,⚪ 中性觀察,-4.94,8941.TWO,-71.73,-88.89
N/A,0.14,N/A,29.0,2025,🌑 雙重衰退,2025-12,茂迪,0.28,-77.05,37.662337662337656,-5.05,11.550000000000002,❌ 暫避觀望,-5.87,6244.TWO,-72.0,-46.15
10.77%,2.23,1.84%,0.0,2025,🌑 雙重衰退,2025-12,兆利,0.73,-74.46,0.0,-1.8,0.0,⚪ 數據不足,8.05,3548.TWO,-72.66,-87.97
15.14%,4.13,0.74%,171.0,2025,📉 獲利侵蝕,2025-12,六方科-KY,3.23,-47.66,16.17786187322611,25.19,158.55,❌ 暫避觀望,28.81,4569.TW,-72.85,-51.13
N/A,-0.76,N/A,12.1999998093,2025,🌑 雙重衰退,2025-12,富旺,-2.47,-114.96,0.0,-41.94,-87.75,⚪ 數據不足,-99.58,6219.TWO,-73.02,-255.35
15.04%,-0.13,-80.56%,11.5,2025,📉 獲利侵蝕,2025-12,郡都開發,-0.11,-44.44,0.0,28.81,-5.1,⚪ 數據不足,17.54,4402.TWO,-73.25,63.33
N/A,-0.16,N/A,37.5,2025,⚠️ 獲利稀釋,2025-12,欣普羅,-0.88,50.0,0.0,123.75,-31.049999999999997,⚪ 數據不足,137.08,6560.TWO,-73.75,-41.94
60.04%,1.91,25.42%,23.6000003815,2025,🏰 高護城河,2025-12,台新新光金,1.3,-0.7,5.552941266235294,73.85,63.75,⚪ 中性觀察,35.48,2887.TW,-74.55,-27.12
-37.47%,0.02,-176.58%,29.8999996185,2025,🌑 雙重衰退,2025-12,統懋,0.32,-85.71,51.551723480172406,-10.18,8.700000000000001,❌ 暫避觀望,-8.66,2434.TW,-75.53,-58.97
25.17%,0.53,7.11%,0.0,2025,🔄 轉虧為盈,2025-12,萬在,-0.09,-74.4,0.0,1.33,0.0,⚪ 數據不足,-3.85,4543.TWO,-75.73,-105.39
N/A,0.57,N/A,19.8500003815,2025,📉 獲利侵蝕,2025-12,金利食安,0.58,-69.73,15.26923106269231,6.19,19.499999999999996,❌ 暫避觀望,17.91,7743.TWO,-75.92,-48.15
2.22%,-1.64,-15.74%,11.8000001907,2025,🌑 雙重衰退,2025-12,旭品,-1.08,-84.27,0.0,-8.3,-58.05,⚪ 數據不足,-11.73,3325.TWO,-75.97,-74.19
N/A,4.85,N/A,76.9000015259,2025,⚠️ 獲利稀釋,2025-12,漢達,3.76,31.64,0.0,108.17,0.0,⚪ 數據不足,122.44,6620.TWO,-76.53,39.62
57.83%,6.1,50.09%,41.5499992371,2025,🏰 高護城河,2025-12,材料*-KY,4.94,-92.76,1.1753889458868458,-15.8,530.25,⚪ 中性觀察,-6.43,4763.TW,-76.96000000000001,-91.36
N/A,0.51,N/A,37.5499992371,2025,🌑 雙重衰退,2025-12,弘凱,0.64,-79.59,20.861110687277783,-1.9,26.999999999999996,❌ 暫避觀望,-2.61,5244.TW,-77.69,-62.57
N/A,0.92,N/A,40.9500007629,2025,⚠️ 獲利稀釋,2025-12,長園科,0.81,160.13,24.52095854065868,237.84,25.05,❌ 暫避觀望,372.94,8038.TWO,-77.71000000000001,164.8
N/A,-1.39,N/A,4.8600001335,2025,🌑 雙重衰退,2025-12,愛地雅,-1.1,-95.77,0.0,-17.19,-51.45,⚪ 數據不足,0.33,8933.TWO,-78.58,-266.67
37.30%,11.51,24.28%,497.0,2025,📉 獲利侵蝕,2025-12,國巨*,8.22,-69.45,9.743187610272495,9.26,765.1500000000001,⚪ 中性觀察,5.78,2327.TW,-78.71000000000001,-73.12
N/A,0.14,N/A,23.4500007629,2025,🌑 雙重衰退,2025-12,伍豐,0.01,-90.28,44.24528445830188,-11.54,7.95,❌ 暫避觀望,-17.3,8076.TWO,-78.74000000000001,-99.59
20.31%,0.69,4.98%,55.5,2025,📉 獲利侵蝕,2025-12,愛山林,0.68,-77.63,22.28915662650602,1.31,37.35,❌ 暫避觀望,25.99,2540.TW,-78.94,-73.93
-25.13%,-2.75,-116.55%,0.0,2025,🌑 雙重衰退,2025-12,駿吉-KY,-2.09,-122.76,0.0,-43.59,0.0,⚪ 數據不足,-47.7,1591.TWO,-79.17,-44.76
0.84%,0.12,-27.07%,12.3500003815,2025,🔄 轉虧為盈,2025-12,佳和,-0.28,-87.21,308.7500095375004,-7.88,0.5999999999999993,❌ 暫避觀望,-18.87,1449.TW,-79.33,-128.57
N/A,0.33,N/A,106.0,2025,🔄 轉虧為盈,2025-12,美達科技,-0.54,-84.51,0.0,-4.81,-10.649999999999999,⚪ 數據不足,-23.64,6735.TWO,-79.7,-131.03
N/A,0.44,N/A,35.75,2025,🌑 雙重衰退,2025-12,加高,0.04,-81.97,50.35211267605634,-2.15,10.649999999999999,❌ 暫避觀望,-3.51,8182.TWO,-79.82,-97.71
N/A,0.26,N/A,484.0,2025,🔄 轉虧為盈,2025-12,訊芯-KY,-0.64,-35.0,0.0,45.18,-46.050000000000004,⚪ 數據不足,56.34,6451.TW,-80.18,-672.73
N/A,1.29,N/A,25.5499992371,2025,🌑 雙重衰退,2025-12,可寧衛*,10.47,-87.79,1.0766961330425622,-7.53,355.95,⚪ 中性觀察,-2.24,8422.TW,-80.26,40.9
22.10%,1.98,9.53%,102.0,2025,📉 獲利侵蝕,2025-12,聯德控股-KY,2.73,-70.28,13.492063492063492,10.44,113.39999999999999,⚪ 中性觀察,2.6,4912.TW,-80.72,-45.51
14.16%,-0.25,-1.55%,38.0,2025,🌑 雙重衰退,2025-12,正文,-0.45,-116.56,0.0,-35.66,-20.55,⚪ 數據不足,-33.96,4906.TW,-80.9,-140.91
5.40%,-4.88,-14.81%,48.6500015259,2025,🌑 雙重衰退,2025-12,光罩,-3.56,-101.09,0.0,-20.15,-190.34999999999997,⚪ 數據不足,-17.29,2338.TW,-80.94,-394.25
N/A,0.48,N/A,49.7000007629,2025,📉 獲利侵蝕,2025-12,今展科,0.11,-71.34,75.3030314589394,10.3,9.899999999999999,❌ 暫避觀望,10.79,6432.TWO,-81.64,-90.83
N/A,-0.25,N/A,24.25,2025,🌑 雙重衰退,2025-12,亞矽,-0.13,-92.31,0.0,-10.01,-5.1000000000000005,⚪ 數據不足,-14.19,6113.TWO,-82.3,31.58
15.03%,1.72,0.14%,29.2000007629,2025,📉 獲利侵蝕,2025-12,堤維西,1.17,-61.33,6.666666840844749,21.35,65.7,⚪ 中性觀察,6.94,1522.TW,-82.68,-73.56
19.34%,0.08,7.12%,22.5,2025,🔄 轉虧為盈,2025-12,聯嘉投控,-0.29,-80.0,0.0,3.55,0.0,⚪ 數據不足,0.43,3717.TW,-83.55,-182.86
N/A,0.35,N/A,75.9000015259,2025,📉 獲利侵蝕,2025-12,嘉雨思-創,0.21,-55.26,0.0,28.45,0.0,⚪ 數據不足,51.06,6921.TW,-83.71,-25.0
N/A,0.67,N/A,186.0,2025,📉 獲利侵蝕,2025-12,達亞,0.68,-64.17,86.1111111111111,19.58,32.400000000000006,❌ 暫避觀望,32.38,6762.TWO,-83.75,-4.23
N/A,0.11,N/A,17.8500003815,2025,🌑 雙重衰退,2025-12,禾昌,0.62,-91.2,13.421052918421054,-6.07,19.95,⚪ 中性觀察,-6.12,6158.TWO,-85.13,-51.97
37.93%,0.03,11.05%,11.1999998093,2025,🌑 雙重衰退,2025-12,中電,0.1,-94.0,48.69565134478261,-8.17,3.4499999999999997,❌ 暫避觀望,-5.31,1611.TW,-85.83,-76.74
5.62%,-2.24,-16.08%,35.4000015259,2025,📉 獲利侵蝕,2025-12,州巧,-1.16,-84.96,0.0,1.1,-55.95,⚪ 數據不足,2.18,3543.TW,-86.05999999999999,-43.75
N/A,1.09,N/A,67.4000015259,2025,📉 獲利侵蝕,2025-12,奈米醫材,0.7,-54.81,18.670360533490303,31.54,54.150000000000006,❌ 暫避觀望,37.74,6612.TWO,-86.35,-59.52
11.85%,0.04,-0.08%,87.5,2025,🌑 雙重衰退,2025-12,中華化,0.03,-92.0,2916.666666666667,-5.46,0.44999999999999996,❌ 暫避觀望,-6.15,1727.TW,-86.54,-93.18
-2.65%,-3.69,-25.24%,66.9000015259,2025,🌑 雙重衰退,2025-12,富采,-2.62,-95.74,0.0,-9.04,-130.50000000000003,⚪ 數據不足,-10.09,3714.TW,-86.69999999999999,-154.37
11.81%,0.07,4.89%,102.5,2025,🔄 轉虧為盈,2025-12,嘉晶,-0.09,-92.39,0.0,-5.25,-2.25,⚪ 數據不足,-9.76,3016.TW,-87.14,-110.98
0.24%,-1.13,-22.36%,13.3000001907,2025,🌑 雙重衰退,2025-12,新晶投控,-0.55,-96.23,0.0,-8.18,-27.9,⚪ 數據不足,-14.16,3713.TWO,-88.05000000000001,-13.64
54.20%,0.97,26.68%,104.5,2025,🏰 高護城河,2026-03,亞信,3.67,-14.16,11.32177681473456,73.94,138.45000000000002,⚪ 中性觀察,9.02,3169.TWO,-88.1,7.31
22.32%,-1.02,6.52%,27.25,2025,🌑 雙重衰退,2025-12,元創精密,-0.62,-92.45,0.0,-4.04,-36.9,⚪ 數據不足,-11.44,3685.TWO,-88.41,-63.16
19.24%,0.05,-16.80%,37.7999992371,2025,🌑 雙重衰退,2025-12,單井,0.43,-96.99,0.0,-8.56,-2.850000000000001,⚪ 數據不足,-4.45,3490.TWO,-88.42999999999999,-80.0
8.16%,0.08,-0.43%,11.9499998093,2025,🌑 雙重衰退,2025-12,台榮,0.13,-93.16,8.610882350118556e+17,-4.37,2.0816681711721685e-16,❌ 暫避觀望,-0.15,1220.TW,-88.78999999999999,-87.62
15.20%,0.01,-3.10%,22.0,2025,🔄 轉虧為盈,2025-12,慶騰,-0.53,-91.3,0.0,-2.4,-18.3,⚪ 數據不足,-3.65,4534.TWO,-88.89999999999999,-630.0
20.30%,0.13,1.48%,16.8500003815,2025,🌑 雙重衰退,2025-12,建大,0.06,-90.0,70.20833492291666,-0.7,3.6,❌ 暫避觀望,-1.02,2106.TW,-89.3,-94.5
N/A,-0.41,N/A,30.5,2025,🌑 雙重衰退,2025-12,申豐,-0.19,-141.41,0.0,-51.86,-23.249999999999996,⚪ 數據不足,-44.17,6582.TW,-89.55,-117.59
N/A,-2.55,N/A,12.0500001907,2025,🌑 雙重衰退,2025-12,佑華,-1.97,-121.74,0.0,-31.37,-97.19999999999999,⚪ 數據不足,-30.69,8024.TWO,-90.36999999999999,-103.09
25.04%,0.34,8.41%,26.2000007629,2025,📉 獲利侵蝕,2025-12,映興,0.12,-74.05,49.4339637035849,16.57,7.95,❌ 暫避觀望,27.0,3597.TWO,-90.62,-84.21
46.90%,-0.34,-39.20%,10.0,2025,📉 獲利侵蝕,2025-12,桂田文創,-0.24,-70.0,0.0,20.96,-12.600000000000001,⚪ 數據不足,46.84,4806.TWO,-90.96000000000001,-4.35
N/A,-0.29,N/A,53.2000007629,2025,🌑 雙重衰退,2025-12,鑫創電子,-1.03,-106.78,0.0,-15.41,-36.449999999999996,⚪ 數據不足,-20.75,6680.TWO,-91.37,-148.8
N/A,0.14,N/A,16.0499992371,2025,🔄 轉虧為盈,2025-12,冠好,-0.43,-91.14,0.0,0.63,-21.45,⚪ 數據不足,-0.47,8354.TWO,-91.77,-136.75
42.16%,2.81,2.86%,188.5,2025,📉 獲利侵蝕,2025-12,智原,2.01,-29.75,24.868073878627968,62.61,113.7,❌ 暫避觀望,87.19,3035.TW,-92.36,-34.95
N/A,0.06,N/A,22.25,2025,🔄 轉虧為盈,2025-12,華祺,-0.35,-97.61,0.0,-4.99,-10.2,⚪ 數據不足,3.65,5015.TWO,-92.62,-128.23
41.27%,0.49,10.21%,47.5,2025,🔄 轉虧為盈,2025-12,磐儀,-0.05,-63.43,0.0,29.3,-2.6999999999999993,⚪ 數據不足,40.54,3594.TWO,-92.73,-107.04
12.71%,0.01,7.26%,10.5500001907,2025,🔄 轉虧為盈,2025-12,寶隆,-0.15,-96.0,0.0,-3.11,-7.95,⚪ 數據不足,-6.91,1906.TW,-92.89,-650.0
N/A,-1.53,N/A,39.0,2025,🌑 雙重衰退,2025-12,橘子,0.44,-112.99,95.12195121951221,-19.95,6.149999999999999,❌ 暫避觀望,-21.78,6180.TWO,-93.03999999999999,-96.54
-14.72%,-4.72,-18.44%,28.3999996185,2025,🌑 雙重衰退,2025-12,唐榮,-3.6,-114.55,0.0,-21.22,-181.2,⚪ 數據不足,-14.97,2035.TWO,-93.33,-181.25
27.89%,0.04,-1.07%,11.8500003815,2025,📉 獲利侵蝕,2025-12,鈺德,0.02,-92.73,0.0,0.72,-0.30000000000000027,⚪ 數據不足,-0.77,3050.TW,-93.45,-96.92
13.87%,8.43,5.75%,181.0,2025,📉 獲利侵蝕,2025-12,大綜,5.92,-29.4,8.257299270072993,64.32,328.79999999999995,⚪ 中性觀察,80.92,3147.TWO,-93.72,10.24
22.57%,0.08,4.08%,45.2000007629,2025,🔄 轉虧為盈,2025-12,台嘉碩,-0.22,-91.75,0.0,2.36,-1.6500000000000001,⚪ 數據不足,0.54,3221.TWO,-94.11,-130.14
22.76%,-2.24,-1.26%,15.75,2025,📉 獲利侵蝕,2025-12,廣華-KY,-2.0,-92.04,0.0,2.83,-97.5,⚪ 數據不足,5.73,1338.TW,-94.87,-254.55
N/A,0.89,N/A,105.5,2025,📉 獲利侵蝕,2025-12,擎亞,0.58,-72.78,33.70607028753994,22.83,46.949999999999996,❌ 暫避觀望,25.43,8096.TWO,-95.61,-80.2
N/A,0.1,N/A,93.6999969482,2025,📉 獲利侵蝕,2025-12,邑錡,0.05,-93.2,228.536577922439,2.56,6.15,❌ 暫避觀望,5.67,7402.TWO,-95.76,-95.69
7.41%,-0.15,2.54%,25.7000007629,2025,🌑 雙重衰退,2025-12,燦星旅,-0.47,-111.9,0.0,-14.15,-11.1,⚪ 數據不足,-14.79,2719.TWO,-97.75,-124.87
N/A,0.06,N/A,51.5999984741,2025,📉 獲利侵蝕,2025-12,大井泵浦,0.64,-97.61,22.145922091888412,0.3,34.95,❌ 暫避觀望,-1.08,6982.TWO,-97.91,-75.94
23.68%,0.2,-4.87%,31.7000007629,2025,📉 獲利侵蝕,2025-12,協易機,0.04,-87.1,93.2352963614706,12.02,5.1,❌ 暫避觀望,13.39,4533.TWO,-99.11999999999999,-96.64
20.16%,0.04,-2.95%,26.6499996185,2025,🔄 轉虧為盈,2025-12,進泰電子,-0.1,-94.87,106.59999847400003,5.68,3.749999999999999,❌ 暫避觀望,17.21,3465.TWO,-100.55000000000001,37.5
N/A,-1.19,N/A,16.0499992371,2025,🌑 雙重衰退,2025-12,欣技,-0.55,-108.77,0.0,-7.95,-33.300000000000004,⚪ 數據不足,0.11,6160.TWO,-100.82,12.7
9.08%,0.03,-2.06%,37.4500007629,2025,📉 獲利侵蝕,2025-12,群創,0.03,-96.3,178.33333696619047,4.72,3.15,❌ 暫避觀望,4.39,3481.TW,-101.02,109.38
N/A,-0.15,N/A,9.4799995422,2025,🌑 雙重衰退,2025-12,有益,-0.23,-122.06,0.0,-21.01,-6.15,⚪ 數據不足,-20.17,9962.TWO,-101.05,-141.07
N/A,-1.65,N/A,30.8999996185,2025,📉 獲利侵蝕,2025-12,旭暉應材,-1.45,-72.63,0.0,29.86,-67.35000000000001,⚪ 數據不足,31.33,6698.TW,-102.49,-51.58
N/A,-3.15,N/A,13.1000003815,2025,⚠️ 獲利稀釋,2025-12,華冠,-2.53,63.58,0.0,166.89,-136.64999999999998,⚪ 數據不足,300.12,8101.TW,-103.30999999999999,66.4
13.18%,0.09,1.56%,20.25,2025,📉 獲利侵蝕,2025-12,星宇航空,0.16,-79.55,23.546511627906973,23.93,12.900000000000002,❌ 暫避觀望,26.11,2646.TW,-103.47999999999999,-73.33
N/A,-0.93,N/A,266.0,2025,📉 獲利侵蝕,2025-12,鈦昇,-1.59,-93.62,0.0,10.0,-72.00000000000001,⚪ 數據不足,-10.4,8027.TWO,-103.62,-355.88
N/A,0.04,N/A,53.9000015259,2025,🔄 轉虧為盈,2025-12,泰藝,-0.24,-90.0,0.0,16.02,-7.800000000000001,⚪ 數據不足,15.96,8289.TWO,-106.02,-196.0
N/A,-1.49,N/A,15.5,2025,🌑 雙重衰退,2025-12,正能量智能,-1.02,-109.86,0.0,-3.8,-55.949999999999996,⚪ 數據不足,-2.76,5348.TWO,-106.06,-15.91
16.79%,0.39,4.95%,422.0,2025,🔄 轉虧為盈,2025-12,晶呈科技,-0.09,-86.55,1278.7878787878785,20.89,4.950000000000001,❌ 暫避觀望,-22.96,4768.TWO,-107.44,-103.78
28.78%,-0.67,9.33%,47.4000015259,2025,📉 獲利侵蝕,2025-12,永新-KY,-2.24,-106.38,11.366906840743406,1.42,62.55,⚪ 中性觀察,10.25,4557.TW,-107.8,-129.31
N/A,-1.72,N/A,22.1000003815,2025,🌑 雙重衰退,2025-12,上亞科技,-1.06,-129.33,0.0,-20.79,-58.35,⚪ 數據不足,-23.23,6130.TWO,-108.54000000000002,-1077.78
N/A,-0.27,N/A,11.3000001907,2025,🌑 雙重衰退,2025-12,萬國通,-0.44,-126.47,0.0,-17.71,-13.35,⚪ 數據不足,-20.28,9950.TWO,-108.75999999999999,-150.0
N/A,0.02,N/A,47.0,2025,🔄 轉虧為盈,2025-12,隆中,-0.46,-99.01,0.0,10.22,-8.25,⚪ 數據不足,2.29,6542.TWO,-109.23,-120.18
N/A,0.05,N/A,25.6000003815,2025,🔄 轉虧為盈,2025-12,研通,-0.02,-90.74,0.0,19.77,-2.399999999999999,⚪ 數據不足,23.03,6229.TWO,-110.50999999999999,-103.57
-3.81%,-5.61,-23.08%,50.9000015259,2025,📉 獲利侵蝕,2025-12,濱川,-4.54,-106.61,0.0,5.02,-226.35,⚪ 數據不足,11.56,1569.TWO,-111.63,-163.13
-12.37%,-2.86,-29.19%,57.7999992371,2025,📉 獲利侵蝕,2025-12,正達,-2.24,-106.98,0.0,5.53,-111.9,⚪ 數據不足,0.72,3149.TW,-112.51,-272.73
51.18%,3.56,30.40%,705.0,2025,🏰 高護城河,2026-03,台灣精銳,12.0,-14.42,24.094326725905674,98.42,438.9,❌ 暫避觀望,1.32,4583.TW,-112.84,-15.13
12.45%,2.3,8.05%,81.8000030518,2025,📉 獲利侵蝕,2025-12,安馳,0.27,-44.71,24.939025320670734,69.32,49.199999999999996,❌ 暫避觀望,54.47,3528.TW,-114.03,-91.89
4.22%,2.32,2.17%,57.7000007629,2025,📉 獲利侵蝕,2025-12,鴻準,1.68,-8.3,10.069808161064572,105.83,85.95,⚪ 中性觀察,166.67,2354.TW,-114.13,-11.58
N/A,-0.06,N/A,29.3999996185,2025,📉 獲利侵蝕,2025-12,凱衛,-0.13,-102.22,0.0,12.63,-17.700000000000003,⚪ 數據不足,8.86,5201.TWO,-114.85,-115.29
N/A,0.51,N/A,18.4500007629,2025,📉 獲利侵蝕,2025-12,大研生醫*,3.44,-76.4,2.277777871962963,39.1,121.5,⚪ 中性觀察,51.38,7780.TW,-115.5,209.41
3.88%,-3.0,-6.88%,31.2000007629,2025,🌑 雙重衰退,2025-12,建通,-2.59,-117.65,0.0,-0.51,-108.3,⚪ 數據不足,-3.42,2460.TW,-117.14,-247.95
N/A,-0.78,N/A,45.3499984741,2025,🌑 雙重衰退,2025-12,星雲,-0.36,-122.86,0.0,-5.47,-20.25,⚪ 數據不足,-6.79,8047.TWO,-117.39,-140.0
15.63%,3.65,10.37%,22.1000003815,2025,⚠️ 獲利稀釋,2025-12,皇普,3.39,12.42,2.2278226191028225,130.3,148.8,⚪ 中性觀察,44251.78,2528.TW,-117.88000000000001,525.0
40.07%,-0.22,-42.60%,18.1499996185,2025,🌑 雙重衰退,2025-12,鈺寶-創,0.19,-131.88,69.80769084038461,-12.58,3.9000000000000004,❌ 暫避觀望,-11.3,3150.TW,-119.3,-73.61
7.45%,-1.85,-2.27%,13.6000003815,2025,🌑 雙重衰退,2025-12,燁輝,-1.4,-129.63,0.0,-8.68,-64.05000000000001,⚪ 數據不足,-6.3,2023.TW,-120.94999999999999,-243.9
2.81%,-1.05,-8.09%,29.0,2025,📉 獲利侵蝕,2025-12,泰茂,-0.19,-118.67,0.0,2.29,-18.75,⚪ 數據不足,26.14,2230.TWO,-120.96000000000001,-103.85
-0.79%,-0.45,-10.66%,9.4399995804,2025,🌑 雙重衰退,2025-12,大東,-0.26,-128.03,0.0,-6.83,-0.8999999999999991,⚪ 數據不足,-3.74,1441.TW,-121.2,-110.79
N/A,-0.81,N/A,14.4499998093,2025,🌑 雙重衰退,2025-12,美吉吉-KY,0.0,-140.21,180.62499761625008,-18.09,1.1999999999999993,❌ 暫避觀望,-11.54,8466.TW,-122.12,-100.0
21.48%,-0.34,-2.51%,0.0,2025,🌑 雙重衰退,2025-12,艾笛森,-0.21,-132.32,0.0,-9.81,0.0,⚪ 數據不足,-6.81,3591.TW,-122.50999999999999,-127.78
21.56%,-0.36,3.08%,30.1000003815,2025,🌑 雙重衰退,2025-12,仲琦,-0.17,-125.0,0.0,-2.29,-12.750000000000002,⚪ 數據不足,-2.54,2419.TW,-122.71,-325.0
-4.05%,-0.33,-24.47%,12.0,2025,🌑 雙重衰退,2025-12,偉全,-0.51,-150.77,0.0,-27.73,-18.3,⚪ 數據不足,-25.38,1465.TW,-123.04,-221.43
N/A,-0.93,N/A,51.2000007629,2025,🌑 雙重衰退,2025-12,九齊,-1.8,-135.36,0.0,-11.74,-74.4,⚪ 數據不足,-18.16,6494.TWO,-123.62000000000002,-174.07
18.97%,-0.84,-79.87%,33.0999984741,2025,🌑 雙重衰退,2025-12,律勝,-0.71,-147.06,0.0,-22.74,-35.699999999999996,⚪ 數據不足,-25.84,3354.TWO,-124.32000000000001,-102.86
2.83%,-0.08,-0.74%,83.4000015259,2025,📉 獲利侵蝕,2025-12,鑫科,-0.07,-117.39,0.0,8.52,-1.2000000000000002,⚪ 數據不足,2.32,3663.TWO,-125.91,-128.0
N/A,-0.61,N/A,11.6499996185,2025,🌑 雙重衰退,2025-12,力新,-0.57,-134.86,0.0,-8.35,-33.3,⚪ 數據不足,1.12,5202.TWO,-126.51000000000002,-126.76
23.65%,-1.63,-15.73%,105.0,2025,🌑 雙重衰退,2025-12,為升,-0.06,-148.96,0.0,-21.77,-19.8,⚪ 數據不足,-18.65,2231.TW,-127.19000000000001,-103.64
8.85%,-0.06,2.74%,13.8500003815,2025,🌑 雙重衰退,2025-12,志聯,-0.14,-137.5,0.0,-9.83,-3.75,⚪ 數據不足,-7.46,2024.TW,-127.67,-380.0
19.66%,-4.83,-2.95%,47.9500007629,2025,🌑 雙重衰退,2025-12,程泰,-5.75,-142.57,0.0,-12.11,-399.0,⚪ 數據不足,-12.06,1583.TW,-130.45999999999998,-269.21
17.06%,-0.55,1.24%,25.5499992371,2025,🌑 雙重衰退,2025-12,旭軟,-0.72,-138.3,0.0,-7.45,-30.0,⚪ 數據不足,-10.98,3390.TWO,-130.85000000000002,-158.97
1.51%,-5.14,-21.28%,28.7000007629,2025,🌑 雙重衰退,2025-12,鴻碩,-4.31,-147.12,0.0,-15.24,-208.2,⚪ 數據不足,-17.54,3092.TW,-131.88,-174.52
N/A,-0.09,N/A,136.5,2025,📉 獲利侵蝕,2025-12,廣閎科,-1.12,-102.7,0.0,29.21,-48.45,⚪ 數據不足,27.89,6693.TWO,-131.91,-150.45
8.50%,-0.32,0.94%,32.5,2025,📉 獲利侵蝕,2025-12,承啟,-0.95,-130.48,0.0,2.17,-35.4,⚪ 數據不足,2.41,2425.TW,-132.64999999999998,-439.29
4.37%,-0.56,-6.00%,11.8500003815,2025,🌑 雙重衰退,2025-12,華紙,-0.85,-143.48,0.0,-9.63,-34.35,⚪ 數據不足,-10.29,1905.TW,-133.85,-1316.67
18.99%,-0.61,-2.69%,16.1000003815,2025,🌑 雙重衰退,2025-12,光群雷,-0.32,-138.31,0.0,-4.36,-18.299999999999997,⚪ 數據不足,-5.52,2461.TW,-133.95,-117.82
N/A,-0.52,N/A,33.2000007629,2025,🌑 雙重衰退,2025-12,迅杰,-0.32,-147.27,0.0,-12.93,-13.499999999999998,⚪ 數據不足,-6.38,6243.TW,-134.34,-145.59
25.62%,-5.26,-11.28%,0.0,2025,📉 獲利侵蝕,2025-12,力士,-4.75,-124.23,0.0,10.31,0.0,⚪ 數據不足,6.21,4923.TWO,-134.54,-176.51
