eps,prev_year,gm,price,prev_eps,eps_yoy,expansion,date,om,advice,rev_yoy,prev_eps_yoy,status,prev_rev_yoy,name,pe,symbol,est_price
0.1,2025,N/A,54.5,0.13,118.18,94.49000000000001,2025-12,N/A,⚠️ 追價風險,23.69,123.21,🚀 利潤擴張,15.42,廣運,175.80645161290323,6125.TWO,4.65
4.67,2025,39.69%,65.8000030518,4.47,100.43,94.30000000000001,2025-12,12.64%,💎 強力關注,6.13,151.12,🚀 利潤擴張,5.19,歐買尬,6.19585716118644,3687.TWO,159.3
0.04,2025,912.85%,11.8500003815,0.05,100.0,92.73,2025-12,-2853.40%,⚪ 數據不足,7.27,-58.33,🏰 高護城河,4.56,大將,0.0,1453.TW,-2.1
-1.82,2025,33.80%,13.25,-1.67,57.28,92.59,2025-12,-77.27%,⚪ 數據不足,-35.31,41.15,🧐 疑業外收益,-47.71,樂威科-KY,0.0,4154.TWO,-84.00000000000001
-0.14,2025,19.09%,9.9300003052,0.07,88.8,91.99,2025-12,-7.49%,⚪ 中性觀察,-3.19,107.29,🧐 疑業外收益,2.22,云辰,16.016129524516128,2390.TW,9.3
14.04,2025,N/A,0.0,8.86,279.4,91.57999999999998,2025-12,N/A,⚪ 數據不足,187.82,914.94,🚀 利潤擴張,255.72,倍利科,0.0,7822.TW,0.0
-1.13,2025,N/A,18.8999996185,-0.98,54.88,91.41,2025-12,N/A,⚪ 數據不足,-36.53,33.79,🧐 疑業外收益,-30.23,鋐寶科技,0.0,6674.TW,-48.75
0.0,2025,N/A,16.2999992371,-0.22,100.0,91.19,2025-12,N/A,⚪ 數據不足,8.81,-83.33,🚀 利潤擴張,9.78,建暐,0.0,8092.TWO,-15.0
27.7,2025,60.80%,2055.0,21.67,122.05,91.0,2025-12,34.82%,⚠️ 追價風險,31.05,141.3,🏰 高護城河,26.76,致茂,32.074293741220536,2360.TW,961.0500000000001
0.87,2025,39.55%,16.3500003815,-0.45,89.13,90.6,2025-12,16.76%,⚪ 數據不足,-1.47,-309.09,🔄 轉虧為盈,-0.65,六福,0.0,2705.TW,-1.9500000000000004
1.39,2025,N/A,48.3499984741,0.78,104.41,90.25,2025-12,N/A,⚪ 中性觀察,14.16,75.0,🚀 利潤擴張,13.6,青松健康,19.897118713621396,6931.TW,36.45
-0.13,2025,N/A,15.3000001907,-0.14,81.16,90.0,2025-12,N/A,⚪ 數據不足,-8.84,51.72,🧐 疑業外收益,-9.27,四維航,0.0,5608.TW,-9.6
-0.77,2025,-18.77%,15.1499996185,-0.63,41.22,88.55,2025-12,-63.16%,⚪ 數據不足,-47.33,46.61,🧐 疑業外收益,-42.1,聯合再生,0.0,3576.TW,-28.200000000000003
7.31,2025,N/A,95.0,2.25,81.39,87.6,2025-12,N/A,💎 強力關注,-6.21,-16.97,🧐 疑業外收益,-3.06,瑞耘,7.831821929101402,6532.TWO,181.95
0.15,2025,N/A,615.0,-0.45,107.11,81.68,2025-12,N/A,⚪ 數據不足,25.43,73.81,🔄 轉虧為盈,18.29,環宇-KY,0.0,4991.TWO,-23.549999999999997
-3.19,2025,41.62%,39.4500007629,-2.52,35.27,81.01,2025-12,-45.63%,⚪ 數據不足,-45.74,-18.72,🧐 疑業外收益,-40.76,華軒,0.0,2740.TWO,-125.25
-0.35,2025,31.45%,27.75,-0.53,56.79,80.62,2025-12,0.98%,⚪ 數據不足,-23.83,5.36,🧐 疑業外收益,-21.6,恩德,0.0,1528.TW,-21.599999999999998
15.5,2025,N/A,376.5,12.0,65.55,80.56,2025-12,N/A,💎 強力關注,-15.01,63.11,🧐 疑業外收益,-19.07,帆宣,9.837993206166711,6196.TW,574.05
-0.02,2025,7.21%,8.2399997711,0.02,95.92,79.21000000000001,2025-12,-1.47%,⚪ 數據不足,16.71,116.67,🚀 利潤擴張,13.61,聚亨,0.0,2022.TW,-0.6
0.0,2025,N/A,72.5,-0.17,100.0,78.95,2025-12,N/A,⚪ 數據不足,21.05,-21.43,🚀 利潤擴張,14.85,凱崴,0.0,5498.TWO,-7.05
2.07,2025,19.46%,20.0499992371,1.72,73.95,78.51,2025-12,7.61%,💎 強力關注,-4.56,84.95,🧐 疑業外收益,-2.45,力達-KY,3.7830187239811317,4552.TW,79.50000000000001
15.8,2025,59.86%,877.0,13.28,186.23,77.88999999999999,2025-12,29.84%,⚪ 中性觀察,108.34,362.45,🏰 高護城河,173.02,牧德,20.05946935041171,3563.TW,655.8
-0.92,2025,15.21%,56.2999992371,-0.77,51.01,77.02,2025-12,-34.07%,⚪ 數據不足,-26.01,54.03,🧐 疑業外收益,-12.38,佰研,0.0,3205.TWO,-44.24999999999999
-1.45,2025,-184.95%,12.8000001907,-1.49,34.68,76.84,2025-12,-404.30%,⚪ 數據不足,-42.16,2.61,🧐 疑業外收益,-43.41,迎輝,0.0,3523.TWO,-65.85
0.48,2025,41.15%,79.8000030518,-0.9,120.0,76.57,2025-12,17.10%,⚪ 數據不足,43.43,58.96,🔄 轉虧為盈,36.24,陽程,0.0,3498.TWO,-32.55
-0.6,2025,-3.42%,17.1000003815,-0.14,56.82,75.48,2025-12,-68.62%,⚪ 數據不足,-18.66,86.73,🧐 疑業外收益,-22.91,西勝,0.0,3625.TWO,-16.200000000000003
0.01,2025,N/A,89.1999969482,-0.37,100.49,74.38,2025-12,N/A,⚪ 數據不足,26.11,76.26,🔄 轉虧為盈,28.6,天正國際,0.0,6654.TWO,-44.699999999999996
-0.66,2025,16.55%,63.5,-1.08,85.65,74.10000000000001,2025-12,-1.35%,⚪ 數據不足,11.55,69.01,🚀 利潤擴張,7.47,全球傳動,0.0,4540.TW,-40.5
0.6,2025,8.90%,22.7000007629,0.68,71.43,73.91000000000001,2025-12,-6.13%,✅ 穩健價值,-2.48,44.68,🧐 疑業外收益,-1.32,百容,12.204301485430106,2483.TW,27.900000000000006
-1.49,2025,N/A,80.9000015259,-2.01,96.29,73.57000000000001,2025-12,N/A,⚪ 數據不足,22.72,98.92,🚀 利潤擴張,19.21,奧義賽博-KY創,0.0,7823.TW,0.0
17.49,2025,16.93%,158.5,13.31,78.29,72.29,2025-12,5.55%,💎 強力關注,6.0,76.53,🚀 利潤擴張,3.94,雄獅,3.6121239744758435,2731.TW,658.1999999999999
-0.15,2025,7.45%,12.8000001907,-0.04,55.88,71.99000000000001,2025-12,-4.90%,⚪ 數據不足,-16.11,69.23,🧐 疑業外收益,-15.52,南紡,0.0,1440.TW,-4.2
1.04,2025,N/A,54.0,0.5,65.08,70.75,2025-12,N/A,⚠️ 追價風險,-5.67,2.04,🧐 疑業外收益,-6.34,台塑化,35.29411764705882,6505.TW,22.950000000000003
12.98,2025,61.62%,268.0,5.37,140.33,70.49000000000001,2025-12,55.59%,✅ 穩健價值,69.84,22.99,🏰 高護城河,36.15,創見,12.719506407214046,2451.TW,316.05000000000007
0.35,2025,N/A,20.4500007629,0.29,66.67,70.29,2025-12,N/A,⚠️ 追價風險,-3.62,20.83,🧐 疑業外收益,1.05,慕康生醫,33.52459141459017,5398.TWO,9.149999999999999
-0.16,2025,-4.80%,23.3999996185,-0.23,82.8,70.11,2025-12,-14.24%,⚪ 數據不足,12.69,65.67,🚀 利潤擴張,9.39,富晶通,0.0,3623.TWO,-16.950000000000003
4.16,2025,N/A,253.5,2.98,82.74,70.08,2025-12,N/A,⚠️ 追價風險,12.66,78.92,🚀 利潤擴張,11.37,聯茂,24.950787401574804,6213.TW,152.4
-1.32,2025,N/A,19.3500003815,-0.45,53.52,69.83,2025-12,N/A,⚪ 數據不足,-16.31,79.91,🧐 疑業外收益,-27.43,保銳,0.0,8093.TWO,-22.65
-0.16,2025,N/A,10.1999998093,-0.38,74.6,69.53999999999999,2025-12,N/A,⚪ 數據不足,5.06,-642.86,🚀 利潤擴張,11.68,易通展,0.0,6241.TWO,-13.649999999999999
-1.17,2025,15.04%,21.5499992371,-0.71,10.0,69.25999999999999,2025-12,-86.00%,⚪ 數據不足,-59.26,31.73,🧐 疑業外收益,-73.69,宏太-KY,0.0,2924.TWO,-38.85
-0.61,2025,N/A,9.8999996185,-0.25,55.88,67.61,2025-12,N/A,⚪ 數據不足,-11.73,83.78,🧐 疑業外收益,-12.86,特昇-KY,0.0,6616.TWO,-11.850000000000001
9.42,2025,44.03%,180.0,8.22,51.69,67.3,2025-12,18.21%,💎 強力關注,-15.61,77.54,🧐 疑業外收益,-12.47,璟德,6.870229007633587,3152.TWO,393.00000000000006
46.57,2025,31.93%,2780.0,32.49,98.71,66.97,2025-12,18.37%,⚠️ 追價風險,31.74,107.49,🚀 利潤擴張,29.74,貿聯-KY,26.103286384976524,3665.TW,1597.5
4.94,2025,N/A,0.0,3.14,151.41,66.71,2025-12,N/A,⚪ 數據不足,84.7,161.67,🚀 利潤擴張,86.86,邁科,0.0,6831.TW,0.0
-0.37,2025,N/A,7.2600002289,-0.34,48.61,65.59,2025-12,N/A,⚪ 數據不足,-16.98,33.33,🧐 疑業外收益,1.19,商丞,0.0,8277.TWO,-15.15
-0.2,2025,13.67%,66.1999969482,-0.33,62.96,65.33,2025-12,4.79%,⚪ 數據不足,-2.37,36.54,🧐 疑業外收益,-0.78,台玻,0.0,1802.TW,-16.349999999999998
2.88,2025,25.55%,38.4500007629,2.08,77.93,65.30000000000001,2025-12,14.07%,💎 強力關注,12.63,98.94,🚀 利潤擴張,11.96,大成鋼,5.721726304002976,2027.TW,100.8
1.99,2025,34.49%,20.2999992371,1.42,60.48,65.27,2025-12,10.29%,💎 強力關注,-4.79,118.46,🧐 疑業外收益,-5.03,東森,4.471365470726872,2614.TW,68.1
-2.52,2025,N/A,30.1000003815,-1.9,54.46,65.14,2025-12,N/A,⚪ 數據不足,-10.68,-950.0,🧐 疑業外收益,-12.8,桓鼎-KY,0.0,5543.TWO,-88.8
-0.24,2025,18.47%,18.8999996185,-0.56,84.62,65.02000000000001,2025-12,4.68%,⚪ 數據不足,19.6,74.07,🚀 利潤擴張,32.17,日成-KY,0.0,4807.TW,-32.699999999999996
-0.87,2025,6.55%,12.6499996185,-0.56,42.76,64.9,2025-12,-24.84%,⚪ 數據不足,-22.14,-366.67,🧐 疑業外收益,-25.71,大宇,0.0,1445.TW,-24.750000000000004
-0.74,2025,59.04%,5.6999998093,-0.57,42.64,64.78,2025-12,-1090.16%,⚪ 數據不足,-22.14,46.23,🏰 高護城河,-22.27,淳紳,0.0,4529.TWO,-28.05
-0.2,2025,N/A,33.9500007629,-0.91,90.52,64.66999999999999,2025-12,N/A,⚪ 數據不足,25.85,50.27,🚀 利潤擴張,18.69,鈺鎧,0.0,5228.TWO,-24.750000000000004
0.9,2025,60.10%,26.5,0.52,79.17,64.65,2025-12,23.50%,✅ 穩健價值,14.52,11.63,🏰 高護城河,6.08,友霖,13.520408163265307,4166.TWO,29.4
2.75,2025,N/A,383.0,1.69,88.97,64.43,2025-12,N/A,⚠️ 追價風險,24.54,52.25,🚀 利潤擴張,18.57,尖點,66.95804195804196,8021.TW,85.8
-4.65,2025,N/A,32.0,-1.99,42.24,63.85,2025-12,N/A,⚪ 數據不足,-21.61,66.78,🧐 疑業外收益,-25.86,柏承,0.0,6141.TW,-122.25
4.35,2025,26.65%,82.5,3.51,74.89,63.75,2025-12,5.06%,💎 強力關注,11.14,133.33,🚀 利潤擴張,15.04,宏致,7.320319432120675,3605.TW,169.04999999999998
2.3,2025,N/A,139.5,1.08,69.12,63.02,2025-12,N/A,⚠️ 追價風險,6.1,6.93,🚀 利潤擴張,-4.49,新門,34.78802992518703,5432.TWO,60.15
3.02,2025,30.84%,70.3000030518,1.45,78.06,62.74,2025-12,3.76%,✅ 穩健價值,15.32,17.59,🚀 利潤擴張,17.04,偉詮電,14.346939398326533,2436.TW,73.49999999999999
0.35,2025,14.21%,16.0499992371,0.25,84.21,62.559999999999995,2025-12,5.22%,⚪ 中性觀察,21.65,73.33,🚀 利潤擴張,24.94,佳大,18.448274985172414,2033.TW,13.05
-2.61,2025,-118.96%,5.7899999619,-0.95,50.57,62.519999999999996,2025-12,-391.42%,⚪ 數據不足,-11.95,59.05,🧐 疑業外收益,-7.48,勝悅-KY,0.0,1340.TW,-67.8
30.41,2025,N/A,3630.0,21.73,95.56,62.230000000000004,2025-12,N/A,⚠️ 追價風險,33.33,279.9,🚀 利潤擴張,55.92,精測,50.27004570004154,6510.TWO,1083.15
1.36,2025,N/A,94.9000015259,-0.16,72.15,61.900000000000006,2025-12,N/A,⚪ 數據不足,10.25,-130.19,🔄 轉虧為盈,-10.02,東捷,0.0,8064.TWO,-4.049999999999999
8.49,2025,N/A,149.5,5.69,79.87,61.470000000000006,2025-12,N/A,💎 強力關注,18.4,91.16,🚀 利潤擴張,17.64,柏文,7.7581733264141155,8462.TW,289.05
-0.77,2025,N/A,10.0500001907,-0.73,35.29,61.36,2025-12,N/A,⚪ 數據不足,-26.07,44.7,🧐 疑業外收益,-12.89,力麗店,0.0,5364.TWO,-36.449999999999996
1.08,2025,N/A,26.9500007629,0.88,66.15,61.290000000000006,2025-12,N/A,💎 強力關注,4.86,300.0,🚀 利潤擴張,6.53,倍微,10.78000030516,6270.TWO,37.5
0.05,2025,N/A,26.9500007629,0.04,66.67,61.07,2025-12,N/A,⚪ 數據不足,5.6,-42.86,🚀 利潤擴張,5.91,宏齊,0.0,6168.TW,-1.3010426069826053e-16
6.82,2025,N/A,0.0,4.08,66.34,59.830000000000005,2025-12,N/A,⚪ 數據不足,6.51,53.96,🚀 利潤擴張,5.78,霈方,0.0,6574.TWO,0.0
-0.23,2025,4.12%,18.6000003815,-0.26,46.51,58.94,2025-12,0.66%,⚪ 數據不足,-12.43,-136.36,🧐 疑業外收益,-9.7,太空梭,0.0,2440.TW,-10.35
-0.35,2025,N/A,12.8500003815,-0.33,60.23,58.809999999999995,2025-12,N/A,⚪ 數據不足,1.42,53.52,🚀 利潤擴張,-7.02,無敵,0.0,8201.TW,-16.8
-0.96,2025,15.28%,60.9000015259,-1.33,57.52,57.57,2025-12,2.18%,⚪ 數據不足,-0.05,11.92,🧐 疑業外收益,-24.95,兆赫,0.0,2485.TW,-62.699999999999996
-1.16,2025,5.19%,30.9500007629,-1.02,47.45,57.160000000000004,2025-12,-15.57%,⚪ 數據不足,-9.71,-14.61,🧐 疑業外收益,-6.96,勝昱,0.0,4304.TWO,-52.8
10.39,2025,20.24%,140.0,7.94,58.63,56.93,2025-12,12.03%,💎 強力關注,1.7,85.95,🚀 利潤擴張,1.07,卜蜂,5.4559625876851126,1215.TW,384.9
0.68,2025,23.48%,21.25,0.23,-32.0,56.36,2025-12,-362.94%,⚪ 中性觀察,-88.36,-68.06,🌑 雙重衰退,-92.54,聯德,19.318181818181817,3308.TW,16.5
5.59,2025,N/A,707.0,3.11,82.47,56.05,2025-12,N/A,⚠️ 追價風險,26.42,42.52,🚀 利潤擴張,23.53,南俊國際,65.34195933456562,6584.TWO,162.3
1.72,2025,N/A,15.25,0.7,54.95,55.6,2025-12,N/A,💎 強力關注,-0.65,-30.0,🧐 疑業外收益,-23.52,福邦證,5.980392156862745,6026.TWO,38.25
1.81,2025,25.38%,27.1499996185,1.37,58.77,55.370000000000005,2025-12,12.75%,💎 強力關注,3.4,55.68,🚀 利潤擴張,-1.03,錩新,6.573849786561744,2415.TW,61.949999999999996
-0.1,2025,4.92%,4.4000000954,-0.06,78.72,55.01,2025-12,-68.47%,⚪ 數據不足,23.71,78.57,🚀 利潤擴張,22.29,唐鋒,0.0,4609.TWO,-11.25
0.15,2025,14.61%,16.1000003815,0.12,50.0,54.5,2025-12,2.47%,⚠️ 追價風險,-4.5,500.0,🧐 疑業外收益,-6.49,永純,55.51724269482758,4711.TWO,4.3500000000000005
2.66,2025,N/A,118.0,1.37,56.47,54.23,2025-12,N/A,⚠️ 追價風險,2.24,44.21,🚀 利潤擴張,1.01,立積,27.634660421545664,4968.TW,64.05000000000001
-1.17,2025,1.59%,11.25,-0.56,32.76,52.61,2025-12,-3.51%,⚪ 數據不足,-19.85,63.82,🧐 疑業外收益,-20.09,聯成,0.0,1313.TW,-33.6
-0.11,2025,N/A,18.7000007629,-0.11,52.17,52.190000000000005,2025-12,N/A,⚪ 數據不足,-0.02,21.43,🧐 疑業外收益,0.3,沈氏,0.0,8921.TWO,-10.200000000000001
-0.19,2025,56.31%,42.9000015259,-0.8,54.55,51.86,2025-12,8.42%,⚪ 數據不足,2.69,-144.44,🏰 高護城河,-1.52,圓剛,0.0,2417.TW,-31.8
2.22,2025,52.35%,68.4000015259,1.65,53.1,51.440000000000005,2025-12,13.25%,✅ 穩健價值,1.66,54.21,🏰 高護城河,0.67,寶齡富錦,13.762575759738429,1760.TW,74.55000000000001
1.14,2025,N/A,19.6000003815,0.88,54.05,50.919999999999995,2025-12,N/A,💎 強力關注,3.13,46.67,🚀 利潤擴張,10.12,達輝-KY,6.666666796428571,5276.TWO,44.1
-0.76,2025,N/A,27.2000007629,-0.46,55.83,50.8,2025-12,N/A,⚪ 數據不足,5.03,60.71,🚀 利潤擴張,-3.97,三貝德,0.0,8489.TWO,-27.450000000000003
-0.07,2025,N/A,11.4499998093,-0.19,50.0,50.73,2025-12,N/A,⚪ 數據不足,-0.73,-5.56,🧐 疑業外收益,-3.83,秋雨,0.0,9929.TW,-7.95
-0.7,2025,14.37%,30.0499992371,-0.6,64.65,50.63000000000001,2025-12,-1.87%,⚪ 數據不足,14.02,47.37,🚀 利潤擴張,-2.54,艾姆勒,0.0,2241.TW,-28.349999999999994
2.45,2025,N/A,45.1500015259,1.86,32.43,49.08,2025-12,N/A,💎 強力關注,-16.65,40.91,🧐 疑業外收益,-13.81,台汽電,6.978361905085007,8926.TW,97.05000000000001
-1.18,2025,15.39%,20.7000007629,-0.69,51.74,48.510000000000005,2025-12,-3.96%,⚪ 數據不足,3.23,36.7,🚀 利潤擴張,6.33,聯穎,0.0,3550.TW,-40.49999999999999
5.02,2025,N/A,84.6999969482,1.62,43.32,47.74,2025-12,N/A,💎 強力關注,-4.42,-50.61,🧐 疑業外收益,-16.18,至上,11.263297466515958,8112.TW,112.8
-0.6,2025,N/A,69.8000030518,-0.45,49.15,46.5,2025-12,N/A,⚪ 數據不足,2.65,48.28,🚀 利潤擴張,7.0,九暘,0.0,8040.TWO,-21.750000000000004
-0.44,2025,100.00%,10.0,-0.41,57.53,45.28,2025-12,-377.43%,⚪ 數據不足,12.25,26.09,🏰 高護城河,84.76,富榮綱,0.0,3115.TWO,-21.299999999999997
-0.84,2025,-21.68%,72.5,-0.11,20.75,45.260000000000005,2025-12,-98.59%,⚪ 數據不足,-24.51,84.06,🧐 疑業外收益,-11.14,巨鎧精密-創,0.0,2254.TW,-9.6
2.03,2025,25.49%,46.2999992371,0.99,61.11,45.05,2025-12,17.54%,✅ 穩健價值,16.06,65.0,🚀 利潤擴張,14.71,晟田,12.547425267506778,4541.TWO,55.349999999999994
-0.88,2025,29.42%,20.7000007629,-0.24,46.34,44.480000000000004,2025-12,-21.05%,⚪ 數據不足,1.86,70.73,🚀 利潤擴張,-0.45,喬鼎,0.0,3057.TW,-1.9500000000000017
-0.27,2025,16.50%,6.9800000191,-0.27,35.0,44.38,2025-12,1.12%,⚪ 數據不足,-9.38,33.33,🧐 疑業外收益,-5.8,宏遠,0.0,1460.TW,-9.9
1.0,2025,8.38%,47.2000007629,0.89,49.25,44.36,2025-12,2.16%,⚪ 中性觀察,4.89,64.81,🚀 利潤擴張,4.46,亞航,18.29457393910852,2630.TW,38.70000000000001
-0.36,2025,N/A,15.25,-0.28,36.84,44.080000000000005,2025-12,N/A,⚪ 數據不足,-7.24,-12.0,🧐 疑業外收益,-11.26,得利影,0.0,6144.TWO,-15.3
30.51,2025,N/A,671.0,17.33,63.03,43.99,2025-12,N/A,💎 強力關注,19.04,33.18,🚀 利潤擴張,-5.05,亞翔,11.507460126907906,6139.TW,874.6500000000001
-0.75,2025,N/A,8.2299995422,-0.46,58.56,43.78,2025-12,N/A,⚪ 數據不足,14.78,65.89,🚀 利潤擴張,22.03,彩晶,0.0,6116.TW,-30.6
2.42,2025,N/A,40.9000015259,2.63,42.35,43.550000000000004,2025-12,N/A,💎 強力關注,-1.2,34.87,🧐 疑業外收益,-3.85,羅麗芬-KY,5.388669502753624,6666.TW,113.85
-1.56,2025,-2.30%,32.7999992371,-0.93,33.33,42.96,2025-12,-60.61%,⚪ 數據不足,-9.63,43.83,🧐 疑業外收益,-8.43,柏騰,0.0,3518.TW,-64.95
-0.26,2025,N/A,3.4900000095,-0.37,50.0,42.67,2025-12,N/A,⚪ 數據不足,7.33,9.76,🚀 利潤擴張,2.46,劍湖山,0.0,5701.TWO,-13.2
6.6,2025,N/A,86.5999984741,5.11,36.36,42.46,2025-12,N/A,💎 強力關注,-6.1,35.9,🧐 疑業外收益,-8.18,金益鼎,5.52648362948947,8390.TWO,235.05
-0.28,2025,N/A,0.0,-0.17,38.64,42.35,2025-12,N/A,⚪ 數據不足,-3.71,45.16,🧐 疑業外收益,-0.95,光鼎,0.0,6226.TW,0.0
1.18,2025,6.94%,14.6000003815,0.44,29.85,42.0,2025-12,33.56%,💎 強力關注,-12.15,-53.62,🧐 疑業外收益,-8.45,宜進,5.887096928024194,1457.TW,37.199999999999996
3.02,2025,33.75%,35.9000015259,2.16,48.04,41.12,2025-12,16.61%,💎 強力關注,6.92,61.19,🚀 利潤擴張,8.82,強信-KY,4.742404428784677,4560.TW,113.55
-0.64,2025,-12.51%,12.6000003815,-0.66,41.28,40.06,2025-12,-21.51%,⚪ 數據不足,1.22,26.67,🚀 利潤擴張,-1.71,精金,0.0,3049.TW,-30.15
4.96,2025,N/A,32.7000007629,4.31,27.18,39.97,2025-12,N/A,💎 強力關注,-12.79,130.48,🧐 疑業外收益,22.52,隆大,3.0790961170338984,5519.TW,159.29999999999998
2.32,2025,10.75%,24.8500003815,1.74,40.61,39.88,2025-12,7.04%,💎 強力關注,0.73,50.0,🚀 利潤擴張,3.17,春源,4.299308024480969,2010.TW,86.69999999999999
1.85,2025,N/A,22.2999992371,1.84,48.0,39.69,2025-12,N/A,💎 強力關注,8.31,91.67,🚀 利潤擴張,11.83,潤泰材,4.684873789306722,8463.TW,71.4
2.72,2025,30.54%,74.3000030518,0.67,-1.45,39.66,2025-12,-0.34%,⚪ 數據不足,-41.11,-75.81,🌑 雙重衰退,-44.8,富田-創,0.0,4590.TW,0.0
0.74,2025,20.98%,17.9500007629,0.17,34.55,39.4,2025-12,7.12%,⚪ 中性觀察,-4.85,-61.36,🧐 疑業外收益,-5.08,正隆,17.59803996362745,1904.TW,15.3
5.62,2025,N/A,98.6999969482,4.65,66.87,39.27,2025-12,N/A,💎 強力關注,27.6,145.74,🚀 利潤擴張,37.32,創惟,6.029321743934025,6104.TWO,245.55
3.15,2025,7.68%,70.5999984741,2.0,52.91,39.15,2025-12,3.25%,💎 強力關注,13.76,69.49,🚀 利潤擴張,8.99,增你強,9.476509862295302,3028.TW,111.75
23.14,2025,34.59%,2165.0,16.47,70.65,38.89,2025-12,16.35%,⚠️ 追價風險,31.76,52.5,🚀 利潤擴張,28.12,台達電,40.95724555429436,2308.TW,792.9
4.4,2025,N/A,103.5,3.37,30.95,38.69,2025-12,N/A,💎 強力關注,-7.74,42.19,🧐 疑業外收益,-2.65,乙盛-KY,9.469350411710888,5243.TW,163.95
0.89,2025,N/A,59.2000007629,0.24,48.33,38.54,2025-12,N/A,⚠️ 追價風險,9.79,-53.85,🚀 利潤擴張,8.7,金山電,59.20000076290001,8042.TWO,14.999999999999996
6.13,2025,N/A,688.0,4.58,62.99,38.53,2025-12,N/A,⚪ 數據不足,24.46,92.37,🚀 利潤擴張,29.16,萊德光電-KY,0.0,7717.TWO,0.0
1.36,2025,N/A,17.7000007629,1.12,40.21,38.47,2025-12,N/A,💎 強力關注,1.74,55.56,🚀 利潤擴張,7.48,統一實,4.836065782213114,9907.TW,54.900000000000006
1.05,2025,N/A,23.7000007629,0.72,56.72,38.44,2025-12,N/A,💎 強力關注,18.28,-83.78,🚀 利潤擴張,23.06,尚凡*,8.87640478011236,5278.TWO,40.05
3.61,2025,N/A,83.4000015259,2.77,54.94,37.099999999999994,2025-12,N/A,💎 強力關注,17.84,69.94,🚀 利潤擴張,20.72,廣明,9.134720868116101,6188.TWO,136.95
1.19,2025,N/A,113.0,0.78,52.56,36.900000000000006,2025-12,N/A,⚠️ 追價風險,15.66,59.18,🚀 利潤擴張,16.6,建榮,43.29501915708813,5340.TWO,39.15
2.37,2025,53.43%,82.3000030518,1.73,46.3,36.86,2025-12,14.28%,✅ 穩健價值,9.44,20.98,🏰 高護城河,7.11,泓格,13.317152597378643,3577.TWO,92.69999999999999
-0.7,2025,24.23%,37.9000015259,-0.64,-25.0,36.43,2025-12,-460.25%,⚪ 數據不足,-61.43,-64.1,🌑 雙重衰退,-14.57,晟楠,0.0,3631.TWO,-31.200000000000003
-0.56,2025,73.88%,11.6000003815,-0.46,41.67,36.09,2025-12,-74.64%,⚪ 數據不足,5.58,16.36,🏰 高護城河,3.93,新零售,0.0,3085.TWO,-22.35
4.48,2025,N/A,210.5,3.53,34.45,35.99,2025-12,N/A,⚠️ 追價風險,-1.54,180.65,🧐 疑業外收益,17.84,眾達-KY,22.806067172264353,4977.TW,138.45000000000002
6.04,2025,N/A,42.0,2.87,37.27,35.86000000000001,2025-12,N/A,💎 強力關注,1.41,25.33,🚀 利潤擴張,0.34,洛��,3.2583397982932505,8077.TWO,193.35000000000002
5.98,2025,N/A,108.5,3.74,40.71,35.83,2025-12,N/A,💎 強力關注,4.88,16.15,🚀 利潤擴張,5.17,精拓科,7.989690721649485,4951.TWO,203.7
0.57,2025,9.25%,91.5999984741,-0.05,35.71,35.59,2025-12,2.06%,⚠️ 追價風險,0.12,-113.16,🔄 轉虧為盈,2.08,南亞,763.3333206175008,1303.TW,1.7999999999999983
2.59,2025,N/A,122.0,1.97,40.56,35.260000000000005,2025-12,N/A,⚪ 中性觀察,5.3,21.38,🚀 利潤擴張,16.83,均豪,18.654434250764528,5443.TWO,98.1
7.81,2025,N/A,40.1500015259,7.56,38.72,35.0,2025-12,N/A,💎 強力關注,3.72,253.27,🚀 利潤擴張,97.22,新潤,1.7380953041515155,6186.TWO,346.49999999999994
-0.94,2025,N/A,12.1000003815,-0.98,43.03,34.57,2025-12,N/A,⚪ 數據不足,8.46,-13.95,🚀 利潤擴張,0.2,亞元,0.0,6109.TWO,-47.1
3.36,2025,N/A,142.0,2.03,26.79,34.4,2025-12,N/A,⚪ 中性觀察,-7.61,-21.01,🧐 疑業外收益,-22.52,宏捷科,21.09955423476969,8086.TWO,100.94999999999999
1.06,2025,22.41%,20.0,-0.65,46.48,34.39,2025-12,9.68%,⚪ 數據不足,12.09,-3300.0,🔄 轉虧為盈,5.85,興采,0.0,4433.TWO,-11.099999999999996
49.17,2025,26.39%,2835.0,32.25,128.84,34.25,2025-12,20.96%,⚠️ 追價風險,94.59,113.86,🚀 利潤擴張,80.63,奇鋐,26.182120428518655,3017.TW,1624.2
-0.29,2025,18.27%,12.3500003815,-0.21,21.62,33.980000000000004,2025-12,-127.15%,⚪ 數據不足,-12.36,25.0,🧐 疑業外收益,-12.96,懷特,0.0,4108.TW,-11.25
1.14,2025,16.43%,22.5,0.85,35.9,33.41,2025-12,9.95%,💎 強力關注,2.49,1.28,🚀 利潤擴張,2.72,中櫃,8.302583025830259,2613.TW,40.64999999999999
0.29,2025,12.15%,21.6499996185,0.28,-9.38,33.059999999999995,2025-12,-5.24%,⚠️ 追價風險,-42.44,-12.5,🌑 雙重衰退,-42.87,昱捷,28.116882621428573,3232.TWO,11.55
3.08,2025,N/A,169.0,2.68,62.03,32.44,2025-12,N/A,⚪ 中性觀察,29.59,72.73,🚀 利潤擴張,29.97,正淩,20.28811524609844,8147.TWO,124.95
