                    股號           名稱       現價  指標(DMA)  累計損益(%)  交易次數    目前狀態 短 中 長                                                        專業建議                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  trades_list
                  5483          中美晶   136.50    10.50    -1.13     4   ⚪ 觀望中 ▲ ▲ ▲       🚨 剛觸發賣出：🚨 價格防衛：收盤價 126.0 跌破移動支撐位(133.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [{'Buy_Date': '2026-01-05', 'Buy_Price': '111.59', 'Sell_Date': '2026-01-08', 'Sell_Price': '115.00', 'Profit_Pct%': 3.0532962905533076, 'Reason': '🚨 價格防衛：收盤價 115.0 跌破移動支撐位(117.05)'}, {'Buy_Date': '2026-04-20', 'Buy_Price': '131.50', 'Sell_Date': '2026-04-23', 'Sell_Price': '126.00', 'Profit_Pct%': -4.182509505703422, 'Reason': '🚨 價格防衛：收盤價 126.0 跌破移動支撐位(133.0)'}]
                  6618         永虹先進    22.45     2.06   -10.42     4   ⚪ 觀望中 ▲ ▲ ▲       🚨 剛觸發賣出：🚨 價格防衛：收盤價 22.15 跌破移動支撐位(22.75)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            [{'Buy_Date': '2026-01-02', 'Buy_Price': '21.45', 'Sell_Date': '2026-01-05', 'Sell_Price': '20.95', 'Profit_Pct%': -2.3310022480968944, 'Reason': '📉 趨勢反轉：中期指標由正轉負 (-1.15)'}, {'Buy_Date': '2026-04-22', 'Buy_Price': '24.10', 'Sell_Date': '2026-04-27', 'Sell_Price': '22.15', 'Profit_Pct%': -8.091289344944936, 'Reason': '🚨 價格防衛：收盤價 22.15 跌破移動支撐位(22.75)'}]
                  6742           澤米    39.75    -1.73    -5.80     2   ⚪ 觀望中 ▼ ▼ ▼        🚨 剛觸發賣出：🚨 價格防衛：收盤價 41.45 跌破移動支撐位(43.6)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [{'Buy_Date': '2026-04-20', 'Buy_Price': '44.00', 'Sell_Date': '2026-04-23', 'Sell_Price': '41.45', 'Profit_Pct%': -5.795452811590917, 'Reason': '🚨 價格防衛：收盤價 41.45 跌破移動支撐位(43.6)'}]
                  7561         光晟生技    20.60    -0.53     0.00     2   ⚪ 觀望中 ▼ ▼ ▼         🚨 剛觸發賣出：🚨 價格防衛：收盤價 25.0 跌破移動支撐位(25.3)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [{'Buy_Date': '2026-01-19', 'Buy_Price': '25.00', 'Sell_Date': '2026-01-21', 'Sell_Price': '25.00', 'Profit_Pct%': 0.0, 'Reason': '🚨 價格防衛：收盤價 25.0 跌破移動支撐位(25.3)'}]
                  3066           李洲    18.60    -1.01     6.59     6   ⚪ 觀望中 ▼ ▼ ▲        🚨 剛觸發賣出：🚨 價格防衛：收盤價 20.55 跌破移動支撐位(21.3)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                   [{'Buy_Date': '2026-01-16', 'Buy_Price': '15.80', 'Sell_Date': '2026-01-20', 'Sell_Price': '15.45', 'Profit_Pct%': -2.215192260605249, 'Reason': '🚨 價格防衛：收盤價 15.45 跌破移動支撐位(15.55)'}, {'Buy_Date': '2026-03-13', 'Buy_Price': '17.80', 'Sell_Date': '2026-03-23', 'Sell_Price': '20.35', 'Profit_Pct%': 14.325849739842175, 'Reason': '🚨 價格防衛：收盤價 20.35 跌破移動支撐位(22.1)'}, {'Buy_Date': '2026-04-16', 'Buy_Price': '21.75', 'Sell_Date': '2026-04-21', 'Sell_Price': '20.55', 'Profit_Pct%': -5.517244886896553, 'Reason': '🚨 價格防衛：收盤價 20.55 跌破移動支撐位(21.3)'}]
                  6825         和暢科技    41.35     0.67   -10.80     4   ⚪ 觀望中 ▼ ▲ ▲        🚨 剛觸發賣出：🚨 價格防衛：收盤價 35.1 跌破移動支撐位(36.35)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [{'Buy_Date': '2026-01-02', 'Buy_Price': '38.45', 'Sell_Date': '2026-01-07', 'Sell_Price': '36.95', 'Profit_Pct%': -3.901170273700838, 'Reason': '🚨 價格防衛：收盤價 36.95 跌破移動支撐位(37.0)'}, {'Buy_Date': '2026-03-16', 'Buy_Price': '37.70', 'Sell_Date': '2026-03-18', 'Sell_Price': '35.10', 'Profit_Pct%': -6.896557655666209, 'Reason': '🚨 價格防衛：收盤價 35.1 跌破移動支撐位(36.35)'}]
                  1340        勝悅-KY     5.72    -0.49    -1.66     2   ⚪ 觀望中 ▼ ▼ ▼         🚨 剛觸發賣出：🚨 價格防衛：收盤價 7.09 跌破移動支撐位(7.12)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            [{'Buy_Date': '2026-02-11', 'Buy_Price': '7.21', 'Sell_Date': '2026-03-02', 'Sell_Price': '7.09', 'Profit_Pct%': -1.6643534655461978, 'Reason': '🚨 價格防衛：收盤價 7.09 跌破移動支撐位(7.12)'}]
                  6770          力積電    53.10    -0.38    12.83     2   ⚪ 觀望中 ▼ ▼ ▼         🚨 剛觸發賣出：🚨 價格防衛：收盤價 47.5 跌破移動支撐位(48.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [{'Buy_Date': '2026-01-02', 'Buy_Price': '42.10', 'Sell_Date': '2026-01-09', 'Sell_Price': '47.50', 'Profit_Pct%': 12.826607414777207, 'Reason': '🚨 價格防衛：收盤價 47.5 跌破移動支撐位(48.0)'}]
                00655L    國泰中國A50正2    36.59     1.25   -10.23     4   ⚪ 觀望中 ▲ ▲ ▲       🚨 剛觸發賣出：🚨 價格防衛：收盤價 30.91 跌破移動支撐位(32.56)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [{'Buy_Date': '2026-01-06', 'Buy_Price': '36.35', 'Sell_Date': '2026-01-08', 'Sell_Price': '35.52', 'Profit_Pct%': -2.2833508972259895, 'Reason': '🚨 價格防衛：收盤價 35.52 跌破移動支撐位(36.07)'}, {'Buy_Date': '2026-03-17', 'Buy_Price': '33.58', 'Sell_Date': '2026-03-23', 'Sell_Price': '30.91', 'Profit_Pct%': -7.951166879410901, 'Reason': '🚨 價格防衛：收盤價 30.91 跌破移動支撐位(32.56)'}]
                  2630           亞航    48.95     0.05    -7.79     6   ⚪ 觀望中 ▼ ▲ ▲        🚨 剛觸發賣出：🚨 價格防衛：收盤價 49.25 跌破移動支撐位(49.7)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                         [{'Buy_Date': '2026-01-02', 'Buy_Price': '51.80', 'Sell_Date': '2026-01-07', 'Sell_Price': '51.30', 'Profit_Pct%': -0.9652509794669879, 'Reason': '📉 趨勢反轉：中期指標由正轉負 (-0.0)'}, {'Buy_Date': '2026-01-12', 'Buy_Price': '54.70', 'Sell_Date': '2026-01-16', 'Sell_Price': '53.05', 'Profit_Pct%': -3.0184227558911325, 'Reason': '🚨 價格防衛：收盤價 53.05 跌破移動支撐位(53.8)'}, {'Buy_Date': '2026-04-22', 'Buy_Price': '51.20', 'Sell_Date': '2026-04-27', 'Sell_Price': '49.25', 'Profit_Pct%': -3.8085951832895004, 'Reason': '🚨 價格防衛：收盤價 49.25 跌破移動支撐位(49.7)'}]
                  7836          智生活    53.30    -2.81     1.04     2   ⚪ 觀望中 ▼ ▼ ▼         🚨 剛觸發賣出：🚨 價格防衛：收盤價 58.2 跌破移動支撐位(59.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [{'Buy_Date': '2026-04-01', 'Buy_Price': '57.60', 'Sell_Date': '2026-04-21', 'Sell_Price': '58.20', 'Profit_Pct%': 1.0416706678730066, 'Reason': '🚨 價格防衛：收盤價 58.2 跌破移動支撐位(59.0)'}]
                  2939        永邑-KY    25.00    -0.15    -7.99     4   ⚪ 觀望中 ▼ ▼ ▲               🚨 剛觸發賣出：📉 趨勢反轉：中期指標由正轉負 (-0.16)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            [{'Buy_Date': '2026-01-07', 'Buy_Price': '25.70', 'Sell_Date': '2026-01-08', 'Sell_Price': '24.05', 'Profit_Pct%': -6.420239209416325, 'Reason': '🚨 價格防衛：收盤價 24.05 跌破移動支撐位(24.35)'}, {'Buy_Date': '2026-04-29', 'Buy_Price': '25.50', 'Sell_Date': '2026-04-30', 'Sell_Price': '25.10', 'Profit_Pct%': -1.5686259549019637, 'Reason': '📉 趨勢反轉：中期指標由正轉負 (-0.16)'}]
                  3624           光頡    52.40    -0.33    -6.54     2   ⏳ 觀察中 ▼ ▼ ▼                              🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 64.8。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [{'Buy_Date': '2026-01-02', 'Buy_Price': '64.20', 'Sell_Date': '2026-01-07', 'Sell_Price': '60.00', 'Profit_Pct%': -6.542051632165618, 'Reason': '🚨 價格防衛：收盤價 60.0 跌破移動支撐位(61.4)'}]
                  3135           凌航   155.50    18.58   -11.88     4   ⚪ 觀望中 ▲ ▲ ▲       🚨 剛觸發賣出：🚨 價格防衛：收盤價 132.0 跌破移動支撐位(143.5)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [{'Buy_Date': '2026-01-02', 'Buy_Price': '89.00', 'Sell_Date': '2026-01-08', 'Sell_Price': '92.60', 'Profit_Pct%': 4.0449421057303425, 'Reason': '🚨 價格防衛：收盤價 92.6 跌破移動支撐位(93.2)'}, {'Buy_Date': '2026-03-20', 'Buy_Price': '157.00', 'Sell_Date': '2026-03-24', 'Sell_Price': '132.00', 'Profit_Pct%': -15.92356687898089, 'Reason': '🚨 價格防衛：收盤價 132.0 跌破移動支撐位(143.5)'}]
                  3085          新零售    11.95    -0.69     0.00     0   ⏳ 觀察中 ▲ ▼ ▼                             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 15.55。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           []
                  8099          大世科    63.90    -2.42     1.07     4   ⚪ 觀望中 ▼ ▼ ▲         🚨 剛觸發賣出：🚨 價格防衛：收盤價 69.8 跌破移動支撐位(71.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              [{'Buy_Date': '2026-01-02', 'Buy_Price': '72.30', 'Sell_Date': '2026-01-05', 'Sell_Price': '70.50', 'Profit_Pct%': -2.4896306719522205, 'Reason': '📉 趨勢反轉：中期指標由正轉負 (-1.53)'}, {'Buy_Date': '2026-04-10', 'Buy_Price': '67.40', 'Sell_Date': '2026-04-16', 'Sell_Price': '69.80', 'Profit_Pct%': 3.5608330438653684, 'Reason': '🚨 價格防衛：收盤價 69.8 跌破移動支撐位(71.0)'}]
                  3073         天方能源    23.05    -2.33    -5.47     2   ⚪ 觀望中 ▼ ▼ ▼         🚨 剛觸發賣出：🚨 價格防衛：收盤價 32.0 跌破移動支撐位(33.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [{'Buy_Date': '2026-01-13', 'Buy_Price': '33.85', 'Sell_Date': '2026-01-15', 'Sell_Price': '32.00', 'Profit_Pct%': -5.465283773987483, 'Reason': '🚨 價格防衛：收盤價 32.0 跌破移動支撐位(33.0)'}]
                  2356          英業達    46.50     1.12     8.32     4   ⚪ 觀望中 ▼ ▲ ▲        🚨 剛觸發賣出：🚨 價格防衛：收盤價 46.3 跌破移動支撐位(46.85)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [{'Buy_Date': '2026-01-14', 'Buy_Price': '44.15', 'Sell_Date': '2026-01-26', 'Sell_Price': '46.55', 'Profit_Pct%': 5.4360082180112155, 'Reason': '🚨 價格防衛：收盤價 46.55 跌破移動支撐位(48.0)'}, {'Buy_Date': '2026-04-16', 'Buy_Price': '45.00', 'Sell_Date': '2026-04-23', 'Sell_Price': '46.30', 'Profit_Pct%': 2.888887193555563, 'Reason': '🚨 價格防衛：收盤價 46.3 跌破移動支撐位(46.85)'}]
                  6838          台新藥    28.05    -1.89    -1.52     4   ⚪ 觀望中 ▼ ▼ ▲        🚨 剛觸發賣出：🚨 價格防衛：收盤價 27.95 跌破移動支撐位(28.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [{'Buy_Date': '2026-01-15', 'Buy_Price': '29.75', 'Sell_Date': '2026-01-20', 'Sell_Price': '29.35', 'Profit_Pct%': -1.3445365327731118, 'Reason': '🚨 價格防衛：收盤價 29.35 跌破移動支撐位(29.7)'}, {'Buy_Date': '2026-03-31', 'Buy_Price': '28.00', 'Sell_Date': '2026-04-02', 'Sell_Price': '27.95', 'Profit_Pct%': -0.17856870392857058, 'Reason': '🚨 價格防衛：收盤價 27.95 跌破移動支撐位(28.0)'}]
                  6729         機光科技    62.00    -0.18   -28.10     2   ⏳ 觀察中 ▼ ▼ ▲                              🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 73.3。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [{'Buy_Date': '2026-02-04', 'Buy_Price': '66.90', 'Sell_Date': '2026-02-09', 'Sell_Price': '48.10', 'Profit_Pct%': -28.10164816591472, 'Reason': '🚨 價格防衛：收盤價 48.1 跌破移動支撐位(53.5)'}]
                  6744         豐技生技    16.70     0.55    -7.18     2   ⚪ 觀望中 ▼ ▲ ▲         🚨 剛觸發賣出：🚨 價格防衛：收盤價 16.8 跌破移動支撐位(17.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [{'Buy_Date': '2026-04-20', 'Buy_Price': '18.10', 'Sell_Date': '2026-04-23', 'Sell_Price': '16.80', 'Profit_Pct%': -7.182326613256483, 'Reason': '🚨 價格防衛：收盤價 16.8 跌破移動支撐位(17.0)'}]
                  6139           亞翔   695.00    21.60     1.80     4   ⚪ 觀望中 ▼ ▲ ▲       🚨 剛觸發賣出：🚨 價格防衛：收盤價 589.0 跌破移動支撐位(646.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [{'Buy_Date': '2026-01-02', 'Buy_Price': '565.00', 'Sell_Date': '2026-01-12', 'Sell_Price': '579.00', 'Profit_Pct%': 2.47787610619469, 'Reason': '🚨 價格防衛：收盤價 579.0 跌破移動支撐位(590.0)'}, {'Buy_Date': '2026-03-20', 'Buy_Price': '593.00', 'Sell_Date': '2026-03-26', 'Sell_Price': '589.00', 'Profit_Pct%': -0.6745362563237773, 'Reason': '🚨 價格防衛：收盤價 589.0 跌破移動支撐位(646.0)'}]
                  7709           榮田    76.10    -2.26     8.18     4   ⚪ 觀望中 ▼ ▼ ▲         🚨 剛觸發賣出：🚨 價格防衛：收盤價 72.5 跌破移動支撐位(75.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [{'Buy_Date': '2026-01-08', 'Buy_Price': '39.00', 'Sell_Date': '2026-01-12', 'Sell_Price': '38.35', 'Profit_Pct%': -1.6666705792307752, 'Reason': '🚨 價格防衛：收盤價 38.35 跌破移動支撐位(39.0)'}, {'Buy_Date': '2026-03-27', 'Buy_Price': '66.00', 'Sell_Date': '2026-04-01', 'Sell_Price': '72.50', 'Profit_Pct%': 9.848484848484848, 'Reason': '🚨 價格防衛：收盤價 72.5 跌破移動支撐位(75.0)'}]
                  1906           寶隆    11.35    -0.38   -13.31     2   ⚪ 觀望中 ▼ ▼ ▼        🚨 剛觸發賣出：🚨 價格防衛：收盤價 12.05 跌破移動支撐位(12.7)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [{'Buy_Date': '2026-03-31', 'Buy_Price': '13.90', 'Sell_Date': '2026-04-02', 'Sell_Price': '12.05', 'Profit_Pct%': -13.30934876672781, 'Reason': '🚨 價格防衛：收盤價 12.05 跌破移動支撐位(12.7)'}]
                  1519           華城   917.00    26.45     3.94     2   ⚪ 觀望中 ▼ ▲ ▼                🚨 剛觸發賣出：📉 趨勢反轉：中期指標由正轉負 (-6.7)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [{'Buy_Date': '2026-01-09', 'Buy_Price': '786.00', 'Sell_Date': '2026-01-12', 'Sell_Price': '817.00', 'Profit_Pct%': 3.9440203562340965, 'Reason': '📉 趨勢反轉：中期指標由正轉負 (-6.7)'}]
                  3717         聯嘉投控    20.00    -1.76     9.71     4   ⚪ 觀望中 ▼ ▼ ▲        🚨 剛觸發賣出：🚨 價格防衛：收盤價 18.8 跌破移動支撐位(19.15)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [{'Buy_Date': '2026-01-14', 'Buy_Price': '18.05', 'Sell_Date': '2026-01-23', 'Sell_Price': '19.00', 'Profit_Pct%': 5.263162343782081, 'Reason': '🚨 價格防衛：收盤價 19.0 跌破移動支撐位(19.2)'}, {'Buy_Date': '2026-03-11', 'Buy_Price': '18.00', 'Sell_Date': '2026-03-17', 'Sell_Price': '18.80', 'Profit_Pct%': 4.44444020611111, 'Reason': '🚨 價格防衛：收盤價 18.8 跌破移動支撐位(19.15)'}]
                  1259           安心    58.30    -0.79     0.00     0   ⏳ 觀察中 ▼ ▼ ▼                              🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 66.0。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           []
                  2239        英利-KY    22.75    -0.79    -3.23     4   ⚪ 觀望中 ▼ ▼ ▼       🚨 剛觸發賣出：🚨 價格防衛：收盤價 23.75 跌破移動支撐位(23.85)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [{'Buy_Date': '2026-01-02', 'Buy_Price': '36.55', 'Sell_Date': '2026-01-05', 'Sell_Price': '35.75', 'Profit_Pct%': -2.1887804481483157, 'Reason': '📉 趨勢反轉：中期指標由正轉負 (-0.65)'}, {'Buy_Date': '2026-04-17', 'Buy_Price': '24.00', 'Sell_Date': '2026-04-22', 'Sell_Price': '23.75', 'Profit_Pct%': -1.0416666666666665, 'Reason': '🚨 價格防衛：收盤價 23.75 跌破移動支撐位(23.85)'}]
                  7729         仲恩生醫    78.40    -0.56   -10.31     4   ⚪ 觀望中 ▼ ▼ ▼         🚨 剛觸發賣出：🚨 價格防衛：收盤價 86.6 跌破移動支撐位(87.1)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [{'Buy_Date': '2026-01-02', 'Buy_Price': '58.70', 'Sell_Date': '2026-01-06', 'Sell_Price': '54.80', 'Profit_Pct%': -6.643954812799424, 'Reason': '🚨 價格防衛：收盤價 54.8 跌破移動支撐位(57.1)'}, {'Buy_Date': '2026-03-16', 'Buy_Price': '89.90', 'Sell_Date': '2026-03-20', 'Sell_Price': '86.60', 'Profit_Pct%': -3.6707486048810205, 'Reason': '🚨 價格防衛：收盤價 86.6 跌破移動支撐位(87.1)'}]
                  1235           興泰    43.30     0.29     0.35     2   ⚪ 觀望中 ▼ ▲ ▲        🚨 剛觸發賣出：🚨 價格防衛：收盤價 43.15 跌破移動支撐位(43.6)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [{'Buy_Date': '2026-04-09', 'Buy_Price': '43.00', 'Sell_Date': '2026-04-15', 'Sell_Price': '43.15', 'Profit_Pct%': 0.348840757906982, 'Reason': '🚨 價格防衛：收盤價 43.15 跌破移動支撐位(43.6)'}]
                  8087         麗升能源    32.90    -1.05    -3.79     2   ⚪ 觀望中 ▼ ▼ ▲       🚨 剛觸發賣出：🚨 價格防衛：收盤價 35.55 跌破移動支撐位(36.35)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [{'Buy_Date': '2026-02-25', 'Buy_Price': '36.95', 'Sell_Date': '2026-03-06', 'Sell_Price': '35.55', 'Profit_Pct%': -3.788907975357008, 'Reason': '🚨 價格防衛：收盤價 35.55 跌破移動支撐位(36.35)'}]
                  7818         溢泰實業   110.00    -0.01    -1.72     4   ⚪ 觀望中 ▼ ▼ ▲       🚨 剛觸發賣出：🚨 價格防衛：收盤價 119.5 跌破移動支撐位(122.5)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [{'Buy_Date': '2026-01-02', 'Buy_Price': '112.00', 'Sell_Date': '2026-01-12', 'Sell_Price': '111.00', 'Profit_Pct%': -0.8928571428571428, 'Reason': '🚨 價格防衛：收盤價 111.0 跌破移動支撐位(112.0)'}, {'Buy_Date': '2026-04-15', 'Buy_Price': '120.50', 'Sell_Date': '2026-04-21', 'Sell_Price': '119.50', 'Profit_Pct%': -0.8298755186721992, 'Reason': '🚨 價格防衛：收盤價 119.5 跌破移動支撐位(122.5)'}]
                  6723         傑智環境    41.10     2.22     0.32     2   ⏳ 觀察中 ▼ ▲ ▲                              🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 53.0。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [{'Buy_Date': '2026-01-02', 'Buy_Price': '46.60', 'Sell_Date': '2026-01-27', 'Sell_Price': '46.75', 'Profit_Pct%': 0.3218916970209178, 'Reason': '🚨 價格防衛：收盤價 46.75 跌破移動支撐位(47.25)'}]
                 00887    永豐中國科技50大    14.94     0.82    11.20     6   ⚪ 觀望中 ▲ ▲ ▲        🚨 剛觸發賣出：🚨 價格防衛：收盤價 14.3 跌破移動支撐位(14.32)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                    [{'Buy_Date': '2026-01-02', 'Buy_Price': '12.23', 'Sell_Date': '2026-01-15', 'Sell_Price': '12.97', 'Profit_Pct%': 6.050701165168518, 'Reason': '🚨 價格防衛：收盤價 12.97 跌破移動支撐位(13.0)'}, {'Buy_Date': '2026-02-26', 'Buy_Price': '13.29', 'Sell_Date': '2026-03-03', 'Sell_Price': '12.91', 'Profit_Pct%': -2.8592935710262637, 'Reason': '🚨 價格防衛：收盤價 12.91 跌破移動支撐位(13.03)'}, {'Buy_Date': '2026-04-13', 'Buy_Price': '13.24', 'Sell_Date': '2026-04-29', 'Sell_Price': '14.30', 'Profit_Pct%': 8.006045603669472, 'Reason': '🚨 價格防衛：收盤價 14.3 跌破移動支撐位(14.32)'}]
                  2736           富野    12.95    -0.41    -7.22     2   ⚪ 觀望中 ▼ ▼ ▼        🚨 剛觸發賣出：🚨 價格防衛：收盤價 13.5 跌破移動支撐位(14.15)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [{'Buy_Date': '2026-04-13', 'Buy_Price': '14.55', 'Sell_Date': '2026-04-15', 'Sell_Price': '13.50', 'Profit_Pct%': -7.216496061430533, 'Reason': '🚨 價格防衛：收盤價 13.5 跌破移動支撐位(14.15)'}]
                  6868         采威國際    33.00     0.13    -0.91     2   ⚪ 觀望中 ▼ ▲ ▲         🚨 剛觸發賣出：🚨 價格防衛：收盤價 27.3 跌破移動支撐位(28.0)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [{'Buy_Date': '2026-03-25', 'Buy_Price': '27.55', 'Sell_Date': '2026-03-30', 'Sell_Price': '27.30', 'Profit_Pct%': -0.9074410414623149, 'Reason': '🚨 價格防衛：收盤價 27.3 跌破移動支撐位(28.0)'}]
                  5520           力泰    82.00     0.37     1.12     2   ⚪ 觀望中 ▲ ▲ ▼       🚨 剛觸發賣出：🚨 價格防衛：收盤價 82.85 跌破移動支撐位(82.85)。目前已空手，優先鎖利落袋。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [{'Buy_Date': '2026-03-06', 'Buy_Price': '81.93', 'Sell_Date': '2026-03-13', 'Sell_Price': '82.85', 'Profit_Pct%': 1.1235987491508799, 'Reason': '🚨 價格防衛：收盤價 82.85 跌破移動支撐位(82.85)'}]
                  8466       美吉吉-KY    15.75    -1.34     0.00     0   ⏳ 觀察中 ▼ ▼ ▼                              🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 22.6。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           []
                00983A    主動中信ARK創新    12.49    -0.35     0.00     0   ⚪ 觀望中 ▼ ▼ ▲                             ⚪ 觀望為宜：不符合進場模型，保持耐心等待指標翻正與紅K出現。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           []
