rev_yoy,pe,date,est_price,prev_eps,name,price,gm,om,advice,status,prev_year,prev_eps_yoy,eps_yoy,prev_rev_yoy,symbol,expansion,eps
12.87,76.73469076346939,2026-03,7.35,0.25,聯傑,37.5999984741,73.82%,-7.29%,⚠️ 追價風險,🏰 高護城河,2025,41.18,16.67,13.2,3094.TW,3.8000000000000025,0.07
296.51,0.0,2026-03,-22.2,-0.43,亞電,61.7000007629,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-326.32,300.0,-8.05,4939.TWO,3.490000000000009,0.24
2.45,0.0,2026-03,0.0,2.56,達人網,45.75,N/A,N/A,⚪ 數據不足,🚀 利潤擴張,2025,18.52,5.8,8.14,7839.TWO,3.3499999999999996,0.73
32.83,49.19752898037037,2026-03,12.149999999999999,0.58,能率亞洲,39.8499984741,N/A,N/A,⚠️ 追價風險,🚀 利潤擴張,2025,-16.92,35.9,15.88,7777.TWO,3.0700000000000003,-0.25
68.9,4.738415659626308,2026-03,100.35000000000001,2.35,米斯特,31.7000007629,64.17%,2.03%,✅ 穩健價值,🏰 高護城河,2025,-27.47,71.15,12.71,2941.TWO,2.25,0.89
36.86,5.83333311408046,2026-03,26.1,0.61,王道銀行,10.1499996185,91.47%,32.72%,✅ 穩健價值,🏰 高護城河,2025,-35.48,38.89,-2.09,2897.TW,2.030000000000001,0.28
42.24,0.0,2026-03,-73.20000000000002,-1.59,佐登-KY,25.2000007629,N/A,N/A,⚪ 數據不足,🚀 利潤擴張,2025,67.52,43.18,1.27,4190.TW,0.9399999999999977,-0.26
35.11,5.730577443043479,2026-03,210.45,5.98,精拓科,80.4000015259,N/A,N/A,✅ 穩健價值,🚀 利潤擴張,2025,40.71,35.71,4.88,4951.TWO,0.6000000000000014,1.71
17.29,6.546052506085527,2026-03,45.6,1.29,聯邦銀,19.8999996185,94.34%,35.36%,✅ 穩健價值,🏰 高護城河,2025,8.94,17.86,4.5,2838.TW,0.5700000000000003,0.35
19.67,8.410921644523485,2026-03,1433.8500000000001,38.51,鈊象,804.0,97.58%,59.33%,✅ 穩健價值,🏰 高護城河,2025,19.82,19.96,19.01,3293.TWO,0.28999999999999915,11.18
-1.33,0.0,2026-03,0.0,0.68,享溫馨,32.5999984741,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-68.78,-1.41,-1.96,7760.TW,-0.07999999999999985,0.7
-1.33,0.0,2026-03,0.0,0.68,未知,0.0,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-68.78,-1.41,-1.96,7760.TWO,-0.07999999999999985,0.7
16.31,22.103658536585364,2026-03,49.2,1.87,現觀科,72.5,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-48.45,16.0,-11.58,6906.TW,-0.3099999999999987,0.6
-13.62,0.0,2026-03,-90.0,-2.05,順藥,92.0999984741,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,19.44,-14.52,-8.49,6535.TWO,-0.9000000000000004,-0.72
12.82,6.646341618475609,2026-03,73.8,1.87,第一金,32.7000007629,78.99%,35.12%,⚪ 中性觀察,🏰 高護城河,2025,3.31,11.76,7.59,2892.TW,-1.0600000000000005,0.57
38.45,0.0,2026-03,-65.25,-1.38,鑽石投資,16.8500003815,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,53.38,37.31,51.85,6901.TW,-1.1400000000000006,-0.42
14.28,7.0588235294117645,2026-03,51.0,1.36,合庫金,24.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,7.94,12.5,13.01,5880.TW,-1.7799999999999994,0.36
20.79,5.877862692493639,2026-03,58.949999999999996,1.51,彰銀,23.1000003815,88.90%,38.59%,⚪ 中性觀察,🏰 高護城河,2025,13.53,18.92,8.35,2801.TW,-1.8699999999999974,0.44
11.29,5.205313825374397,2026-03,124.19999999999999,3.06,上海商銀,43.0999984741,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,10.11,9.38,3.7,5876.TW,-1.9099999999999984,1.05
63.3,0.0,2026-03,0.0,1.76,立盈,121.0,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,4.79,61.22,58.62,7820.TWO,-2.0799999999999983,0.79
13.27,4.999999883689024,2026-03,49.2,1.26,臺企銀,16.3999996185,97.54%,41.10%,⚪ 中性觀察,🏰 高護城河,2025,2.44,9.37,2.85,2834.TW,-3.9000000000000004,0.35
404.29,3.70796473679646,2026-03,84.75,3.19,宏普,20.9500007629,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,422.95,400.0,327.05,2536.TW,-4.2900000000000205,0.15
56.57,0.0,2026-03,-105.6,-3.55,雅茗-KY,8.8400001526,54.90%,-51.18%,⚪ 數據不足,🏰 高護城河,2025,-174.64,51.52,0.59,2726.TWO,-5.049999999999997,-0.33
120.31,30.590163934426226,2026-03,228.75000000000003,6.4,矽力*-KY,466.5,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,8.14,115.22,1.94,6415.TW,-5.090000000000003,1.98
19.37,6.833333615907407,2026-03,81.0,2.12,玉山金,36.9000015259,91.14%,40.48%,⚪ 中性觀察,🏰 高護城河,2025,30.06,12.73,20.44,2884.TW,-6.640000000000001,0.62
56.73,0.0,2026-03,-79.95,-1.93,瑞基,17.0,73.67%,-9.23%,⚪ 數據不足,🏰 高護城河,2025,8.21,50.0,12.71,4171.TWO,-6.729999999999997,-0.09
22.25,6.61386168829703,2026-03,151.5,4.08,中信金,66.8000030518,70.98%,31.38%,⚪ 中性觀察,🏰 高護城河,2025,11.73,15.15,29.29,2891.TW,-7.1,1.18
-10.41,6.246949731576378,2026-03,307.35,8.37,富邦金,128.0,42.21%,22.46%,⚪ 中性觀察,🌑 雙重衰退,2025,-21.56,-20.07,9.74,2881.TW,-9.66,2.4
-52.83,5.270522388059702,2026-03,80.39999999999999,2.18,德英,28.25,85.36%,42.63%,⚪ 中性觀察,🏰 高護城河,2025,26.01,-62.9,24.13,4911.TWO,-10.07,0.23
-98.55,2.313860339392898,2026-03,130.95000000000002,3.65,皇普,20.2000007629,15.63%,10.37%,⚪ 中性觀察,🌑 雙重衰退,2025,12.42,-109.26,130.3,2528.TW,-10.710000000000008,-0.11
17.4,5.511764526364706,2026-03,255.0,4.51,正瀚-創,93.6999969482,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-2.59,6.68,11.21,6534.TW,-10.719999999999999,4.15
174.36,0.0,2026-03,-70.65,-2.38,日盛台駿,17.5,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-280.56,163.33,-7.09,6958.TW,-11.030000000000001,0.2
13.77,4.842931937172774,2026-03,57.300000000000004,1.53,台中銀,18.5,93.02%,51.96%,⚪ 中性觀察,🏰 高護城河,2025,0.0,2.56,6.96,2812.TW,-11.209999999999999,0.4
168.99,0.0,2026-03,-61.349999999999994,-1.96,ABC-KY,27.6499996185,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,22.83,157.14,38.52,6598.TW,-11.850000000000023,0.2
149.28,69.99999725063063,2026-03,16.65,0.54,晶宏,77.6999969482,38.56%,-3.65%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-54.31,137.14,7.08,3141.TWO,-12.140000000000015,0.84
72.15,0.0,2026-03,-1.05,0.04,大將,11.0,912.85%,-2853.40%,⚪ 數據不足,🏰 高護城河,2025,100.0,58.33,7.27,1453.TW,-13.820000000000007,-0.05
12.33,5.879574880407321,2026-03,254.09999999999997,7.06,國泰金,99.5999984741,62.29%,30.59%,⚪ 中性觀察,🏰 高護城河,2025,-2.94,-1.52,-2.04,2882.TW,-13.85,2.15
47.42,7.381852407769377,2026-03,79.35,1.97,永豐金,39.0499992371,91.41%,37.14%,⚪ 中性觀察,🏰 高護城河,2025,4.57,33.33,15.47,2890.TW,-14.090000000000003,0.76
16.77,0.0,2025-09,-222.15,-2.71,永冠-KY,5.5399999619,7.87%,-5.22%,⚪ 數據不足,⚠️ 獲利稀釋,2025,65.91,1.36,18.73,1589.TW,-15.41,-5.06
11.99,5.646551888577585,2026-03,34.800000000000004,0.93,遠東銀,13.1000003815,102.49%,38.22%,⚪ 中性觀察,🏰 高護城河,2025,-14.85,-3.85,0.06,2845.TW,-15.84,0.25
8.46,0.0,2026-03,-159.0,-4.55,大洋-KY,4.9600000381,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-73.66,-7.45,-14.95,5907.TW,-15.91,-1.01
76.08,4.5125350314484685,2026-03,53.849999999999994,1.34,華票,16.2000007629,87.03%,65.42%,⚪ 中性觀察,🏰 高護城河,2025,31.37,60.0,33.06,2820.TW,-16.08,0.48
20.0,7.77777813851064,2026-03,126.89999999999999,3.63,訊連,65.8000030518,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-9.05,3.88,18.91,5203.TW,-16.12,1.34
98.16,11.316793747538169,2026-03,78.60000000000001,2.22,寶齡富錦,59.2999992371,52.35%,13.25%,⚪ 中性觀察,🏰 高護城河,2025,53.1,81.82,1.66,1760.TW,-16.340000000000003,0.6
197.09,73.63184079601989,2026-03,30.150000000000002,0.91,直得,148.0,38.83%,9.16%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-15.24,180.0,9.81,1597.TW,-17.090000000000003,0.43
-54.13,2.8190319031903184,2026-03,545.4000000000001,35.57,上緯投控,102.5,24.80%,-95.04%,⚪ 中性觀察,🌑 雙重衰退,2025,1276.65,-72.34,-30.75,3708.TW,-18.21,0.13
54.92,0.0,2026-03,-8.100000000000001,0.02,隆中,45.9000015259,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-99.01,33.33,10.22,6542.TWO,-21.590000000000003,0.04
18.36,8.40989372335689,2026-03,42.45,1.23,統領,23.7999992371,87.61%,51.79%,⚪ 中性觀察,🏰 高護城河,2025,8.85,-3.33,-14.47,2910.TW,-21.689999999999998,0.29
122.47,8.118812007095709,2026-03,45.45,1.2,雃博,24.6000003815,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,5.26,100.0,0.74,4106.TW,-22.47,0.46
254.17,152.96052631578948,2026-03,45.6,1.65,IET-KY,465.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,146.97,231.33,50.49,4971.TWO,-22.839999999999975,1.97
-6.85,0.0,2026-03,0.0,5.9,敘豐,205.0,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-17.37,-30.17,-10.06,3485.TWO,-23.32,1.69
76.92,41.254591692568525,2026-03,530.85,13.64,藥華藥,1460.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,53.11,52.97,60.61,6446.TW,-23.950000000000003,5.79
49.97,12.785774767146487,2026-03,177.14999999999998,4.88,長聖,151.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,7.69,24.77,8.96,6712.TWO,-25.2,1.39
47.77,8.043087834308798,2026-03,83.55000000000001,2.62,鑫傳,44.7999992371,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-36.41,21.74,19.24,6856.TWO,-26.030000000000005,0.56
326.44,36.461539635230764,2026-03,9.750000000000002,0.14,伍豐,23.7000007629,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-90.28,300.0,-11.54,8076.TWO,-26.439999999999998,0.16
-55.17,3.8318357357509627,2026-03,116.85,3.03,名軒,29.8500003815,49.04%,34.02%,⚪ 中性觀察,🌑 雙重衰退,2025,-57.74,-82.31,-62.17,1442.TW,-27.14,0.23
-6.92,0.0,2026-03,0.0,-2.29,雲象科技-創,0.0,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-67.15,-34.48,91.93,7803.TW,-27.559999999999995,-0.78
-6.92,0.0,2026-03,0.0,-2.29,未知,0.0,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-67.15,-34.48,91.93,7803.TWO,-27.559999999999995,-0.78
18.79,0.0,2026-03,-24.3,-0.35,華園,12.4499998093,89.24%,10.47%,⚪ 數據不足,🔄 轉虧為盈,2025,-234.62,-9.52,-2.27,2702.TW,-28.31,0.19
28.12,11.144664941041128,2026-03,521.55,13.33,雙美,387.5,77.03%,41.97%,⚪ 中性觀察,🏰 高護城河,2025,6.9,-0.73,11.45,4728.TWO,-28.85,4.07
20.98,7.571977113800383,2026-03,78.15,1.83,森鉅,39.4500007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-66.05,-7.89,-20.5,8942.TWO,-28.87,1.05
39.9,0.0,2026-03,-53.400000000000006,-2.47,美食-KY,62.0,59.54%,7.94%,⚪ 數據不足,🔄 轉虧為盈,2025,-175.3,11.02,-4.59,2723.TW,-28.88,1.31
55.42,5.776515151515151,2026-03,158.4,4.72,和潤企業,61.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,10.4,24.75,-18.16,6592.TW,-30.67,0.76
542.16,0.0,2026-03,-26.700000000000003,-0.09,廣閎科,173.5,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-102.7,510.71,29.21,6693.TWO,-31.44999999999999,1.17
244.69,87.5510235222449,2026-03,7.35,0.29,泓瀚,42.9000015259,33.55%,3.21%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-85.43,210.0,-17.82,4741.TWO,-34.69,0.31
54.92,0.0,2026-03,-14.1,-0.41,中福,23.6000003815,64.71%,-1427.47%,⚪ 數據不足,🏰 高護城河,2025,-51.85,20.0,-43.98,1435.TW,-34.92,-0.08
125.1,0.0,2026-03,-81.6,-2.66,御嵿,11.75,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-17.7,90.0,27.85,3522.TWO,-35.099999999999994,0.4
-63.16,3.841961956811989,2026-03,55.05,1.07,富華新,14.1000003815,21.31%,-1.56%,⚪ 中性觀察,🌑 雙重衰退,2025,-82.6,-99.32,-68.21,3056.TW,-36.16,0.01
470.92,5.596026363741723,2026-03,45.3,1.01,樂事綠能,16.8999996185,16.87%,7.13%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,876.92,433.33,32.89,1529.TW,-37.59000000000003,0.16
-64.4,16.081081424774773,2026-03,16.650000000000002,0.13,強盛新,17.8500003815,N/A,N/A,❌ 暫避觀望,🌑 雙重衰退,2025,-95.82,-102.13,23.84,1463.TW,-37.72999999999999,-0.01
104.62,18.278805120910384,2026-03,210.89999999999998,7.08,騰雲,257.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,40.48,66.67,20.33,6870.TWO,-37.95,1.1
-33.46,5.149812734082397,2026-03,80.1,2.32,弘煜科,27.5,N/A,N/A,⚪ 中性觀察,🌑 雙重衰退,2025,-34.28,-71.72,-10.07,6482.TWO,-38.26,0.28
94.63,62.94736842105263,2026-03,142.5,4.92,光焱科技,598.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-45.05,56.12,-6.16,7728.TWO,-38.51,1.53
86.87,0.0,2026-03,0.0,4.01,天能綠電,94.0,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,112.83,47.78,123.22,7842.TWO,-39.09,1.33
-12.84,0.0,2026-03,0.0,5.65,溢泰實業,63.0,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-28.57,-52.69,-4.14,7818.TW,-39.849999999999994,0.88
-12.84,0.0,2026-03,0.0,5.65,未知,0.0,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-28.57,-52.69,-4.14,7818.TWO,-39.849999999999994,0.88
130.77,19.186046511627904,2026-03,103.20000000000002,2.37,泓格,132.0,53.43%,14.28%,❌ 暫避觀望,🏰 高護城河,2025,46.3,90.91,9.44,3577.TWO,-39.860000000000014,1.47
123.55,0.0,2026-03,-25.049999999999997,-0.64,點晶,22.2000007629,71.52%,6.07%,⚪ 數據不足,🏰 高護城河,2025,-74.29,83.67,-10.15,3288.TWO,-39.879999999999995,-0.08
97.36,4.460535733099203,2026-03,207.15,5.48,群益期,61.5999984741,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-6.01,57.14,9.98,6024.TW,-40.22,1.76
50.51,0.0,2026-03,-235.35000000000002,-7.23,沛爾生醫-創,1020.0,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,44.38,10.08,60.07,6949.TW,-40.43,-1.18
-6.55,43.93442706333333,2026-03,27.450000000000003,0.58,億而得,80.4000015259,N/A,N/A,❌ 暫避觀望,🌑 雙重衰退,2025,-39.36,-47.06,2.34,6423.TWO,-40.510000000000005,0.28
0.49,0.0,2026-03,0.0,4.23,旅天下,51.5999984741,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,16.53,-40.13,-8.56,6961.TWO,-40.620000000000005,1.9
40.9,0.0,2026-03,-28.05,-0.74,淳紳,4.2199997902,59.04%,-1090.16%,⚪ 數據不足,🏰 高護城河,2025,42.64,0.0,-22.14,4529.TWO,-40.9,-0.17
81.21,51.535821894877806,2026-03,3584.3999999999996,103.23,川湖,12315.0,76.10%,69.19%,❌ 暫避觀望,🏰 高護城河,2025,59.82,38.82,72.77,2059.TW,-42.38999999999999,36.58
77.29,8.506819813352477,2026-03,626.85,17.36,華景電,355.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,31.09,33.23,19.97,6788.TWO,-44.06000000000001,4.49
153.86,5.986038261273997,2026-03,85.95,2.36,寒舍,34.2999992371,44.04%,12.46%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-56.22,109.68,2.72,2739.TW,-44.18000000000001,1.3
-37.96,2.7540360873694203,2026-03,157.95000000000002,3.96,理銘,29.0,N/A,N/A,⚪ 中性觀察,🌑 雙重衰退,2025,-34.98,-82.38,-55.31,6212.TWO,-44.419999999999995,0.4
124.98,0.0,2026-03,0.0,14.04,倍利科,854.0,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,279.4,78.66,187.82,7822.TW,-46.32000000000001,4.93
11.65,0.0,2026-03,0.0,7.86,公勝保經,87.0,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-34.17,-35.1,5.26,6028.TWO,-46.75,2.48
47.19,13.862332695984705,2026-03,235.35,6.66,系微,217.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-9.63,0.0,4.64,6231.TWO,-47.19,1.7
47.02,4.017391304347826,2026-03,431.25,11.24,中租-KY,115.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-13.92,-0.66,-4.62,5871.TW,-47.68,3.26
142.03,9.824798049312667,2026-03,111.3,2.92,固緯,72.9000015259,51.76%,18.42%,⚪ 中性觀察,🏰 高護城河,2025,20.66,94.03,5.54,2423.TW,-48.0,1.3
88.8,42.99319779789115,2026-03,22.050000000000004,0.55,微程式,63.2000007629,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-82.84,40.0,-36.07,7721.TW,-48.8,0.21
67.15,0.0,2026-03,-14.85,-0.37,商丞,7.9800000191,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,48.61,18.18,-16.98,8277.TWO,-48.970000000000006,-0.09
1122.35,0.0,2026-03,-10.5,-0.77,聯合再生,17.2999992371,-18.77%,-63.16%,⚪ 數據不足,🔄 轉虧為盈,2025,41.22,1072.73,-47.33,3576.TW,-49.61999999999989,1.07
-19.71,0.0,2026-03,0.0,1.86,耀穎,91.5999984741,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,43.08,-72.0,12.72,7772.TWO,-52.29,0.35
9.64,4.7906731068309485,2026-03,283.05,7.78,達爾膚,90.4000015259,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-26.4,-45.35,-5.92,6523.TWO,-54.99,1.88
-18.25,0.0,2026-03,0.0,8.1,民盛,71.0999984741,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-10.5,-73.26,18.06,7811.TWO,-55.010000000000005,1.09
98.26,6.486486486486486,2026-03,333.00000000000006,8.59,凌陽創新,144.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,4.12,42.79,10.0,5236.TWO,-55.470000000000006,2.97
100.17,24.279475316200873,2026-03,34.35,0.89,長佳智能,55.5999984741,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,183.87,44.44,12.23,6841.TWO,-55.730000000000004,0.26
-44.23,10.643712346437127,2026-03,50.099999999999994,1.4,台生材,35.5499992371,N/A,N/A,⚪ 中性觀察,🌑 雙重衰退,2025,3600.0,-100.0,128.22,6649.TWO,-55.77,0.0
74.15,5.9349592462059615,2026-03,55.35000000000001,1.56,遠百,21.8999996185,54.41%,14.06%,⚪ 中性觀察,🏰 高護城河,2025,-5.49,18.18,-2.68,2903.TW,-55.970000000000006,0.39
356.31,0.0,2026-03,-4.65,0.04,泰藝,44.75,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-90.0,300.0,16.02,8289.TWO,-56.31,0.28
59.84,7.366469069124629,2026-03,101.10000000000001,2.75,龍巖,49.6500015259,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-28.2,3.26,-2.7,5530.TWO,-56.580000000000005,0.95
162.75,11.058823080647057,2026-03,25.500000000000004,6.28,泰豐,18.7999992371,20.10%,-167.95%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,721.43,105.56,-0.57,2102.TW,-57.19,0.01
141.56,0.0,2026-03,-19.05,-0.78,浩泰,32.2000007629,34.86%,-26.13%,⚪ 數據不足,⚠️ 獲利稀釋,2025,36.07,83.87,297.52,4131.TWO,-57.69,-0.05
-17.97,6.503759111672932,2026-03,79.80000000000001,1.71,京城,34.5999984741,N/A,N/A,⚪ 中性觀察,🌑 雙重衰退,2025,-77.57,-75.84,-60.41,2524.TW,-57.870000000000005,0.36
27.71,0.0,2026-03,-6.75,-0.49,台微醫,24.8999996185,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,60.8,-30.77,-6.86,6767.TWO,-58.480000000000004,0.09
65.98,5.720108488342391,2026-03,55.2,1.36,美吾華,21.0499992371,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,4.62,7.5,6.61,1731.TW,-58.480000000000004,0.43
71.91,4.905183215809103,2026-03,237.29999999999998,6.27,東洋,77.5999984741,56.36%,21.51%,⚪ 中性觀察,🏰 高護城河,2025,7.55,13.38,9.49,4105.TWO,-58.529999999999994,1.78
55.78,5.507462914313434,2026-03,200.99999999999997,5.16,愛派司,73.8000030518,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-1.21,-4.2,8.61,6918.TW,-59.980000000000004,1.39
-17.44,0.0,2026-03,0.0,3.11,長廣,460.0,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-26.3,-77.53,-15.04,7795.TW,-60.09,0.21
46.86,0.0,2026-03,0.0,2.72,宏�硒撥s,28.7999992371,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,169.31,-14.52,18.71,7794.TWO,-61.379999999999995,0.53
74.83,4.8774954627949185,2026-03,330.59999999999997,9.9,軒郁,107.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-2.0,12.73,-8.29,6703.TWO,-62.099999999999994,1.87
90.14,5.526315956787282,2026-03,136.79999999999998,3.63,東生華,50.4000015259,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,23.05,27.85,19.79,8432.TWO,-62.29,1.01
32.15,7.906976965973838,2026-03,103.2,3.11,意藍,54.4000015259,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,8.39,-30.36,14.61,6925.TWO,-62.51,0.39
131.64,0.0,2026-03,-76.65,-1.82,樂威科-KY,12.1999998093,33.80%,-77.27%,⚪ 數據不足,⚠️ 獲利稀釋,2025,57.28,68.92,-35.31,4154.TWO,-62.719999999999985,-0.25
-8.7,0.0,2026-03,0.0,4.46,華洋精機,299.0,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,14.65,-71.64,24.42,6983.TWO,-62.94,0.19
82.57,10.139416983523446,2026-03,118.35000000000001,3.08,宏正,80.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-25.6,18.68,-1.49,6277.TW,-63.88999999999999,1.08
53.3,0.0,2026-03,-20.4,-0.44,富榮綱,8.8599996567,100.00%,-377.43%,⚪ 數據不足,🏰 高護城河,2025,57.53,-11.11,12.25,3115.TWO,-64.41,-0.1
119.02,36.895506654368155,2026-03,1138.3500000000001,30.41,精測,2800.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,95.56,54.52,33.33,6510.TWO,-64.5,10.43
131.47,0.0,2026-03,-11.55,-0.37,凌陽,27.3999996185,45.66%,-9.00%,⚪ 數據不足,⚠️ 獲利稀釋,2025,-181.82,66.67,-2.04,2401.TW,-64.8,-0.02
53.08,0.0,2026-03,-77.55,-2.03,金麗科,146.0,58.46%,-58.74%,⚪ 數據不足,🏰 高護城河,2025,-491.18,-12.24,-27.25,3228.TWO,-65.32,-0.55
177.04,0.0,2026-03,-25.8,-0.53,大億金茂,12.1000003815,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-129.28,111.54,2.06,8107.TWO,-65.49999999999999,0.03
165.56,43.73239329169014,2026-03,10.65,0.32,昆盈,31.0499992371,39.89%,1.38%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-50.0,100.0,-1.99,2365.TW,-65.56,0.14
1985.02,8.872493378736285,2026-03,396.44999999999993,6.7,宇瞻,234.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,209.22,1919.44,41.93,8271.TW,-65.57999999999993,14.54
20.45,0.0,2026-03,-405.15,-8.2,晶心科,250.0,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-20600.0,-45.13,7.0,6533.TW,-65.58,-3.28
128.72,4.899064500246183,2026-03,304.65000000000003,7.93,智冠,99.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,4.25,63.12,-3.78,5478.TWO,-65.6,2.39
52.46,12.205882352941178,2026-03,153.0,4.13,邦睿生技-創,124.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,30.28,-13.39,37.43,6955.TW,-65.85,0.97
2.71,0.0,2026-03,-77.1,-2.16,醣聯,22.8999996185,19.48%,-2058.21%,⚪ 數據不足,📉 獲利侵蝕,2025,0.95,-63.41,157.54,4168.TWO,-66.11999999999999,-0.67
99.75,0.0,2026-03,-66.15,-1.83,富野,11.4499998093,51.65%,-9.65%,⚪ 數據不足,🏰 高護城河,2025,0.0,33.33,36.07,2736.TWO,-66.42,-0.1
100.81,0.0,2026-03,-52.05,-1.26,悅城,40.4000015259,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-68.0,33.33,-99.4,6405.TW,-67.48,-0.26
111.76,12.307428962684012,2026-03,438.15000000000003,11.77,意騰-KY,359.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,67.87,41.83,85.22,7749.TW,-69.93,3.56
130.07,64.80860961091182,2026-03,3805.05,103.92,信驊,16440.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,52.82,59.53,40.64,5274.TWO,-70.53999999999999,37.41
14.66,4.9405468771819265,2026-03,126.15,3.46,櫻花建,41.5499992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,21.4,-56.69,55.27,2539.TW,-71.35,0.68
129.86,14.568126520681265,2026-03,2466.0,66.26,台積電,2395.0,62.33%,54.00%,⚪ 中性觀察,🏰 高護城河,2025,46.42,58.39,31.61,2330.TW,-71.47000000000001,22.08
