om,eps_yoy,eps,name,price,advice,symbol,gm,prev_eps,prev_rev_yoy,prev_year,rev_yoy,status,date,pe,expansion,est_price,prev_eps_yoy
N/A,191.99,16.13,竹陞科技,1440.0,⚠️ 追價風險,6739.TWO,N/A,10.13,94.38,2025,96.69,🚀 利潤擴張,2025-12,41.51052176419718,95.30000000000001,520.3499999999999,167.2
N/A,118.18,0.1,廣運,59.7000007629,⚠️ 追價風險,6125.TWO,N/A,0.13,15.42,2025,23.69,🚀 利潤擴張,2025-12,192.58064762225806,94.49000000000001,4.65,123.21
12.64%,100.43,4.67,歐買尬,64.9000015259,💎 強力關注,3687.TWO,39.69%,4.47,5.19,2025,6.13,🚀 利潤擴張,2025-12,6.111111254792843,94.30000000000001,159.3,151.12
-2853.40%,100.0,0.04,大將,11.5500001907,⚪ 數據不足,1453.TW,912.85%,0.05,4.56,2025,7.27,🏰 高護城河,2025-12,0.0,92.73,-2.1,-58.33
-77.27%,57.28,-1.82,樂威科-KY,11.3999996185,⚪ 數據不足,4154.TWO,33.80%,-1.67,-47.71,2025,-35.31,🧐 疑業外收益,2025-12,0.0,92.59,-84.00000000000001,41.15
-7.49%,88.8,-0.14,云辰,9.3800001144,✅ 穩健價值,2390.TW,19.09%,0.07,2.22,2025,-3.19,🧐 疑業外收益,2025-12,15.129032442580645,91.99,9.3,107.29
N/A,279.4,14.04,倍利科,0.0,⚪ 數據不足,7822.TW,N/A,8.86,255.72,2025,187.82,🚀 利潤擴張,2025-12,0.0,91.57999999999998,0.0,914.94
N/A,54.88,-1.13,鋐寶科技,18.1000003815,⚪ 數據不足,6674.TW,N/A,-0.98,-30.23,2025,-36.53,🧐 疑業外收益,2025-12,0.0,91.41,-48.75,33.79
N/A,100.0,0.0,建暐,17.9500007629,⚪ 數據不足,8092.TWO,N/A,-0.22,9.78,2025,8.81,🚀 利潤擴張,2025-12,0.0,91.19,-15.0,-83.33
34.82%,122.05,27.7,致茂,2360.0,⚠️ 追價風險,2360.TW,60.80%,21.67,26.76,2025,31.05,🏰 高護城河,2025-12,36.834712033713124,91.0,961.0500000000001,141.3
16.76%,89.13,0.87,六福,16.0499992371,⚪ 數據不足,2705.TW,39.55%,-0.45,-0.65,2025,-1.47,🔄 轉虧為盈,2025-12,0.0,90.6,-1.9500000000000004,-309.09
N/A,104.41,1.39,青松健康,42.5,⚪ 中性觀察,6931.TW,N/A,0.78,13.6,2025,14.16,🚀 利潤擴張,2025-12,17.48971193415638,90.25,36.45,75.0
N/A,81.16,-0.13,四維航,15.1499996185,⚪ 數據不足,5608.TW,N/A,-0.14,-9.27,2025,-8.84,🧐 疑業外收益,2025-12,0.0,90.0,-9.6,51.72
-63.16%,41.22,-0.77,聯合再生,17.0,⚪ 數據不足,3576.TW,-18.77%,-0.63,-42.1,2025,-47.33,🧐 疑業外收益,2025-12,0.0,88.55,-28.200000000000003,46.61
N/A,81.39,7.31,瑞耘,107.5,💎 強力關注,6532.TWO,N/A,2.25,-3.06,2025,-6.21,🧐 疑業外收益,2025-12,8.862324814509481,87.6,181.95,-16.97
N/A,107.11,0.15,環宇-KY,686.0,⚪ 數據不足,4991.TWO,N/A,-0.45,18.29,2025,25.43,🔄 轉虧為盈,2025-12,0.0,81.68,-23.549999999999997,73.81
-45.63%,35.27,-3.19,華軒,38.9000015259,⚪ 數據不足,2740.TWO,41.62%,-2.52,-40.76,2025,-45.74,🧐 疑業外收益,2025-12,0.0,81.01,-125.25,-18.72
0.98%,56.79,-0.35,恩德,26.1499996185,⚪ 數據不足,1528.TW,31.45%,-0.53,-21.6,2025,-23.83,🧐 疑業外收益,2025-12,0.0,80.62,-21.599999999999998,5.36
N/A,65.55,15.5,帆宣,425.0,💎 強力關注,6196.TW,N/A,12.0,-19.07,2025,-15.01,🧐 疑業外收益,2025-12,11.10530441599164,80.56,574.05,63.11
-1.47%,95.92,-0.02,聚亨,8.2700004578,⚪ 數據不足,2022.TW,7.21%,0.02,13.61,2025,16.71,🚀 利潤擴張,2025-12,0.0,79.21000000000001,-0.6,116.67
N/A,100.0,0.0,凱崴,69.0999984741,⚪ 數據不足,5498.TWO,N/A,-0.17,14.85,2025,21.05,🚀 利潤擴張,2025-12,0.0,78.95,-7.05,-21.43
7.61%,73.95,2.07,力達-KY,20.0,💎 強力關注,4552.TW,19.46%,1.72,-2.45,2025,-4.56,🧐 疑業外收益,2025-12,3.773584905660377,78.51,79.50000000000001,84.95
29.84%,186.23,15.8,牧德,807.0,⚪ 中性觀察,3563.TW,59.86%,13.28,173.02,2025,108.34,🏰 高護城河,2025-12,18.458371454711802,77.88999999999999,655.8,362.45
-34.07%,51.01,-0.92,佰研,56.4000015259,⚪ 數據不足,3205.TWO,15.21%,-0.77,-12.38,2025,-26.01,🧐 疑業外收益,2025-12,0.0,77.02,-44.24999999999999,54.03
-404.30%,34.68,-1.45,迎輝,12.3999996185,⚪ 數據不足,3523.TWO,-184.95%,-1.49,-43.41,2025,-42.16,🧐 疑業外收益,2025-12,0.0,76.84,-65.85,2.61
17.10%,120.0,0.48,陽程,102.5,⚪ 數據不足,3498.TWO,41.15%,-0.9,36.24,2025,43.43,🔄 轉虧為盈,2025-12,0.0,76.57,-32.55,58.96
-68.62%,56.82,-0.6,西勝,15.1000003815,⚪ 數據不足,3625.TWO,-3.42%,-0.14,-22.91,2025,-18.66,🧐 疑業外收益,2025-12,0.0,75.48,-16.200000000000003,86.73
N/A,100.49,0.01,天正國際,90.9000015259,⚪ 數據不足,6654.TWO,N/A,-0.37,28.6,2025,26.11,🔄 轉虧為盈,2025-12,0.0,74.38,-44.699999999999996,76.26
-1.35%,85.65,-0.66,全球傳動,69.5,⚪ 數據不足,4540.TW,16.55%,-1.08,7.47,2025,11.55,🚀 利潤擴張,2025-12,0.0,74.10000000000001,-40.5,69.01
-6.13%,71.43,0.6,百容,23.7000007629,✅ 穩健價值,2483.TW,8.90%,0.68,-1.32,2025,-2.48,🧐 疑業外收益,2025-12,12.741935894032256,73.91000000000001,27.900000000000006,44.68
N/A,96.29,-1.49,奧義賽博-KY創,89.0,⚪ 數據不足,7823.TW,N/A,-2.01,19.21,2025,22.72,🚀 利潤擴張,2025-12,0.0,73.57000000000001,0.0,98.92
5.55%,78.29,17.49,雄獅,159.5,💎 強力關注,2731.TW,16.93%,13.31,3.94,2025,6.0,🚀 利潤擴張,2025-12,3.634913400182316,72.29,658.1999999999999,76.53
-4.90%,55.88,-0.15,南紡,12.1499996185,⚪ 數據不足,1440.TW,7.45%,-0.04,-15.52,2025,-16.11,🧐 疑業外收益,2025-12,0.0,71.99000000000001,-4.2,69.23
N/A,65.08,1.04,台塑化,54.0,⚠️ 追價風險,6505.TW,N/A,0.5,-6.34,2025,-5.67,🧐 疑業外收益,2025-12,35.29411764705882,70.75,22.950000000000003,2.04
55.59%,140.33,12.98,創見,343.5,⚪ 中性觀察,2451.TW,61.62%,5.37,36.15,2025,69.84,🏰 高護城河,2025-12,16.302800189843378,70.49000000000001,316.05000000000007,22.99
N/A,66.67,0.35,慕康生醫,20.0,⚠️ 追價風險,5398.TWO,N/A,0.29,1.05,2025,-3.62,🧐 疑業外收益,2025-12,32.786885245901644,70.29,9.149999999999999,20.83
-14.24%,82.8,-0.16,富晶通,23.1000003815,⚪ 數據不足,3623.TWO,-4.80%,-0.23,9.39,2025,12.69,🚀 利潤擴張,2025-12,0.0,70.11,-16.950000000000003,65.67
N/A,82.74,4.16,聯茂,300.5,⚠️ 追價風險,6213.TW,N/A,2.98,11.37,2025,12.66,🚀 利潤擴張,2025-12,29.576771653543307,70.08,152.4,78.92
N/A,53.52,-1.32,保銳,19.25,⚪ 數據不足,8093.TWO,N/A,-0.45,-27.43,2025,-16.31,🧐 疑業外收益,2025-12,0.0,69.83,-22.65,79.91
N/A,74.6,-0.16,易通展,8.6800003052,⚪ 數據不足,6241.TWO,N/A,-0.38,11.68,2025,5.06,🚀 利潤擴張,2025-12,0.0,69.53999999999999,-13.649999999999999,-642.86
-86.00%,10.0,-1.17,宏太-KY,21.5499992371,⚪ 數據不足,2924.TWO,15.04%,-0.71,-73.69,2025,-59.26,🧐 疑業外收益,2025-12,0.0,69.25999999999999,-38.85,31.73
N/A,55.88,-0.61,特昇-KY,9.970000267,⚪ 數據不足,6616.TWO,N/A,-0.25,-12.86,2025,-11.73,🧐 疑業外收益,2025-12,0.0,67.61,-11.850000000000001,83.78
18.21%,51.69,9.42,璟德,175.5,💎 強力關注,3152.TWO,44.03%,8.22,-12.47,2025,-15.61,🧐 疑業外收益,2025-12,6.698473282442747,67.3,393.00000000000006,77.54
18.37%,98.71,46.57,貿聯-KY,2905.0,⚠️ 追價風險,3665.TW,31.93%,32.49,29.74,2025,31.74,🚀 利潤擴張,2025-12,27.27699530516432,66.97,1597.5,107.49
N/A,151.41,4.94,邁科,0.0,⚪ 數據不足,6831.TW,N/A,3.14,86.86,2025,84.7,🚀 利潤擴張,2025-12,0.0,66.71,0.0,161.67
N/A,48.61,-0.37,商丞,7.0500001907,⚪ 數據不足,8277.TWO,N/A,-0.34,1.19,2025,-16.98,🧐 疑業外收益,2025-12,0.0,65.59,-15.15,33.33
4.79%,62.96,-0.2,台玻,69.9000015259,⚪ 數據不足,1802.TW,13.67%,-0.33,-0.78,2025,-2.37,🧐 疑業外收益,2025-12,0.0,65.33,-16.349999999999998,36.54
14.07%,77.93,2.88,大成鋼,39.9500007629,💎 強力關注,2027.TW,25.55%,2.08,11.96,2025,12.63,🚀 利潤擴張,2025-12,5.944940589717262,65.30000000000001,100.8,98.94
10.29%,60.48,1.99,東森,20.0,💎 強力關注,2614.TW,34.49%,1.42,-5.03,2025,-4.79,🧐 疑業外收益,2025-12,4.405286343612334,65.27,68.1,118.46
N/A,54.46,-2.52,桓鼎-KY,29.5,⚪ 數據不足,5543.TWO,N/A,-1.9,-12.8,2025,-10.68,🧐 疑業外收益,2025-12,0.0,65.14,-88.8,-950.0
4.68%,84.62,-0.24,日成-KY,23.7000007629,⚪ 數據不足,4807.TW,18.47%,-0.56,32.17,2025,19.6,🚀 利潤擴張,2025-12,0.0,65.02000000000001,-32.699999999999996,74.07
-24.84%,42.76,-0.87,大宇,12.5,⚪ 數據不足,1445.TW,6.55%,-0.56,-25.71,2025,-22.14,🧐 疑業外收益,2025-12,0.0,64.9,-24.750000000000004,-366.67
-1090.16%,42.64,-0.74,淳紳,4.5,⚪ 數據不足,4529.TWO,59.04%,-0.57,-22.27,2025,-22.14,🏰 高護城河,2025-12,0.0,64.78,-28.05,46.23
N/A,90.52,-0.2,鈺鎧,41.7000007629,⚪ 數據不足,5228.TWO,N/A,-0.91,18.69,2025,25.85,🚀 利潤擴張,2025-12,0.0,64.66999999999999,-24.750000000000004,50.27
23.50%,79.17,0.9,友霖,26.7000007629,✅ 穩健價值,4166.TWO,60.10%,0.52,6.08,2025,14.52,🏰 高護城河,2025-12,13.622449368826532,64.65,29.4,11.63
N/A,88.97,2.75,尖點,429.0,⚠️ 追價風險,8021.TW,N/A,1.69,18.57,2025,24.54,🚀 利潤擴張,2025-12,75.0,64.43,85.8,52.25
N/A,42.24,-4.65,柏承,33.25,⚪ 數據不足,6141.TW,N/A,-1.99,-25.86,2025,-21.61,🧐 疑業外收益,2025-12,0.0,63.85,-122.25,66.78
5.06%,74.89,4.35,宏致,82.3000030518,💎 強力關注,3605.TW,26.65%,3.51,15.04,2025,11.14,🚀 利潤擴張,2025-12,7.302573473984029,63.75,169.04999999999998,133.33
N/A,69.12,2.3,新門,152.5,⚠️ 追價風險,5432.TWO,N/A,1.08,-4.49,2025,6.1,🚀 利潤擴張,2025-12,38.02992518703242,63.02,60.15,6.93
3.76%,78.06,3.02,偉詮電,75.9000015259,✅ 穩健價值,2436.TW,30.84%,1.45,17.04,2025,15.32,🚀 利潤擴張,2025-12,15.48979622977551,62.74,73.49999999999999,17.59
5.22%,84.21,0.35,佳大,15.1000003815,⚪ 中性觀察,2033.TW,14.21%,0.25,24.94,2025,21.65,🚀 利潤擴張,2025-12,17.356322277586205,62.559999999999995,13.05,73.33
-391.42%,50.57,-2.61,勝悅-KY,5.5300002098,⚪ 數據不足,1340.TW,-118.96%,-0.95,-7.48,2025,-11.95,🧐 疑業外收益,2025-12,0.0,62.519999999999996,-67.8,59.05
N/A,95.56,30.41,精測,3790.0,⚠️ 追價風險,6510.TWO,N/A,21.73,55.92,2025,33.33,🚀 利潤擴張,2025-12,52.48580529012602,62.230000000000004,1083.15,279.9
N/A,72.15,1.36,東捷,113.5,⚪ 數據不足,8064.TWO,N/A,-0.16,-10.02,2025,10.25,🔄 轉虧為盈,2025-12,0.0,61.900000000000006,-4.049999999999999,-130.19
N/A,79.87,8.49,柏文,147.5,💎 強力關注,8462.TW,N/A,5.69,17.64,2025,18.4,🚀 利潤擴張,2025-12,7.654385054488843,61.470000000000006,289.05,91.16
N/A,35.29,-0.77,力麗店,9.8400001526,⚪ 數據不足,5364.TWO,N/A,-0.73,-12.89,2025,-26.07,🧐 疑業外收益,2025-12,0.0,61.36,-36.449999999999996,44.7
N/A,66.15,1.08,倍微,27.2999992371,💎 強力關注,6270.TWO,N/A,0.88,6.53,2025,4.86,🚀 利潤擴張,2025-12,10.91999969484,61.290000000000006,37.5,300.0
N/A,66.67,0.05,宏齊,26.5,⚪ 數據不足,6168.TW,N/A,0.04,5.91,2025,5.6,🚀 利潤擴張,2025-12,0.0,61.07,-1.3010426069826053e-16,-42.86
N/A,66.34,6.82,霈方,0.0,⚪ 數據不足,6574.TWO,N/A,4.08,5.78,2025,6.51,🚀 利潤擴張,2025-12,0.0,59.830000000000005,0.0,53.96
0.66%,46.51,-0.23,太空梭,16.9500007629,⚪ 數據不足,2440.TW,4.12%,-0.26,-9.7,2025,-12.43,🧐 疑業外收益,2025-12,0.0,58.94,-10.35,-136.36
N/A,60.23,-0.35,無敵,12.75,⚪ 數據不足,8201.TW,N/A,-0.33,-7.02,2025,1.42,🚀 利潤擴張,2025-12,0.0,58.809999999999995,-16.8,53.52
2.18%,57.52,-0.96,兆赫,67.5999984741,⚪ 數據不足,2485.TW,15.28%,-1.33,-24.95,2025,-0.05,🧐 疑業外收益,2025-12,0.0,57.57,-62.699999999999996,11.92
-15.57%,47.45,-1.16,勝昱,30.6000003815,⚪ 數據不足,4304.TWO,5.19%,-1.02,-6.96,2025,-9.71,🧐 疑業外收益,2025-12,0.0,57.160000000000004,-52.8,-14.61
12.03%,58.63,10.39,卜蜂,133.0,💎 強力關注,1215.TW,20.24%,7.94,1.07,2025,1.7,🚀 利潤擴張,2025-12,5.183164458300857,56.93,384.9,85.95
-362.94%,-32.0,0.68,聯德,20.7999992371,⚪ 中性觀察,3308.TW,23.48%,0.23,-92.54,2025,-88.36,🌑 雙重衰退,2025-12,18.909090215545454,56.36,16.5,-68.06
N/A,82.47,5.59,南俊國際,687.0,⚠️ 追價風險,6584.TWO,N/A,3.11,23.53,2025,26.42,🚀 利潤擴張,2025-12,63.49353049907578,56.05,162.3,42.52
N/A,54.95,1.72,福邦證,16.6000003815,💎 強力關注,6026.TWO,N/A,0.7,-23.52,2025,-0.65,🧐 疑業外收益,2025-12,6.509804071176471,55.6,38.25,-30.0
12.75%,58.77,1.81,錩新,27.6000003815,💎 強力關注,2415.TW,25.38%,1.37,-1.03,2025,3.4,🚀 利潤擴張,2025-12,6.682808809079903,55.370000000000005,61.949999999999996,55.68
-68.47%,78.72,-0.1,唐鋒,5.2399997711,⚪ 數據不足,4609.TWO,4.92%,-0.06,22.29,2025,23.71,🚀 利潤擴張,2025-12,0.0,55.01,-11.25,78.57
2.47%,50.0,0.15,永純,16.6000003815,⚠️ 追價風險,4711.TWO,14.61%,0.12,-6.49,2025,-4.5,🧐 疑業外收益,2025-12,57.24138062586206,54.5,4.3500000000000005,500.0
N/A,56.47,2.66,立積,121.0,⚠️ 追價風險,4968.TW,N/A,1.37,1.01,2025,2.24,🚀 利潤擴張,2025-12,28.337236533957842,54.23,64.05000000000001,44.21
-3.51%,32.76,-1.17,聯成,11.25,⚪ 數據不足,1313.TW,1.59%,-0.56,-20.09,2025,-19.85,🧐 疑業外收益,2025-12,0.0,52.61,-33.6,63.82
N/A,52.17,-0.11,沈氏,18.0499992371,⚪ 數據不足,8921.TWO,N/A,-0.11,0.3,2025,-0.02,🧐 疑業外收益,2025-12,0.0,52.190000000000005,-10.200000000000001,21.43
8.42%,54.55,-0.19,圓剛,51.0,⚪ 數據不足,2417.TW,56.31%,-0.8,-1.52,2025,2.69,🏰 高護城河,2025-12,0.0,51.86,-31.8,-144.44
13.25%,53.1,2.22,寶齡富錦,63.7999992371,✅ 穩健價值,1760.TW,52.35%,1.65,0.67,2025,1.66,🏰 高護城河,2025-12,12.837021979295773,51.440000000000005,74.55000000000001,54.21
N/A,54.05,1.14,達輝-KY,19.5499992371,💎 強力關注,5276.TWO,N/A,0.88,10.12,2025,3.13,🚀 利潤擴張,2025-12,6.649659604455782,50.919999999999995,44.1,46.67
N/A,55.83,-0.76,三貝德,25.0,⚪ 數據不足,8489.TWO,N/A,-0.46,-3.97,2025,5.03,🚀 利潤擴張,2025-12,0.0,50.8,-27.450000000000003,60.71
N/A,50.0,-0.07,秋雨,12.0,⚪ 數據不足,9929.TW,N/A,-0.19,-3.83,2025,-0.73,🧐 疑業外收益,2025-12,0.0,50.73,-7.95,-5.56
-1.87%,64.65,-0.7,艾姆勒,31.1499996185,⚪ 數據不足,2241.TW,14.37%,-0.6,-2.54,2025,14.02,🚀 利潤擴張,2025-12,0.0,50.63000000000001,-28.349999999999994,47.37
N/A,32.43,2.45,台汽電,51.5,💎 強力關注,8926.TW,N/A,1.86,-13.81,2025,-16.65,🧐 疑業外收益,2025-12,7.959814528593507,49.08,97.05000000000001,40.91
-3.96%,51.74,-1.18,聯穎,21.3999996185,⚪ 數據不足,3550.TW,15.39%,-0.69,6.33,2025,3.23,🚀 利潤擴張,2025-12,0.0,48.510000000000005,-40.49999999999999,36.7
N/A,43.32,5.02,至上,86.8000030518,💎 強力關注,8112.TW,N/A,1.62,-16.18,2025,-4.42,🧐 疑業外收益,2025-12,11.54255359731383,47.74,112.8,-50.61
N/A,49.15,-0.6,九暘,78.0,⚪ 數據不足,8040.TWO,N/A,-0.45,7.0,2025,2.65,🚀 利潤擴張,2025-12,0.0,46.5,-21.750000000000004,48.28
-377.43%,57.53,-0.44,富榮綱,9.8699998856,⚪ 數據不足,3115.TWO,100.00%,-0.41,84.76,2025,12.25,🏰 高護城河,2025-12,0.0,45.28,-21.299999999999997,26.09
-98.59%,20.75,-0.84,巨鎧精密-創,65.0,⚪ 數據不足,2254.TW,-21.68%,-0.11,-11.14,2025,-24.51,🧐 疑業外收益,2025-12,0.0,45.260000000000005,-9.6,84.06
17.54%,61.11,2.03,晟田,45.7000007629,✅ 穩健價值,4541.TWO,25.49%,0.99,14.71,2025,16.06,🚀 利潤擴張,2025-12,12.384824054986451,45.05,55.349999999999994,65.0
-21.05%,46.34,-0.88,喬鼎,21.7000007629,⚪ 數據不足,3057.TW,29.42%,-0.24,-0.45,2025,1.86,🚀 利潤擴張,2025-12,0.0,44.480000000000004,-1.9500000000000017,70.73
1.12%,35.0,-0.27,宏遠,7.1900000572,⚪ 數據不足,1460.TW,16.50%,-0.27,-5.8,2025,-9.38,🧐 疑業外收益,2025-12,0.0,44.38,-9.9,33.33
2.16%,49.25,1.0,亞航,45.5999984741,⚪ 中性觀察,2630.TW,8.38%,0.89,4.46,2025,4.89,🚀 利潤擴張,2025-12,17.67441801321705,44.36,38.70000000000001,64.81
N/A,36.84,-0.36,得利影,15.0,⚪ 數據不足,6144.TWO,N/A,-0.28,-11.26,2025,-7.24,🧐 疑業外收益,2025-12,0.0,44.080000000000005,-15.3,-12.0
N/A,63.03,30.51,亞翔,679.0,💎 強力關注,6139.TW,N/A,17.33,-5.05,2025,19.04,🚀 利潤擴張,2025-12,11.644657863145257,43.99,874.6500000000001,33.18
N/A,58.56,-0.75,彩晶,9.7100000381,⚪ 數據不足,6116.TW,N/A,-0.46,22.03,2025,14.78,🚀 利潤擴張,2025-12,0.0,43.78,-30.6,65.89
N/A,42.35,2.42,羅麗芬-KY,41.5499992371,💎 強力關注,6666.TW,N/A,2.63,-3.85,2025,-1.2,🧐 疑業外收益,2025-12,5.474308199881423,43.550000000000004,113.85,34.87
-60.61%,33.33,-1.56,柏騰,37.0,⚪ 數據不足,3518.TW,-2.30%,-0.93,-8.43,2025,-9.63,🧐 疑業外收益,2025-12,0.0,42.96,-64.95,43.83
N/A,50.0,-0.26,劍湖山,3.4100000858,⚪ 數據不足,5701.TWO,N/A,-0.37,2.46,2025,7.33,🚀 利潤擴張,2025-12,0.0,42.67,-13.2,9.76
N/A,36.36,6.6,金益鼎,103.5,💎 強力關注,8390.TWO,N/A,5.11,-8.18,2025,-6.1,🧐 疑業外收益,2025-12,6.604977664326738,42.46,235.05,35.9
N/A,38.64,-0.28,光鼎,0.0,⚪ 數據不足,6226.TW,N/A,-0.17,-0.95,2025,-3.71,🧐 疑業外收益,2025-12,0.0,42.35,0.0,45.16
33.56%,29.85,1.18,宜進,14.4499998093,💎 強力關注,1457.TW,6.94%,0.44,-8.45,2025,-12.15,🧐 疑業外收益,2025-12,5.8266128263306465,42.0,37.199999999999996,-53.62
16.61%,48.04,3.02,強信-KY,35.3499984741,💎 強力關注,4560.TW,33.75%,2.16,8.82,2025,6.92,🚀 利潤擴張,2025-12,4.669748807675033,41.12,113.55,61.19
-21.51%,41.28,-0.64,精金,13.6000003815,⚪ 數據不足,3049.TW,-12.51%,-0.66,-1.71,2025,1.22,🚀 利潤擴張,2025-12,0.0,40.06,-30.15,26.67
N/A,27.18,4.96,隆大,32.9500007629,💎 強力關注,5519.TW,N/A,4.31,22.52,2025,-12.79,🧐 疑業外收益,2025-12,3.1026366066760827,39.97,159.29999999999998,130.48
7.04%,40.61,2.32,春源,23.3999996185,💎 強力關注,2010.TW,10.75%,1.74,3.17,2025,0.73,🚀 利潤擴張,2025-12,4.048442840570935,39.88,86.69999999999999,50.0
N/A,48.0,1.85,潤泰材,22.1000003815,💎 強力關注,8463.TW,N/A,1.84,11.83,2025,8.31,🚀 利潤擴張,2025-12,4.642857223004201,39.69,71.4,91.67
-0.34%,-1.45,2.72,富田-創,75.8000030518,⚪ 數據不足,4590.TW,30.54%,0.67,-44.8,2025,-41.11,🌑 雙重衰退,2025-12,0.0,39.66,0.0,-75.81
7.12%,34.55,0.74,正隆,17.5,⚪ 中性觀察,1904.TW,20.98%,0.17,-5.08,2025,-4.85,🧐 疑業外收益,2025-12,17.15686274509804,39.4,15.3,-61.36
N/A,66.87,5.62,創惟,103.0,💎 強力關注,6104.TWO,N/A,4.65,37.32,2025,27.6,🚀 利潤擴張,2025-12,6.291997556505803,39.27,245.55,145.74
3.25%,52.91,3.15,增你強,75.5,💎 強力關注,3028.TW,7.68%,2.0,8.99,2025,13.76,🚀 利潤擴張,2025-12,10.134228187919463,39.15,111.75,69.49
16.35%,70.65,23.14,台達電,2245.0,⚠️ 追價風險,2308.TW,34.59%,16.47,28.12,2025,31.76,🚀 利潤擴張,2025-12,42.47067726068861,38.89,792.9,52.5
N/A,30.95,4.4,乙盛-KY,107.0,💎 強力關注,5243.TW,N/A,3.37,-2.65,2025,-7.74,🧐 疑業外收益,2025-12,9.78956999085087,38.69,163.95,42.19
N/A,48.33,0.89,金山電,88.9000015259,⚠️ 追價風險,8042.TWO,N/A,0.24,8.7,2025,9.79,🚀 利潤擴張,2025-12,88.90000152590001,38.54,14.999999999999996,-53.85
N/A,62.99,6.13,萊德光電-KY,676.0,⚪ 數據不足,7717.TWO,N/A,4.58,29.16,2025,24.46,🚀 利潤擴張,2025-12,0.0,38.53,0.0,92.37
N/A,40.21,1.36,統一實,17.0,💎 強力關注,9907.TW,N/A,1.12,7.48,2025,1.74,🚀 利潤擴張,2025-12,4.644808743169398,38.47,54.900000000000006,55.56
N/A,56.72,1.05,尚凡*,22.6000003815,💎 強力關注,5278.TWO,N/A,0.72,23.06,2025,18.28,🚀 利潤擴張,2025-12,8.464419618539326,38.44,40.05,-83.78
N/A,54.94,3.61,廣明,84.8000030518,💎 強力關注,6188.TWO,N/A,2.77,20.72,2025,17.84,🚀 利潤擴張,2025-12,9.288061670514788,37.099999999999994,136.95,69.94
N/A,52.56,1.19,建榮,111.5,⚠️ 追價風險,5340.TWO,N/A,0.78,16.6,2025,15.66,🚀 利潤擴張,2025-12,42.720306513409966,36.900000000000006,39.15,59.18
14.28%,46.3,2.37,泓格,92.0999984741,✅ 穩健價值,3577.TWO,53.43%,1.73,7.11,2025,9.44,🏰 高護城河,2025-12,14.902912374449839,36.86,92.69999999999999,20.98
-460.25%,-25.0,-0.7,晟楠,41.0,⚪ 數據不足,3631.TWO,24.23%,-0.64,-14.57,2025,-61.43,🌑 雙重衰退,2025-12,0.0,36.43,-31.200000000000003,-64.1
-74.64%,41.67,-0.56,新零售,12.9499998093,⚪ 數據不足,3085.TWO,73.88%,-0.46,3.93,2025,5.58,🏰 高護城河,2025-12,0.0,36.09,-22.35,16.36
N/A,34.45,4.48,眾達-KY,246.0,⚠️ 追價風險,4977.TW,N/A,3.53,17.84,2025,-1.54,🧐 疑業外收益,2025-12,26.6522210184182,35.99,138.45000000000002,180.65
N/A,37.27,6.04,洛��,40.0,💎 強力關注,8077.TWO,N/A,2.87,0.34,2025,1.41,🚀 利潤擴張,2025-12,3.1031807602792862,35.86000000000001,193.35000000000002,25.33
N/A,40.71,5.98,精拓科,121.5,💎 強力關注,4951.TWO,N/A,3.74,5.17,2025,4.88,🚀 利潤擴張,2025-12,8.94698085419735,35.83,203.7,16.15
2.06%,35.71,0.57,南亞,91.5,⚠️ 追價風險,1303.TW,9.25%,-0.05,2.08,2025,0.12,🔄 轉虧為盈,2025-12,762.5000000000007,35.59,1.7999999999999983,-113.16
N/A,40.56,2.59,均豪,129.5,⚪ 中性觀察,5443.TWO,N/A,1.97,16.83,2025,5.3,🚀 利潤擴張,2025-12,19.801223241590215,35.260000000000005,98.1,21.38
N/A,38.72,7.81,新潤,39.6500015259,💎 強力關注,6186.TWO,N/A,7.56,97.22,2025,3.72,🚀 利潤擴張,2025-12,1.7164502825064938,35.0,346.49999999999994,253.27
N/A,43.03,-0.94,亞元,12.5,⚪ 數據不足,6109.TWO,N/A,-0.98,0.2,2025,8.46,🚀 利潤擴張,2025-12,0.0,34.57,-47.1,-13.95
N/A,26.79,3.36,宏捷科,162.0,⚠️ 追價風險,8086.TWO,N/A,2.03,-22.52,2025,-7.61,🧐 疑業外收益,2025-12,24.07132243684993,34.4,100.94999999999999,-21.01
9.68%,46.48,1.06,興采,20.1499996185,⚪ 數據不足,4433.TWO,22.41%,-0.65,5.85,2025,12.09,🔄 轉虧為盈,2025-12,0.0,34.39,-11.099999999999996,-3300.0
20.96%,128.84,49.17,奇鋐,2555.0,⚠️ 追價風險,3017.TW,26.39%,32.25,80.63,2025,94.59,🚀 利潤擴張,2025-12,23.596231991134097,34.25,1624.2,113.86
-127.15%,21.62,-0.29,懷特,12.1000003815,⚪ 數據不足,4108.TW,18.27%,-0.21,-12.96,2025,-12.36,🧐 疑業外收益,2025-12,0.0,33.980000000000004,-11.25,25.0
9.95%,35.9,1.14,中櫃,22.3500003815,💎 強力關注,2613.TW,16.43%,0.85,2.72,2025,2.49,🚀 利潤擴張,2025-12,8.247232613099632,33.41,40.64999999999999,1.28
-5.24%,-9.38,0.29,昱捷,20.8500003815,⚠️ 追價風險,3232.TWO,12.15%,0.28,-42.87,2025,-42.44,🌑 雙重衰退,2025-12,27.077922573376622,33.059999999999995,11.55,-12.5
