om,price,eps_yoy,rev_yoy,eps,advice,est_price,name,date,prev_eps_yoy,status,gm,prev_eps,prev_rev_yoy,expansion,symbol,prev_year,pe
22.33%,301.0,-25.59,176.57,2.21,⚪ 中性觀察,414.45,興勤,2026-03,-2.81,📉 獲利侵蝕,39.10%,11.76,6.85,-202.16,2428.TW,2025,10.89395584509591
N/A,79.9000015259,17.61,219.85,1.67,⚪ 中性觀察,192.29999999999998,勁豐,2026-03,-14.93,⚠️ 獲利稀釋,N/A,5.64,-7.81,-202.24,6577.TWO,2025,6.2324494169968805
N/A,35.5499992371,-1.22,201.11,0.82,⚪ 中性觀察,70.19999999999999,金興精密,2026-03,-37.18,📉 獲利侵蝕,N/A,1.73,0.66,-202.33,7732.TW,2025,7.596153683141027
N/A,83.0,-43.27,159.18,0.59,⚪ 中性觀察,168.45000000000002,互動,2026-03,2.66,📉 獲利侵蝕,N/A,5.78,6.12,-202.45000000000002,6486.TWO,2025,7.390917186108637
N/A,59.7999992371,41.46,244.12,2.91,⚪ 中性觀察,237.30000000000004,台灣虎航,2026-03,-10.95,⚠️ 獲利稀釋,N/A,5.37,2.9,-202.66,6757.TW,2025,3.7800252362262956
14.07%,206.0,-5.07,198.02,1.32,❌ 暫避觀望,195.15000000000003,晶技,2026-03,-15.57,📉 獲利侵蝕,32.18%,5.28,5.34,-203.09,3042.TW,2025,15.833973866256724
N/A,305.5,19.4,222.57,1.61,❌ 暫避觀望,164.55,昇陽半導體,2026-03,51.58,⚠️ 獲利稀釋,N/A,4.37,26.97,-203.17,8028.TW,2025,27.84867821330902
N/A,47.4500007629,33.56,236.89,1.95,⚪ 中性觀察,200.7,洛��,2026-03,37.27,⚠️ 獲利稀釋,N/A,6.04,1.41,-203.32999999999998,8077.TWO,2025,3.5463378746562033
N/A,93.0999984741,-45.41,158.08,2.08,⚪ 中性觀察,667.9499999999999,寬宏藝術,2026-03,242.99,📉 獲利侵蝕,N/A,18.83,78.68,-203.49,6596.TWO,2025,2.090725319427353
10.54%,173.0,-29.35,174.36,3.61,⚪ 中性觀察,582.4499999999999,拓凱,2026-03,-20.89,📉 獲利侵蝕,32.65%,14.92,-2.91,-203.71,4536.TW,2025,4.455318053051764
14.44%,214.5,-3.08,200.72,2.52,⚪ 中性觀察,397.04999999999995,上品,2026-03,-52.93,📉 獲利侵蝕,28.63%,10.2,-26.81,-203.8,4770.TW,2025,8.103513411409143
-22.71%,62.9000015259,-83.33,120.7,0.01,⚪ 數據不足,-56.85,聚積,2026-03,-757.14,🔄 轉虧為盈,39.78%,-1.84,-19.18,-204.03,3527.TWO,2025,0.0
N/A,17.7999992371,-35.0,169.3,-0.27,⚪ 數據不足,-5.25,威健生技,2026-03,20.0,📉 獲利侵蝕,N/A,0.06,16.55,-204.3,6661.TWO,2025,0.0
N/A,16.7000007629,-68.52,136.36,0.17,⚪ 中性觀察,52.35,百和興業-KY,2026-03,55.43,📉 獲利侵蝕,N/A,1.43,8.24,-204.88,8404.TW,2025,4.7851005051289395
21.37%,55.9000015259,-84.0,121.25,0.16,⚪ 中性觀察,90.3,台耀,2026-03,180.15,📉 獲利侵蝕,41.59%,3.67,2.54,-205.25,4746.TW,2025,9.285714539186047
2.52%,34.5999984741,17.65,222.99,0.4,⚪ 中性觀察,46.2,精聯,2026-03,7.2,⚠️ 獲利稀釋,32.08%,1.34,0.59,-205.34,3652.TW,2025,11.233765738344156
N/A,68.0,-25.0,180.5,0.3,❌ 暫避觀望,32.7,盛群,2026-03,213.64,📉 獲利侵蝕,N/A,0.76,22.23,-205.5,6202.TW,2025,31.19266055045871
N/A,27.6000003815,-35.29,170.48,0.22,⚪ 中性觀察,30.749999999999996,光譜,2026-03,2.44,📉 獲利侵蝕,N/A,0.72,-5.88,-205.76999999999998,5381.TWO,2025,13.463414820243903
N/A,66.5999984741,-33.33,172.58,0.12,❌ 暫避觀望,50.24999999999999,東研信超,2026-03,205.88,📉 獲利侵蝕,N/A,1.58,8.46,-205.91000000000003,6840.TWO,2025,19.88059655943284
4.92%,31.3500003815,-95.96,110.07,0.04,⚪ 中性觀察,56.1,橙的,2026-03,13.37,📉 獲利侵蝕,42.45%,2.12,21.26,-206.02999999999997,4554.TWO,2025,8.382353043181817
N/A,14.1999998093,-83.33,123.19,-0.22,⚪ 數據不足,-16.8,得利影,2026-03,36.84,📉 獲利侵蝕,N/A,-0.36,-7.24,-206.51999999999998,6144.TWO,2025,0.0
N/A,18.75,-133.33,73.39,-0.07,⚪ 數據不足,-28.650000000000002,全譜,2026-03,44.71,📉 獲利侵蝕,N/A,-0.47,19.96,-206.72000000000003,6228.TWO,2025,0.0
5.03%,777.0,396.72,603.64,3.03,❌ 暫避觀望,196.64999999999998,波若威,2026-03,8.17,⚠️ 獲利稀釋,18.26%,6.22,14.65,-206.91999999999996,3163.TWO,2025,59.267734553775746
N/A,15.1499996185,-50.0,156.93,0.05,❌ 暫避觀望,1.6500000000000001,華興,2026-03,-87.27,📉 獲利侵蝕,N/A,0.07,-10.97,-206.93,6164.TW,2025,137.7272692590909
-2289.99%,29.6000003815,-72.68,134.38,-3.35,⚪ 數據不足,-444.0,浩鼎,2026-03,-77.68,📉 獲利侵蝕,-76.10%,-15.61,-6.55,-207.06,4174.TWO,2025,0.0
N/A,96.4000015259,-11.67,195.47,0.54,⚪ 中性觀察,110.7,晶焱,2026-03,-30.29,📉 獲利侵蝕,N/A,3.18,-10.51,-207.14,6411.TWO,2025,13.06233083006775
-42.60%,18.25,-111.11,96.33,-0.02,❌ 暫避觀望,0.9000000000000001,鈺寶-創,2026-03,-131.88,📉 獲利侵蝕,40.07%,-0.22,-12.58,-207.44,3150.TW,2025,304.16666666666663
N/A,14.5,77.78,285.71,-0.06,⚪ 數據不足,-24.45,富堡,2026-03,-147.37,⚠️ 獲利稀釋,N/A,-0.45,-6.89,-207.92999999999998,8929.TWO,2025,0.0
N/A,54.2000007629,46.91,254.89,1.19,⚪ 中性觀察,117.45,聚和,2026-03,17.48,⚠️ 獲利稀釋,N/A,2.87,2.77,-207.98,6509.TWO,2025,6.922094605734355
8.38%,201.0,17.83,225.85,4.56,⚪ 中性觀察,700.9499999999999,鼎翰,2026-03,38.68,⚠️ 獲利稀釋,32.53%,19.63,31.04,-208.01999999999998,3611.TWO,2025,4.301305371281832
N/A,24.6000003815,-47.46,160.69,0.31,⚪ 中性觀察,43.650000000000006,昇銳,2026-03,-22.16,📉 獲利侵蝕,N/A,1.32,-0.14,-208.15,3128.TWO,2025,8.453608378522336
5.30%,94.3000030518,-53.4,154.92,0.96,⚪ 中性觀察,127.35000000000001,威強電,2026-03,-46.9,📉 獲利侵蝕,33.30%,4.63,-4.78,-208.32,3022.TW,2025,11.107185282897527
N/A,21.7000007629,113.33,321.84,0.32,❌ 暫避觀望,9.450000000000001,特力,2026-03,-64.62,⚠️ 獲利稀釋,N/A,0.23,-8.72,-208.51,2908.TW,2025,34.44444565539682
10.89%,30.1000003815,38.1,247.51,0.58,⚪ 中性觀察,73.65,祺驊,2026-03,28.24,⚠️ 獲利稀釋,31.32%,2.18,12.31,-209.41,1593.TWO,2025,6.1303463098778
N/A,452.5,185.71,395.26,3.0,❌ 暫避觀望,220.2,沛亨,2026-03,7.67,⚠️ 獲利稀釋,N/A,6.6,16.7,-209.54999999999998,6291.TWO,2025,30.82425068119891
N/A,47.9500007629,10.1,219.66,1.09,⚪ 中性觀察,161.25,統振,2026-03,32.45,⚠️ 獲利稀釋,N/A,4.49,9.65,-209.56,6170.TWO,2025,4.460465187246512
N/A,40.5,-29.82,179.87,0.4,⚪ 中性觀察,75.75,進典,2026-03,-7.56,📉 獲利侵蝕,N/A,2.2,11.04,-209.69,6843.TWO,2025,8.01980198019802
19.04%,48.25,-27.83,182.02,0.83,⚪ 中性觀察,223.65,金洲,2026-03,39.0,📉 獲利侵蝕,29.73%,6.13,12.91,-209.85000000000002,4417.TWO,2025,3.2360831656606304
N/A,1230.0,30.16,240.11,3.97,❌ 暫避觀望,547.5,環球晶,2026-03,-25.74,⚠️ 獲利稀釋,N/A,15.29,-3.24,-209.95000000000002,6488.TWO,2025,33.6986301369863
3.74%,35.1500015259,77.78,288.05,0.16,❌ 暫避觀望,4.050000000000001,全友,2026-03,35.71,🏰 高護城河,51.08%,0.2,4.08,-210.27,2305.TW,2025,130.18519083666666
N/A,422.0,-98.52,111.76,0.21,⚪ 中性觀察,974.25,保瑞,2026-03,-38.71,📉 獲利侵蝕,N/A,23.9,9.11,-210.28,6472.TW,2025,6.497305619707467
N/A,136.0,47.73,258.92,0.7,❌ 暫避觀望,69.6,台半,2026-03,9.66,⚠️ 獲利稀釋,N/A,2.07,21.08,-211.19000000000003,5425.TWO,2025,29.31034482758621
N/A,48.2999992371,8.47,219.95,0.66,⚪ 中性觀察,84.75,商億-KY,2026-03,-48.17,⚠️ 獲利稀釋,N/A,2.3,-7.32,-211.48,8482.TW,2025,8.548672431345134
-391.42%,5.7199997902,-11.11,200.76,-0.3,⚪ 數據不足,-68.24999999999999,勝悅-KY,2026-03,50.57,📉 獲利侵蝕,-118.96%,-2.61,-11.95,-211.87,1340.TW,2025,0.0
7.78%,52.9000015259,25.45,237.63,0.7,⚪ 中性觀察,119.7,榮昌,2026-03,25.0,⚠️ 獲利稀釋,34.09%,3.5,22.61,-212.18,3684.TWO,2025,6.629072872919799
14.38%,29.25,-139.29,72.97,-0.11,⚪ 中性觀察,60.45,皇將,2026-03,216.0,📉 獲利侵蝕,42.43%,2.51,12.21,-212.26,4744.TWO,2025,7.258064516129032
N/A,153.5,8.59,221.69,-1.18,❌ 暫避觀望,140.1,眾達-KY,2026-03,34.45,⚠️ 獲利稀釋,N/A,4.48,-1.54,-213.1,4977.TW,2025,16.434689507494646
N/A,17.8500003815,85.71,299.79,0.26,⚪ 中性觀察,26.25,保綠-KY,2026-03,25.86,⚠️ 獲利稀釋,N/A,0.73,1.95,-214.08000000000004,8423.TWO,2025,10.200000218
8.79%,69.3000030518,20.51,234.71,0.47,❌ 暫避觀望,29.099999999999998,聯一光,2026-03,-24.29,⚠️ 獲利稀釋,25.59%,1.06,28.48,-214.20000000000002,3441.TWO,2025,35.72165105762887
18.04%,11.25,-97.79,117.28,0.06,⚪ 中性觀察,127.04999999999998,日勝生,2026-03,3612.5,📉 獲利侵蝕,47.97%,2.85,-12.89,-215.07,2547.TW,2025,1.3282172373081467
N/A,50.9000015259,-19.05,196.24,0.17,❌ 暫避觀望,4.050000000000001,立��,2026-03,-58.24,📉 獲利侵蝕,N/A,0.38,5.25,-215.29000000000002,8111.TWO,2025,188.51852416999995
13.66%,32.0,-10.19,205.88,0.97,⚪ 中性觀察,101.85,三芳,2026-03,-23.39,📉 獲利侵蝕,31.96%,2.85,0.33,-216.07,1307.TW,2025,4.712812960235641
9.56%,20.8999996185,-76.23,140.17,0.29,⚪ 中性觀察,69.14999999999999,松瑞藥,2026-03,203.51,📉 獲利侵蝕,30.12%,1.72,-1.28,-216.39999999999998,4167.TWO,2025,4.533622476898048
-11.64%,22.0499992371,-50.0,166.87,0.03,⚪ 數據不足,-38.1,西柏,2026-03,-1950.0,🔄 轉虧為盈,36.41%,-0.83,11.77,-216.87,3541.TWO,2025,0.0
N/A,46.4000015259,-41.12,176.26,0.63,⚪ 數據不足,-0.4500000000000004,橘子,2026-03,-112.99,🔄 轉虧為盈,N/A,-1.53,-19.95,-217.38,6180.TWO,2025,0.0
23.00%,42.4500007629,2.73,221.19,1.13,⚪ 中性觀察,131.4,世坤,2026-03,-3.53,⚠️ 獲利稀釋,31.11%,3.83,3.54,-218.46,4305.TWO,2025,4.845890498047945
10.29%,18.25,7.14,225.94,0.3,⚪ 中性觀察,68.39999999999999,東森,2026-03,60.48,⚠️ 獲利稀釋,34.49%,1.99,-4.79,-218.8,2614.TW,2025,4.00219298245614
0.82%,29.7000007629,-88.24,130.8,0.08,❌ 暫避觀望,17.25,哲固,2026-03,-73.65,📉 獲利侵蝕,17.99%,0.47,-5.05,-219.04000000000002,3434.TWO,2025,25.826087619913046
N/A,71.8000030518,120.0,339.6,0.11,❌ 暫避觀望,11.85,華容,2026-03,0.0,⚠️ 獲利稀釋,N/A,0.39,1.99,-219.60000000000002,5328.TWO,2025,90.88607981240507
N/A,119.0,-9.93,210.03,2.63,⚪ 中性觀察,380.55,巨路,2026-03,-4.01,📉 獲利侵蝕,N/A,10.06,-6.01,-219.96,6192.TW,2025,4.690579424517146
N/A,190.0,7.58,227.68,1.42,❌ 暫避觀望,185.70000000000002,博盛半導體,2026-03,-28.68,⚠️ 獲利稀釋,N/A,5.42,-6.13,-220.1,7712.TWO,2025,15.347334410339256
15.14%,785.0,29.37,249.81,4.14,❌ 暫避觀望,505.79999999999995,辛耘,2026-03,19.76,⚠️ 獲利稀釋,37.11%,13.82,17.37,-220.44,3583.TW,2025,23.279952550415185
16.89%,39.4500007629,-8.74,211.71,0.94,⚪ 中性觀察,74.85000000000001,雲品,2026-03,-30.67,📉 獲利侵蝕,37.08%,2.17,-0.76,-220.45000000000002,2748.TW,2025,7.905811776132263
N/A,61.2000007629,22.22,242.78,0.33,❌ 暫避觀望,23.25,安��,2026-03,-12.0,⚠️ 獲利稀釋,N/A,0.66,30.85,-220.56,6174.TWO,2025,39.48387145993548
23.81%,54.4000015259,2.48,223.06,1.24,⚪ 中性觀察,209.4,中航,2026-03,6.43,⚠️ 獲利稀釋,34.11%,5.46,5.36,-220.58,2612.TW,2025,3.896848246840974
16.35%,1885.0,100.76,321.7,7.91,❌ 暫避觀望,852.4499999999999,台達電,2026-03,70.65,⚠️ 獲利稀釋,34.59%,23.14,31.76,-220.94,2308.TW,2025,33.16910082702798
18.94%,79.4000015259,-12.22,208.73,2.73,⚪ 中性觀察,376.20000000000005,萬海,2026-03,-33.63,📉 獲利侵蝕,23.92%,11.21,-13.25,-220.95,2615.TW,2025,3.165869279342105
N/A,23.0,26.67,247.65,-0.11,⚪ 數據不足,-6.6,天瀚,2026-03,14.29,⚠️ 獲利稀釋,N/A,-0.06,0.42,-220.98000000000002,6225.TW,2025,0.0
12.18%,96.5999984741,136.36,357.73,0.79,❌ 暫避觀望,52.65,富喬,2026-03,1116.67,⚠️ 獲利稀釋,29.01%,1.64,40.69,-221.37,1815.TWO,2025,27.52136708663818
N/A,278.5,105.83,327.2,2.56,❌ 暫避觀望,215.25,翔名,2026-03,-25.14,⚠️ 獲利稀釋,N/A,5.89,6.82,-221.37,8091.TWO,2025,19.407665505226483
14.21%,93.1999969482,14.44,235.89,1.03,⚪ 中性觀察,141.9,遠傳,2026-03,7.02,⚠️ 獲利稀釋,27.10%,3.81,5.47,-221.45,4904.TW,2025,9.852008134059195
9.33%,49.0999984741,-95.26,126.45,0.11,❌ 暫避觀望,25.499999999999996,永新-KY,2026-03,-106.38,🔄 轉虧為盈,28.78%,-0.67,1.42,-221.71,4557.TW,2025,28.882352043588238
N/A,227.0,-17.65,204.58,1.26,⚪ 中性觀察,269.40000000000003,家碩,2026-03,0.0,📉 獲利侵蝕,N/A,7.99,1.72,-222.23000000000002,6953.TWO,2025,12.639198218262806
-7.49%,12.6999998093,10.2,232.51,0.54,❌ 暫避觀望,10.05,云辰,2026-03,88.8,🔄 轉虧為盈,19.09%,-0.14,-3.19,-222.31,2390.TW,2025,18.955223595970146
-456.27%,17.2000007629,25.93,248.3,-0.2,⚪ 數據不足,-34.8,太極,2026-03,54.11,⚠️ 獲利稀釋,-156.07%,-0.95,-75.71,-222.37,4934.TW,2025,0.0
N/A,220.0,62.5,285.58,-0.22,⚪ 數據不足,-66.75,鈦昇,2026-03,-93.62,⚠️ 獲利稀釋,N/A,-0.93,10.0,-223.07999999999998,8027.TWO,2025,0.0
23.35%,175.0,6.32,230.24,2.02,⚪ 中性觀察,255.29999999999998,勝一,2026-03,-5.55,⚠️ 獲利稀釋,37.55%,6.81,4.01,-223.92000000000002,1773.TW,2025,10.282021151586369
10.03%,26.75,19.05,243.47,1.0,⚪ 中性觀察,118.94999999999999,第一保,2026-03,-2.67,⚠️ 獲利稀釋,31.15%,2.92,-3.05,-224.42,2852.TW,2025,3.3732660781841113
12.64%,77.6999969482,-44.64,180.03,0.31,⚪ 中性觀察,155.54999999999998,歐買尬,2026-03,100.43,📉 獲利侵蝕,39.69%,4.67,6.13,-224.67000000000002,3687.TWO,2025,7.492767304551592
14.37%,107.5,-12.12,213.36,1.74,⚪ 中性觀察,311.55000000000007,神基,2026-03,16.67,📉 獲利侵蝕,31.02%,8.43,10.6,-225.48000000000002,3005.TW,2025,5.175734232065478
3.08%,28.1000003815,240.0,466.13,0.07,⚪ 數據不足,-10.95,仲琦,2026-03,-125.0,🔄 轉虧為盈,21.56%,-0.36,-2.29,-226.13,2419.TW,2025,0.0
N/A,1165.0,9.69,235.99,10.64,⚪ 中性觀察,1453.65,AES-KY,2026-03,50.45,⚠️ 獲利稀釋,N/A,38.2,59.42,-226.3,6781.TW,2025,12.02146321329068
N/A,135.0,31.5,257.89,1.67,⚪ 中性觀察,174.9,韋僑,2026-03,11.03,⚠️ 獲利稀釋,N/A,4.83,7.83,-226.39,6417.TWO,2025,11.578044596912521
19.41%,60.0,7.77,234.22,1.11,⚪ 中性觀察,115.8,東鹼,2026-03,-16.11,⚠️ 獲利稀釋,33.86%,3.28,-3.29,-226.45,1708.TW,2025,7.772020725388601
10.84%,256.0,-21.29,205.39,1.59,❌ 暫避觀望,249.14999999999998,宇隆,2026-03,-38.87,📉 獲利侵蝕,30.63%,6.7,-10.49,-226.67999999999998,2233.TW,2025,15.412402167369056
-9.71%,158.5,-96.15,131.47,0.02,⚪ 數據不足,-110.25,新唐,2026-03,-863.46,🔄 轉虧為盈,34.28%,-3.97,-4.48,-227.62,4919.TW,2025,0.0
N/A,70.6999969482,30.0,257.65,1.17,⚪ 中性觀察,168.45000000000002,威力德生醫,2026-03,12.22,⚠️ 獲利稀釋,N/A,4.64,11.92,-227.64999999999998,7713.TWO,2025,6.295636415690115
N/A,68.3000030518,-23.48,204.18,1.01,⚪ 中性觀察,274.5,醫影,2026-03,1.91,📉 獲利侵蝕,N/A,7.17,40.45,-227.66,6637.TWO,2025,3.7322406039234974
N/A,208.0,54.39,282.05,1.83,⚪ 中性觀察,224.70000000000002,中美晶,2026-03,-23.02,⚠️ 獲利稀釋,N/A,6.71,-1.89,-227.66000000000003,5483.TWO,2025,13.885180240320427
-2.69%,17.3999996185,100.0,327.72,0.3,⚪ 數據不足,-15.75,光群雷,2026-03,-138.31,🔄 轉虧為盈,18.99%,-0.61,-4.36,-227.72000000000003,2461.TW,2025,0.0
-0.96%,22.7000007629,-46.55,181.4,0.31,⚪ 中性觀察,70.5,長盛,2026-03,9.26,📉 獲利侵蝕,27.24%,1.77,4.69,-227.95,3492.TWO,2025,4.829787396361702
N/A,38.3499984741,168.33,396.39,0.83,⚪ 中性觀察,97.19999999999999,美好證,2026-03,161.27,⚠️ 獲利稀釋,N/A,3.76,35.14,-228.05999999999997,6021.TWO,2025,5.918209641064815
N/A,8.5100002289,50.0,278.4,0.06,⚪ 中性觀察,10.950000000000001,太子,2026-03,73.68,⚠️ 獲利稀釋,N/A,0.33,10.32,-228.39999999999998,2511.TW,2025,11.657534560136984
248.16%,13.8500003815,10.42,239.12,-0.43,⚪ 中性觀察,22.8,怡華,2026-03,207.21,⚠️ 獲利稀釋,46.73%,3.41,-20.46,-228.70000000000002,1456.TW,2025,9.11184235625
5.88%,39.3499984741,-16.25,212.47,0.67,⚪ 中性觀察,102.75,興農,2026-03,4.0,📉 獲利侵蝕,29.22%,2.6,-1.68,-228.72,1712.TW,2025,5.744525324686132
21.70%,58.4000015259,20.69,249.43,1.41,⚪ 中性觀察,175.95,漢田生技,2026-03,-19.33,⚠️ 獲利稀釋,37.68%,4.6,4.02,-228.74,1294.TWO,2025,4.978687257109975
9.72%,196.0,-69.62,159.86,3.84,⚪ 中性觀察,1214.3999999999999,長榮,2026-03,-50.82,📉 獲利侵蝕,17.92%,31.68,-18.23,-229.48000000000002,2603.TW,2025,2.4209486166007905
N/A,10.3999996185,-162.5,67.8,-0.1,⚪ 中性觀察,10.65,智捷,2026-03,-9.3,📉 獲利侵蝕,N/A,0.4,-33.62,-230.3,8176.TWO,2025,14.647886786619718
19.16%,336.0,9.31,239.8,6.69,⚪ 中性觀察,741.45,儒鴻,2026-03,-16.94,⚠️ 獲利稀釋,30.19%,20.1,3.15,-230.49,1476.TW,2025,6.797491401982601
N/A,34.2000007629,3.57,234.12,0.58,⚪ 中性觀察,159.60000000000002,隆大,2026-03,27.18,⚠️ 獲利稀釋,N/A,4.96,-12.79,-230.55,5519.TW,2025,3.2142857859868417
4.08%,57.5999984741,140.0,371.08,0.36,❌ 暫避觀望,1.5,台嘉碩,2026-03,-91.75,⚠️ 獲利稀釋,22.57%,0.08,2.36,-231.07999999999998,3221.TWO,2025,575.9999847409999
16.76%,16.2999992371,8.7,241.52,-0.21,⚪ 數據不足,-1.65,六福,2026-03,89.13,⚠️ 獲利稀釋,39.55%,0.87,-1.47,-232.82000000000002,2705.TW,2025,0.0
N/A,31.4500007629,250.0,482.83,0.15,❌ 暫避觀望,2.2500000000000004,萬旭,2026-03,-45.45,⚠️ 獲利稀釋,N/A,0.12,22.25,-232.82999999999998,6134.TWO,2025,209.66667175266664
12.18%,84.0999984741,123.33,356.68,0.67,❌ 暫避觀望,54.300000000000004,達邁,2026-03,-14.53,⚠️ 獲利稀釋,31.33%,1.54,5.64,-233.35000000000002,3645.TW,2025,23.23204377737569
N/A,124.0,-46.31,187.83,1.6,⚪ 中性觀察,337.34999999999997,胡連,2026-03,-15.51,📉 獲利侵蝕,N/A,10.74,11.63,-234.14000000000001,6279.TWO,2025,5.513561582925745
N/A,41.3499984741,-53.4,180.89,0.48,⚪ 中性觀察,64.80000000000001,科際精密,2026-03,-28.06,📉 獲利侵蝕,N/A,2.01,3.87,-234.29,4568.TWO,2025,9.571758906041666
-34.01%,13.8000001907,-143.75,90.54,-0.39,⚪ 數據不足,-81.75000000000001,康聯訊,2026-03,3.03,📉 獲利侵蝕,28.80%,-2.25,-20.4,-234.29000000000002,3672.TWO,2025,0.0
-16.24%,40.25,-46.51,189.46,0.23,❌ 暫避觀望,28.65,力肯,2026-03,-73.78,📉 獲利侵蝕,21.84%,0.59,-32.43,-235.97,1570.TWO,2025,21.073298429319372
N/A,16.3999996185,-107.14,130.55,-0.29,⚪ 數據不足,-35.550000000000004,欣技,2026-03,-108.77,📉 獲利侵蝕,N/A,-1.19,-7.95,-237.69,6160.TWO,2025,0.0
N/A,209.0,29.57,267.4,1.51,⚪ 中性觀察,284.1,裕慶-KY,2026-03,-25.35,⚠️ 獲利稀釋,N/A,10.18,-4.74,-237.82999999999998,6957.TW,2025,11.034846884899682
13.46%,224.0,-15.53,222.48,4.35,⚪ 中性觀察,566.7,聚陽,2026-03,-12.17,📉 獲利侵蝕,26.73%,14.65,-3.08,-238.01,1477.TW,2025,5.929062996294335
N/A,24.7000007629,-36.51,201.51,0.4,⚪ 數據不足,0.0,立弘,2026-03,28.57,📉 獲利侵蝕,N/A,1.35,5.28,-238.01999999999998,1780.TWO,2025,0.0
-4.87%,29.6499996185,-45.95,192.3,0.2,❌ 暫避觀望,2.55,協易機,2026-03,-87.1,📉 獲利侵蝕,23.68%,0.2,12.02,-238.25,4533.TWO,2025,174.41176246176474
N/A,1140.0,-54.02,184.49,4.46,⚪ 中性觀察,1585.35,旭隼,2026-03,-16.23,📉 獲利侵蝕,N/A,40.23,-10.05,-238.51000000000002,6409.TW,2025,10.786261708770935
N/A,677.0,236.36,475.0,3.37,❌ 暫避觀望,197.85000000000002,南俊國際,2026-03,82.47,⚠️ 獲利稀釋,N/A,5.59,26.42,-238.64,6584.TWO,2025,51.3267626990144
N/A,62.2000007629,6.12,245.05,0.53,⚪ 中性觀察,86.25,詠業,2026-03,5.83,⚠️ 獲利稀釋,N/A,2.23,7.01,-238.93,6792.TW,2025,10.817391437026087
21.14%,38.3499984741,194.87,434.06,2.3,⚪ 中性觀察,134.55,中再保,2026-03,16.56,⚠️ 獲利稀釋,24.99%,3.66,0.05,-239.19,2851.TW,2025,4.275362148729096
4.46%,26.6499996185,-62.5,177.04,0.03,❌ 暫避觀望,15.0,南染,2026-03,3.51,📉 獲利侵蝕,31.89%,0.58,-20.15,-239.54,1410.TW,2025,26.6499996185
N/A,65.0,-39.13,200.48,0.29,❌ 暫避觀望,63.6,彩富,2026-03,-16.02,📉 獲利侵蝕,N/A,2.01,-6.27,-239.60999999999999,5489.TWO,2025,15.330188679245282
N/A,48.3499984741,-49.09,190.54,0.84,⚪ 中性觀察,106.65,宇智,2026-03,7.5,📉 獲利侵蝕,N/A,3.87,-0.56,-239.63,6470.TWO,2025,6.8002810793389585
-9.73%,16.9500007629,-100.0,139.8,0.0,⚪ 數據不足,-7.5,輔信,2026-03,-766.67,📉 獲利侵蝕,27.81%,-0.2,4.47,-239.8,2405.TW,2025,0.0
13.96%,92.5,-150.0,89.96,-0.18,❌ 暫避觀望,62.699999999999996,友威科,2026-03,-61.35,🏰 高護城河,63.82%,1.94,-34.55,-239.95999999999998,3580.TWO,2025,22.129186602870814
N/A,8.6000003815,35.71,275.77,-0.09,⚪ 數據不足,-21.150000000000002,南仁湖,2026-03,-29.17,⚠️ 獲利稀釋,N/A,-0.63,9.65,-240.05999999999997,5905.TWO,2025,0.0
N/A,156.0,55.56,296.91,2.42,⚪ 中性觀察,302.1,柏文,2026-03,79.87,⚠️ 獲利稀釋,N/A,8.49,18.4,-241.35000000000002,8462.TW,2025,7.745779543197616
N/A,28.5499992371,-179.87,61.56,-1.23,⚪ 數據不足,-50.550000000000004,樂意,2026-03,-152.11,📉 獲利侵蝕,N/A,-1.98,-5.13,-241.43,7584.TWO,2025,0.0
7.09%,391.5,-9.3,232.91,0.4,❌ 暫避觀望,46.65,科嶠,2026-03,1500.0,📉 獲利侵蝕,35.25%,1.28,37.66,-242.21,4542.TWO,2025,125.88424437299035
N/A,42.2000007629,-96.55,145.71,0.01,❌ 暫避觀望,23.400000000000002,訊聯基因,2026-03,-60.98,📉 獲利侵蝕,N/A,0.8,-8.88,-242.26,4160.TWO,2025,27.05128254032051
N/A,39.0999984741,125.0,368.27,0.72,⚪ 中性觀察,55.05,晉倫,2026-03,-21.62,⚠️ 獲利稀釋,N/A,1.16,3.42,-243.26999999999998,6151.TWO,2025,10.653950537901906
-10.31%,46.9500007629,25.0,268.83,-0.27,⚪ 數據不足,-50.550000000000004,皇家美食,2026-03,-101.39,⚠️ 獲利稀釋,23.18%,-1.45,40.53,-243.82999999999998,4419.TWO,2025,0.0
N/A,60.4000015259,-13.64,230.52,0.57,⚪ 中性觀察,84.9,德勝,2026-03,13.14,📉 獲利侵蝕,N/A,2.67,-0.76,-244.16000000000003,8048.TWO,2025,10.67137836146643
11.86%,162.5,-3.96,241.49,4.12,⚪ 中性觀察,551.7,大塚,2026-03,7.47,📉 獲利侵蝕,31.73%,13.95,15.7,-245.45000000000002,3570.TWO,2025,4.418162044589451
4.85%,340.0,20.59,266.18,1.64,❌ 暫避觀望,160.64999999999998,上銀,2026-03,-22.62,⚠️ 獲利稀釋,27.05%,4.31,-0.53,-245.59,2049.TW,2025,31.74603174603175
N/A,352.0,31.1,276.69,4.6,⚪ 中性觀察,548.6999999999999,矽創,2026-03,-5.53,⚠️ 獲利稀釋,N/A,14.66,6.59,-245.59,8016.TW,2025,9.622744669218152
N/A,45.4000015259,33.7,279.63,1.23,⚪ 中性觀察,110.1,山林水,2026-03,177.17,⚠️ 獲利稀釋,N/A,2.55,51.31,-245.93,8473.TW,2025,6.185286311430518
