advice,price,prev_year,symbol,rev_yoy,status,gm,prev_eps_yoy,prev_rev_yoy,est_price,date,expansion,pe,name,prev_eps,eps_yoy,om,eps
✅ 穩健價值,28.0,2025,6195.TWO,109.17,🚀 利潤擴張,N/A,-38.13,-3.57,63.6,2026-03,5.1200000000000045,6.60377358490566,詩肯,0.99,114.29,N/A,1.5
✅ 穩健價值,47.0,2025,2886.TW,12.57,🏰 高護城河,83.45%,0.85,-1.77,91.94999999999999,2026-03,4.100000000000001,7.667210440456771,兆豐金,2.36,16.67,33.61%,0.63
⚠️ 追價風險,38.3499984741,2025,3094.TW,12.87,🏰 高護城河,73.82%,41.18,13.2,7.35,2026-03,3.8000000000000025,78.26530300836734,聯傑,0.25,16.67,-7.29%,0.07
⚪ 數據不足,71.6999969482,2025,4939.TWO,296.51,🔄 轉虧為盈,N/A,-326.32,-8.05,-22.2,2026-03,3.490000000000009,0.0,亞電,-0.43,300.0,N/A,0.24
⚪ 數據不足,45.0,2025,7839.TWO,2.45,🚀 利潤擴張,N/A,18.52,8.14,0.0,2026-03,3.3499999999999996,0.0,達人網,2.56,5.8,N/A,0.73
⚠️ 追價風險,37.75,2025,7777.TWO,32.83,🚀 利潤擴張,N/A,-16.92,15.88,12.149999999999999,2026-03,3.0700000000000003,46.604938271604944,能率亞洲,0.58,35.9,N/A,-0.25
✅ 穩健價值,29.7999992371,2025,2941.TWO,68.9,🏰 高護城河,64.17%,-27.47,12.71,100.35000000000001,2026-03,2.25,4.454409452481315,米斯特,2.35,71.15,2.03%,0.89
✅ 穩健價值,10.1999998093,2025,2897.TW,36.86,🏰 高護城河,91.47%,-35.48,-2.09,26.1,2026-03,2.030000000000001,5.86206885591954,王道銀行,0.61,38.89,32.72%,0.28
⚪ 數據不足,25.25,2025,4190.TW,42.24,🚀 利潤擴張,N/A,67.52,1.27,-73.20000000000002,2026-03,0.9399999999999977,0.0,佐登-KY,-1.59,43.18,N/A,-0.26
✅ 穩健價值,76.5999984741,2025,4951.TWO,35.11,🚀 利潤擴張,N/A,40.71,4.88,210.45,2026-03,0.6000000000000014,5.459729043057734,精拓科,5.98,35.71,N/A,1.71
✅ 穩健價值,20.25,2025,2838.TW,17.29,🏰 高護城河,94.34%,8.94,4.5,45.6,2026-03,0.5700000000000003,6.661184210526316,聯邦銀,1.29,17.86,35.36%,0.35
✅ 穩健價值,711.0,2025,3293.TWO,19.67,🏰 高護城河,97.58%,19.82,19.01,1433.8500000000001,2026-03,0.28999999999999915,7.43801652892562,鈊象,38.51,19.96,59.33%,11.18
⚪ 數據不足,32.8499984741,2025,7760.TW,-1.33,🌑 雙重衰退,N/A,-68.78,-1.96,0.0,2026-03,-0.07999999999999985,0.0,享溫馨,0.68,-1.41,N/A,0.7
⚪ 數據不足,0.0,2025,7760.TWO,-1.33,🌑 雙重衰退,N/A,-68.78,-1.96,0.0,2026-03,-0.07999999999999985,0.0,未知,0.68,-1.41,N/A,0.7
❌ 暫避觀望,72.4000015259,2025,6906.TW,16.31,⚠️ 獲利稀釋,N/A,-48.45,-11.58,49.2,2026-03,-0.3099999999999987,22.07317119692073,現觀科,1.87,16.0,N/A,0.6
⚪ 數據不足,77.5,2025,6535.TWO,-13.62,🌑 雙重衰退,N/A,19.44,-8.49,-90.0,2026-03,-0.9000000000000004,0.0,順藥,-2.05,-14.52,N/A,-0.72
⚪ 中性觀察,33.7999992371,2025,2892.TW,12.82,🏰 高護城河,78.99%,3.31,7.59,73.8,2026-03,-1.0600000000000005,6.869918544126017,第一金,1.87,11.76,35.12%,0.57
⚪ 數據不足,16.3500003815,2025,6901.TW,38.45,⚠️ 獲利稀釋,N/A,53.38,51.85,-65.25,2026-03,-1.1400000000000006,0.0,鑽石投資,-1.38,37.31,N/A,-0.42
⚪ 中性觀察,25.0499992371,2025,5880.TW,14.28,⚠️ 獲利稀釋,N/A,7.94,13.01,51.0,2026-03,-1.7799999999999994,7.367646834441176,合庫金,1.36,12.5,N/A,0.36
⚪ 中性觀察,23.75,2025,2801.TW,20.79,🏰 高護城河,88.90%,13.53,8.35,58.949999999999996,2026-03,-1.8699999999999974,6.0432569974554715,彰銀,1.51,18.92,38.59%,0.44
⚪ 中性觀察,43.75,2025,5876.TW,11.29,⚠️ 獲利稀釋,N/A,10.11,3.7,124.19999999999999,2026-03,-1.9099999999999984,5.283816425120773,上海商銀,3.06,9.38,N/A,1.05
⚪ 數據不足,121.0,2025,7820.TWO,63.3,⚠️ 獲利稀釋,N/A,4.79,58.62,0.0,2026-03,-2.0799999999999983,0.0,立盈,1.76,61.22,N/A,0.79
⚪ 中性觀察,16.3500003815,2025,2834.TW,13.27,🏰 高護城河,97.54%,2.44,2.85,49.2,2026-03,-3.9000000000000004,4.98475621387195,臺企銀,1.26,9.37,41.10%,0.35
⚪ 中性觀察,20.9500007629,2025,2536.TW,404.29,⚠️ 獲利稀釋,N/A,422.95,327.05,84.75,2026-03,-4.2900000000000205,3.70796473679646,宏普,3.19,400.0,N/A,0.15
⚪ 數據不足,8.4300003052,2025,2726.TWO,56.57,🏰 高護城河,54.90%,-174.64,0.59,-105.6,2026-03,-5.049999999999997,0.0,雅茗-KY,-3.55,51.52,-51.18%,-0.33
❌ 暫避觀望,451.5,2025,6415.TW,120.31,⚠️ 獲利稀釋,N/A,8.14,1.94,228.75000000000003,2026-03,-5.090000000000003,29.606557377049178,矽力*-KY,6.4,115.22,N/A,1.98
⚪ 中性觀察,39.0,2025,2884.TW,19.37,🏰 高護城河,91.14%,30.06,20.44,81.0,2026-03,-6.640000000000001,7.222222222222221,玉山金,2.12,12.73,40.48%,0.62
⚪ 數據不足,17.5499992371,2025,4171.TWO,56.73,🏰 高護城河,73.67%,8.21,12.71,-79.95,2026-03,-6.729999999999997,0.0,瑞基,-1.93,50.0,-9.23%,-0.09
⚪ 中性觀察,64.5,2025,2891.TW,22.25,🏰 高護城河,70.98%,11.73,29.29,151.5,2026-03,-7.1,6.3861386138613865,中信金,4.08,15.15,31.38%,1.18
⚪ 中性觀察,141.5,2025,2881.TW,-10.41,🌑 雙重衰退,42.21%,-21.56,9.74,307.35,2026-03,-9.66,6.905807711078574,富邦金,8.37,-20.07,22.46%,2.4
⚪ 中性觀察,29.1000003815,2025,4911.TWO,-52.83,🏰 高護城河,85.36%,26.01,24.13,80.39999999999999,2026-03,-10.07,5.429104548787314,德英,2.18,-62.9,42.63%,0.23
⚪ 中性觀察,20.5,2025,2528.TW,-98.55,🌑 雙重衰退,15.63%,12.42,130.3,130.95000000000002,2026-03,-10.710000000000008,2.348224513172967,皇普,3.65,-109.26,10.37%,-0.11
⚪ 中性觀察,92.0999984741,2025,6534.TW,17.4,⚠️ 獲利稀釋,N/A,-2.59,11.21,255.0,2026-03,-10.719999999999999,5.417646969064706,正瀚-創,4.51,6.68,N/A,4.15
⚪ 數據不足,17.5499992371,2025,6958.TW,174.36,🔄 轉虧為盈,N/A,-280.56,-7.09,-70.65,2026-03,-11.030000000000001,0.0,日盛台駿,-2.38,163.33,N/A,0.2
⚪ 中性觀察,18.9500007629,2025,2812.TW,13.77,🏰 高護城河,93.02%,0.0,6.96,57.300000000000004,2026-03,-11.209999999999999,4.960733184005235,台中銀,1.53,2.56,51.96%,0.4
⚪ 數據不足,27.7000007629,2025,6598.TW,168.99,🔄 轉虧為盈,N/A,22.83,38.52,-61.349999999999994,2026-03,-11.850000000000023,0.0,ABC-KY,-1.96,157.14,N/A,0.2
❌ 暫避觀望,72.6999969482,2025,3141.TWO,149.28,⚠️ 獲利稀釋,38.56%,-54.31,7.08,16.65,2026-03,-12.140000000000015,65.49549274612613,晶宏,0.54,137.14,-3.65%,0.84
⚪ 數據不足,11.25,2025,1453.TW,72.15,🏰 高護城河,912.85%,100.0,7.27,-1.05,2026-03,-13.820000000000007,0.0,大將,0.04,58.33,-2853.40%,-0.05
⚪ 中性觀察,103.0,2025,2882.TW,12.33,🏰 高護城河,62.29%,-2.94,-2.04,254.09999999999997,2026-03,-13.85,6.080283353010627,國泰金,7.06,-1.52,30.59%,2.15
⚪ 中性觀察,39.2999992371,2025,2890.TW,47.42,🏰 高護城河,91.41%,4.57,15.47,79.35,2026-03,-14.090000000000003,7.429111386975426,永豐金,1.97,33.33,37.14%,0.76
⚪ 數據不足,5.5399999619,2025,1589.TW,16.77,⚠️ 獲利稀釋,7.87%,65.91,18.73,-222.15,2025-09,-15.41,0.0,永冠-KY,-2.71,1.36,-5.22%,-5.06
⚪ 中性觀察,13.5,2025,2845.TW,11.99,🏰 高護城河,102.49%,-14.85,0.06,34.800000000000004,2026-03,-15.84,5.818965517241379,遠東銀,0.93,-3.85,38.22%,0.25
⚪ 數據不足,5.1999998093,2025,5907.TW,8.46,📉 獲利侵蝕,N/A,-73.66,-14.95,-159.0,2026-03,-15.91,0.0,大洋-KY,-4.55,-7.45,N/A,-1.01
⚪ 中性觀察,16.3500003815,2025,2820.TW,76.08,🏰 高護城河,87.03%,31.37,33.06,53.849999999999994,2026-03,-16.08,4.554317655013928,華票,1.34,60.0,65.42%,0.48
⚪ 中性觀察,59.2000007629,2025,5203.TW,20.0,⚠️ 獲利稀釋,N/A,-9.05,18.91,126.89999999999999,2026-03,-16.12,6.997636023983452,訊連,3.63,3.88,N/A,1.34
⚪ 中性觀察,58.2000007629,2025,1760.TW,98.16,🏰 高護城河,52.35%,53.1,1.66,78.60000000000001,2026-03,-16.340000000000003,11.106870374599236,寶齡富錦,2.22,81.82,13.25%,0.6
❌ 暫避觀望,130.0,2025,1597.TW,197.09,⚠️ 獲利稀釋,38.83%,-15.24,9.81,30.150000000000002,2026-03,-17.090000000000003,64.67661691542288,直得,0.91,180.0,9.16%,0.43
⚪ 中性觀察,101.5,2025,3708.TW,-54.13,🌑 雙重衰退,24.80%,1276.65,-30.75,545.4000000000001,2026-03,-18.21,2.7915291529152912,上緯投控,35.57,-72.34,-95.04%,0.13
⚪ 數據不足,44.2999992371,2025,6542.TWO,54.92,⚠️ 獲利稀釋,N/A,-99.01,10.22,-8.100000000000001,2026-03,-21.590000000000003,0.0,隆中,0.02,33.33,N/A,0.04
⚪ 中性觀察,24.2000007629,2025,2910.TW,18.36,🏰 高護城河,87.61%,8.85,-14.47,42.45,2026-03,-21.689999999999998,8.551237018692579,統領,1.23,-3.33,51.79%,0.29
⚪ 中性觀察,24.5499992371,2025,4106.TW,122.47,⚠️ 獲利稀釋,N/A,5.26,0.74,45.45,2026-03,-22.47,8.102309979240923,雃博,1.2,100.0,N/A,0.46
❌ 暫避觀望,554.0,2025,4971.TWO,254.17,⚠️ 獲利稀釋,N/A,146.97,50.49,45.6,2026-03,-22.839999999999975,182.23684210526315,IET-KY,1.65,231.33,N/A,1.97
⚪ 數據不足,235.5,2025,3485.TWO,-6.85,🌑 雙重衰退,N/A,-17.37,-10.06,0.0,2026-03,-23.32,0.0,敘豐,5.9,-30.17,N/A,1.69
❌ 暫避觀望,1490.0,2025,6446.TW,76.92,⚠️ 獲利稀釋,N/A,53.11,60.61,530.85,2026-03,-23.950000000000003,42.10228878214185,藥華藥,13.64,52.97,N/A,5.79
⚪ 中性觀察,156.0,2025,6712.TWO,49.97,⚠️ 獲利稀釋,N/A,7.69,8.96,177.14999999999998,2026-03,-25.2,13.209144792548688,長聖,4.88,24.77,N/A,1.39
⚪ 中性觀察,42.0,2025,6856.TWO,47.77,⚠️ 獲利稀釋,N/A,-36.41,19.24,83.55000000000001,2026-03,-26.030000000000005,7.5403949730700175,鑫傳,2.62,21.74,N/A,0.56
❌ 暫避觀望,23.2999992371,2025,8076.TWO,326.44,⚠️ 獲利稀釋,N/A,-90.28,-11.54,9.750000000000002,2026-03,-26.439999999999998,35.84615267246153,伍豐,0.14,300.0,N/A,0.16
⚪ 中性觀察,30.1000003815,2025,1442.TW,-55.17,🌑 雙重衰退,49.04%,-57.74,-62.17,116.85,2026-03,-27.14,3.8639281619383823,名軒,3.03,-82.31,34.02%,0.23
⚪ 數據不足,0.0,2025,7803.TW,-6.92,🌑 雙重衰退,N/A,-67.15,91.93,0.0,2026-03,-27.559999999999995,0.0,雲象科技-創,-2.29,-34.48,N/A,-0.78
⚪ 數據不足,0.0,2025,7803.TWO,-6.92,🌑 雙重衰退,N/A,-67.15,91.93,0.0,2026-03,-27.559999999999995,0.0,未知,-2.29,-34.48,N/A,-0.78
⚪ 數據不足,12.5500001907,2025,2702.TW,18.79,🔄 轉虧為盈,89.24%,-234.62,-2.27,-24.3,2026-03,-28.31,0.0,華園,-0.35,-9.52,10.47%,0.19
⚪ 中性觀察,399.0,2025,4728.TWO,28.12,🏰 高護城河,77.03%,6.9,11.45,521.55,2026-03,-28.85,11.475409836065575,雙美,13.33,-0.73,41.97%,4.07
⚪ 中性觀察,42.7000007629,2025,8942.TWO,20.98,📉 獲利侵蝕,N/A,-66.05,-20.5,78.15,2026-03,-28.87,8.195777497677543,森鉅,1.83,-7.89,N/A,1.05
⚪ 數據不足,77.6999969482,2025,2723.TW,39.9,🔄 轉虧為盈,59.54%,-175.3,-4.59,-53.400000000000006,2026-03,-28.88,0.0,美食-KY,-2.47,11.02,7.94%,1.31
⚪ 中性觀察,61.5999984741,2025,6592.TW,55.42,⚠️ 獲利稀釋,N/A,10.4,-18.16,158.4,2026-03,-30.67,5.833333188835227,和潤企業,4.72,24.75,N/A,0.76
⚪ 數據不足,165.5,2025,6693.TWO,542.16,🔄 轉虧為盈,N/A,-102.7,29.21,-26.700000000000003,2026-03,-31.44999999999999,0.0,廣閎科,-0.09,510.71,N/A,1.17
❌ 暫避觀望,40.9000015259,2025,4741.TWO,244.69,⚠️ 獲利稀釋,33.55%,-85.43,-17.82,7.35,2026-03,-34.69,83.46939086918368,泓瀚,0.29,210.0,3.21%,0.31
⚪ 數據不足,21.8999996185,2025,1435.TW,54.92,🏰 高護城河,64.71%,-51.85,-43.98,-14.1,2026-03,-34.92,0.0,中福,-0.41,20.0,-1427.47%,-0.08
⚪ 數據不足,11.5,2025,3522.TWO,125.1,🔄 轉虧為盈,N/A,-17.7,27.85,-81.6,2026-03,-35.099999999999994,0.0,御嵿,-2.66,90.0,N/A,0.4
⚪ 中性觀察,14.1499996185,2025,3056.TW,-63.16,🌑 雙重衰退,21.31%,-82.6,-68.21,55.05,2026-03,-36.16,3.855585727111717,富華新,1.07,-99.32,-1.56%,0.01
⚪ 中性觀察,17.0,2025,1529.TW,470.92,⚠️ 獲利稀釋,16.87%,876.92,32.89,45.3,2026-03,-37.59000000000003,5.629139072847683,樂事綠能,1.01,433.33,7.13%,0.16
❌ 暫避觀望,17.5,2025,1463.TW,-64.4,🌑 雙重衰退,N/A,-95.82,23.84,16.650000000000002,2026-03,-37.72999999999999,15.765765765765764,強盛新,0.13,-102.13,N/A,-0.01
❌ 暫避觀望,259.0,2025,6870.TWO,104.62,⚠️ 獲利稀釋,N/A,40.48,20.33,210.89999999999998,2026-03,-37.95,18.42105263157895,騰雲,7.08,66.67,N/A,1.1
⚪ 中性觀察,25.0,2025,6482.TWO,-33.46,🌑 雙重衰退,N/A,-34.28,-10.07,80.1,2026-03,-38.26,4.681647940074907,弘煜科,2.32,-71.72,N/A,0.28
❌ 暫避觀望,598.0,2025,7728.TWO,94.63,⚠️ 獲利稀釋,N/A,-45.05,-6.16,142.5,2026-03,-38.51,62.94736842105263,光焱科技,4.92,56.12,N/A,1.53
⚪ 數據不足,107.5,2025,7842.TWO,86.87,⚠️ 獲利稀釋,N/A,112.83,123.22,0.0,2026-03,-39.09,0.0,天能綠電,4.01,47.78,N/A,1.33
⚪ 數據不足,63.0,2025,7818.TW,-12.84,🌑 雙重衰退,N/A,-28.57,-4.14,0.0,2026-03,-39.849999999999994,0.0,溢泰實業,5.65,-52.69,N/A,0.88
⚪ 數據不足,0.0,2025,7818.TWO,-12.84,🌑 雙重衰退,N/A,-28.57,-4.14,0.0,2026-03,-39.849999999999994,0.0,未知,5.65,-52.69,N/A,0.88
❌ 暫避觀望,114.0,2025,3577.TWO,130.77,🏰 高護城河,53.43%,46.3,9.44,103.20000000000002,2026-03,-39.860000000000014,16.569767441860463,泓格,2.37,90.91,14.28%,1.47
⚪ 數據不足,21.2999992371,2025,3288.TWO,123.55,🏰 高護城河,71.52%,-74.29,-10.15,-25.049999999999997,2026-03,-39.879999999999995,0.0,點晶,-0.64,83.67,6.07%,-0.08
⚪ 中性觀察,62.2000007629,2025,6024.TW,97.36,⚠️ 獲利稀釋,N/A,-6.01,9.98,207.15,2026-03,-40.22,4.503982676531498,群益期,5.48,57.14,N/A,1.76
⚪ 數據不足,1355.0,2025,6949.TW,50.51,⚠️ 獲利稀釋,N/A,44.38,60.07,-235.35000000000002,2026-03,-40.43,0.0,沛爾生醫-創,-7.23,10.08,N/A,-1.18
❌ 暫避觀望,79.5999984741,2025,6423.TWO,-6.55,🌑 雙重衰退,N/A,-39.36,2.34,27.450000000000003,2026-03,-40.510000000000005,43.497266925737705,億而得,0.58,-47.06,N/A,0.28
⚪ 數據不足,51.4000015259,2025,6961.TWO,0.49,📉 獲利侵蝕,N/A,16.53,-8.56,0.0,2026-03,-40.620000000000005,0.0,旅天下,4.23,-40.13,N/A,1.9
⚪ 數據不足,3.1800000668,2025,4529.TWO,40.9,🏰 高護城河,59.04%,42.64,-22.14,-28.05,2026-03,-40.9,0.0,淳紳,-0.74,0.0,-1090.16%,-0.17
❌ 暫避觀望,14285.0,2025,2059.TW,81.21,🏰 高護城河,76.10%,59.82,72.77,3584.3999999999996,2026-03,-42.38999999999999,59.77987947773686,川湖,103.23,38.82,69.19%,36.58
⚪ 中性觀察,353.0,2025,6788.TWO,77.29,⚠️ 獲利稀釋,N/A,31.09,19.97,626.85,2026-03,-44.06000000000001,8.446996889207945,華景電,17.36,33.23,N/A,4.49
⚪ 中性觀察,37.8499984741,2025,2739.TW,153.86,⚠️ 獲利稀釋,44.04%,-56.22,2.72,85.95,2026-03,-44.18000000000001,6.605584375933682,寒舍,2.36,109.68,12.46%,1.3
⚪ 中性觀察,31.5,2025,6212.TWO,-37.96,🌑 雙重衰退,N/A,-34.98,-55.31,157.95000000000002,2026-03,-44.419999999999995,2.991452991452991,理銘,3.96,-82.38,N/A,0.4
⚪ 數據不足,925.0,2025,7822.TW,124.98,⚠️ 獲利稀釋,N/A,279.4,187.82,0.0,2026-03,-46.32000000000001,0.0,倍利科,14.04,78.66,N/A,4.93
⚪ 數據不足,96.6999969482,2025,6028.TWO,11.65,📉 獲利侵蝕,N/A,-34.17,5.26,0.0,2026-03,-46.75,0.0,公勝保經,7.86,-35.1,N/A,2.48
⚪ 中性觀察,210.0,2025,6231.TWO,47.19,📉 獲利侵蝕,N/A,-9.63,4.64,235.35,2026-03,-47.19,13.38432122370937,系微,6.66,0.0,N/A,1.7
⚪ 中性觀察,115.0,2025,5871.TW,47.02,📉 獲利侵蝕,N/A,-13.92,-4.62,431.25,2026-03,-47.68,4.0,中租-KY,11.24,-0.66,N/A,3.26
⚪ 中性觀察,73.8000030518,2025,2423.TW,142.03,🏰 高護城河,51.76%,20.66,5.54,111.3,2026-03,-48.0,9.946092055498653,固緯,2.92,94.03,18.42%,1.3
❌ 暫避觀望,62.0,2025,7721.TW,88.8,⚠️ 獲利稀釋,N/A,-82.84,-36.07,22.050000000000004,2026-03,-48.8,42.176870748299315,微程式,0.55,40.0,N/A,0.21
⚪ 數據不足,8.0500001907,2025,8277.TWO,67.15,⚠️ 獲利稀釋,N/A,48.61,-16.98,-14.85,2026-03,-48.970000000000006,0.0,商丞,-0.37,18.18,N/A,-0.09
⚪ 數據不足,17.1000003815,2025,3576.TW,1122.35,🔄 轉虧為盈,-18.77%,41.22,-47.33,-10.5,2026-03,-49.61999999999989,0.0,聯合再生,-0.77,1072.73,-63.16%,1.07
⚪ 數據不足,85.1999969482,2025,7772.TWO,-19.71,🌑 雙重衰退,N/A,43.08,12.72,0.0,2026-03,-52.29,0.0,耀穎,1.86,-72.0,N/A,0.35
⚪ 中性觀察,90.0,2025,6523.TWO,9.64,📉 獲利侵蝕,N/A,-26.4,-5.92,283.05,2026-03,-54.99,4.769475357710651,達爾膚,7.78,-45.35,N/A,1.88
⚪ 數據不足,72.5999984741,2025,7811.TWO,-18.25,🌑 雙重衰退,N/A,-10.5,18.06,0.0,2026-03,-55.010000000000005,0.0,民盛,8.1,-73.26,N/A,1.09
⚪ 數據不足,0.0,2025,5236.TWO,98.26,⚠️ 獲利稀釋,N/A,4.12,10.0,0.0,2026-03,-55.470000000000006,0.0,凌陽創新,8.59,42.79,N/A,2.97
❌ 暫避觀望,53.5,2025,6841.TWO,100.17,⚠️ 獲利稀釋,N/A,183.87,12.23,34.35,2026-03,-55.730000000000004,23.362445414847162,長佳智能,0.89,44.44,N/A,0.26
⚪ 中性觀察,35.3499984741,2025,6649.TWO,-44.23,🌑 雙重衰退,N/A,3600.0,128.22,50.099999999999994,2026-03,-55.77,10.583831878473054,台生材,1.4,-100.0,N/A,0.0
⚪ 中性觀察,22.6499996185,2025,2903.TW,74.15,🏰 高護城河,54.41%,-5.49,-2.68,55.35000000000001,2026-03,-55.970000000000006,6.138211278726287,遠百,1.56,18.18,14.06%,0.39
⚪ 數據不足,47.0,2025,8289.TWO,356.31,⚠️ 獲利稀釋,N/A,-90.0,16.02,-4.65,2026-03,-56.31,0.0,泰藝,0.04,300.0,N/A,0.28
⚪ 中性觀察,50.5999984741,2025,5530.TWO,59.84,⚠️ 獲利稀釋,N/A,-28.2,-2.7,101.10000000000001,2026-03,-56.580000000000005,7.507418171231453,龍巖,2.75,3.26,N/A,0.95
⚪ 中性觀察,18.6000003815,2025,2102.TW,162.75,⚠️ 獲利稀釋,20.10%,721.43,-0.57,25.500000000000004,2026-03,-57.19,10.941176694999998,泰豐,6.28,105.56,-167.95%,0.01
⚪ 數據不足,32.3499984741,2025,4131.TWO,141.56,⚠️ 獲利稀釋,34.86%,36.07,297.52,-19.05,2026-03,-57.69,0.0,浩泰,-0.78,83.87,-26.13%,-0.05
⚪ 中性觀察,34.7999992371,2025,2524.TW,-17.97,🌑 雙重衰退,N/A,-77.57,-60.41,79.80000000000001,2026-03,-57.870000000000005,6.541353240056392,京城,1.71,-75.84,N/A,0.36
⚪ 數據不足,25.0,2025,6767.TWO,27.71,🔄 轉虧為盈,N/A,60.8,-6.86,-6.75,2026-03,-58.480000000000004,0.0,台微醫,-0.49,-30.77,N/A,0.09
⚪ 中性觀察,21.0,2025,1731.TW,65.98,⚠️ 獲利稀釋,N/A,4.62,6.61,55.2,2026-03,-58.480000000000004,5.706521739130435,美吾華,1.36,7.5,N/A,0.43
⚪ 中性觀察,77.8000030518,2025,4105.TWO,71.91,🏰 高護城河,56.36%,7.55,9.49,237.29999999999998,2026-03,-58.529999999999994,4.917825730202276,東洋,6.27,13.38,21.51%,1.78
⚪ 中性觀察,74.0,2025,6918.TW,55.78,📉 獲利侵蝕,N/A,-1.21,8.61,200.99999999999997,2026-03,-59.980000000000004,5.522388059701493,愛派司,5.16,-4.2,N/A,1.39
⚪ 數據不足,551.0,2025,7795.TW,-17.44,🌑 雙重衰退,N/A,-26.3,-15.04,0.0,2026-03,-60.09,0.0,長廣,3.11,-77.53,N/A,0.21
⚪ 數據不足,28.7999992371,2025,7794.TWO,46.86,📉 獲利侵蝕,N/A,169.31,18.71,0.0,2026-03,-61.379999999999995,0.0,宏�硒撥s,2.72,-14.52,N/A,0.53
⚪ 中性觀察,103.0,2025,6703.TWO,74.83,⚠️ 獲利稀釋,N/A,-2.0,-8.29,330.59999999999997,2026-03,-62.099999999999994,4.673321234119783,軒郁,9.9,12.73,N/A,1.87
⚪ 中性觀察,50.4000015259,2025,8432.TWO,90.14,⚠️ 獲利稀釋,N/A,23.05,19.79,136.79999999999998,2026-03,-62.29,5.526315956787282,東生華,3.63,27.85,N/A,1.01
⚪ 中性觀察,50.4000015259,2025,6925.TWO,32.15,📉 獲利侵蝕,N/A,8.39,14.61,103.2,2026-03,-62.51,7.325581617136629,意藍,3.11,-30.36,N/A,0.39
⚪ 數據不足,12.5,2025,4154.TWO,131.64,⚠️ 獲利稀釋,33.80%,57.28,-35.31,-76.65,2026-03,-62.719999999999985,0.0,樂威科-KY,-1.82,68.92,-77.27%,-0.25
⚪ 數據不足,290.5,2025,6983.TWO,-8.7,🌑 雙重衰退,N/A,14.65,24.42,0.0,2026-03,-62.94,0.0,華洋精機,4.46,-71.64,N/A,0.19
⚪ 中性觀察,79.6999969482,2025,6277.TW,82.57,⚠️ 獲利稀釋,N/A,-25.6,-1.49,118.35000000000001,2026-03,-63.88999999999999,10.101393783041823,宏正,3.08,18.68,N/A,1.08
⚪ 數據不足,9.0799999237,2025,3115.TWO,53.3,🏰 高護城河,100.00%,57.53,12.25,-20.4,2026-03,-64.41,0.0,富榮綱,-0.44,-11.11,-377.43%,-0.1
❌ 暫避觀望,2680.0,2025,6510.TWO,119.02,⚠️ 獲利稀釋,N/A,95.56,33.33,1138.3500000000001,2026-03,-64.5,35.31427065489524,精測,30.41,54.52,N/A,10.43
⚪ 數據不足,25.1499996185,2025,2401.TW,131.47,⚠️ 獲利稀釋,45.66%,-181.82,-2.04,-11.55,2026-03,-64.8,0.0,凌陽,-0.37,66.67,-9.00%,-0.02
⚪ 數據不足,142.0,2025,3228.TWO,53.08,🏰 高護城河,58.46%,-491.18,-27.25,-77.55,2026-03,-65.32,0.0,金麗科,-2.03,-12.24,-58.74%,-0.55
⚪ 數據不足,12.3500003815,2025,8107.TWO,177.04,🔄 轉虧為盈,N/A,-129.28,2.06,-25.8,2026-03,-65.49999999999999,0.0,大億金茂,-0.53,111.54,N/A,0.03
❌ 暫避觀望,30.0,2025,2365.TW,165.56,⚠️ 獲利稀釋,39.89%,-50.0,-1.99,10.65,2026-03,-65.56,42.25352112676056,昆盈,0.32,100.0,1.38%,0.14
⚪ 中性觀察,230.0,2025,8271.TW,1985.02,⚠️ 獲利稀釋,N/A,209.22,41.93,396.44999999999993,2026-03,-65.57999999999993,8.702232311766933,宇瞻,6.7,1919.44,N/A,14.54
⚪ 數據不足,251.5,2025,6533.TW,20.45,📉 獲利侵蝕,N/A,-20600.0,7.0,-405.15,2026-03,-65.58,0.0,晶心科,-8.2,-45.13,N/A,-3.28
⚪ 中性觀察,98.8000030518,2025,5478.TWO,128.72,⚠️ 獲利稀釋,N/A,4.25,-3.78,304.65000000000003,2026-03,-65.6,4.864598870103397,智冠,7.93,63.12,N/A,2.39
⚪ 中性觀察,120.0,2025,6955.TW,52.46,📉 獲利侵蝕,N/A,30.28,37.43,153.0,2026-03,-65.85,11.764705882352942,邦睿生技-創,4.13,-13.39,N/A,0.97
⚪ 數據不足,22.7000007629,2025,4168.TWO,2.71,📉 獲利侵蝕,19.48%,0.95,157.54,-77.1,2026-03,-66.11999999999999,0.0,醣聯,-2.16,-63.41,-2058.21%,-0.67
⚪ 數據不足,12.1999998093,2025,2736.TWO,99.75,🏰 高護城河,51.65%,0.0,36.07,-66.15,2026-03,-66.42,0.0,富野,-1.83,33.33,-9.65%,-0.1
⚪ 數據不足,37.9000015259,2025,6405.TW,100.81,⚠️ 獲利稀釋,N/A,-68.0,-99.4,-52.05,2026-03,-67.48,0.0,悅城,-1.26,33.33,N/A,-0.26
⚪ 中性觀察,382.0,2025,7749.TW,111.76,⚠️ 獲利稀釋,N/A,67.87,85.22,438.15000000000003,2026-03,-69.93,13.077713111947963,意騰-KY,11.77,41.83,N/A,3.56
❌ 暫避觀望,15400.0,2025,5274.TWO,130.07,⚠️ 獲利稀釋,N/A,52.82,40.64,3805.05,2026-03,-70.53999999999999,60.70879489100012,信驊,103.92,59.53,N/A,37.41
