status,prev_year,prev_rev_yoy,price,eps_yoy,gm,advice,rev_yoy,pe,eps,name,om,expansion,prev_eps,prev_eps_yoy,symbol,est_price,date
🏰 高護城河,2025,-2.09,10.1499996185,38.89,91.47%,✅ 穩健價值,36.86,5.83333311408046,0.28,王道銀行,32.72%,2.030000000000001,0.61,-35.48,2897.TW,26.1,2026-03
🚀 利潤擴張,2025,1.27,25.0499992371,43.18,N/A,⚪ 數據不足,42.24,0.0,-0.26,佐登-KY,N/A,0.9399999999999977,-1.59,67.52,4190.TW,-73.20000000000002,2026-03
🚀 利潤擴張,2025,4.88,76.5,35.71,N/A,✅ 穩健價值,35.11,5.452601568068425,1.71,精拓科,N/A,0.6000000000000014,5.98,40.71,4951.TWO,210.45,2026-03
🏰 高護城河,2025,4.5,20.0499992371,17.86,94.34%,✅ 穩健價值,17.29,6.595394485888158,0.35,聯邦銀,35.36%,0.5700000000000003,1.29,8.94,2838.TW,45.6,2026-03
🏰 高護城河,2025,19.01,749.0,19.96,97.58%,✅ 穩健價值,19.67,7.835547651427973,11.18,鈊象,59.33%,0.28999999999999915,38.51,19.82,3293.TWO,1433.8500000000001,2026-03
🌑 雙重衰退,2025,-1.96,33.0,-1.41,N/A,⚪ 數據不足,-1.33,0.0,0.7,享溫馨,N/A,-0.07999999999999985,0.68,-68.78,7760.TW,0.0,2026-03
🌑 雙重衰退,2025,-1.96,0.0,-1.41,N/A,⚪ 數據不足,-1.33,0.0,0.7,未知,N/A,-0.07999999999999985,0.68,-68.78,7760.TWO,0.0,2026-03
⚠️ 獲利稀釋,2025,-11.58,71.3000030518,16.0,N/A,❌ 暫避觀望,16.31,21.73780580847561,0.6,現觀科,N/A,-0.3099999999999987,1.87,-48.45,6906.TW,49.2,2026-03
🌑 雙重衰退,2025,-8.49,81.0,-14.52,N/A,⚪ 數據不足,-13.62,0.0,-0.72,順藥,N/A,-0.9000000000000004,-2.05,19.44,6535.TWO,-90.0,2026-03
🏰 高護城河,2025,7.59,33.5999984741,11.76,78.99%,⚪ 中性觀察,12.82,6.82926798254065,0.57,第一金,35.12%,-1.0600000000000005,1.87,3.31,2892.TW,73.8,2026-03
⚠️ 獲利稀釋,2025,51.85,16.2000007629,37.31,N/A,⚪ 數據不足,38.45,0.0,-0.42,鑽石投資,N/A,-1.1400000000000006,-1.38,53.38,6901.TW,-65.25,2026-03
⚠️ 獲利稀釋,2025,13.01,24.8500003815,12.5,N/A,⚪ 中性觀察,14.28,7.308823641617647,0.36,合庫金,N/A,-1.7799999999999994,1.36,7.94,5880.TW,51.0,2026-03
🏰 高護城河,2025,8.35,23.8999996185,18.92,88.90%,⚪ 中性觀察,20.79,6.0814248393129775,0.44,彰銀,38.59%,-1.8699999999999974,1.51,13.53,2801.TW,58.949999999999996,2026-03
⚠️ 獲利稀釋,2025,3.7,43.5,9.38,N/A,⚪ 中性觀察,11.29,5.253623188405798,1.05,上海商銀,N/A,-1.9099999999999984,3.06,10.11,5876.TW,124.19999999999999,2026-03
⚠️ 獲利稀釋,2025,58.62,120.0,61.22,N/A,⚪ 數據不足,63.3,0.0,0.79,立盈,N/A,-2.0799999999999983,1.76,4.79,7820.TWO,0.0,2026-03
🏰 高護城河,2025,2.85,16.3999996185,9.37,97.54%,⚪ 中性觀察,13.27,4.999999883689024,0.35,臺企銀,41.10%,-3.9000000000000004,1.26,2.44,2834.TW,49.2,2026-03
⚠️ 獲利稀釋,2025,327.05,20.7999992371,400.0,N/A,⚪ 中性觀察,404.29,3.6814157941769907,0.15,宏普,N/A,-4.2900000000000205,3.19,422.95,2536.TW,84.75,2026-03
🏰 高護城河,2025,0.59,8.5,51.52,54.90%,⚪ 數據不足,56.57,0.0,-0.33,雅茗-KY,-51.18%,-5.049999999999997,-3.55,-174.64,2726.TWO,-105.6,2026-03
⚠️ 獲利稀釋,2025,1.94,440.0,115.22,N/A,❌ 暫避觀望,120.31,28.85245901639344,1.98,矽力*-KY,N/A,-5.090000000000003,6.4,8.14,6415.TW,228.75000000000003,2026-03
🏰 高護城河,2025,20.44,37.7999992371,12.73,91.14%,⚪ 中性觀察,19.37,6.999999858722222,0.62,玉山金,40.48%,-6.640000000000001,2.12,30.06,2884.TW,81.0,2026-03
🏰 高護城河,2025,12.71,17.1499996185,50.0,73.67%,⚪ 數據不足,56.73,0.0,-0.09,瑞基,-9.23%,-6.729999999999997,-1.93,8.21,4171.TWO,-79.95,2026-03
🏰 高護城河,2025,29.29,64.9000015259,15.15,70.98%,⚪ 中性觀察,22.25,6.425742725336633,1.18,中信金,31.38%,-7.1,4.08,11.73,2891.TW,151.5,2026-03
🌑 雙重衰退,2025,9.74,128.5,-20.07,42.21%,⚪ 中性觀察,-10.41,6.271351878965349,2.4,富邦金,22.46%,-9.66,8.37,-21.56,2881.TW,307.35,2026-03
🏰 高護城河,2025,24.13,27.75,-62.9,85.36%,⚪ 中性觀察,-52.83,5.17723880597015,0.23,德英,42.63%,-10.07,2.18,26.01,4911.TWO,80.39999999999999,2026-03
🌑 雙重衰退,2025,130.3,20.1499996185,-109.26,15.63%,⚪ 中性觀察,-98.55,2.3081328314432987,-0.11,皇普,10.37%,-10.710000000000008,3.65,12.42,2528.TW,130.95000000000002,2026-03
⚠️ 獲利稀釋,2025,11.21,91.3000030518,6.68,N/A,⚪ 中性觀察,17.4,5.370588414811765,4.15,正瀚-創,N/A,-10.719999999999999,4.51,-2.59,6534.TW,255.0,2026-03
🔄 轉虧為盈,2025,-7.09,16.8999996185,163.33,N/A,⚪ 數據不足,174.36,0.0,0.2,日盛台駿,N/A,-11.030000000000001,-2.38,-280.56,6958.TW,-70.65,2026-03
🏰 高護城河,2025,6.96,19.0,2.56,93.02%,⚪ 中性觀察,13.77,4.973821989528796,0.4,台中銀,51.96%,-11.209999999999999,1.53,0.0,2812.TW,57.300000000000004,2026-03
🔄 轉虧為盈,2025,38.52,27.5,157.14,N/A,⚪ 數據不足,168.99,0.0,0.2,ABC-KY,N/A,-11.850000000000023,-1.96,22.83,6598.TW,-61.349999999999994,2026-03
⚠️ 獲利稀釋,2025,7.08,71.0999984741,137.14,38.56%,❌ 暫避觀望,149.28,64.05405267936938,0.84,晶宏,-3.65%,-12.140000000000015,0.54,-54.31,3141.TWO,16.65,2026-03
🏰 高護城河,2025,7.27,11.1499996185,58.33,912.85%,⚪ 數據不足,72.15,0.0,-0.05,大將,-2853.40%,-13.820000000000007,0.04,100.0,1453.TW,-1.05,2026-03
🏰 高護城河,2025,-2.04,98.3000030518,-1.52,62.29%,⚪ 中性觀察,12.33,5.802833710259741,2.15,國泰金,30.59%,-13.85,7.06,-2.94,2882.TW,254.09999999999997,2026-03
🏰 高護城河,2025,15.47,39.4000015259,33.33,91.41%,⚪ 中性觀察,47.42,7.448015411323252,0.76,永豐金,37.14%,-14.090000000000003,1.97,4.57,2890.TW,79.35,2026-03
⚠️ 獲利稀釋,2025,18.73,5.5399999619,1.36,7.87%,⚪ 數據不足,16.77,0.0,-5.06,永冠-KY,-5.22%,-15.41,-2.71,65.91,1589.TW,-222.15,2025-09
🏰 高護城河,2025,0.06,13.5,-3.85,102.49%,⚪ 中性觀察,11.99,5.818965517241379,0.25,遠東銀,38.22%,-15.84,0.93,-14.85,2845.TW,34.800000000000004,2026-03
📉 獲利侵蝕,2025,-14.95,4.8800001144,-7.45,N/A,⚪ 數據不足,8.46,0.0,-1.01,大洋-KY,N/A,-15.91,-4.55,-73.66,5907.TW,-159.0,2026-03
🏰 高護城河,2025,33.06,16.25,60.0,87.03%,⚪ 中性觀察,76.08,4.5264623955431755,0.48,華票,65.42%,-16.08,1.34,31.37,2820.TW,53.849999999999994,2026-03
⚠️ 獲利稀釋,2025,18.91,58.5,3.88,N/A,⚪ 中性觀察,20.0,6.914893617021277,1.34,訊連,N/A,-16.12,3.63,-9.05,5203.TW,126.89999999999999,2026-03
🏰 高護城河,2025,1.66,58.0999984741,81.82,52.35%,⚪ 中性觀察,98.16,11.087785968339693,0.6,寶齡富錦,13.25%,-16.340000000000003,2.22,53.1,1760.TW,78.60000000000001,2026-03
⚠️ 獲利稀釋,2025,9.81,135.0,180.0,38.83%,❌ 暫避觀望,197.09,67.16417910447761,0.43,直得,9.16%,-17.090000000000003,0.91,-15.24,1597.TW,30.150000000000002,2026-03
🌑 雙重衰退,2025,-30.75,101.5,-72.34,24.80%,⚪ 中性觀察,-54.13,2.7915291529152912,0.13,上緯投控,-95.04%,-18.21,35.57,1276.65,3708.TW,545.4000000000001,2026-03
⚠️ 獲利稀釋,2025,10.22,45.7000007629,33.33,N/A,⚪ 數據不足,54.92,0.0,0.04,隆中,N/A,-21.590000000000003,0.02,-99.01,6542.TWO,-8.100000000000001,2026-03
🏰 高護城河,2025,-14.47,24.3999996185,-3.33,87.61%,⚪ 中性觀察,18.36,8.621907992402827,0.29,統領,51.79%,-21.689999999999998,1.23,8.85,2910.TW,42.45,2026-03
⚠️ 獲利稀釋,2025,0.74,24.3999996185,100.0,N/A,⚪ 中性觀察,122.47,8.052805154620462,0.46,雃博,N/A,-22.47,1.2,5.26,4106.TW,45.45,2026-03
⚠️ 獲利稀釋,2025,50.49,528.0,231.33,N/A,❌ 暫避觀望,254.17,173.68421052631578,1.97,IET-KY,N/A,-22.839999999999975,1.65,146.97,4971.TWO,45.6,2026-03
🌑 雙重衰退,2025,-10.06,202.0,-30.17,N/A,⚪ 數據不足,-6.85,0.0,1.69,敘豐,N/A,-23.32,5.9,-17.37,3485.TWO,0.0,2026-03
⚠️ 獲利稀釋,2025,60.61,1400.0,52.97,N/A,❌ 暫避觀望,76.92,39.55919751342187,5.79,藥華藥,N/A,-23.950000000000003,13.64,53.11,6446.TW,530.85,2026-03
⚠️ 獲利稀釋,2025,8.96,146.5,24.77,N/A,⚪ 中性觀察,49.97,12.404741744284506,1.39,長聖,N/A,-25.2,4.88,7.69,6712.TWO,177.14999999999998,2026-03
⚠️ 獲利稀釋,2025,19.24,44.2000007629,21.74,N/A,⚪ 中性觀察,47.77,7.935368180053859,0.56,鑫傳,N/A,-26.030000000000005,2.62,-36.41,6856.TWO,83.55000000000001,2026-03
⚠️ 獲利稀釋,2025,-11.54,23.1499996185,300.0,N/A,❌ 暫避觀望,326.44,35.615384028461534,0.16,伍豐,N/A,-26.439999999999998,0.14,-90.28,8076.TWO,9.750000000000002,2026-03
🌑 雙重衰退,2025,-62.17,29.8999996185,-82.31,49.04%,⚪ 中性觀察,-55.17,3.838254123042362,0.23,名軒,34.02%,-27.14,3.03,-57.74,1442.TW,116.85,2026-03
🌑 雙重衰退,2025,91.93,0.0,-34.48,N/A,⚪ 數據不足,-6.92,0.0,-0.78,雲象科技-創,N/A,-27.559999999999995,-2.29,-67.15,7803.TW,0.0,2026-03
🌑 雙重衰退,2025,91.93,0.0,-34.48,N/A,⚪ 數據不足,-6.92,0.0,-0.78,未知,N/A,-27.559999999999995,-2.29,-67.15,7803.TWO,0.0,2026-03
🔄 轉虧為盈,2025,-2.27,12.1999998093,-9.52,89.24%,⚪ 數據不足,18.79,0.0,0.19,華園,10.47%,-28.31,-0.35,-234.62,2702.TW,-24.3,2026-03
🏰 高護城河,2025,11.45,395.5,-0.73,77.03%,⚪ 中性觀察,28.12,11.374748346275526,4.07,雙美,41.97%,-28.85,13.33,6.9,4728.TWO,521.55,2026-03
📉 獲利侵蝕,2025,-20.5,41.25,-7.89,N/A,⚪ 中性觀察,20.98,7.917466410748561,1.05,森鉅,N/A,-28.87,1.83,-66.05,8942.TWO,78.15,2026-03
🔄 轉虧為盈,2025,-4.59,65.1999969482,11.02,59.54%,⚪ 數據不足,39.9,0.0,1.31,美食-KY,7.94%,-28.88,-2.47,-175.3,2723.TW,-53.400000000000006,2026-03
⚠️ 獲利稀釋,2025,-18.16,60.4000015259,24.75,N/A,⚪ 中性觀察,55.42,5.719697114195076,0.76,和潤企業,N/A,-30.67,4.72,10.4,6592.TW,158.4,2026-03
🔄 轉虧為盈,2025,29.21,174.0,510.71,N/A,⚪ 數據不足,542.16,0.0,1.17,廣閎科,N/A,-31.44999999999999,-0.09,-102.7,6693.TWO,-26.700000000000003,2026-03
⚠️ 獲利稀釋,2025,-17.82,41.5499992371,210.0,33.55%,❌ 暫避觀望,244.69,84.79591681040817,0.31,泓瀚,3.21%,-34.69,0.29,-85.43,4741.TWO,7.35,2026-03
🏰 高護城河,2025,-43.98,24.3500003815,20.0,64.71%,⚪ 數據不足,54.92,0.0,-0.08,中福,-1427.47%,-34.92,-0.41,-51.85,1435.TW,-14.1,2026-03
🔄 轉虧為盈,2025,27.85,11.6499996185,90.0,N/A,⚪ 數據不足,125.1,0.0,0.4,御嵿,N/A,-35.099999999999994,-2.66,-17.7,3522.TWO,-81.6,2026-03
🌑 雙重衰退,2025,-68.21,14.0,-99.32,21.31%,⚪ 中性觀察,-63.16,3.8147138964577656,0.01,富華新,-1.56%,-36.16,1.07,-82.6,3056.TW,55.05,2026-03
⚠️ 獲利稀釋,2025,32.89,16.7999992371,433.33,16.87%,⚪ 中性觀察,470.92,5.562913654668875,0.16,樂事綠能,7.13%,-37.59000000000003,1.01,876.92,1529.TW,45.3,2026-03
🌑 雙重衰退,2025,23.84,17.4500007629,-102.13,N/A,❌ 暫避觀望,-64.4,15.720721408018017,-0.01,強盛新,N/A,-37.72999999999999,0.13,-95.82,1463.TW,16.650000000000002,2026-03
⚠️ 獲利稀釋,2025,20.33,261.5,66.67,N/A,❌ 暫避觀望,104.62,18.59886201991465,1.1,騰雲,N/A,-37.95,7.08,40.48,6870.TWO,210.89999999999998,2026-03
🌑 雙重衰退,2025,-10.07,28.5,-71.72,N/A,⚪ 中性觀察,-33.46,5.337078651685394,0.28,弘煜科,N/A,-38.26,2.32,-34.28,6482.TWO,80.1,2026-03
⚠️ 獲利稀釋,2025,-6.16,585.0,56.12,N/A,❌ 暫避觀望,94.63,61.578947368421055,1.53,光焱科技,N/A,-38.51,4.92,-45.05,7728.TWO,142.5,2026-03
⚠️ 獲利稀釋,2025,123.22,101.0,47.78,N/A,⚪ 數據不足,86.87,0.0,1.33,天能綠電,N/A,-39.09,4.01,112.83,7842.TWO,0.0,2026-03
🌑 雙重衰退,2025,-4.14,62.0,-52.69,N/A,⚪ 數據不足,-12.84,0.0,0.88,溢泰實業,N/A,-39.849999999999994,5.65,-28.57,7818.TW,0.0,2026-03
🌑 雙重衰退,2025,-4.14,0.0,-52.69,N/A,⚪ 數據不足,-12.84,0.0,0.88,未知,N/A,-39.849999999999994,5.65,-28.57,7818.TWO,0.0,2026-03
🏰 高護城河,2025,9.44,119.5,90.91,53.43%,❌ 暫避觀望,130.77,17.369186046511626,1.47,泓格,14.28%,-39.860000000000014,2.37,46.3,3577.TWO,103.20000000000002,2026-03
🏰 高護城河,2025,-10.15,22.25,83.67,71.52%,⚪ 數據不足,123.55,0.0,-0.08,點晶,6.07%,-39.879999999999995,-0.64,-74.29,3288.TWO,-25.049999999999997,2026-03
⚠️ 獲利稀釋,2025,9.98,60.7999992371,57.14,N/A,⚪ 中性觀察,97.36,4.4026067514192615,1.76,群益期,N/A,-40.22,5.48,-6.01,6024.TW,207.15,2026-03
⚠️ 獲利稀釋,2025,60.07,1085.0,10.08,N/A,⚪ 數據不足,50.51,0.0,-1.18,沛爾生醫-創,N/A,-40.43,-7.23,44.38,6949.TW,-235.35000000000002,2026-03
🌑 雙重衰退,2025,2.34,78.9000015259,-47.06,N/A,❌ 暫避觀望,-6.55,43.11475493218579,0.28,億而得,N/A,-40.510000000000005,0.58,-39.36,6423.TWO,27.450000000000003,2026-03
📉 獲利侵蝕,2025,-8.56,50.7999992371,-40.13,N/A,⚪ 數據不足,0.49,0.0,1.9,旅天下,N/A,-40.620000000000005,4.23,16.53,6961.TWO,0.0,2026-03
🏰 高護城河,2025,-22.14,3.25,0.0,59.04%,⚪ 數據不足,40.9,0.0,-0.17,淳紳,-1090.16%,-40.9,-0.74,42.64,4529.TWO,-28.05,2026-03
🏰 高護城河,2025,72.77,14095.0,38.82,76.10%,❌ 暫避觀望,81.21,58.98476732507533,36.58,川湖,69.19%,-42.38999999999999,103.23,59.82,2059.TW,3584.3999999999996,2026-03
⚠️ 獲利稀釋,2025,19.97,350.0,33.23,N/A,⚪ 中性觀察,77.29,8.375209380234507,4.49,華景電,N/A,-44.06000000000001,17.36,31.09,6788.TWO,626.85,2026-03
⚠️ 獲利稀釋,2025,2.72,35.5499992371,109.68,44.04%,⚪ 中性觀察,153.86,6.204188348534031,1.3,寒舍,12.46%,-44.18000000000001,2.36,-56.22,2739.TW,85.95,2026-03
🌑 雙重衰退,2025,-55.31,29.4500007629,-82.38,N/A,⚪ 中性觀察,-37.96,2.7967712025546057,0.4,理銘,N/A,-44.419999999999995,3.96,-34.98,6212.TWO,157.95000000000002,2026-03
⚠️ 獲利稀釋,2025,187.82,875.0,78.66,N/A,⚪ 數據不足,124.98,0.0,4.93,倍利科,N/A,-46.32000000000001,14.04,279.4,7822.TW,0.0,2026-03
📉 獲利侵蝕,2025,5.26,99.5,-35.1,N/A,⚪ 數據不足,11.65,0.0,2.48,公勝保經,N/A,-46.75,7.86,-34.17,6028.TWO,0.0,2026-03
📉 獲利侵蝕,2025,4.64,213.5,0.0,N/A,⚪ 中性觀察,47.19,13.607393244104525,1.7,系微,N/A,-47.19,6.66,-9.63,6231.TWO,235.35,2026-03
📉 獲利侵蝕,2025,-4.62,109.5,-0.66,N/A,⚪ 中性觀察,47.02,3.8086956521739133,3.26,中租-KY,N/A,-47.68,11.24,-13.92,5871.TW,431.25,2026-03
🏰 高護城河,2025,5.54,73.5999984741,94.03,51.76%,⚪ 中性觀察,142.03,9.919137260660378,1.3,固緯,18.42%,-48.0,2.92,20.66,2423.TW,111.3,2026-03
⚠️ 獲利稀釋,2025,-36.07,61.0,40.0,N/A,❌ 暫避觀望,88.8,41.496598639455776,0.21,微程式,N/A,-48.8,0.55,-82.84,7721.TW,22.050000000000004,2026-03
⚠️ 獲利稀釋,2025,-16.98,8.029999733,18.18,N/A,⚪ 數據不足,67.15,0.0,-0.09,商丞,N/A,-48.970000000000006,-0.37,48.61,8277.TWO,-14.85,2026-03
🔄 轉虧為盈,2025,-47.33,16.75,1072.73,-18.77%,⚪ 數據不足,1122.35,0.0,1.07,聯合再生,-63.16%,-49.61999999999989,-0.77,41.22,3576.TW,-10.5,2026-03
🌑 雙重衰退,2025,12.72,89.0,-72.0,N/A,⚪ 數據不足,-19.71,0.0,0.35,耀穎,N/A,-52.29,1.86,43.08,7772.TWO,0.0,2026-03
📉 獲利侵蝕,2025,-5.92,89.8000030518,-45.35,N/A,⚪ 中性觀察,9.64,4.758876685310016,1.88,達爾膚,N/A,-54.99,7.78,-26.4,6523.TWO,283.05,2026-03
🌑 雙重衰退,2025,18.06,71.5999984741,-73.26,N/A,⚪ 數據不足,-18.25,0.0,1.09,民盛,N/A,-55.010000000000005,8.1,-10.5,7811.TWO,0.0,2026-03
⚠️ 獲利稀釋,2025,10.0,0.0,42.79,N/A,⚪ 數據不足,98.26,0.0,2.97,凌陽創新,N/A,-55.470000000000006,8.59,4.12,5236.TWO,0.0,2026-03
⚠️ 獲利稀釋,2025,12.23,52.5,44.44,N/A,❌ 暫避觀望,100.17,22.925764192139738,0.26,長佳智能,N/A,-55.730000000000004,0.89,183.87,6841.TWO,34.35,2026-03
🌑 雙重衰退,2025,128.22,35.0999984741,-100.0,N/A,⚪ 中性觀察,-44.23,10.508981579071856,0.0,台生材,N/A,-55.77,1.4,3600.0,6649.TWO,50.099999999999994,2026-03
🏰 高護城河,2025,-2.68,22.25,18.18,54.41%,⚪ 中性觀察,74.15,6.02981029810298,0.39,遠百,14.06%,-55.970000000000006,1.56,-5.49,2903.TW,55.35000000000001,2026-03
⚠️ 獲利稀釋,2025,16.02,47.0,300.0,N/A,⚪ 數據不足,356.31,0.0,0.28,泰藝,N/A,-56.31,0.04,-90.0,8289.TWO,-4.65,2026-03
⚠️ 獲利稀釋,2025,-2.7,49.9000015259,3.26,N/A,⚪ 中性觀察,59.84,7.403561057255193,0.95,龍巖,N/A,-56.580000000000005,2.75,-28.2,5530.TWO,101.10000000000001,2026-03
⚠️ 獲利稀釋,2025,-0.57,18.5499992371,105.56,20.10%,⚪ 中性觀察,162.75,10.911764257117646,0.01,泰豐,-167.95%,-57.19,6.28,721.43,2102.TW,25.500000000000004,2026-03
⚠️ 獲利稀釋,2025,297.52,32.2999992371,83.87,34.86%,⚪ 數據不足,141.56,0.0,-0.05,浩泰,-26.13%,-57.69,-0.78,36.07,4131.TWO,-19.05,2026-03
🌑 雙重衰退,2025,-60.41,34.0,-75.84,N/A,⚪ 中性觀察,-17.97,6.390977443609022,0.36,京城,N/A,-57.870000000000005,1.71,-77.57,2524.TW,79.80000000000001,2026-03
🔄 轉虧為盈,2025,-6.86,25.2999992371,-30.77,N/A,⚪ 數據不足,27.71,0.0,0.09,台微醫,N/A,-58.480000000000004,-0.49,60.8,6767.TWO,-6.75,2026-03
⚠️ 獲利稀釋,2025,6.61,20.7000007629,7.5,N/A,⚪ 中性觀察,65.98,5.625000207309783,0.43,美吾華,N/A,-58.480000000000004,1.36,4.62,1731.TW,55.2,2026-03
🏰 高護城河,2025,9.49,77.0,13.38,56.36%,⚪ 中性觀察,71.91,4.867256637168142,1.78,東洋,21.51%,-58.529999999999994,6.27,7.55,4105.TWO,237.29999999999998,2026-03
📉 獲利侵蝕,2025,8.61,74.0,-4.2,N/A,⚪ 中性觀察,55.78,5.522388059701493,1.39,愛派司,N/A,-59.980000000000004,5.16,-1.21,6918.TW,200.99999999999997,2026-03
🌑 雙重衰退,2025,-15.04,544.0,-77.53,N/A,⚪ 數據不足,-17.44,0.0,0.21,長廣,N/A,-60.09,3.11,-26.3,7795.TW,0.0,2026-03
📉 獲利侵蝕,2025,18.71,28.0,-14.52,N/A,⚪ 數據不足,46.86,0.0,0.53,宏�硒撥s,N/A,-61.379999999999995,2.72,169.31,7794.TWO,0.0,2026-03
⚠️ 獲利稀釋,2025,-8.29,103.5,12.73,N/A,⚪ 中性觀察,74.83,4.696007259528131,1.87,軒郁,N/A,-62.099999999999994,9.9,-2.0,6703.TWO,330.59999999999997,2026-03
⚠️ 獲利稀釋,2025,19.79,50.0,27.85,N/A,⚪ 中性觀察,90.14,5.482456140350878,1.01,東生華,N/A,-62.29,3.63,23.05,8432.TWO,136.79999999999998,2026-03
📉 獲利侵蝕,2025,14.61,50.2000007629,-30.36,N/A,⚪ 中性觀察,32.15,7.296511738793605,0.39,意藍,N/A,-62.51,3.11,8.39,6925.TWO,103.2,2026-03
⚠️ 獲利稀釋,2025,-35.31,11.5,68.92,33.80%,⚪ 數據不足,131.64,0.0,-0.25,樂威科-KY,-77.27%,-62.719999999999985,-1.82,57.28,4154.TWO,-76.65,2026-03
🌑 雙重衰退,2025,24.42,299.5,-71.64,N/A,⚪ 數據不足,-8.7,0.0,0.19,華洋精機,N/A,-62.94,4.46,14.65,6983.TWO,0.0,2026-03
⚠️ 獲利稀釋,2025,-1.49,83.6999969482,18.68,N/A,⚪ 中性觀察,82.57,10.608364632217997,1.08,宏正,N/A,-63.88999999999999,3.08,-25.6,6277.TW,118.35000000000001,2026-03
🏰 高護城河,2025,12.25,8.8900003433,-11.11,100.00%,⚪ 數據不足,53.3,0.0,-0.1,富榮綱,-377.43%,-64.41,-0.44,57.53,3115.TWO,-20.4,2026-03
⚠️ 獲利稀釋,2025,33.33,2660.0,54.52,N/A,❌ 暫避觀望,119.02,35.05073132164975,10.43,精測,N/A,-64.5,30.41,95.56,6510.TWO,1138.3500000000001,2026-03
⚠️ 獲利稀釋,2025,-2.04,25.7000007629,66.67,45.66%,⚪ 數據不足,131.47,0.0,-0.02,凌陽,-9.00%,-64.8,-0.37,-181.82,2401.TW,-11.55,2026-03
🏰 高護城河,2025,-27.25,139.0,-12.24,58.46%,⚪ 數據不足,53.08,0.0,-0.55,金麗科,-58.74%,-65.32,-2.03,-491.18,3228.TWO,-77.55,2026-03
🔄 轉虧為盈,2025,2.06,11.8999996185,111.54,N/A,⚪ 數據不足,177.04,0.0,0.03,大億金茂,N/A,-65.49999999999999,-0.53,-129.28,8107.TWO,-25.8,2026-03
⚠️ 獲利稀釋,2025,-1.99,30.0499992371,100.0,39.89%,❌ 暫避觀望,165.56,42.323942587464785,0.14,昆盈,1.38%,-65.56,0.32,-50.0,2365.TW,10.65,2026-03
⚠️ 獲利稀釋,2025,41.93,219.5,1919.44,N/A,⚪ 中性觀察,1985.02,8.304956488838442,14.54,宇瞻,N/A,-65.57999999999993,6.7,209.22,8271.TW,396.44999999999993,2026-03
📉 獲利侵蝕,2025,7.0,248.5,-45.13,N/A,⚪ 數據不足,20.45,0.0,-3.28,晶心科,N/A,-65.58,-8.2,-20600.0,6533.TW,-405.15,2026-03
⚠️ 獲利稀釋,2025,-3.78,98.8000030518,63.12,N/A,⚪ 中性觀察,128.72,4.864598870103397,2.39,智冠,N/A,-65.6,7.93,4.25,5478.TWO,304.65000000000003,2026-03
📉 獲利侵蝕,2025,37.43,119.5,-13.39,N/A,⚪ 中性觀察,52.46,11.715686274509805,0.97,邦睿生技-創,N/A,-65.85,4.13,30.28,6955.TW,153.0,2026-03
📉 獲利侵蝕,2025,157.54,22.5,-63.41,19.48%,⚪ 數據不足,2.71,0.0,-0.67,醣聯,-2058.21%,-66.11999999999999,-2.16,0.95,4168.TWO,-77.1,2026-03
🏰 高護城河,2025,36.07,11.3999996185,33.33,51.65%,⚪ 數據不足,99.75,0.0,-0.1,富野,-9.65%,-66.42,-1.83,0.0,2736.TWO,-66.15,2026-03
⚠️ 獲利稀釋,2025,-99.4,38.25,33.33,N/A,⚪ 數據不足,100.81,0.0,-0.26,悅城,N/A,-67.48,-1.26,-68.0,6405.TW,-52.05,2026-03
⚠️ 獲利稀釋,2025,85.22,325.5,41.83,N/A,⚪ 中性觀察,111.76,11.143444026018486,3.56,意騰-KY,N/A,-69.93,11.77,67.87,7749.TW,438.15000000000003,2026-03
⚠️ 獲利稀釋,2025,40.64,15830.0,59.53,N/A,❌ 暫避觀望,130.07,62.403910592502065,37.41,信驊,N/A,-70.53999999999999,103.92,52.82,5274.TWO,3805.05,2026-03
📉 獲利侵蝕,2025,55.27,41.25,-56.69,N/A,⚪ 中性觀察,14.66,4.904875148632581,0.68,櫻花建,N/A,-71.35,3.46,21.4,2539.TW,126.15,2026-03
🏰 高護城河,2025,31.61,2350.0,58.39,62.33%,⚪ 中性觀察,129.86,14.294403892944038,22.08,台積電,54.00%,-71.47000000000001,66.26,46.42,2330.TW,2466.0,2026-03
📉 獲利侵蝕,2025,1.81,30.25,0.0,N/A,❌ 暫避觀望,71.77,28.809523809523807,0.1,台聯櫃,N/A,-71.77,0.42,7.69,5601.TWO,15.75,2026-03
⚠️ 獲利稀釋,2025,3.05,55.0999984741,159.09,N/A,❌ 暫避觀望,232.25,17.831714716537217,0.57,維田,N/A,-73.16,1.29,-18.87,6570.TWO,46.349999999999994,2026-03
📉 獲利侵蝕,2025,7.0,37.5499992371,-8.82,N/A,⚪ 數據不足,64.38,0.0,-0.75,生華科,N/A,-73.19999999999999,-2.97,10.09,6492.TWO,-106.50000000000001,2026-03
🏰 高護城河,2025,7.07,82.8000030518,2.74,63.24%,⚪ 中性觀察,76.49,4.993968820977082,1.5,嘉實,24.73%,-73.75,7.27,-10.36,3158.TWO,248.7,2026-03
📉 獲利侵蝕,2025,-21.14,85.0999984741,-46.55,N/A,⚪ 中性觀察,28.0,3.1518517953370377,1.78,華研,N/A,-74.55,10.3,-9.97,8446.TWO,404.99999999999994,2026-03
