gm,symbol,om,est_price,prev_eps,expansion,prev_eps_yoy,prev_rev_yoy,name,status,eps_yoy,pe,advice,date,eps,price,prev_year,rev_yoy
N/A,4943.TW,N/A,-90.6,-1.51,-66.92,-93.42,6.89,康控-KY,📉 獲利侵蝕,-55.46,0.0,⚪ 數據不足,2025-12,-1.88,8.9499998093,2025,11.46
48.92%,4772.TWO,38.48%,136.2,2.69,-66.95,174.49,81.35,台特化,⚠️ 獲利稀釋,60.92,32.819383259911895,❌ 暫避觀望,2025-12,4.2,298.0,2025,127.87
11.17%,3323.TWO,-4.33%,-79.35,-1.58,-67.00999999999999,-112.5,-6.05,加百裕,🌑 雙重衰退,-76.19,0.0,⚪ 數據不足,2025-12,-1.92,35.4000015259,2025,-9.18
N/A,8070.TW,N/A,54.14999999999999,1.49,-67.1,-18.99,11.79,長華*,📉 獲利侵蝕,-54.79,12.229917320193909,⚪ 中性觀察,2025-12,1.02,44.1500015259,2025,12.31
N/A,6462.TWO,N/A,-585.7500000000001,-12.5,-67.17,-126.04,16.32,神盾,📉 獲利侵蝕,-56.06,0.0,⚪ 數據不足,2025-12,-17.51,140.5,2025,11.11
N/A,8050.TWO,N/A,65.4,1.33,-67.28,-57.66,15.23,廣積,📉 獲利侵蝕,-63.86,11.766054870894495,⚪ 中性觀察,2025-12,1.44,51.2999992371,2025,3.42
N/A,6224.TW,N/A,43.8,0.98,-67.46,-42.6,0.32,聚鼎,🌑 雙重衰退,-69.96,28.56164435818493,❌ 暫避觀望,2025-12,0.67,83.4000015259,2025,-2.5
33.55%,4741.TWO,3.21%,4.199999999999999,-0.01,-67.61000000000001,-100.71,-19.51,泓瀚,🔄 轉虧為盈,-85.43,209.99999727535717,❌ 暫避觀望,2025-12,0.29,58.7999992371,2025,-17.82
N/A,6134.TWO,N/A,-1.5,0.14,-67.7,-58.82,18.87,萬旭,📉 獲利侵蝕,-45.45,0.0,⚪ 數據不足,2025-12,0.12,30.9500007629,2025,22.25
19.80%,2066.TWO,-4.97%,79.64999999999999,1.33,-67.86,-77.02,-7.86,世德,🌑 雙重衰退,-77.5,10.62146921391714,⚪ 中性觀察,2025-12,1.34,56.4000015259,2025,-9.64
28.02%,4119.TW,12.04%,33.0,0.57,-68.06,-86.03,-11.91,旭富,🌑 雙重衰退,-79.87,19.56818147140909,❌ 暫避觀望,2025-12,0.9,43.0499992371,2025,-11.81
N/A,8227.TWO,N/A,56.699999999999996,1.4,-68.21,53.85,93.9,巨有科技,⚠️ 獲利稀釋,29.56,54.62962962962963,❌ 暫避觀望,2025-12,2.06,206.5,2025,97.77
17.99%,3434.TWO,0.82%,26.25,0.3,-68.60000000000001,-77.78,-2.33,哲固,🌑 雙重衰退,-73.65,16.285714285714285,❌ 暫避觀望,2025-12,0.47,28.5,2025,-5.05
N/A,8054.TWO,N/A,-115.05,-2.42,-68.69,-129.13,26.01,安國,📉 獲利侵蝕,-37.72,0.0,⚪ 數據不足,2025-12,-3.19,109.5,2025,30.97
N/A,6234.TWO,N/A,-11.850000000000001,-0.37,-68.82,-144.58,-31.56,高僑,🔄 轉虧為盈,-95.24,0.0,⚪ 數據不足,2025-12,0.05,46.7999992371,2025,-26.42
3.28%,1309.TW,-4.04%,-43.35,-0.93,-68.85,-55.0,-17.56,台達化,🌑 雙重衰退,-91.07,0.0,⚪ 數據不足,2025-12,-1.07,15.6499996185,2025,-22.22
N/A,8150.TW,N/A,6.449999999999999,-0.01,-69.55,-100.61,0.67,南茂,🔄 轉虧為盈,-64.1,176.5116314555814,❌ 暫避觀望,2025-12,0.7,75.9000015259,2025,5.45
N/A,6875.TWO,N/A,-113.39999999999999,-2.11,-70.36999999999999,-35.26,-61.06,國邑*,🌑 雙重衰退,-130.23,0.0,⚪ 數據不足,2025-12,-2.97,38.0999984741,2025,-59.86
-3.67%,2014.TW,-6.17%,-49.05,-1.1,-70.5,-92.98,-36.55,中鴻,🌑 雙重衰退,-108.06,0.0,⚪ 數據不足,2025-12,-1.29,17.25,2025,-37.56
N/A,6508.TWO,N/A,16.200000000000003,0.27,-70.69,-73.79,-1.96,惠光,🌑 雙重衰退,-74.77,21.94444515083333,❌ 暫避觀望,2025-12,0.27,23.7000007629,2025,-4.08
24.70%,4109.TWO,-7.54%,12.9,0.2,-70.75,-91.88,-13.54,加捷生醫,🌑 雙重衰退,-80.37,13.488372536627907,⚪ 中性觀察,2025-12,0.43,11.6000003815,2025,-9.62
13.69%,1473.TW,-4.13%,52.5,0.77,-70.81,-69.8,-5.85,台南,🌑 雙重衰退,-81.13,5.828571319571429,⚪ 中性觀察,2025-12,0.57,20.3999996185,2025,-10.32
-76.10%,4174.TWO,-2289.99%,-423.0,-6.21,-71.13000000000001,10.0,-26.19,浩鼎,🌑 雙重衰退,-77.68,0.0,⚪ 數據不足,2025-12,-15.61,32.4000015259,2025,-6.55
15.90%,3226.TWO,4.48%,11.999999999999998,-0.34,-71.16000000000001,-107.89,-23.4,龍鋒,🔄 轉虧為盈,-95.68,50.00000000000001,❌ 暫避觀望,2025-12,0.24,40.0,2025,-24.52
21.28%,3003.TW,6.05%,28.5,0.5,-71.2,-82.94,-3.86,健和興,🌑 雙重衰退,-74.48,31.842105263157897,❌ 暫避觀望,2025-12,0.99,60.5,2025,-3.28
N/A,5450.TWO,N/A,4.3500000000000005,0.04,-71.57,-94.81,-8.5,南良,🌑 雙重衰退,-80.53,44.13793169206896,❌ 暫避觀望,2025-12,0.22,12.8000001907,2025,-8.96
13.55%,2012.TW,2.02%,10.05,0.25,-71.69,-73.26,-3.32,春雨,🌑 雙重衰退,-81.05,21.268656716417908,❌ 暫避觀望,2025-12,0.2,14.25,2025,-9.36
N/A,8941.TWO,N/A,54.900000000000006,0.48,-71.73,-88.89,-4.94,關中,🌑 雙重衰退,-77.08,12.117485921885244,⚪ 中性觀察,2025-12,1.16,44.3499984741,2025,-5.35
N/A,6244.TWO,N/A,11.550000000000002,0.28,-72.0,-46.15,-5.87,茂迪,🌑 雙重衰退,-77.05,36.818182313636356,❌ 暫避觀望,2025-12,0.14,28.3500003815,2025,-5.05
10.77%,3548.TWO,1.84%,0.0,0.73,-72.66,-87.97,8.05,兆利,🌑 雙重衰退,-74.46,0.0,⚪ 數據不足,2025-12,2.23,0.0,2025,-1.8
15.14%,4569.TW,0.74%,158.55,3.23,-72.85,-51.13,28.81,六方科-KY,📉 獲利侵蝕,-47.66,16.74550614947966,❌ 暫避觀望,2025-12,4.13,177.0,2025,25.19
N/A,6219.TWO,N/A,-87.75,-2.47,-73.02,-255.35,-99.58,富旺,🌑 雙重衰退,-114.96,0.0,⚪ 數據不足,2025-12,-0.76,12.3000001907,2025,-41.94
15.04%,4402.TWO,-80.56%,-5.1,-0.11,-73.25,63.33,17.54,郡都開發,📉 獲利侵蝕,-44.44,0.0,⚪ 數據不足,2025-12,-0.13,11.8500003815,2025,28.81
N/A,6560.TWO,N/A,-31.049999999999997,-0.88,-73.75,-41.94,137.08,欣普羅,⚠️ 獲利稀釋,50.0,0.0,⚪ 數據不足,2025-12,-0.16,38.2000007629,2025,123.75
60.04%,2887.TW,25.42%,63.75,1.3,-74.55,-27.12,35.48,台新新光金,🏰 高護城河,-0.7,5.611764795647058,⚪ 中性觀察,2025-12,1.91,23.8500003815,2025,73.85
-37.47%,2434.TW,-176.58%,8.700000000000001,0.32,-75.53,-58.97,-8.66,統懋,🌑 雙重衰退,-85.71,50.68965451465517,❌ 暫避觀望,2025-12,0.02,29.3999996185,2025,-10.18
25.17%,4543.TWO,7.11%,0.0,-0.09,-75.73,-105.39,-3.85,萬在,🔄 轉虧為盈,-74.4,0.0,⚪ 數據不足,2025-12,0.53,0.0,2025,1.33
N/A,7743.TWO,N/A,19.499999999999996,0.58,-75.92,-48.15,17.91,金利食安,📉 獲利侵蝕,-69.73,14.846153259307695,⚪ 中性觀察,2025-12,0.57,19.2999992371,2025,6.19
2.22%,3325.TWO,-15.74%,-58.05,-1.08,-75.97,-74.19,-11.73,旭品,🌑 雙重衰退,-84.27,0.0,⚪ 數據不足,2025-12,-1.64,11.9499998093,2025,-8.3
N/A,6620.TWO,N/A,0.0,3.76,-76.53,39.62,122.44,漢達,⚠️ 獲利稀釋,31.64,0.0,⚪ 數據不足,2025-12,4.85,75.3000030518,2025,108.17
57.83%,4763.TW,50.09%,530.25,4.94,-76.96000000000001,-91.36,-6.43,材料*-KY,🏰 高護城河,-92.76,1.196605353241867,⚪ 中性觀察,2025-12,6.1,42.2999992371,2025,-15.8
N/A,5244.TW,N/A,26.999999999999996,0.64,-77.69,-62.57,-2.61,弘凱,🌑 雙重衰退,-79.59,21.250000000000004,❌ 暫避觀望,2025-12,0.51,38.25,2025,-1.9
N/A,8038.TWO,N/A,25.05,0.81,-77.71000000000001,164.8,372.94,長園科,⚠️ 獲利稀釋,160.13,24.49101887778443,❌ 暫避觀望,2025-12,0.92,40.9000015259,2025,237.84
N/A,8933.TWO,N/A,-51.45,-1.1,-78.58,-266.67,0.33,愛地雅,🌑 雙重衰退,-95.77,0.0,⚪ 數據不足,2025-12,-1.39,4.4499998093,2025,-17.19
37.30%,2327.TW,24.28%,765.1500000000001,8.22,-78.71000000000001,-73.12,5.78,國巨*,📉 獲利侵蝕,-69.45,11.213487551460497,⚪ 中性觀察,2025-12,11.51,572.0,2025,9.26
N/A,8076.TWO,N/A,7.95,0.01,-78.74000000000001,-99.59,-17.3,伍豐,🌑 雙重衰退,-90.28,45.37735705113207,❌ 暫避觀望,2025-12,0.14,24.0499992371,2025,-11.54
20.31%,2540.TW,4.98%,37.35,0.68,-78.94,-73.93,25.99,愛山林,📉 獲利侵蝕,-77.63,22.369478218032125,❌ 暫避觀望,2025-12,0.69,55.7000007629,2025,1.31
-25.13%,1591.TWO,-116.55%,0.0,-2.09,-79.17,-44.76,-47.7,駿吉-KY,🌑 雙重衰退,-122.76,0.0,⚪ 數據不足,2025-12,-2.75,0.0,2025,-43.59
0.84%,1449.TW,-27.07%,0.5999999999999993,-0.28,-79.33,-128.57,-18.87,佳和,🔄 轉虧為盈,-87.21,311.24999523250034,❌ 暫避觀望,2025-12,0.12,12.4499998093,2025,-7.88
N/A,6735.TWO,N/A,-10.649999999999999,-0.54,-79.7,-131.03,-23.64,美達科技,🔄 轉虧為盈,-84.51,0.0,⚪ 數據不足,2025-12,0.33,108.5,2025,-4.81
N/A,8182.TWO,N/A,10.649999999999999,0.04,-79.82,-97.71,-3.51,加高,🌑 雙重衰退,-81.97,52.95774432971831,❌ 暫避觀望,2025-12,0.44,37.5999984741,2025,-2.15
N/A,6451.TW,N/A,-46.050000000000004,-0.64,-80.18,-672.73,56.34,訊芯-KY,🔄 轉虧為盈,-35.0,0.0,⚪ 數據不足,2025-12,0.26,499.0,2025,45.18
N/A,8422.TW,N/A,355.95,10.47,-80.26,40.9,-2.24,可寧衛*,🌑 雙重衰退,-87.79,1.108301695621576,⚪ 中性觀察,2025-12,1.29,26.2999992371,2025,-7.53
22.10%,4912.TW,9.53%,113.39999999999999,2.73,-80.72,-45.51,2.6,聯德控股-KY,📉 獲利侵蝕,-70.28,13.425925925925927,⚪ 中性觀察,2025-12,1.98,101.5,2025,10.44
14.16%,4906.TW,-1.55%,-20.55,-0.45,-80.9,-140.91,-33.96,正文,🌑 雙重衰退,-116.56,0.0,⚪ 數據不足,2025-12,-0.25,38.9000015259,2025,-35.66
5.40%,2338.TW,-14.81%,-190.34999999999997,-3.56,-80.94,-394.25,-17.29,光罩,🌑 雙重衰退,-101.09,0.0,⚪ 數據不足,2025-12,-4.88,52.7999992371,2025,-20.15
N/A,6432.TWO,N/A,9.899999999999999,0.11,-81.64,-90.83,10.79,今展科,📉 獲利侵蝕,-71.34,86.21212352409093,❌ 暫避觀望,2025-12,0.48,56.9000015259,2025,10.3
N/A,6113.TWO,N/A,-5.1000000000000005,-0.13,-82.3,31.58,-14.19,亞矽,🌑 雙重衰退,-92.31,0.0,⚪ 數據不足,2025-12,-0.25,25.3500003815,2025,-10.01
15.03%,1522.TW,0.14%,65.7,1.17,-82.68,-73.56,6.94,堤維西,📉 獲利侵蝕,-61.33,6.769406305593607,⚪ 中性觀察,2025-12,1.72,29.6499996185,2025,21.35
19.34%,3717.TW,7.12%,0.0,-0.29,-83.55,-182.86,0.43,聯嘉投控,🔄 轉虧為盈,-80.0,0.0,⚪ 數據不足,2025-12,0.08,23.75,2025,3.55
N/A,6921.TW,N/A,0.0,0.21,-83.71,-25.0,51.06,嘉雨思-創,📉 獲利侵蝕,-55.26,0.0,⚪ 數據不足,2025-12,0.35,76.1999969482,2025,28.45
N/A,6762.TWO,N/A,32.400000000000006,0.68,-83.75,-4.23,32.38,達亞,📉 獲利侵蝕,-64.17,87.03703703703704,❌ 暫避觀望,2025-12,0.67,188.0,2025,19.58
N/A,6158.TWO,N/A,19.95,0.62,-85.13,-51.97,-6.12,禾昌,🌑 雙重衰退,-91.2,13.609022843233083,⚪ 中性觀察,2025-12,0.11,18.1000003815,2025,-6.07
37.93%,1611.TW,11.05%,3.4499999999999997,0.1,-85.83,-76.74,-5.31,中電,🌑 雙重衰退,-94.0,49.13043561173914,❌ 暫避觀望,2025-12,0.03,11.3000001907,2025,-8.17
5.62%,3543.TW,-16.08%,-55.95,-1.16,-86.05999999999999,-43.75,2.18,州巧,📉 獲利侵蝕,-84.96,0.0,⚪ 數據不足,2025-12,-2.24,35.1500015259,2025,1.1
N/A,6612.TWO,N/A,54.150000000000006,0.7,-86.35,-59.52,37.74,奈米醫材,📉 獲利侵蝕,-54.81,21.329639889196674,❌ 暫避觀望,2025-12,1.09,77.0,2025,31.54
11.85%,1727.TW,-0.08%,0.44999999999999996,0.03,-86.54,-93.18,-6.15,中華化,🌑 雙重衰退,-92.0,3100.0,❌ 暫避觀望,2025-12,0.04,93.0,2025,-5.46
-2.65%,3714.TW,-25.24%,-130.50000000000003,-2.62,-86.69999999999999,-154.37,-10.09,富采,🌑 雙重衰退,-95.74,0.0,⚪ 數據不足,2025-12,-3.69,74.0,2025,-9.04
11.81%,3016.TW,4.89%,-2.25,-0.09,-87.14,-110.98,-9.76,嘉晶,🔄 轉虧為盈,-92.39,0.0,⚪ 數據不足,2025-12,0.07,115.5,2025,-5.25
0.24%,3713.TWO,-22.36%,-27.9,-0.55,-88.05000000000001,-13.64,-14.16,新晶投控,🌑 雙重衰退,-96.23,0.0,⚪ 數據不足,2025-12,-1.13,13.0,2025,-8.18
54.20%,3169.TWO,26.68%,138.45000000000002,3.67,-88.1,7.31,9.02,亞信,🏰 高護城河,-14.16,12.784398699891657,⚪ 中性觀察,2026-03,0.97,118.0,2025,73.94
22.32%,3685.TWO,6.52%,-36.9,-0.62,-88.41,-63.16,-11.44,元創精密,🌑 雙重衰退,-92.45,0.0,⚪ 數據不足,2025-12,-1.02,27.5499992371,2025,-4.04
19.24%,3490.TWO,-16.80%,-2.850000000000001,0.43,-88.42999999999999,-80.0,-4.45,單井,🌑 雙重衰退,-96.99,0.0,⚪ 數據不足,2025-12,0.05,40.7000007629,2025,-8.56
8.16%,1220.TW,-0.43%,2.0816681711721685e-16,0.13,-88.78999999999999,-87.62,-0.15,台榮,🌑 雙重衰退,-93.16,8.502796233889329e+17,❌ 暫避觀望,2025-12,0.08,11.8000001907,2025,-4.37
15.20%,4534.TWO,-3.10%,-18.3,-0.53,-88.89999999999999,-630.0,-3.65,慶騰,🔄 轉虧為盈,-91.3,0.0,⚪ 數據不足,2025-12,0.01,22.0499992371,2025,-2.4
20.30%,2106.TW,1.48%,3.6,0.06,-89.3,-94.5,-1.02,建大,🌑 雙重衰退,-90.0,70.20833492291666,❌ 暫避觀望,2025-12,0.13,16.8500003815,2025,-0.7
N/A,6582.TW,N/A,-23.249999999999996,-0.19,-89.55,-117.59,-44.17,申豐,🌑 雙重衰退,-141.41,0.0,⚪ 數據不足,2025-12,-0.41,30.7999992371,2025,-51.86
N/A,8024.TWO,N/A,-97.19999999999999,-1.97,-90.36999999999999,-103.09,-30.69,佑華,🌑 雙重衰退,-121.74,0.0,⚪ 數據不足,2025-12,-2.55,12.3500003815,2025,-31.37
25.04%,3597.TWO,8.41%,7.95,0.12,-90.62,-84.21,27.0,映興,📉 獲利侵蝕,-74.05,53.01886864433962,❌ 暫避觀望,2025-12,0.34,28.1000003815,2025,16.57
46.90%,4806.TWO,-39.20%,-12.600000000000001,-0.24,-90.96000000000001,-4.35,46.84,桂田文創,📉 獲利侵蝕,-70.0,0.0,⚪ 數據不足,2025-12,-0.34,9.9600000381,2025,20.96
N/A,6680.TWO,N/A,-36.449999999999996,-1.03,-91.37,-148.8,-20.75,鑫創電子,🌑 雙重衰退,-106.78,0.0,⚪ 數據不足,2025-12,-0.29,53.5,2025,-15.41
N/A,8354.TWO,N/A,-21.45,-0.43,-91.77,-136.75,-0.47,冠好,🔄 轉虧為盈,-91.14,0.0,⚪ 數據不足,2025-12,0.14,16.4500007629,2025,0.63
42.16%,3035.TW,2.86%,113.7,2.01,-92.36,-34.95,87.19,智原,📉 獲利侵蝕,-29.75,27.440633245382585,❌ 暫避觀望,2025-12,2.81,208.0,2025,62.61
N/A,5015.TWO,N/A,-10.2,-0.35,-92.62,-128.23,3.65,華祺,🔄 轉虧為盈,-97.61,0.0,⚪ 數據不足,2025-12,0.06,22.0,2025,-4.99
41.27%,3594.TWO,10.21%,-2.6999999999999993,-0.05,-92.73,-107.04,40.54,磐儀,🔄 轉虧為盈,-63.43,0.0,⚪ 數據不足,2025-12,0.49,50.7999992371,2025,29.3
12.71%,1906.TW,7.26%,-7.95,-0.15,-92.89,-650.0,-6.91,寶隆,🔄 轉虧為盈,-96.0,0.0,⚪ 數據不足,2025-12,0.01,10.4499998093,2025,-3.11
N/A,6180.TWO,N/A,6.149999999999999,0.44,-93.03999999999999,-96.54,-21.78,橘子,🌑 雙重衰退,-112.99,96.70732079487807,❌ 暫避觀望,2025-12,-1.53,39.6500015259,2025,-19.95
-14.72%,2035.TWO,-18.44%,-181.2,-3.6,-93.33,-181.25,-14.97,唐榮,🌑 雙重衰退,-114.55,0.0,⚪ 數據不足,2025-12,-4.72,28.4500007629,2025,-21.22
27.89%,3050.TW,-1.07%,-0.30000000000000027,0.02,-93.45,-96.92,-0.77,鈺德,📉 獲利侵蝕,-92.73,0.0,⚪ 數據不足,2025-12,0.04,12.1499996185,2025,0.72
13.87%,3147.TWO,5.75%,328.79999999999995,5.92,-93.72,10.24,80.92,大綜,📉 獲利侵蝕,-29.4,8.257299270072993,⚪ 中性觀察,2025-12,8.43,181.0,2025,64.32
22.57%,3221.TWO,4.08%,-1.6500000000000001,-0.22,-94.11,-130.14,0.54,台嘉碩,🔄 轉虧為盈,-91.75,0.0,⚪ 數據不足,2025-12,0.08,51.2999992371,2025,2.36
22.76%,1338.TW,-1.26%,-97.5,-2.0,-94.87,-254.55,5.73,廣華-KY,📉 獲利侵蝕,-92.04,0.0,⚪ 數據不足,2025-12,-2.24,15.9499998093,2025,2.83
N/A,8096.TWO,N/A,46.949999999999996,0.58,-95.61,-80.2,25.43,擎亞,📉 獲利侵蝕,-72.78,34.50479233226837,❌ 暫避觀望,2025-12,0.89,108.0,2025,22.83
N/A,7402.TWO,N/A,6.15,0.05,-95.76,-95.69,5.67,邑錡,📉 獲利侵蝕,-93.2,231.21951963853658,❌ 暫避觀望,2025-12,0.1,94.8000030518,2025,2.56
7.41%,2719.TWO,2.54%,-11.1,-0.47,-97.75,-124.87,-14.79,燦星旅,🌑 雙重衰退,-111.9,0.0,⚪ 數據不足,2025-12,-0.15,25.8500003815,2025,-14.15
N/A,6982.TWO,N/A,34.95,0.64,-97.91,-75.94,-1.08,大井泵浦,📉 獲利侵蝕,-97.61,22.317596566523605,❌ 暫避觀望,2025-12,0.06,52.0,2025,0.3
23.68%,4533.TWO,-4.87%,5.1,0.04,-99.11999999999999,-96.64,13.39,協易機,📉 獲利侵蝕,-87.1,96.17647283205882,❌ 暫避觀望,2025-12,0.2,32.7000007629,2025,12.02
20.16%,3465.TWO,-2.95%,3.749999999999999,-0.1,-100.55000000000001,37.5,17.21,進泰電子,🔄 轉虧為盈,-94.87,107.59999847400003,❌ 暫避觀望,2025-12,0.04,26.8999996185,2025,5.68
N/A,6160.TWO,N/A,-33.300000000000004,-0.55,-100.82,12.7,0.11,欣技,🌑 雙重衰退,-108.77,0.0,⚪ 數據不足,2025-12,-1.19,16.2000007629,2025,-7.95
9.08%,3481.TW,-2.06%,3.15,0.03,-101.02,109.38,4.39,群創,📉 獲利侵蝕,-96.3,193.33332606714285,❌ 暫避觀望,2025-12,0.03,40.5999984741,2025,4.72
N/A,9962.TWO,N/A,-6.15,-0.23,-101.05,-141.07,-20.17,有益,🌑 雙重衰退,-122.06,0.0,⚪ 數據不足,2025-12,-0.15,9.4499998093,2025,-21.01
N/A,6698.TW,N/A,-67.35000000000001,-1.45,-102.49,-51.58,31.33,旭暉應材,📉 獲利侵蝕,-72.63,0.0,⚪ 數據不足,2025-12,-1.65,31.7999992371,2025,29.86
N/A,8101.TW,N/A,-136.64999999999998,-2.53,-103.30999999999999,66.4,300.12,華冠,⚠️ 獲利稀釋,63.58,0.0,⚪ 數據不足,2025-12,-3.15,13.0,2025,166.89
13.18%,2646.TW,1.56%,12.900000000000002,0.16,-103.47999999999999,-73.33,26.11,星宇航空,📉 獲利侵蝕,-79.55,23.604650275697672,❌ 暫避觀望,2025-12,0.09,20.2999992371,2025,23.93
N/A,8027.TWO,N/A,-72.00000000000001,-1.59,-103.62,-355.88,-10.4,鈦昇,📉 獲利侵蝕,-93.62,0.0,⚪ 數據不足,2025-12,-0.93,241.5,2025,10.0
N/A,8289.TWO,N/A,-7.800000000000001,-0.24,-106.02,-196.0,15.96,泰藝,🔄 轉虧為盈,-90.0,0.0,⚪ 數據不足,2025-12,0.04,60.7999992371,2025,16.02
N/A,5348.TWO,N/A,-55.949999999999996,-1.02,-106.06,-15.91,-2.76,正能量智能,🌑 雙重衰退,-109.86,0.0,⚪ 數據不足,2025-12,-1.49,16.7999992371,2025,-3.8
16.79%,4768.TWO,4.95%,4.950000000000001,-0.09,-107.44,-103.78,-22.96,晶呈科技,🔄 轉虧為盈,-86.55,1351.5151515151513,❌ 暫避觀望,2025-12,0.39,446.0,2025,20.89
28.78%,4557.TW,9.33%,62.55,-2.24,-107.8,-129.31,10.25,永新-KY,📉 獲利侵蝕,-106.38,11.31894502707434,⚪ 中性觀察,2025-12,-0.67,47.2000007629,2025,1.42
N/A,6130.TWO,N/A,-58.35,-1.06,-108.54000000000002,-1077.78,-23.23,上亞科技,🌑 雙重衰退,-129.33,0.0,⚪ 數據不足,2025-12,-1.72,22.1499996185,2025,-20.79
N/A,9950.TWO,N/A,-13.35,-0.44,-108.75999999999999,-150.0,-20.28,萬國通,🌑 雙重衰退,-126.47,0.0,⚪ 數據不足,2025-12,-0.27,11.3500003815,2025,-17.71
N/A,6542.TWO,N/A,-8.25,-0.46,-109.23,-120.18,2.29,隆中,🔄 轉虧為盈,-99.01,0.0,⚪ 數據不足,2025-12,0.02,46.3499984741,2025,10.22
N/A,6229.TWO,N/A,-2.399999999999999,-0.02,-110.50999999999999,-103.57,23.03,研通,🔄 轉虧為盈,-90.74,0.0,⚪ 數據不足,2025-12,0.05,27.0499992371,2025,19.77
-3.81%,1569.TWO,-23.08%,-226.35,-4.54,-111.63,-163.13,11.56,濱川,📉 獲利侵蝕,-106.61,0.0,⚪ 數據不足,2025-12,-5.61,50.9000015259,2025,5.02
-12.37%,3149.TW,-29.19%,-111.9,-2.24,-112.51,-272.73,0.72,正達,📉 獲利侵蝕,-106.98,0.0,⚪ 數據不足,2025-12,-2.86,56.5999984741,2025,5.53
51.18%,4583.TW,30.40%,438.9,12.0,-112.84,-15.13,1.32,台灣精銳,🏰 高護城河,-14.42,24.16267942583732,❌ 暫避觀望,2026-03,3.56,707.0,2025,98.42
12.45%,3528.TW,8.05%,49.199999999999996,0.27,-114.03,-91.89,54.47,安馳,📉 獲利侵蝕,-44.71,26.00609849140244,❌ 暫避觀望,2025-12,2.3,85.3000030518,2025,69.32
4.22%,2354.TW,2.17%,85.95,1.68,-114.13,-11.58,166.67,鴻準,📉 獲利侵蝕,-8.3,10.279232377993019,⚪ 中性觀察,2025-12,2.32,58.9000015259,2025,105.83
N/A,5201.TWO,N/A,-17.700000000000003,-0.13,-114.85,-115.29,8.86,凱衛,📉 獲利侵蝕,-102.22,0.0,⚪ 數據不足,2025-12,-0.06,29.3999996185,2025,12.63
N/A,7780.TW,N/A,121.5,3.44,-115.5,209.41,51.38,大研生醫*,📉 獲利侵蝕,-76.4,2.2839506172839505,⚪ 中性觀察,2025-12,0.51,18.5,2025,39.1
3.88%,2460.TW,-6.88%,-108.3,-2.59,-117.14,-247.95,-3.42,建通,🌑 雙重衰退,-117.65,0.0,⚪ 數據不足,2025-12,-3.0,31.5499992371,2025,-0.51
N/A,8047.TWO,N/A,-20.25,-0.36,-117.39,-140.0,-6.79,星雲,🌑 雙重衰退,-122.86,0.0,⚪ 數據不足,2025-12,-0.78,45.8499984741,2025,-5.47
15.63%,2528.TW,10.37%,148.8,3.39,-117.88000000000001,525.0,44251.78,皇普,⚠️ 獲利稀釋,12.42,2.2278226191028225,⚪ 中性觀察,2025-12,3.65,22.1000003815,2025,130.3
40.07%,3150.TW,-42.60%,3.9000000000000004,0.19,-119.3,-73.61,-11.3,鈺寶-創,🌑 雙重衰退,-131.88,75.96153846153845,❌ 暫避觀望,2025-12,-0.22,19.75,2025,-12.58
7.45%,2023.TW,-2.27%,-64.05000000000001,-1.4,-120.94999999999999,-243.9,-6.3,燁輝,🌑 雙重衰退,-129.63,0.0,⚪ 數據不足,2025-12,-1.85,13.6499996185,2025,-8.68
2.81%,2230.TWO,-8.09%,-18.75,-0.19,-120.96000000000001,-103.85,26.14,泰茂,📉 獲利侵蝕,-118.67,0.0,⚪ 數據不足,2025-12,-1.05,28.9500007629,2025,2.29
-0.79%,1441.TW,-10.66%,-0.8999999999999991,-0.26,-121.2,-110.79,-3.74,大東,🌑 雙重衰退,-128.03,0.0,⚪ 數據不足,2025-12,-0.45,9.3900003433,2025,-6.83
N/A,8466.TW,N/A,1.1999999999999993,0.0,-122.12,-100.0,-11.54,美吉吉-KY,🌑 雙重衰退,-140.21,177.49999761625008,❌ 暫避觀望,2025-12,-0.81,14.1999998093,2025,-18.09
21.48%,3591.TW,-2.51%,0.0,-0.21,-122.50999999999999,-127.78,-6.81,艾笛森,🌑 雙重衰退,-132.32,0.0,⚪ 數據不足,2025-12,-0.34,0.0,2025,-9.81
21.56%,2419.TW,3.08%,-12.750000000000002,-0.17,-122.71,-325.0,-2.54,仲琦,🌑 雙重衰退,-125.0,0.0,⚪ 數據不足,2025-12,-0.36,30.7000007629,2025,-2.29
-4.05%,1465.TW,-24.47%,-18.3,-0.51,-123.04,-221.43,-25.38,偉全,🌑 雙重衰退,-150.77,0.0,⚪ 數據不足,2025-12,-0.33,12.0500001907,2025,-27.73
N/A,6494.TWO,N/A,-74.4,-1.8,-123.62000000000002,-174.07,-18.16,九齊,🌑 雙重衰退,-135.36,0.0,⚪ 數據不足,2025-12,-0.93,56.0999984741,2025,-11.74
18.97%,3354.TWO,-79.87%,-35.699999999999996,-0.71,-124.32000000000001,-102.86,-25.84,律勝,🌑 雙重衰退,-147.06,0.0,⚪ 數據不足,2025-12,-0.84,32.1500015259,2025,-22.74
2.83%,3663.TWO,-0.74%,-1.2000000000000002,-0.07,-125.91,-128.0,2.32,鑫科,📉 獲利侵蝕,-117.39,0.0,⚪ 數據不足,2025-12,-0.08,83.6999969482,2025,8.52
