eps,symbol,prev_year,name,expansion,status,eps_yoy,rev_yoy,prev_eps_yoy,prev_rev_yoy,price,est_price,date,om,advice,gm,pe,prev_eps
0.47,3434.TWO,2025,哲固,-68.60000000000001,🌑 雙重衰退,-73.65,-5.05,-77.78,-2.33,30.6000003815,26.25,2025-12,0.82%,❌ 暫避觀望,17.99%,17.485714503714284,0.3
-3.19,8054.TWO,2025,安國,-68.69,📉 獲利侵蝕,-37.72,30.97,-129.13,26.01,99.5,-115.05,2025-12,N/A,⚪ 數據不足,N/A,0.0,-2.42
0.05,6234.TWO,2025,高僑,-68.82,🔄 轉虧為盈,-95.24,-26.42,-144.58,-31.56,46.4000015259,-11.850000000000001,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.37
-1.07,1309.TW,2025,台達化,-68.85,🌑 雙重衰退,-91.07,-22.22,-55.0,-17.56,15.0,-43.35,2025-12,-4.04%,⚪ 數據不足,3.28%,0.0,-0.93
0.7,8150.TW,2025,南茂,-69.55,🔄 轉虧為盈,-64.1,5.45,-100.61,0.67,88.3000030518,6.449999999999999,2025-12,N/A,❌ 暫避觀望,N/A,205.34884430651167,-0.01
-2.97,6875.TWO,2025,國邑*,-70.36999999999999,🌑 雙重衰退,-130.23,-59.86,-35.26,-61.06,33.8499984741,-113.39999999999999,2025-12,N/A,⚪ 數據不足,N/A,0.0,-2.11
-1.29,2014.TW,2025,中鴻,-70.5,🌑 雙重衰退,-108.06,-37.56,-92.98,-36.55,17.5,-49.05,2025-12,-6.17%,⚪ 數據不足,-3.67%,0.0,-1.1
0.27,6508.TWO,2025,惠光,-70.69,🌑 雙重衰退,-74.77,-4.08,-73.79,-1.96,23.4500007629,16.200000000000003,2025-12,N/A,❌ 暫避觀望,N/A,21.71296366935185,0.27
0.43,4109.TWO,2025,加捷生醫,-70.75,🌑 雙重衰退,-80.37,-9.62,-91.88,-13.54,12.1499996185,12.9,2025-12,-7.54%,⚪ 中性觀察,24.70%,14.127906533139535,0.2
0.57,1473.TW,2025,台南,-70.81,🌑 雙重衰退,-81.13,-10.32,-69.8,-5.85,20.5,52.5,2025-12,-4.13%,⚪ 中性觀察,13.69%,5.857142857142857,0.77
-15.61,4174.TWO,2025,浩鼎,-71.13000000000001,🌑 雙重衰退,-77.68,-6.55,10.0,-26.19,28.1499996185,-423.0,2025-12,-2289.99%,⚪ 數據不足,-76.10%,0.0,-6.21
0.24,3226.TWO,2025,龍鋒,-71.16000000000001,🔄 轉虧為盈,-95.68,-24.52,-107.89,-23.4,48.5,11.999999999999998,2025-12,4.48%,❌ 暫避觀望,15.90%,60.62500000000001,-0.34
0.99,3003.TW,2025,健和興,-71.2,🌑 雙重衰退,-74.48,-3.28,-82.94,-3.86,64.0999984741,28.5,2025-12,6.05%,❌ 暫避觀望,21.28%,33.7368413021579,0.5
0.22,5450.TWO,2025,南良,-71.57,🌑 雙重衰退,-80.53,-8.96,-94.81,-8.5,14.3000001907,4.3500000000000005,2025-12,N/A,❌ 暫避觀望,N/A,49.31034548517241,0.04
0.2,2012.TW,2025,春雨,-71.69,🌑 雙重衰退,-81.05,-9.36,-73.26,-3.32,14.1499996185,10.05,2025-12,2.02%,❌ 暫避觀望,13.55%,21.11940241567164,0.25
1.16,8941.TWO,2025,關中,-71.73,🌑 雙重衰退,-77.08,-5.35,-88.89,-4.94,43.5,54.900000000000006,2025-12,N/A,⚪ 中性觀察,N/A,11.885245901639344,0.48
0.14,6244.TWO,2025,茂迪,-72.0,🌑 雙重衰退,-77.05,-5.05,-46.15,-5.87,31.2000007629,11.550000000000002,2025-12,N/A,❌ 暫避觀望,N/A,40.51948151025973,0.28
2.23,3548.TWO,2025,兆利,-72.66,🌑 雙重衰退,-74.46,-1.8,-87.97,8.05,89.3000030518,58.050000000000004,2025-12,1.84%,❌ 暫避觀望,10.77%,23.07493618909561,0.73
4.13,4569.TW,2025,六方科-KY,-72.85,📉 獲利侵蝕,-47.66,25.19,-51.13,28.81,158.5,158.55,2025-12,0.74%,⚪ 中性觀察,15.14%,14.99526963103122,3.23
-0.76,6219.TWO,2025,富旺,-73.02,🌑 雙重衰退,-114.96,-41.94,-255.35,-99.58,13.6000003815,-87.75,2025-12,N/A,⚪ 數據不足,N/A,0.0,-2.47
-0.13,4402.TWO,2025,郡都開發,-73.25,📉 獲利侵蝕,-44.44,28.81,63.33,17.54,17.3999996185,-5.1,2025-12,-80.56%,⚪ 數據不足,15.04%,0.0,-0.11
-0.16,6560.TWO,2025,欣普羅,-73.75,⚠️ 獲利稀釋,50.0,123.75,-41.94,137.08,37.5499992371,-31.049999999999997,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.88
1.91,2887.TW,2025,台新新光金,-74.55,🏰 高護城河,-0.7,73.85,-27.12,35.48,28.8999996185,63.75,2025-12,25.42%,⚪ 中性觀察,60.04%,6.799999910235294,1.3
0.02,2434.TW,2025,統懋,-75.53,🌑 雙重衰退,-85.71,-10.18,-58.97,-8.66,32.4500007629,8.700000000000001,2025-12,-176.58%,❌ 暫避觀望,-37.47%,55.94827717741378,0.32
0.53,4543.TWO,2025,萬在,-75.73,🔄 轉虧為盈,-74.4,1.33,-105.39,-3.85,37.7999992371,1.2000000000000002,2025-12,7.11%,❌ 暫避觀望,25.17%,472.49999046374995,-0.09
0.57,7743.TWO,2025,金利食安,-75.92,📉 獲利侵蝕,-69.73,6.19,-48.15,17.91,18.5,19.499999999999996,2025-12,N/A,⚪ 中性觀察,N/A,14.230769230769234,0.58
-1.64,3325.TWO,2025,旭品,-75.97,🌑 雙重衰退,-84.27,-8.3,-74.19,-11.73,12.6999998093,-58.05,2025-12,-15.74%,⚪ 數據不足,2.22%,0.0,-1.08
4.85,6620.TWO,2025,漢達,-76.53,⚠️ 獲利稀釋,31.64,108.17,39.62,122.44,69.8000030518,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,3.76
6.1,4763.TW,2025,材料*-KY,-76.96000000000001,🏰 高護城河,-92.76,-15.8,-91.36,-6.43,44.25,530.25,2025-12,50.09%,⚪ 中性觀察,57.83%,1.2517680339462518,4.94
0.51,5244.TW,2025,弘凱,-77.69,🌑 雙重衰退,-79.59,-1.9,-62.57,-2.61,36.7000007629,26.999999999999996,2025-12,N/A,❌ 暫避觀望,N/A,20.388889312722224,0.64
0.92,8038.TWO,2025,長園科,-77.71000000000001,⚠️ 獲利稀釋,160.13,237.84,164.8,372.94,41.0,25.05,2025-12,N/A,❌ 暫避觀望,N/A,24.550898203592812,0.81
-1.39,8933.TWO,2025,愛地雅,-78.58,🌑 雙重衰退,-95.77,-17.19,-266.67,0.33,4.4800000191,-51.45,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.1
11.51,2327.TW,2025,國巨*,-78.71000000000001,📉 獲利侵蝕,-69.45,9.26,-73.12,5.78,819.0,765.1500000000001,2025-12,24.28%,❌ 暫避觀望,37.30%,16.055675357772984,8.22
0.14,8076.TWO,2025,伍豐,-78.74000000000001,🌑 雙重衰退,-90.28,-11.54,-99.59,-17.3,26.6000003815,7.95,2025-12,N/A,❌ 暫避觀望,N/A,50.18867996509434,0.01
0.69,2540.TW,2025,愛山林,-78.94,📉 獲利侵蝕,-77.63,1.31,-73.93,25.99,55.2999992371,37.35,2025-12,4.98%,❌ 暫避觀望,20.31%,22.20883503497992,0.68
-2.75,1591.TWO,2025,駿吉-KY,-79.17,🌑 雙重衰退,-122.76,-43.59,-44.76,-47.7,0.0,0.0,2025-12,-116.55%,⚪ 數據不足,-25.13%,0.0,-2.09
0.12,1449.TW,2025,佳和,-79.33,🔄 轉虧為盈,-87.21,-7.88,-128.57,-18.87,14.75,0.5999999999999993,2025-12,-27.07%,❌ 暫避觀望,0.84%,368.75000000000045,-0.28
0.33,6735.TWO,2025,美達科技,-79.7,🔄 轉虧為盈,-84.51,-4.81,-131.03,-23.64,91.4000015259,-10.649999999999999,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.54
0.44,8182.TWO,2025,加高,-79.82,🌑 雙重衰退,-81.97,-2.15,-97.71,-3.51,49.5999984741,10.649999999999999,2025-12,N/A,❌ 暫避觀望,N/A,69.85915278042253,0.04
0.26,6451.TW,2025,訊芯-KY,-80.18,🔄 轉虧為盈,-35.0,45.18,-672.73,56.34,555.0,-46.050000000000004,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.64
1.29,8422.TW,2025,可寧衛*,-80.26,🌑 雙重衰退,-87.79,-7.53,40.9,-2.24,30.25,355.95,2025-12,N/A,⚪ 中性觀察,N/A,1.2747576906868943,10.47
1.98,4912.TW,2025,聯德控股-KY,-80.72,📉 獲利侵蝕,-70.28,10.44,-45.51,2.6,93.0,113.39999999999999,2025-12,9.53%,⚪ 中性觀察,22.10%,12.301587301587302,2.73
-0.25,4906.TW,2025,正文,-80.9,🌑 雙重衰退,-116.56,-35.66,-140.91,-33.96,41.5499992371,-20.55,2025-12,-1.55%,⚪ 數據不足,14.16%,0.0,-0.45
-4.88,2338.TW,2025,光罩,-80.94,🌑 雙重衰退,-101.09,-20.15,-394.25,-17.29,44.4500007629,-190.34999999999997,2025-12,-14.81%,⚪ 數據不足,5.40%,0.0,-3.56
0.48,6432.TWO,2025,今展科,-81.64,📉 獲利侵蝕,-71.34,10.3,-90.83,10.79,75.9000015259,9.899999999999999,2025-12,N/A,❌ 暫避觀望,N/A,115.00000231196971,0.11
-0.25,6113.TWO,2025,亞矽,-82.3,🌑 雙重衰退,-92.31,-10.01,31.58,-14.19,26.25,-5.1000000000000005,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.13
1.72,1522.TW,2025,堤維西,-82.68,📉 獲利侵蝕,-61.33,21.35,-73.56,6.94,30.8500003815,65.7,2025-12,0.14%,⚪ 中性觀察,15.03%,7.043379082534247,1.17
0.08,3717.TW,2025,聯嘉投控,-83.55,🔄 轉虧為盈,-80.0,3.55,-182.86,0.43,20.2000007629,0.0,2025-12,7.12%,⚪ 數據不足,19.34%,0.0,-0.29
0.35,6921.TW,2025,嘉雨思-創,-83.71,📉 獲利侵蝕,-55.26,28.45,-25.0,51.06,69.5,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,0.21
0.67,6762.TWO,2025,達亞,-83.75,📉 獲利侵蝕,-64.17,19.58,-4.23,32.38,170.0,32.400000000000006,2025-12,N/A,❌ 暫避觀望,N/A,78.7037037037037,0.68
0.11,6158.TWO,2025,禾昌,-85.13,🌑 雙重衰退,-91.2,-6.07,-51.97,-6.12,17.8500003815,19.95,2025-12,N/A,⚪ 中性觀察,N/A,13.421052918421054,0.62
0.03,1611.TW,2025,中電,-85.83,🌑 雙重衰退,-94.0,-8.17,-76.74,-5.31,13.5500001907,3.4499999999999997,2025-12,11.05%,❌ 暫避觀望,37.93%,58.91304430739131,0.1
-2.24,3543.TW,2025,州巧,-86.05999999999999,📉 獲利侵蝕,-84.96,1.1,-43.75,2.18,32.0999984741,-55.95,2025-12,-16.08%,⚪ 數據不足,5.62%,0.0,-1.16
1.09,6612.TWO,2025,奈米醫材,-86.35,📉 獲利侵蝕,-54.81,31.54,-59.52,37.74,73.0,54.150000000000006,2025-12,N/A,❌ 暫避觀望,N/A,20.221606648199444,0.7
0.04,1727.TW,2025,中華化,-86.54,🌑 雙重衰退,-92.0,-5.46,-93.18,-6.15,87.0999984741,0.44999999999999996,2025-12,-0.08%,❌ 暫避觀望,11.85%,2903.33328247,0.03
-3.69,3714.TW,2025,富采,-86.69999999999999,🌑 雙重衰退,-95.74,-9.04,-154.37,-10.09,62.7000007629,-130.50000000000003,2025-12,-25.24%,⚪ 數據不足,-2.65%,0.0,-2.62
0.07,3016.TW,2025,嘉晶,-87.14,🔄 轉虧為盈,-92.39,-5.25,-110.98,-9.76,103.0,-2.25,2025-12,4.89%,⚪ 數據不足,11.81%,0.0,-0.09
-1.13,3713.TWO,2025,新晶投控,-88.05000000000001,🌑 雙重衰退,-96.23,-8.18,-13.64,-14.16,16.1499996185,-27.9,2025-12,-22.36%,⚪ 數據不足,0.24%,0.0,-0.55
0.97,3169.TWO,2025,亞信,-88.1,🏰 高護城河,-14.16,73.94,7.31,9.02,106.5,138.45000000000002,2026-03,26.68%,⚪ 中性觀察,54.20%,11.538461538461538,3.67
-1.02,3685.TWO,2025,元創精密,-88.41,🌑 雙重衰退,-92.45,-4.04,-63.16,-11.44,28.25,-36.9,2025-12,6.52%,⚪ 數據不足,22.32%,0.0,-0.62
0.05,3490.TWO,2025,單井,-88.42999999999999,🌑 雙重衰退,-96.99,-8.56,-80.0,-4.45,32.5,-2.850000000000001,2025-12,-16.80%,⚪ 數據不足,19.24%,0.0,0.43
0.08,1220.TW,2025,台榮,-88.78999999999999,🌑 雙重衰退,-93.16,-4.37,-87.62,-0.15,11.6499996185,2.0816681711721685e-16,2025-12,-0.43%,❌ 暫避觀望,8.16%,8.394709430518884e+17,0.13
0.01,4534.TWO,2025,慶騰,-88.89999999999999,🔄 轉虧為盈,-91.3,-2.4,-630.0,-3.65,31.5,-18.3,2025-12,-3.10%,⚪ 數據不足,15.20%,0.0,-0.53
0.13,2106.TW,2025,建大,-89.3,🌑 雙重衰退,-90.0,-0.7,-94.5,-1.02,18.1499996185,3.6,2025-12,1.48%,❌ 暫避觀望,20.30%,75.62499841041667,0.06
-0.41,6582.TW,2025,申豐,-89.55,🌑 雙重衰退,-141.41,-51.86,-117.59,-44.17,31.25,-23.249999999999996,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.19
-2.55,8024.TWO,2025,佑華,-90.36999999999999,🌑 雙重衰退,-121.74,-31.37,-103.09,-30.69,12.1499996185,-97.19999999999999,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.97
0.34,3597.TWO,2025,映興,-90.62,📉 獲利侵蝕,-74.05,16.57,-84.21,27.0,26.7999992371,7.95,2025-12,8.41%,❌ 暫避觀望,25.04%,50.56603629641509,0.12
-0.34,4806.TWO,2025,桂田文創,-90.96000000000001,📉 獲利侵蝕,-70.0,20.96,-4.35,46.84,9.9399995804,-12.600000000000001,2025-12,-39.20%,⚪ 數據不足,46.90%,0.0,-0.24
-0.29,6680.TWO,2025,鑫創電子,-91.37,🌑 雙重衰退,-106.78,-15.41,-148.8,-20.75,55.5999984741,-36.449999999999996,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.03
0.14,8354.TWO,2025,冠好,-91.77,🔄 轉虧為盈,-91.14,0.63,-136.75,-0.47,16.5,-21.45,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.43
2.81,3035.TW,2025,智原,-92.36,📉 獲利侵蝕,-29.75,62.61,-34.95,87.19,174.5,113.7,2025-12,2.86%,❌ 暫避觀望,42.16%,23.021108179419524,2.01
0.06,5015.TWO,2025,華祺,-92.62,🔄 轉虧為盈,-97.61,-4.99,-128.23,3.65,23.6000003815,-10.2,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.35
0.49,3594.TWO,2025,磐儀,-92.73,🔄 轉虧為盈,-63.43,29.3,-107.04,40.54,44.1500015259,-2.6999999999999993,2025-12,10.21%,⚪ 數據不足,41.27%,0.0,-0.05
0.01,1906.TW,2025,寶隆,-92.89,🔄 轉虧為盈,-96.0,-3.11,-650.0,-6.91,11.1499996185,-7.95,2025-12,7.26%,⚪ 數據不足,12.71%,0.0,-0.15
-1.53,6180.TWO,2025,橘子,-93.03999999999999,🌑 雙重衰退,-112.99,-19.95,-96.54,-21.78,47.0499992371,6.149999999999999,2025-12,N/A,❌ 暫避觀望,N/A,114.75609570024393,0.44
-4.72,2035.TWO,2025,唐榮,-93.33,🌑 雙重衰退,-114.55,-21.22,-181.25,-14.97,28.0,-181.2,2025-12,-18.44%,⚪ 數據不足,-14.72%,0.0,-3.6
0.04,3050.TW,2025,鈺德,-93.45,📉 獲利侵蝕,-92.73,0.72,-96.92,-0.77,12.8500003815,-0.30000000000000027,2025-12,-1.07%,⚪ 數據不足,27.89%,0.0,0.02
8.43,3147.TWO,2025,大綜,-93.72,📉 獲利侵蝕,-29.4,64.32,10.24,80.92,320.0,328.79999999999995,2025-12,5.75%,⚪ 中性觀察,13.87%,14.598540145985403,5.92
0.08,3221.TWO,2025,台嘉碩,-94.11,🔄 轉虧為盈,-91.75,2.36,-130.14,0.54,58.5,-1.6500000000000001,2025-12,4.08%,⚪ 數據不足,22.57%,0.0,-0.22
-2.24,1338.TW,2025,廣華-KY,-94.87,📉 獲利侵蝕,-92.04,2.83,-254.55,5.73,16.6499996185,-97.5,2025-12,-1.26%,⚪ 數據不足,22.76%,0.0,-2.0
0.89,8096.TWO,2025,擎亞,-95.61,📉 獲利侵蝕,-72.78,22.83,-80.2,25.43,118.0,46.949999999999996,2025-12,N/A,❌ 暫避觀望,N/A,37.69968051118211,0.58
0.1,7402.TWO,2025,邑錡,-95.76,📉 獲利侵蝕,-93.2,2.56,-95.69,5.67,92.5,6.15,2025-12,N/A,❌ 暫避觀望,N/A,225.60975609756096,0.05
-0.15,2719.TWO,2025,燦星旅,-97.75,🌑 雙重衰退,-111.9,-14.15,-124.87,-14.79,24.8999996185,-11.1,2025-12,2.54%,⚪ 數據不足,7.41%,0.0,-0.47
0.06,6982.TWO,2025,大井泵浦,-97.91,📉 獲利侵蝕,-97.61,0.3,-75.94,-1.08,57.9000015259,34.95,2025-12,N/A,❌ 暫避觀望,N/A,24.849786062618026,0.64
0.2,4533.TWO,2025,協易機,-99.11999999999999,📉 獲利侵蝕,-87.1,12.02,-96.64,13.39,29.8500003815,5.1,2025-12,-4.87%,❌ 暫避觀望,23.68%,87.79411876911766,0.04
0.04,3465.TWO,2025,進泰電子,-100.55000000000001,🔄 轉虧為盈,-94.87,5.68,37.5,17.21,32.0999984741,3.749999999999999,2025-12,-2.95%,❌ 暫避觀望,20.16%,128.39999389640002,-0.1
-1.19,6160.TWO,2025,欣技,-100.82,🌑 雙重衰退,-108.77,-7.95,12.7,0.11,16.5499992371,-33.300000000000004,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.55
0.03,3481.TW,2025,群創,-101.02,📉 獲利侵蝕,-96.3,4.72,109.38,4.39,44.2999992371,3.15,2025-12,-2.06%,❌ 暫避觀望,9.08%,210.95237731952383,0.03
-0.15,9962.TWO,2025,有益,-101.05,🌑 雙重衰退,-122.06,-21.01,-141.07,-20.17,9.8500003815,-6.15,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.23
-1.65,6698.TW,2025,旭暉應材,-102.49,📉 獲利侵蝕,-72.63,29.86,-51.58,31.33,37.5,-67.35000000000001,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.45
-3.15,8101.TW,2025,華冠,-103.30999999999999,⚠️ 獲利稀釋,63.58,166.89,66.4,300.12,16.6000003815,-136.64999999999998,2025-12,N/A,⚪ 數據不足,N/A,0.0,-2.53
0.09,2646.TW,2025,星宇航空,-103.47999999999999,📉 獲利侵蝕,-79.55,23.93,-73.33,26.11,20.1499996185,12.900000000000002,2025-12,1.56%,❌ 暫避觀望,13.18%,23.43023211453488,0.16
-0.93,8027.TWO,2025,鈦昇,-103.62,📉 獲利侵蝕,-93.62,10.0,-355.88,-10.4,228.5,-72.00000000000001,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.59
0.04,8289.TWO,2025,泰藝,-106.02,🔄 轉虧為盈,-90.0,16.02,-196.0,15.96,68.1999969482,-7.800000000000001,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.24
-1.49,5348.TWO,2025,正能量智能,-106.06,🌑 雙重衰退,-109.86,-3.8,-15.91,-2.76,15.8999996185,-55.949999999999996,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.02
0.39,4768.TWO,2025,晶呈科技,-107.44,🔄 轉虧為盈,-86.55,20.89,-103.78,-22.96,380.0,4.950000000000001,2025-12,4.95%,❌ 暫避觀望,16.79%,1151.5151515151513,-0.09
-0.67,4557.TW,2025,永新-KY,-107.8,📉 獲利侵蝕,-106.38,1.42,-129.31,10.25,45.4000015259,62.55,2025-12,9.33%,⚪ 中性觀察,28.78%,10.887290533788969,-2.24
-1.72,6130.TWO,2025,上亞科技,-108.54000000000002,🌑 雙重衰退,-129.33,-20.79,-1077.78,-23.23,24.25,-58.35,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.06
-0.27,9950.TWO,2025,萬國通,-108.75999999999999,🌑 雙重衰退,-126.47,-17.71,-150.0,-20.28,10.6999998093,-13.35,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.44
0.02,6542.TWO,2025,隆中,-109.23,🔄 轉虧為盈,-99.01,10.22,-120.18,2.29,46.4500007629,-8.25,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.46
0.05,6229.TWO,2025,研通,-110.50999999999999,🔄 轉虧為盈,-90.74,19.77,-103.57,23.03,26.5499992371,-2.399999999999999,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.02
-5.61,1569.TWO,2025,濱川,-111.63,📉 獲利侵蝕,-106.61,5.02,-163.13,11.56,48.7999992371,-226.35,2025-12,-23.08%,⚪ 數據不足,-3.81%,0.0,-4.54
-2.86,3149.TW,2025,正達,-112.51,📉 獲利侵蝕,-106.98,5.53,-272.73,0.72,82.1999969482,-111.9,2025-12,-29.19%,⚪ 數據不足,-12.37%,0.0,-2.24
3.56,4583.TW,2025,台灣精銳,-112.84,🏰 高護城河,-14.42,98.42,-15.13,1.32,621.0,438.9,2026-03,30.40%,❌ 暫避觀望,51.18%,21.223513328776487,12.0
2.3,3528.TW,2025,安馳,-114.03,📉 獲利侵蝕,-44.71,69.32,-91.89,54.47,123.0,49.199999999999996,2025-12,8.05%,❌ 暫避觀望,12.45%,37.5,0.27
2.32,2354.TW,2025,鴻準,-114.13,📉 獲利侵蝕,-8.3,105.83,-11.58,166.67,56.2999992371,85.95,2025-12,2.17%,⚪ 中性觀察,4.22%,9.82547979705061,1.68
-0.06,5201.TWO,2025,凱衛,-114.85,📉 獲利侵蝕,-102.22,12.63,-115.29,8.86,29.2999992371,-17.700000000000003,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.13
0.51,7780.TW,2025,大研生醫*,-115.5,📉 獲利侵蝕,-76.4,39.1,209.41,51.38,18.5,121.5,2025-12,N/A,⚪ 中性觀察,N/A,2.2839506172839505,3.44
-3.0,2460.TW,2025,建通,-117.14,🌑 雙重衰退,-117.65,-0.51,-247.95,-3.42,31.0499992371,-108.3,2025-12,-6.88%,⚪ 數據不足,3.88%,0.0,-2.59
-0.78,8047.TWO,2025,星雲,-117.39,🌑 雙重衰退,-122.86,-5.47,-140.0,-6.79,51.7000007629,-20.25,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.36
3.65,2528.TW,2025,皇普,-117.88000000000001,⚠️ 獲利稀釋,12.42,130.3,525.0,44251.78,22.3500003815,148.8,2025-12,10.37%,⚪ 中性觀察,15.63%,2.2530242320060485,3.39
-0.22,3150.TW,2025,鈺寶-創,-119.3,🌑 雙重衰退,-131.88,-12.58,-73.61,-11.3,18.6499996185,3.9000000000000004,2025-12,-42.60%,❌ 暫避觀望,40.07%,71.73076776346154,0.19
-1.85,2023.TW,2025,燁輝,-120.94999999999999,🌑 雙重衰退,-129.63,-8.68,-243.9,-6.3,13.6999998093,-64.05000000000001,2025-12,-2.27%,⚪ 數據不足,7.45%,0.0,-1.4
-1.05,2230.TWO,2025,泰茂,-120.96000000000001,📉 獲利侵蝕,-118.67,2.29,-103.85,26.14,27.0,-18.75,2025-12,-8.09%,⚪ 數據不足,2.81%,0.0,-0.19
-0.45,1441.TW,2025,大東,-121.2,🌑 雙重衰退,-128.03,-6.83,-110.79,-3.74,9.1800003052,-0.8999999999999991,2025-12,-10.66%,⚪ 數據不足,-0.79%,0.0,-0.26
-0.81,8466.TW,2025,美吉吉-KY,-122.12,🌑 雙重衰退,-140.21,-18.09,-100.0,-11.54,15.4499998093,1.1999999999999993,2025-12,N/A,❌ 暫避觀望,N/A,193.12499761625008,0.0
-0.34,3591.TW,2025,艾笛森,-122.50999999999999,🌑 雙重衰退,-132.32,-9.81,-127.78,-6.81,0.0,0.0,2025-12,-2.51%,⚪ 數據不足,21.48%,0.0,-0.21
-0.36,2419.TW,2025,仲琦,-122.71,🌑 雙重衰退,-125.0,-2.29,-325.0,-2.54,27.8500003815,-12.750000000000002,2025-12,3.08%,⚪ 數據不足,21.56%,0.0,-0.17
-0.33,1465.TW,2025,偉全,-123.04,🌑 雙重衰退,-150.77,-27.73,-221.43,-25.38,12.1999998093,-18.3,2025-12,-24.47%,⚪ 數據不足,-4.05%,0.0,-0.51
-0.93,6494.TWO,2025,九齊,-123.62000000000002,🌑 雙重衰退,-135.36,-11.74,-174.07,-18.16,52.5999984741,-74.4,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.8
-0.84,3354.TWO,2025,律勝,-124.32000000000001,🌑 雙重衰退,-147.06,-22.74,-102.86,-25.84,27.2999992371,-35.699999999999996,2025-12,-79.87%,⚪ 數據不足,18.97%,0.0,-0.71
-0.08,3663.TWO,2025,鑫科,-125.91,📉 獲利侵蝕,-117.39,8.52,-128.0,2.32,67.0,-1.2000000000000002,2025-12,-0.74%,⚪ 數據不足,2.83%,0.0,-0.07
-0.61,5202.TWO,2025,力新,-126.51000000000002,🌑 雙重衰退,-134.86,-8.35,-126.76,1.12,15.3500003815,-33.3,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.57
-1.63,2231.TW,2025,為升,-127.19000000000001,🌑 雙重衰退,-148.96,-21.77,-103.64,-18.65,93.0,-19.8,2025-12,-15.73%,⚪ 數據不足,23.65%,0.0,-0.06
-0.06,2024.TW,2025,志聯,-127.67,🌑 雙重衰退,-137.5,-9.83,-380.0,-7.46,13.8999996185,-3.75,2025-12,2.74%,⚪ 數據不足,8.85%,0.0,-0.14
-4.83,1583.TW,2025,程泰,-130.45999999999998,🌑 雙重衰退,-142.57,-12.11,-269.21,-12.06,49.2999992371,-399.0,2025-12,-2.95%,⚪ 數據不足,19.66%,0.0,-5.75
-0.55,3390.TWO,2025,旭軟,-130.85000000000002,🌑 雙重衰退,-138.3,-7.45,-158.97,-10.98,26.25,-30.0,2025-12,1.24%,⚪ 數據不足,17.06%,0.0,-0.72
-5.14,3092.TW,2025,鴻碩,-131.88,🌑 雙重衰退,-147.12,-15.24,-174.52,-17.54,28.5,-208.2,2025-12,-21.28%,⚪ 數據不足,1.51%,0.0,-4.31
-0.09,6693.TWO,2025,廣閎科,-131.91,📉 獲利侵蝕,-102.7,29.21,-150.45,27.89,160.5,-48.45,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.12
-0.32,2425.TW,2025,承啟,-132.64999999999998,📉 獲利侵蝕,-130.48,2.17,-439.29,2.41,33.1500015259,-35.4,2025-12,0.94%,⚪ 數據不足,8.50%,0.0,-0.95
-0.56,1905.TW,2025,華紙,-133.85,🌑 雙重衰退,-143.48,-9.63,-1316.67,-10.29,12.9499998093,-34.35,2025-12,-6.00%,⚪ 數據不足,4.37%,0.0,-0.85
-0.61,2461.TW,2025,光群雷,-133.95,🌑 雙重衰退,-138.31,-4.36,-117.82,-5.52,19.4500007629,-18.299999999999997,2025-12,-2.69%,⚪ 數據不足,18.99%,0.0,-0.32
-0.52,6243.TW,2025,迅杰,-134.34,🌑 雙重衰退,-147.27,-12.93,-145.59,-6.38,29.4500007629,-13.499999999999998,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.32
-5.26,4923.TWO,2025,力士,-134.54,📉 獲利侵蝕,-124.23,10.31,-176.51,6.21,43.5,-236.85,2025-12,-11.28%,⚪ 數據不足,25.62%,0.0,-4.75
