gm,advice,pe,eps_yoy,eps,prev_eps,est_price,prev_rev_yoy,om,prev_eps_yoy,symbol,name,rev_yoy,status,price,date,prev_year,expansion
N/A,⚪ 中性觀察,3.501494654267564,33.56,1.95,6.04,200.7,1.41,N/A,37.27,8077.TWO,洛��,236.89,⚠️ 獲利稀釋,46.8499984741,2026-03,2025,-203.32999999999998
N/A,⚪ 中性觀察,2.0076353363103525,-45.41,2.08,18.83,667.9499999999999,78.68,N/A,242.99,6596.TWO,寬宏藝術,158.08,📉 獲利侵蝕,89.4000015259,2026-03,2025,-203.49
32.65%,⚪ 中性觀察,4.339428277105331,-29.35,3.61,14.92,582.4499999999999,-2.91,10.54%,-20.89,4536.TW,拓凱,174.36,📉 獲利侵蝕,168.5,2026-03,2025,-203.71
28.63%,⚪ 中性觀察,8.02795617680393,-3.08,2.52,10.2,397.04999999999995,-26.81,14.44%,-52.93,4770.TW,上品,200.72,📉 獲利侵蝕,212.5,2026-03,2025,-203.8
39.78%,⚪ 數據不足,0.0,-83.33,0.01,-1.84,-56.85,-19.18,-22.71%,-757.14,3527.TWO,聚積,120.7,🔄 轉虧為盈,59.9000015259,2026-03,2025,-204.03
N/A,⚪ 數據不足,0.0,-35.0,-0.27,0.06,-5.25,16.55,N/A,20.0,6661.TWO,威健生技,169.3,📉 獲利侵蝕,18.0,2026-03,2025,-204.3
N/A,⚪ 中性觀察,4.799426934097421,-68.52,0.17,1.43,52.35,8.24,N/A,55.43,8404.TW,百和興業-KY,136.36,📉 獲利侵蝕,16.75,2026-03,2025,-204.88
41.59%,⚪ 中性觀察,8.687707514468439,-84.0,0.16,3.67,90.3,2.54,21.37%,180.15,4746.TW,台耀,121.25,📉 獲利侵蝕,52.2999992371,2026-03,2025,-205.25
32.08%,⚪ 中性觀察,10.405843908149352,17.65,0.4,1.34,46.2,0.59,2.52%,7.2,3652.TW,精聯,222.99,⚠️ 獲利稀釋,32.0499992371,2026-03,2025,-205.34
N/A,❌ 暫避觀望,31.05504447165137,-25.0,0.3,0.76,32.7,22.23,N/A,213.64,6202.TW,盛群,180.5,📉 獲利侵蝕,67.6999969482,2026-03,2025,-205.5
N/A,⚪ 中性觀察,12.243902625121953,-35.29,0.22,0.72,30.749999999999996,-5.88,N/A,2.44,5381.TWO,光譜,170.48,📉 獲利侵蝕,25.1000003815,2026-03,2025,-205.76999999999998
N/A,❌ 暫避觀望,18.029851201761197,-33.33,0.12,1.58,50.24999999999999,8.46,N/A,205.88,6840.TWO,東研信超,172.58,📉 獲利侵蝕,60.4000015259,2026-03,2025,-205.91000000000003
42.45%,⚪ 中性觀察,8.302138833449197,-95.96,0.04,2.12,56.1,21.26,4.92%,13.37,4554.TWO,橙的,110.07,📉 獲利侵蝕,31.0499992371,2026-03,2025,-206.02999999999997
N/A,⚪ 數據不足,0.0,-83.33,-0.22,-0.36,-16.8,-7.24,N/A,36.84,6144.TWO,得利影,123.19,📉 獲利侵蝕,13.8999996185,2026-03,2025,-206.51999999999998
N/A,⚪ 數據不足,0.0,-133.33,-0.07,-0.47,-28.650000000000002,19.96,N/A,44.71,6228.TWO,全譜,73.39,📉 獲利侵蝕,18.75,2026-03,2025,-206.72000000000003
18.26%,❌ 暫避觀望,54.843630816170865,396.72,3.03,6.22,196.64999999999998,14.65,5.03%,8.17,3163.TWO,波若威,603.64,⚠️ 獲利稀釋,719.0,2026-03,2025,-206.91999999999996
N/A,❌ 暫避觀望,124.54545281181817,-50.0,0.05,0.07,1.6500000000000001,-10.97,N/A,-87.27,6164.TW,華興,156.93,📉 獲利侵蝕,13.6999998093,2026-03,2025,-206.93
-76.10%,⚪ 數據不足,0.0,-72.68,-3.35,-15.61,-444.0,-6.55,-2289.99%,-77.68,4174.TWO,浩鼎,134.38,📉 獲利侵蝕,28.3999996185,2026-03,2025,-207.06
N/A,⚪ 中性觀察,12.0731705249458,-11.67,0.54,3.18,110.7,-10.51,N/A,-30.29,6411.TWO,晶焱,195.47,📉 獲利侵蝕,89.0999984741,2026-03,2025,-207.14
40.07%,❌ 暫避觀望,289.9999936416666,-111.11,-0.02,-0.22,0.9000000000000001,-12.58,-42.60%,-131.88,3150.TW,鈺寶-創,96.33,📉 獲利侵蝕,17.3999996185,2026-03,2025,-207.44
N/A,⚪ 數據不足,0.0,77.78,-0.06,-0.45,-24.45,-6.89,N/A,-147.37,8929.TWO,富堡,285.71,⚠️ 獲利稀釋,14.3000001907,2026-03,2025,-207.92999999999998
N/A,⚪ 中性觀察,6.513409961685824,46.91,1.19,2.87,117.45,2.77,N/A,17.48,6509.TWO,聚和,254.89,⚠️ 獲利稀釋,51.0,2026-03,2025,-207.98
32.53%,⚪ 中性觀察,4.247806548255939,17.83,4.56,19.63,700.9499999999999,31.04,8.38%,38.68,3611.TWO,鼎翰,225.85,⚠️ 獲利稀釋,198.5,2026-03,2025,-208.01999999999998
N/A,⚪ 中性觀察,7.835051284226804,-47.46,0.31,1.32,43.650000000000006,-0.14,N/A,-22.16,3128.TWO,昇銳,160.69,📉 獲利侵蝕,22.7999992371,2026-03,2025,-208.15
33.30%,⚪ 中性觀察,10.164900241672557,-53.4,0.96,4.63,127.35000000000001,-4.78,5.30%,-46.9,3022.TW,威強電,154.92,📉 獲利侵蝕,86.3000030518,2026-03,2025,-208.32
N/A,❌ 暫避觀望,34.60317339222222,113.33,0.32,0.23,9.450000000000001,-8.72,N/A,-64.62,2908.TW,特力,321.84,⚠️ 獲利稀釋,21.7999992371,2026-03,2025,-208.51
31.32%,⚪ 中性觀察,6.140529453869654,38.1,0.58,2.18,73.65,12.31,10.89%,28.24,1593.TWO,祺驊,247.51,⚠️ 獲利稀釋,30.1499996185,2026-03,2025,-209.41
N/A,❌ 暫避觀望,29.155313351498638,185.71,3.0,6.6,220.2,16.7,N/A,7.67,6291.TWO,沛亨,395.26,⚠️ 獲利稀釋,428.0,2026-03,2025,-209.54999999999998
N/A,⚪ 中性觀察,4.372093023255814,10.1,1.09,4.49,161.25,9.65,N/A,32.45,6170.TWO,統振,219.66,⚠️ 獲利稀釋,47.0,2026-03,2025,-209.56
N/A,⚪ 中性觀察,7.722772277227723,-29.82,0.4,2.2,75.75,11.04,N/A,-7.56,6843.TWO,進典,179.87,📉 獲利侵蝕,39.0,2026-03,2025,-209.69
29.73%,⚪ 中性觀察,2.9342723004694835,-27.83,0.83,6.13,223.65,12.91,19.04%,39.0,4417.TWO,金洲,182.02,📉 獲利侵蝕,43.75,2026-03,2025,-209.85000000000002
N/A,❌ 暫避觀望,41.50684931506849,30.16,3.97,15.29,547.5,-3.24,N/A,-25.74,6488.TWO,環球晶,240.11,⚠️ 獲利稀釋,1515.0,2026-03,2025,-209.95000000000002
51.08%,❌ 暫避觀望,136.85185467740737,77.78,0.16,0.2,4.050000000000001,4.08,3.74%,35.71,2305.TW,全友,288.05,🏰 高護城河,36.9500007629,2026-03,2025,-210.27
N/A,⚪ 中性觀察,6.358737490377213,-98.52,0.21,23.9,974.25,9.11,N/A,-38.71,6472.TW,保瑞,111.76,📉 獲利侵蝕,413.0,2026-03,2025,-210.28
N/A,❌ 暫避觀望,23.06034482758621,47.73,0.7,2.07,69.6,21.08,N/A,9.66,5425.TWO,台半,258.92,⚠️ 獲利稀釋,107.0,2026-03,2025,-211.19000000000003
N/A,⚪ 中性觀察,8.637168006566371,8.47,0.66,2.3,84.75,-7.32,N/A,-48.17,8482.TW,商億-KY,219.95,⚠️ 獲利稀釋,48.7999992371,2026-03,2025,-211.48
-118.96%,⚪ 數據不足,0.0,-11.11,-0.3,-2.61,-68.24999999999999,-11.95,-391.42%,50.57,1340.TW,勝悅-KY,200.76,📉 獲利侵蝕,5.2899999619,2026-03,2025,-211.87
34.09%,⚪ 中性觀察,6.265664160401002,25.45,0.7,3.5,119.7,22.61,7.78%,25.0,3684.TWO,榮昌,237.63,⚠️ 獲利稀釋,50.0,2026-03,2025,-212.18
42.43%,⚪ 中性觀察,6.997518799727047,-139.29,-0.11,2.51,60.45,12.21,14.38%,216.0,4744.TWO,皇將,72.97,📉 獲利侵蝕,28.2000007629,2026-03,2025,-212.26
N/A,❌ 暫避觀望,15.738758029978587,8.59,-1.18,4.48,140.1,-1.54,N/A,34.45,4977.TW,眾達-KY,221.69,⚠️ 獲利稀釋,147.0,2026-03,2025,-213.1
N/A,⚪ 中性觀察,10.028570992628572,85.71,0.26,0.73,26.25,1.95,N/A,25.86,8423.TWO,保綠-KY,299.79,⚠️ 獲利稀釋,17.5499992371,2026-03,2025,-214.08000000000004
25.59%,❌ 暫避觀望,34.690723222577326,20.51,0.47,1.06,29.099999999999998,28.48,8.79%,-24.29,3441.TWO,聯一光,234.71,⚠️ 獲利稀釋,67.3000030518,2026-03,2025,-214.20000000000002
47.97%,⚪ 中性觀察,1.3164108168240853,-97.79,0.06,2.85,127.04999999999998,-12.89,18.04%,3612.5,2547.TW,日勝生,117.28,📉 獲利侵蝕,11.1499996185,2026-03,2025,-215.07
N/A,❌ 暫避觀望,174.25925643370365,-19.05,0.17,0.38,4.050000000000001,5.25,N/A,-58.24,8111.TWO,立��,196.24,📉 獲利侵蝕,47.0499992371,2026-03,2025,-215.29000000000002
31.96%,⚪ 中性觀察,4.786450662739322,-10.19,0.97,2.85,101.85,0.33,13.66%,-23.39,1307.TW,三芳,205.88,📉 獲利侵蝕,32.5,2026-03,2025,-216.07
30.12%,⚪ 中性觀察,4.4685467204989155,-76.23,0.29,1.72,69.14999999999999,-1.28,9.56%,203.51,4167.TWO,松瑞藥,140.17,📉 獲利侵蝕,20.6000003815,2026-03,2025,-216.39999999999998
36.41%,⚪ 數據不足,0.0,-50.0,0.03,-0.83,-38.1,11.77,-11.64%,-1950.0,3541.TWO,西柏,166.87,🔄 轉虧為盈,21.75,2026-03,2025,-216.87
N/A,⚪ 數據不足,0.0,-41.12,0.63,-1.53,-0.4500000000000004,-19.95,N/A,-112.99,6180.TWO,橘子,176.26,🔄 轉虧為盈,45.5999984741,2026-03,2025,-217.38
31.11%,⚪ 中性觀察,4.703196434121004,2.73,1.13,3.83,131.4,3.54,23.00%,-3.53,4305.TWO,世坤,221.19,⚠️ 獲利稀釋,41.2000007629,2026-03,2025,-218.46
34.49%,⚪ 中性觀察,3.9692983292763158,7.14,0.3,1.99,68.39999999999999,-4.79,10.29%,60.48,2614.TW,東森,225.94,⚠️ 獲利稀釋,18.1000003815,2026-03,2025,-218.8
17.99%,❌ 暫避觀望,25.913042814869566,-88.24,0.08,0.47,17.25,-5.05,0.82%,-73.65,3434.TWO,哲固,130.8,📉 獲利侵蝕,29.7999992371,2026-03,2025,-219.04000000000002
N/A,❌ 暫避觀望,81.0126582278481,120.0,0.11,0.39,11.85,1.99,N/A,0.0,5328.TWO,華容,339.6,⚠️ 獲利稀釋,64.0,2026-03,2025,-219.60000000000002
N/A,⚪ 中性觀察,4.67087110760741,-9.93,2.63,10.06,380.55,-6.01,N/A,-4.01,6192.TW,巨路,210.03,📉 獲利侵蝕,118.5,2026-03,2025,-219.96
N/A,⚪ 中性觀察,13.449111470113085,7.58,1.42,5.42,185.70000000000002,-6.13,N/A,-28.68,7712.TWO,博盛半導體,227.68,⚠️ 獲利稀釋,166.5,2026-03,2025,-220.1
37.11%,❌ 暫避觀望,22.716488730723608,29.37,4.14,13.82,505.79999999999995,17.37,15.14%,19.76,3583.TW,辛耘,249.81,⚠️ 獲利稀釋,766.0,2026-03,2025,-220.44
37.08%,⚪ 中性觀察,7.895791888957916,-8.74,0.94,2.17,74.85000000000001,-0.76,16.89%,-30.67,2748.TW,雲品,211.71,📉 獲利侵蝕,39.4000015259,2026-03,2025,-220.45000000000002
N/A,❌ 暫避觀望,36.258065008322575,22.22,0.33,0.66,23.25,30.85,N/A,-12.0,6174.TWO,安��,242.78,⚠️ 獲利稀釋,56.2000007629,2026-03,2025,-220.56
34.11%,⚪ 中性觀察,3.8467049257091688,2.48,1.24,5.46,209.4,5.36,23.81%,6.43,2612.TW,中航,223.06,⚠️ 獲利稀釋,53.7000007629,2026-03,2025,-220.58
34.59%,❌ 暫避觀望,32.641210628189334,100.76,7.91,23.14,852.4499999999999,31.76,16.35%,70.65,2308.TW,台達電,321.7,⚠️ 獲利稀釋,1855.0,2026-03,2025,-220.94
23.92%,⚪ 中性觀察,3.165869279342105,-12.22,2.73,11.21,376.20000000000005,-13.25,18.94%,-33.63,2615.TW,萬海,208.73,📉 獲利侵蝕,79.4000015259,2026-03,2025,-220.95
N/A,⚪ 數據不足,0.0,26.67,-0.11,-0.06,-6.6,0.42,N/A,14.29,6225.TW,天瀚,247.65,⚠️ 獲利稀釋,24.6499996185,2026-03,2025,-220.98000000000002
29.01%,❌ 暫避觀望,25.18518561991453,136.36,0.79,1.64,52.65,40.69,12.18%,1116.67,1815.TWO,富喬,357.73,⚠️ 獲利稀釋,88.4000015259,2026-03,2025,-221.37
N/A,❌ 暫避觀望,19.16376306620209,105.83,2.56,5.89,215.25,6.82,N/A,-25.14,8091.TWO,翔名,327.2,⚠️ 獲利稀釋,275.0,2026-03,2025,-221.37
27.10%,⚪ 中性觀察,10.052853961321352,14.44,1.03,3.81,141.9,5.47,14.21%,7.02,4904.TW,遠傳,235.89,⚠️ 獲利稀釋,95.0999984741,2026-03,2025,-221.45
28.78%,❌ 暫避觀望,28.82352941176471,-95.26,0.11,-0.67,25.499999999999996,1.42,9.33%,-106.38,4557.TW,永新-KY,126.45,🔄 轉虧為盈,49.0,2026-03,2025,-221.71
N/A,⚪ 中性觀察,12.388641425389755,-17.65,1.26,7.99,269.40000000000003,1.72,N/A,0.0,6953.TWO,家碩,204.58,📉 獲利侵蝕,222.5,2026-03,2025,-222.23000000000002
19.09%,❌ 暫避觀望,17.53731343283582,10.2,0.54,-0.14,10.05,-3.19,-7.49%,88.8,2390.TW,云辰,232.51,🔄 轉虧為盈,11.75,2026-03,2025,-222.31
-156.07%,⚪ 數據不足,0.0,25.93,-0.2,-0.95,-34.8,-75.71,-456.27%,54.11,4934.TW,太極,248.3,⚠️ 獲利稀釋,16.7000007629,2026-03,2025,-222.37
N/A,⚪ 數據不足,0.0,62.5,-0.22,-0.93,-66.75,10.0,N/A,-93.62,8027.TWO,鈦昇,285.58,⚠️ 獲利稀釋,234.5,2026-03,2025,-223.07999999999998
37.55%,⚪ 中性觀察,10.223266745005876,6.32,2.02,6.81,255.29999999999998,4.01,23.35%,-5.55,1773.TW,勝一,230.24,⚠️ 獲利稀釋,174.0,2026-03,2025,-223.92000000000002
31.15%,⚪ 中性觀察,3.3732660781841113,19.05,1.0,2.92,118.94999999999999,-3.05,10.03%,-2.67,2852.TW,第一保,243.47,⚠️ 獲利稀釋,26.75,2026-03,2025,-224.42
39.69%,⚪ 中性觀察,7.2806171648987466,-44.64,0.31,4.67,155.54999999999998,6.13,12.64%,100.43,3687.TWO,歐買尬,180.03,📉 獲利侵蝕,75.5,2026-03,2025,-224.67000000000002
31.02%,⚪ 中性觀察,5.512758786711602,-12.12,1.74,8.43,311.55000000000007,10.6,14.37%,16.67,3005.TW,神基,213.36,📉 獲利侵蝕,114.5,2026-03,2025,-225.48000000000002
21.56%,⚪ 數據不足,0.0,240.0,0.07,-0.36,-10.95,-2.29,3.08%,-125.0,2419.TW,仲琦,466.13,🔄 轉虧為盈,26.8500003815,2026-03,2025,-226.13
N/A,⚪ 中性觀察,10.93798369621298,9.69,10.64,38.2,1453.65,59.42,N/A,50.45,6781.TW,AES-KY,235.99,⚠️ 獲利稀釋,1060.0,2026-03,2025,-226.3
N/A,⚪ 中性觀察,10.806174957118353,31.5,1.67,4.83,174.9,7.83,N/A,11.03,6417.TWO,韋僑,257.89,⚠️ 獲利稀釋,126.0,2026-03,2025,-226.39
33.86%,⚪ 中性觀察,7.33160601996114,7.77,1.11,3.28,115.8,-3.29,19.41%,-16.11,1708.TW,東鹼,234.22,⚠️ 獲利稀釋,56.5999984741,2026-03,2025,-226.45
30.63%,⚪ 中性觀察,13.666465984346779,-21.29,1.59,6.7,249.14999999999998,-10.49,10.84%,-38.87,2233.TW,宇隆,205.39,📉 獲利侵蝕,227.0,2026-03,2025,-226.67999999999998
34.28%,⚪ 數據不足,0.0,-96.15,0.02,-3.97,-110.25,-4.48,-9.71%,-863.46,4919.TW,新唐,131.47,🔄 轉虧為盈,159.5,2026-03,2025,-227.62
N/A,⚪ 中性觀察,6.286731832065895,30.0,1.17,4.64,168.45000000000002,11.92,N/A,12.22,7713.TWO,威力德生醫,257.65,⚠️ 獲利稀釋,70.5999984741,2026-03,2025,-227.64999999999998
N/A,⚪ 中性觀察,3.480874358628415,-23.48,1.01,7.17,274.5,40.45,N/A,1.91,6637.TWO,醫影,204.18,📉 獲利侵蝕,63.7000007629,2026-03,2025,-227.66
N/A,❌ 暫避觀望,16.889185580774367,54.39,1.83,6.71,224.70000000000002,-1.89,N/A,-23.02,5483.TWO,中美晶,282.05,⚠️ 獲利稀釋,253.0,2026-03,2025,-227.66000000000003
18.99%,⚪ 數據不足,0.0,100.0,0.3,-0.61,-15.75,-4.36,-2.69%,-138.31,2461.TW,光群雷,327.72,🔄 轉虧為盈,16.6000003815,2026-03,2025,-227.72000000000003
27.24%,⚪ 中性觀察,4.851063667468085,-46.55,0.31,1.77,70.5,4.69,-0.96%,9.26,3492.TWO,長盛,181.4,📉 獲利侵蝕,22.7999992371,2026-03,2025,-227.95
N/A,⚪ 中性觀察,5.825617283950618,168.33,0.83,3.76,97.19999999999999,35.14,N/A,161.27,6021.TWO,美好證,396.39,⚠️ 獲利稀釋,37.75,2026-03,2025,-228.05999999999997
N/A,⚪ 中性觀察,11.534246679863012,50.0,0.06,0.33,10.950000000000001,10.32,N/A,73.68,2511.TW,太子,278.4,⚠️ 獲利稀釋,8.4200000763,2026-03,2025,-228.39999999999998
46.73%,⚪ 中性觀察,9.046052631578947,10.42,-0.43,3.41,22.8,-20.46,248.16%,207.21,1456.TW,怡華,239.12,⚠️ 獲利稀釋,13.75,2026-03,2025,-228.70000000000002
29.22%,⚪ 中性觀察,5.751825040277373,-16.25,0.67,2.6,102.75,-1.68,5.88%,4.0,1712.TW,興農,212.47,📉 獲利侵蝕,39.4000015259,2026-03,2025,-228.72
37.68%,⚪ 中性觀察,4.816709292412618,20.69,1.41,4.6,175.95,4.02,21.70%,-19.33,1294.TWO,漢田生技,249.43,⚠️ 獲利稀釋,56.5,2026-03,2025,-228.74
17.92%,⚪ 中性觀察,2.402420948616601,-69.62,3.84,31.68,1214.3999999999999,-18.23,9.72%,-50.82,2603.TW,長榮,159.86,📉 獲利侵蝕,194.5,2026-03,2025,-229.48000000000002
N/A,⚪ 中性觀察,14.29577411056338,-162.5,-0.1,0.4,10.65,-33.62,N/A,-9.3,8176.TWO,智捷,67.8,📉 獲利侵蝕,10.1499996185,2026-03,2025,-230.3
30.19%,⚪ 中性觀察,6.949221120776855,9.31,6.69,20.1,741.45,3.15,19.16%,-16.94,1476.TW,儒鴻,239.8,⚠️ 獲利稀釋,343.5,2026-03,2025,-230.49
N/A,⚪ 中性觀察,2.6597743643890976,3.57,0.58,4.96,159.60000000000002,-12.79,N/A,27.18,5519.TW,隆大,234.12,⚠️ 獲利稀釋,28.2999992371,2026-03,2025,-230.55
22.57%,❌ 暫避觀望,522.999992371,140.0,0.36,0.08,1.5,2.36,4.08%,-91.75,3221.TWO,台嘉碩,371.08,⚠️ 獲利稀釋,52.2999992371,2026-03,2025,-231.07999999999998
39.55%,⚪ 數據不足,0.0,8.7,-0.21,0.87,-1.65,-1.47,16.76%,89.13,2705.TW,六福,241.52,⚠️ 獲利稀釋,16.2000007629,2026-03,2025,-232.82000000000002
N/A,❌ 暫避觀望,189.99999999999997,250.0,0.15,0.12,2.2500000000000004,22.25,N/A,-45.45,6134.TWO,萬旭,482.83,⚠️ 獲利稀釋,28.5,2026-03,2025,-232.82999999999998
31.33%,❌ 暫避觀望,20.911601366906076,123.33,0.67,1.54,54.300000000000004,5.64,12.18%,-14.53,3645.TW,達邁,356.68,⚠️ 獲利稀釋,75.6999969482,2026-03,2025,-233.35000000000002
N/A,⚪ 中性觀察,5.380168963983993,-46.31,1.6,10.74,337.34999999999997,11.63,N/A,-15.51,6279.TWO,胡連,187.83,📉 獲利侵蝕,121.0,2026-03,2025,-234.14000000000001
N/A,⚪ 中性觀察,9.606481481481481,-53.4,0.48,2.01,64.80000000000001,3.87,N/A,-28.06,4568.TWO,科際精密,180.89,📉 獲利侵蝕,41.5,2026-03,2025,-234.29
28.80%,⚪ 數據不足,0.0,-143.75,-0.39,-2.25,-81.75000000000001,-20.4,-34.01%,3.03,3672.TWO,康聯訊,90.54,📉 獲利侵蝕,12.6499996185,2026-03,2025,-234.29000000000002
21.84%,❌ 暫避觀望,20.104712840785343,-46.51,0.23,0.59,28.65,-32.43,-16.24%,-73.78,1570.TWO,力肯,189.46,📉 獲利侵蝕,38.4000015259,2026-03,2025,-235.97
N/A,⚪ 數據不足,0.0,-107.14,-0.29,-1.19,-35.550000000000004,-7.95,N/A,-108.77,6160.TWO,欣技,130.55,📉 獲利侵蝕,15.6000003815,2026-03,2025,-237.69
N/A,⚪ 中性觀察,12.143611404435058,29.57,1.51,10.18,284.1,-4.74,N/A,-25.35,6957.TW,裕慶-KY,267.4,⚠️ 獲利稀釋,230.0,2026-03,2025,-237.82999999999998
26.73%,⚪ 中性觀察,5.823186871360508,-15.53,4.35,14.65,566.7,-3.08,13.46%,-12.17,1477.TW,聚陽,222.48,📉 獲利侵蝕,220.0,2026-03,2025,-238.01
N/A,⚪ 數據不足,0.0,-36.51,0.4,1.35,0.0,5.28,N/A,28.57,1780.TWO,立弘,201.51,📉 獲利侵蝕,23.0,2026-03,2025,-238.01999999999998
23.68%,❌ 暫避觀望,165.58823305,-45.95,0.2,0.2,2.55,12.02,-4.87%,-87.1,4533.TWO,協易機,192.3,📉 獲利侵蝕,28.1499996185,2026-03,2025,-238.25
N/A,⚪ 中性觀察,10.21856372409878,-54.02,4.46,40.23,1585.35,-10.05,N/A,-16.23,6409.TW,旭隼,184.49,📉 獲利侵蝕,1080.0,2026-03,2025,-238.51000000000002
N/A,❌ 暫避觀望,50.87187263078089,236.36,3.37,5.59,197.85000000000002,26.42,N/A,82.47,6584.TWO,南俊國際,475.0,⚠️ 獲利稀釋,671.0,2026-03,2025,-238.64
N/A,⚪ 中性觀察,9.947826219634782,6.12,0.53,2.23,86.25,7.01,N/A,5.83,6792.TW,詠業,245.05,⚠️ 獲利稀釋,57.2000007629,2026-03,2025,-238.93
24.99%,⚪ 中性觀察,4.197324584827202,194.87,2.3,3.66,134.55,0.05,21.14%,16.56,2851.TW,中再保,434.06,⚠️ 獲利稀釋,37.6500015259,2026-03,2025,-239.19
31.89%,❌ 暫避觀望,26.0499992371,-62.5,0.03,0.58,15.0,-20.15,4.46%,3.51,1410.TW,南染,177.04,📉 獲利侵蝕,26.0499992371,2026-03,2025,-239.54
N/A,⚪ 中性觀察,11.81603737596698,-39.13,0.29,2.01,63.6,-6.27,N/A,-16.02,5489.TWO,彩富,200.48,📉 獲利侵蝕,50.0999984741,2026-03,2025,-239.60999999999999
N/A,⚪ 中性觀察,6.736990369324895,-49.09,0.84,3.87,106.65,-0.56,N/A,7.5,6470.TWO,宇智,190.54,📉 獲利侵蝕,47.9000015259,2026-03,2025,-239.63
27.81%,⚪ 數據不足,0.0,-100.0,0.0,-0.2,-7.5,4.47,-9.73%,-766.67,2405.TW,輔信,139.8,📉 獲利侵蝕,16.9500007629,2026-03,2025,-239.8
63.82%,❌ 暫避觀望,21.674640783277514,-150.0,-0.18,1.94,62.699999999999996,-34.55,13.96%,-61.35,3580.TWO,友威科,89.96,🏰 高護城河,90.5999984741,2026-03,2025,-239.95999999999998
N/A,⚪ 數據不足,0.0,35.71,-0.09,-0.63,-21.150000000000002,9.65,N/A,-29.17,5905.TWO,南仁湖,275.77,⚠️ 獲利稀釋,8.5600004196,2026-03,2025,-240.05999999999997
N/A,⚪ 中性觀察,8.291956305858987,55.56,2.42,8.49,302.1,18.4,N/A,79.87,8462.TW,柏文,296.91,⚠️ 獲利稀釋,167.0,2026-03,2025,-241.35000000000002
N/A,⚪ 數據不足,0.0,-179.87,-1.23,-1.98,0.0,-5.13,N/A,-152.11,7584.TWO,樂意,61.56,📉 獲利侵蝕,0.0,2026-03,2025,-241.43
35.25%,❌ 暫避觀望,110.12861736334406,-9.3,0.4,1.28,46.65,37.66,7.09%,1500.0,4542.TWO,科嶠,232.91,📉 獲利侵蝕,342.5,2026-03,2025,-242.21
N/A,❌ 暫避觀望,25.737180465320513,-96.55,0.01,0.8,23.400000000000002,-8.88,N/A,-60.98,4160.TWO,訊聯基因,145.71,📉 獲利侵蝕,40.1500015259,2026-03,2025,-242.26
N/A,⚪ 中性觀察,10.463215674632153,125.0,0.72,1.16,55.05,3.42,N/A,-21.62,6151.TWO,晉倫,368.27,⚠️ 獲利稀釋,38.4000015259,2026-03,2025,-243.26999999999998
23.18%,⚪ 數據不足,0.0,25.0,-0.27,-1.45,-50.550000000000004,40.53,-10.31%,-101.39,4419.TWO,皇家美食,268.83,⚠️ 獲利稀釋,46.25,2026-03,2025,-243.82999999999998
N/A,⚪ 中性觀察,10.653710112561837,-13.64,0.57,2.67,84.9,-0.76,N/A,13.14,8048.TWO,德勝,230.52,📉 獲利侵蝕,60.2999992371,2026-03,2025,-244.16000000000003
31.73%,⚪ 中性觀察,4.526916802610114,-3.96,4.12,13.95,551.7,15.7,11.86%,7.47,3570.TWO,大塚,241.49,📉 獲利侵蝕,166.5,2026-03,2025,-245.45000000000002
27.05%,❌ 暫避觀望,29.598506069094306,20.59,1.64,4.31,160.64999999999998,-0.53,4.85%,-22.62,2049.TW,上銀,266.18,⚠️ 獲利稀釋,317.0,2026-03,2025,-245.59
N/A,⚪ 中性觀察,8.4609075997813,31.1,4.6,14.66,548.6999999999999,6.59,N/A,-5.53,8016.TW,矽創,276.69,⚠️ 獲利稀釋,309.5,2026-03,2025,-245.59
N/A,⚪ 中性觀察,5.926430517711172,33.7,1.23,2.55,110.1,51.31,N/A,177.17,8473.TW,山林水,279.63,⚠️ 獲利稀釋,43.5,2026-03,2025,-245.93
23.50%,⚪ 數據不足,0.0,81.48,-0.05,-0.9,-29.1,-7.14,-6.21%,-1600.0,2332.TW,友訊,327.52,⚠️ 獲利稀釋,24.0499992371,2026-03,2025,-246.03999999999996
34.78%,⚪ 中性觀察,12.500000000000002,-48.0,0.13,1.06,33.9,-10.64,18.49%,-43.32,3567.TWO,逸昌,199.52,📉 獲利侵蝕,28.25,2026-03,2025,-247.52
31.94%,⚪ 中性觀察,4.8460932538200465,62.61,1.87,5.32,190.05,-0.48,17.40%,-19.0,2248.TW,華勝-KY,310.4,⚠️ 獲利稀釋,61.4000015259,2026-03,2025,-247.78999999999996
30.16%,⚪ 中性觀察,8.52611954533582,3.57,0.3,1.23,40.2,-3.25,10.81%,-32.77,4161.TWO,聿新科,251.51,⚠️ 獲利稀釋,22.8500003815,2026-03,2025,-247.94
N/A,❌ 暫避觀望,17.448275862068964,-100.0,0.0,3.61,108.75,105.62,N/A,41.57,6895.TWO,宏碩系統,148.42,📉 獲利侵蝕,126.5,2026-03,2025,-248.42
29.77%,⚪ 中性觀察,6.4297383127614385,30.0,0.65,3.4,91.79999999999998,-15.95,16.80%,-19.05,4527.TWO,方土霖,279.56,⚠️ 獲利稀釋,39.3499984741,2026-03,2025,-249.56
35.72%,⚪ 中性觀察,8.108108108108109,133.33,0.63,3.2,99.9,-14.06,24.67%,-23.63,4588.TW,玖鼎電力,383.37,⚠️ 獲利稀釋,54.0,2026-03,2025,-250.04
