eps_yoy,advice,gm,om,rev_yoy,prev_rev_yoy,prev_year,name,price,pe,prev_eps_yoy,est_price,expansion,status,prev_eps,eps,symbol,date
100.0,⚪ 數據不足,912.85%,-2853.40%,7.27,4.56,2025,大將,11.3500003815,0.0,-58.33,-2.1,92.73,🏰 高護城河,0.05,0.04,1453.TW,2025-12
57.28,⚪ 數據不足,33.80%,-77.27%,-35.31,-47.71,2025,樂威科-KY,13.8999996185,0.0,41.15,-84.00000000000001,92.59,🧐 疑業外收益,-1.67,-1.82,4154.TWO,2025-12
88.8,⚪ 中性觀察,19.09%,-7.49%,-3.19,2.22,2025,云辰,10.6000003815,17.09677480887097,107.29,9.3,91.99,🧐 疑業外收益,0.07,-0.14,2390.TW,2025-12
279.4,⚪ 數據不足,N/A,N/A,187.82,255.72,2025,倍利科,0.0,0.0,914.94,0.0,91.57999999999998,🚀 利潤擴張,8.86,14.04,7822.TW,2025-12
54.88,⚪ 數據不足,N/A,N/A,-36.53,-30.23,2025,鋐寶科技,17.6000003815,0.0,33.79,-48.75,91.41,🧐 疑業外收益,-0.98,-1.13,6674.TW,2025-12
100.0,⚪ 數據不足,N/A,N/A,8.81,9.78,2025,建暐,18.2999992371,0.0,-83.33,-15.0,91.19,🚀 利潤擴張,-0.22,0.0,8092.TWO,2025-12
122.05,⚠️ 追價風險,60.80%,34.82%,31.05,26.76,2025,致茂,2270.0,35.42999843920711,141.3,961.0500000000001,91.0,🏰 高護城河,21.67,27.7,2360.TW,2025-12
89.13,⚪ 數據不足,39.55%,16.76%,-1.47,-0.65,2025,六福,15.1499996185,0.0,-309.09,-1.9500000000000004,90.6,🔄 轉虧為盈,-0.45,0.87,2705.TW,2025-12
104.41,⚪ 中性觀察,N/A,N/A,14.16,13.6,2025,青松健康,40.9500007629,16.851852165802466,75.0,36.45,90.25,🚀 利潤擴張,0.78,1.39,6931.TW,2025-12
81.16,⚪ 數據不足,N/A,N/A,-8.84,-9.27,2025,四維航,14.25,0.0,51.72,-9.6,90.0,🧐 疑業外收益,-0.14,-0.13,5608.TW,2025-12
41.22,⚪ 數據不足,-18.77%,-63.16%,-47.33,-42.1,2025,聯合再生,18.25,0.0,46.61,-28.200000000000003,88.55,🧐 疑業外收益,-0.63,-0.77,3576.TW,2025-12
81.39,💎 強力關注,N/A,N/A,-6.21,-3.06,2025,瑞耘,102.0,8.408903544929926,-16.97,181.95,87.6,🧐 疑業外收益,2.25,7.31,6532.TWO,2025-12
107.11,⚪ 數據不足,N/A,N/A,25.43,18.29,2025,環宇-KY,814.0,0.0,73.81,-23.549999999999997,81.68,🔄 轉虧為盈,-0.45,0.15,4991.TWO,2025-12
35.27,⚪ 數據不足,41.62%,-45.63%,-45.74,-40.76,2025,華軒,35.9500007629,0.0,-18.72,-125.25,81.01,🧐 疑業外收益,-2.52,-3.19,2740.TWO,2025-12
56.79,⚪ 數據不足,31.45%,0.98%,-23.83,-21.6,2025,恩德,26.2999992371,0.0,5.36,-21.599999999999998,80.62,🧐 疑業外收益,-0.53,-0.35,1528.TW,2025-12
65.55,💎 強力關注,N/A,N/A,-15.01,-19.07,2025,帆宣,442.0,11.549516592631305,63.11,574.05,80.56,🧐 疑業外收益,12.0,15.5,6196.TW,2025-12
95.92,⚪ 數據不足,7.21%,-1.47%,16.71,13.61,2025,聚亨,7.5900001526,0.0,116.67,-0.6,79.21000000000001,🚀 利潤擴張,0.02,-0.02,2022.TW,2025-12
100.0,⚪ 數據不足,N/A,N/A,21.05,14.85,2025,凱崴,66.8000030518,0.0,-21.43,-7.05,78.95,🚀 利潤擴張,-0.17,0.0,5498.TWO,2025-12
73.95,💎 強力關注,19.46%,7.61%,-4.56,-2.45,2025,力達-KY,19.8999996185,3.754716909150943,84.95,79.50000000000001,78.51,🧐 疑業外收益,1.72,2.07,4552.TW,2025-12
186.23,⚪ 中性觀察,59.86%,29.84%,108.34,173.02,2025,牧德,896.0,20.49405306495883,362.45,655.8,77.88999999999999,🏰 高護城河,13.28,15.8,3563.TW,2025-12
51.01,⚪ 數據不足,15.21%,-34.07%,-26.01,-12.38,2025,佰研,54.5,0.0,54.03,-44.24999999999999,77.02,🧐 疑業外收益,-0.77,-0.92,3205.TWO,2025-12
34.68,⚪ 數據不足,-184.95%,-404.30%,-42.16,-43.41,2025,迎輝,9.9899997711,0.0,2.61,-65.85,76.84,🧐 疑業外收益,-1.49,-1.45,3523.TWO,2025-12
120.0,⚪ 數據不足,41.15%,17.10%,43.43,36.24,2025,陽程,160.0,0.0,58.96,-32.55,76.57,🔄 轉虧為盈,-0.9,0.48,3498.TWO,2025-12
56.82,⚪ 數據不足,-3.42%,-68.62%,-18.66,-22.91,2025,西勝,14.8000001907,0.0,86.73,-16.200000000000003,75.48,🧐 疑業外收益,-0.14,-0.6,3625.TWO,2025-12
100.49,⚪ 數據不足,N/A,N/A,26.11,28.6,2025,天正國際,96.0999984741,0.0,76.26,-44.699999999999996,74.38,🔄 轉虧為盈,-0.37,0.01,6654.TWO,2025-12
85.65,⚪ 數據不足,16.55%,-1.35%,11.55,7.47,2025,全球傳動,72.5999984741,0.0,69.01,-40.5,74.10000000000001,🚀 利潤擴張,-1.08,-0.66,4540.TW,2025-12
71.43,✅ 穩健價值,8.90%,-6.13%,-2.48,-1.32,2025,百容,25.9500007629,13.951613313387094,44.68,27.900000000000006,73.91000000000001,🧐 疑業外收益,0.68,0.6,2483.TW,2025-12
96.29,⚪ 數據不足,N/A,N/A,22.72,19.21,2025,奧義賽博-KY創,107.0,0.0,98.92,0.0,73.57000000000001,🚀 利潤擴張,-2.01,-1.49,7823.TW,2025-12
78.29,💎 強力關注,16.93%,5.55%,6.0,3.94,2025,雄獅,160.0,3.646308113035552,76.53,658.1999999999999,72.29,🚀 利潤擴張,13.31,17.49,2731.TW,2025-12
55.88,⚪ 數據不足,7.45%,-4.90%,-16.11,-15.52,2025,南紡,11.3500003815,0.0,69.23,-4.2,71.99000000000001,🧐 疑業外收益,-0.04,-0.15,1440.TW,2025-12
65.08,⚠️ 追價風險,N/A,N/A,-5.67,-6.34,2025,台塑化,51.0,33.33333333333333,2.04,22.950000000000003,70.75,🧐 疑業外收益,0.5,1.04,6505.TW,2025-12
140.33,✅ 穩健價值,61.62%,55.59%,69.84,36.15,2025,創見,316.5,15.021357380161364,22.99,316.05000000000007,70.49000000000001,🏰 高護城河,5.37,12.98,2451.TW,2025-12
66.67,⚠️ 追價風險,N/A,N/A,-3.62,1.05,2025,慕康生醫,17.7999992371,29.180326618196727,20.83,9.149999999999999,70.29,🧐 疑業外收益,0.29,0.35,5398.TWO,2025-12
82.8,⚪ 數據不足,-4.80%,-14.24%,12.69,9.39,2025,富晶通,24.2999992371,0.0,65.67,-16.950000000000003,70.11,🚀 利潤擴張,-0.23,-0.16,3623.TWO,2025-12
82.74,⚠️ 追價風險,N/A,N/A,12.66,11.37,2025,聯茂,262.0,25.787401574803148,78.92,152.4,70.08,🚀 利潤擴張,2.98,4.16,6213.TW,2025-12
53.52,⚪ 數據不足,N/A,N/A,-16.31,-27.43,2025,保銳,18.2999992371,0.0,79.91,-22.65,69.83,🧐 疑業外收益,-0.45,-1.32,8093.TWO,2025-12
74.6,⚪ 數據不足,N/A,N/A,5.06,11.68,2025,鑫永洋,10.6499996185,0.0,-642.86,-13.649999999999999,69.53999999999999,🚀 利潤擴張,-0.38,-0.16,6241.TWO,2025-12
10.0,⚪ 數據不足,15.04%,-86.00%,-59.26,-73.69,2025,宏太-KY,16.3500003815,0.0,31.73,-38.85,69.25999999999999,🧐 疑業外收益,-0.71,-1.17,2924.TWO,2025-12
55.88,⚪ 數據不足,N/A,N/A,-11.73,-12.86,2025,特昇-KY,9.9399995804,0.0,83.78,-11.850000000000001,67.61,🧐 疑業外收益,-0.25,-0.61,6616.TWO,2025-12
51.69,💎 強力關注,44.03%,18.21%,-15.61,-12.47,2025,璟德,181.5,6.927480916030533,77.54,393.00000000000006,67.3,🧐 疑業外收益,8.22,9.42,3152.TWO,2025-12
98.71,⚪ 中性觀察,31.93%,18.37%,31.74,29.74,2025,貿聯-KY,2225.0,20.892018779342724,107.49,1597.5,66.97,🚀 利潤擴張,32.49,46.57,3665.TW,2025-12
151.41,⚪ 數據不足,N/A,N/A,84.7,86.86,2025,邁科,0.0,0.0,161.67,0.0,66.71,🚀 利潤擴張,3.14,4.94,6831.TW,2025-12
48.61,⚪ 數據不足,N/A,N/A,-16.98,1.19,2025,商丞,7.0,0.0,33.33,-15.15,65.59,🧐 疑業外收益,-0.34,-0.37,8277.TWO,2025-12
62.96,⚪ 數據不足,13.67%,4.79%,-2.37,-0.78,2025,台玻,70.5,0.0,36.54,-16.349999999999998,65.33,🧐 疑業外收益,-0.33,-0.2,1802.TW,2025-12
77.93,💎 強力關注,25.55%,14.07%,12.63,11.96,2025,大成鋼,41.9500007629,6.242559637336309,98.94,100.8,65.30000000000001,🚀 利潤擴張,2.08,2.88,2027.TW,2025-12
60.48,💎 強力關注,34.49%,10.29%,-4.79,-5.03,2025,東森,18.1000003815,3.9867842249999996,118.46,68.1,65.27,🧐 疑業外收益,1.42,1.99,2614.TW,2025-12
54.46,⚪ 數據不足,N/A,N/A,-10.68,-12.8,2025,桓鼎-KY,29.8999996185,0.0,-950.0,-88.8,65.14,🧐 疑業外收益,-1.9,-2.52,5543.TWO,2025-12
84.62,⚪ 數據不足,18.47%,4.68%,19.6,32.17,2025,日成-KY,22.9500007629,0.0,74.07,-32.699999999999996,65.02000000000001,🚀 利潤擴張,-0.56,-0.24,4807.TW,2025-12
42.76,⚪ 數據不足,6.55%,-24.84%,-22.14,-25.71,2025,大宇,11.8000001907,0.0,-366.67,-24.750000000000004,64.9,🧐 疑業外收益,-0.56,-0.87,1445.TW,2025-12
42.64,⚪ 數據不足,59.04%,-1090.16%,-22.14,-22.27,2025,淳紳,5.7800002098,0.0,46.23,-28.05,64.78,🏰 高護城河,-0.57,-0.74,4529.TWO,2025-12
90.52,⚪ 數據不足,N/A,N/A,25.85,18.69,2025,鈺鎧,51.5999984741,0.0,50.27,-24.750000000000004,64.66999999999999,🚀 利潤擴張,-0.91,-0.2,5228.TWO,2025-12
79.17,✅ 穩健價值,60.10%,23.50%,14.52,6.08,2025,友霖,24.3500003815,12.423469582397958,11.63,29.4,64.65,🏰 高護城河,0.52,0.9,4166.TWO,2025-12
88.97,⚠️ 追價風險,N/A,N/A,24.54,18.57,2025,尖點,422.0,73.77622377622377,52.25,85.8,64.43,🚀 利潤擴張,1.69,2.75,8021.TW,2025-12
42.24,⚪ 數據不足,N/A,N/A,-21.61,-25.86,2025,柏承,34.0,0.0,66.78,-122.25,63.85,🧐 疑業外收益,-1.99,-4.65,6141.TW,2025-12
74.89,💎 強力關注,26.65%,5.06%,11.14,15.04,2025,宏致,80.9000015259,7.178349736104702,133.33,169.04999999999998,63.75,🚀 利潤擴張,3.51,4.35,3605.TW,2025-12
69.12,⚠️ 追價風險,N/A,N/A,6.1,-4.49,2025,新門,144.0,35.910224438902745,6.93,60.15,63.02,🚀 利潤擴張,1.08,2.3,5432.TWO,2025-12
78.06,✅ 穩健價值,30.84%,3.76%,15.32,17.04,2025,偉詮電,77.5999984741,15.836734382469391,17.59,73.49999999999999,62.74,🚀 利潤擴張,1.45,3.02,2436.TW,2025-12
84.21,⚪ 中性觀察,14.21%,5.22%,21.65,24.94,2025,佳大,15.4499998093,17.75862047045977,73.33,13.05,62.559999999999995,🚀 利潤擴張,0.25,0.35,2033.TW,2025-12
50.57,⚪ 數據不足,-118.96%,-391.42%,-11.95,-7.48,2025,勝悅-KY,5.4499998093,0.0,59.05,-67.8,62.519999999999996,🧐 疑業外收益,-0.95,-2.61,1340.TW,2025-12
95.56,⚠️ 追價風險,N/A,N/A,33.33,55.92,2025,精測,3405.0,47.154133776485246,279.9,1083.15,62.230000000000004,🚀 利潤擴張,21.73,30.41,6510.TWO,2025-12
72.15,⚪ 數據不足,N/A,N/A,10.25,-10.02,2025,東捷,132.5,0.0,-130.19,-4.049999999999999,61.900000000000006,🔄 轉虧為盈,-0.16,1.36,8064.TWO,2025-12
79.87,💎 強力關注,N/A,N/A,18.4,17.64,2025,柏文,138.5,7.187337830825117,91.16,289.05,61.470000000000006,🚀 利潤擴張,5.69,8.49,8462.TW,2025-12
35.29,⚪ 數據不足,N/A,N/A,-26.07,-12.89,2025,力麗店,9.0600004196,0.0,44.7,-36.449999999999996,61.36,🧐 疑業外收益,-0.73,-0.77,5364.TWO,2025-12
66.15,💎 強力關注,N/A,N/A,4.86,6.53,2025,倍微,27.6499996185,11.0599998474,300.0,37.5,61.290000000000006,🚀 利潤擴張,0.88,1.08,6270.TWO,2025-12
66.67,⚪ 數據不足,N/A,N/A,5.6,5.91,2025,宏齊,30.7999992371,0.0,-42.86,-1.3010426069826053e-16,61.07,🚀 利潤擴張,0.04,0.05,6168.TW,2025-12
66.34,⚪ 數據不足,N/A,N/A,6.51,5.78,2025,霈方,0.0,0.0,53.96,0.0,59.830000000000005,🚀 利潤擴張,4.08,6.82,6574.TWO,2025-12
46.51,⚪ 數據不足,4.12%,0.66%,-12.43,-9.7,2025,太空梭,18.0,0.0,-136.36,-10.35,58.94,🧐 疑業外收益,-0.26,-0.23,2440.TW,2025-12
60.23,⚪ 數據不足,N/A,N/A,1.42,-7.02,2025,無敵,13.3000001907,0.0,53.52,-16.8,58.809999999999995,🚀 利潤擴張,-0.33,-0.35,8201.TW,2025-12
57.52,⚪ 數據不足,15.28%,2.18%,-0.05,-24.95,2025,兆赫,73.0,0.0,11.92,-62.699999999999996,57.57,🧐 疑業外收益,-1.33,-0.96,2485.TW,2025-12
47.45,⚪ 數據不足,5.19%,-15.57%,-9.71,-6.96,2025,勝昱,28.5,0.0,-14.61,-52.8,57.160000000000004,🧐 疑業外收益,-1.02,-1.16,4304.TWO,2025-12
58.63,💎 強力關注,20.24%,12.03%,1.7,1.07,2025,卜蜂,143.0,5.572876071706937,85.95,384.9,56.93,🚀 利潤擴張,7.94,10.39,1215.TW,2025-12
-32.0,⚪ 中性觀察,23.48%,-362.94%,-88.36,-92.54,2025,聯德,20.5,18.636363636363633,-68.06,16.5,56.36,🌑 雙重衰退,0.23,0.68,3308.TW,2025-12
82.47,⚠️ 追價風險,N/A,N/A,26.42,23.53,2025,南俊國際,681.0,62.93900184842883,42.52,162.3,56.05,🚀 利潤擴張,3.11,5.59,6584.TWO,2025-12
54.95,💎 強力關注,N/A,N/A,-0.65,-23.52,2025,福邦證,15.3000001907,6.000000074784315,-30.0,38.25,55.6,🧐 疑業外收益,0.7,1.72,6026.TWO,2025-12
58.77,💎 強力關注,25.38%,12.75%,3.4,-1.03,2025,錩新,27.25,6.598062953995157,55.68,61.949999999999996,55.370000000000005,🚀 利潤擴張,1.37,1.81,2415.TW,2025-12
78.72,⚪ 數據不足,4.92%,-68.47%,23.71,22.29,2025,唐鋒,5.1599998474,0.0,78.57,-11.25,55.01,🚀 利潤擴張,-0.06,-0.1,4609.TWO,2025-12
50.0,⚠️ 追價風險,14.61%,2.47%,-4.5,-6.49,2025,永純,16.5,56.89655172413792,500.0,4.3500000000000005,54.5,🧐 疑業外收益,0.12,0.15,4711.TWO,2025-12
56.47,⚠️ 追價風險,N/A,N/A,2.24,1.01,2025,立積,119.5,27.985948477751755,44.21,64.05000000000001,54.23,🚀 利潤擴張,1.37,2.66,4968.TW,2025-12
32.76,⚪ 數據不足,1.59%,-3.51%,-19.85,-20.09,2025,聯成,10.6499996185,0.0,63.82,-33.6,52.61,🧐 疑業外收益,-0.56,-1.17,1313.TW,2025-12
52.17,⚪ 數據不足,N/A,N/A,-0.02,0.3,2025,沈氏,18.4500007629,0.0,21.43,-10.200000000000001,52.190000000000005,🧐 疑業外收益,-0.11,-0.11,8921.TWO,2025-12
54.55,⚪ 數據不足,56.31%,8.42%,2.69,-1.52,2025,圓剛,50.9000015259,0.0,-144.44,-31.8,51.86,🏰 高護城河,-0.8,-0.19,2417.TW,2025-12
53.1,✅ 穩健價值,52.35%,13.25%,1.66,0.67,2025,寶齡富錦,61.7999992371,12.434607492374244,54.21,74.55000000000001,51.440000000000005,🏰 高護城河,1.65,2.22,1760.TW,2025-12
54.05,💎 強力關注,N/A,N/A,3.13,10.12,2025,達輝-KY,18.8999996185,6.4285712988095245,46.67,44.1,50.919999999999995,🚀 利潤擴張,0.88,1.14,5276.TWO,2025-12
55.83,⚪ 數據不足,N/A,N/A,5.03,-3.97,2025,三貝德,23.8999996185,0.0,60.71,-27.450000000000003,50.8,🚀 利潤擴張,-0.46,-0.76,8489.TWO,2025-12
50.0,⚪ 數據不足,N/A,N/A,-0.73,-3.83,2025,秋雨,11.3999996185,0.0,-5.56,-7.95,50.73,🧐 疑業外收益,-0.19,-0.07,9929.TW,2025-12
64.65,⚪ 數據不足,14.37%,-1.87%,14.02,-2.54,2025,艾姆勒,37.8499984741,0.0,47.37,-28.349999999999994,50.63000000000001,🚀 利潤擴張,-0.6,-0.7,2241.TW,2025-12
32.43,💎 強力關注,N/A,N/A,-16.65,-13.81,2025,台汽電,60.9000015259,9.412674115285935,40.91,97.05000000000001,49.08,🧐 疑業外收益,1.86,2.45,8926.TW,2025-12
51.74,⚪ 數據不足,15.39%,-3.96%,3.23,6.33,2025,聯穎,21.75,0.0,36.7,-40.49999999999999,48.510000000000005,🚀 利潤擴張,-0.69,-1.18,3550.TW,2025-12
43.32,💎 強力關注,N/A,N/A,-4.42,-16.18,2025,至上,86.1999969482,11.46276555162234,-50.61,112.8,47.74,🧐 疑業外收益,1.62,5.02,8112.TW,2025-12
49.15,⚪ 數據不足,N/A,N/A,2.65,7.0,2025,九暘,119.0,0.0,48.28,-21.750000000000004,46.5,🚀 利潤擴張,-0.45,-0.6,8040.TWO,2025-12
57.53,⚪ 數據不足,100.00%,-377.43%,12.25,84.76,2025,富榮綱,8.1499996185,0.0,26.09,-21.299999999999997,45.28,🏰 高護城河,-0.41,-0.44,3115.TWO,2025-12
20.75,⚪ 數據不足,-21.68%,-98.59%,-24.51,-11.14,2025,巨鎧精密-創,58.0999984741,0.0,84.06,-9.6,45.260000000000005,🧐 疑業外收益,-0.11,-0.84,2254.TW,2025-12
61.11,✅ 穩健價值,25.49%,17.54%,16.06,14.71,2025,晟田,44.2999992371,12.005419847452577,65.0,55.349999999999994,45.05,🚀 利潤擴張,0.99,2.03,4541.TWO,2025-12
46.34,⚪ 數據不足,29.42%,-21.05%,1.86,-0.45,2025,喬鼎,19.75,0.0,70.73,-1.9500000000000017,44.480000000000004,🚀 利潤擴張,-0.24,-0.88,3057.TW,2025-12
35.0,⚪ 數據不足,16.50%,1.12%,-9.38,-5.8,2025,宏遠,6.9800000191,0.0,33.33,-9.9,44.38,🧐 疑業外收益,-0.27,-0.27,1460.TW,2025-12
49.25,⚪ 中性觀察,8.38%,2.16%,4.89,4.46,2025,亞航,43.5,16.860465116279066,64.81,38.70000000000001,44.36,🚀 利潤擴張,0.89,1.0,2630.TW,2025-12
36.84,⚪ 數據不足,N/A,N/A,-7.24,-11.26,2025,得利影,14.8999996185,0.0,-12.0,-15.3,44.080000000000005,🧐 疑業外收益,-0.28,-0.36,6144.TWO,2025-12
63.03,✅ 穩健價值,N/A,N/A,19.04,-5.05,2025,亞翔,769.0,13.188132395815469,33.18,874.6500000000001,43.99,🚀 利潤擴張,17.33,30.51,6139.TW,2025-12
58.56,⚪ 數據不足,N/A,N/A,14.78,22.03,2025,彩晶,11.8500003815,0.0,65.89,-30.6,43.78,🚀 利潤擴張,-0.46,-0.75,6116.TW,2025-12
42.35,💎 強力關注,N/A,N/A,-1.2,-3.85,2025,羅麗芬-KY,40.5999984741,5.349143408972332,34.87,113.85,43.550000000000004,🧐 疑業外收益,2.63,2.42,6666.TW,2025-12
33.33,⚪ 數據不足,-2.30%,-60.61%,-9.63,-8.43,2025,柏騰,35.6500015259,0.0,43.83,-64.95,42.96,🧐 疑業外收益,-0.93,-1.56,3518.TW,2025-12
50.0,⚪ 數據不足,N/A,N/A,7.33,2.46,2025,劍湖山,3.3499999046,0.0,9.76,-13.2,42.67,🚀 利潤擴張,-0.37,-0.26,5701.TWO,2025-12
36.36,💎 強力關注,N/A,N/A,-6.1,-8.18,2025,金益鼎,120.0,7.6579451180599865,35.9,235.05,42.46,🧐 疑業外收益,5.11,6.6,8390.TWO,2025-12
38.64,⚪ 數據不足,N/A,N/A,-3.71,-0.95,2025,光鼎,0.0,0.0,45.16,0.0,42.35,🧐 疑業外收益,-0.17,-0.28,6226.TW,2025-12
29.85,💎 強力關注,6.94%,33.56%,-12.15,-8.45,2025,宜進,14.0500001907,5.665322657540324,-53.62,37.199999999999996,42.0,🧐 疑業外收益,0.44,1.18,1457.TW,2025-12
48.04,💎 強力關注,33.75%,16.61%,6.92,8.82,2025,強信-KY,32.2999992371,4.26684269974901,61.19,113.55,41.12,🚀 利潤擴張,2.16,3.02,4560.TW,2025-12
41.28,⚪ 數據不足,-12.51%,-21.51%,1.22,-1.71,2025,精金,12.4499998093,0.0,26.67,-30.15,40.06,🚀 利潤擴張,-0.66,-0.64,3049.TW,2025-12
27.18,💎 強力關注,N/A,N/A,-12.79,22.52,2025,隆大,32.6500015259,3.0743880909510364,130.48,159.29999999999998,39.97,🧐 疑業外收益,4.31,4.96,5519.TW,2025-12
40.61,💎 強力關注,10.75%,7.04%,0.73,3.17,2025,春源,22.3999996185,3.8754324599480974,50.0,86.69999999999999,39.88,🚀 利潤擴張,1.74,2.32,2010.TW,2025-12
48.0,💎 強力關注,N/A,N/A,8.31,11.83,2025,潤泰材,21.25,4.4642857142857135,91.67,71.4,39.69,🚀 利潤擴張,1.84,1.85,8463.TW,2025-12
-1.45,⚪ 數據不足,30.54%,-0.34%,-41.11,-44.8,2025,富田-創,74.0,0.0,-75.81,0.0,39.66,🌑 雙重衰退,0.67,2.72,4590.TW,2025-12
34.55,⚪ 中性觀察,20.98%,7.12%,-4.85,-5.08,2025,正隆,19.1000003815,18.72549057009804,-61.36,15.3,39.4,🧐 疑業外收益,0.17,0.74,1904.TW,2025-12
66.87,💎 強力關注,N/A,N/A,27.6,37.32,2025,創惟,103.0,6.291997556505803,145.74,245.55,39.27,🚀 利潤擴張,4.65,5.62,6104.TWO,2025-12
52.91,💎 強力關注,7.68%,3.25%,13.76,8.99,2025,增你強,82.3000030518,11.046980275409396,69.49,111.75,39.15,🚀 利潤擴張,2.0,3.15,3028.TW,2025-12
70.65,⚠️ 追價風險,34.59%,16.35%,31.76,28.12,2025,台達電,2095.0,39.632992811199394,52.5,792.9,38.89,🚀 利潤擴張,16.47,23.14,2308.TW,2025-12
30.95,💎 強力關注,N/A,N/A,-7.74,-2.65,2025,乙盛-KY,123.0,11.253430924062215,42.19,163.95,38.69,🧐 疑業外收益,3.37,4.4,5243.TW,2025-12
48.33,⚠️ 追價風險,N/A,N/A,9.79,8.7,2025,金山電,123.0,123.00000000000003,-53.85,14.999999999999996,38.54,🚀 利潤擴張,0.24,0.89,8042.TWO,2025-12
62.99,⚪ 數據不足,N/A,N/A,24.46,29.16,2025,萊德光電-KY,697.0,0.0,92.37,0.0,38.53,🚀 利潤擴張,4.58,6.13,7717.TWO,2025-12
40.21,💎 強力關注,N/A,N/A,1.74,7.48,2025,統一實,15.9499998093,4.357923445163934,55.56,54.900000000000006,38.47,🚀 利潤擴張,1.12,1.36,9907.TW,2025-12
56.72,💎 強力關注,N/A,N/A,18.28,23.06,2025,尚凡*,24.6000003815,9.213483288951311,-83.78,40.05,38.44,🚀 利潤擴張,0.72,1.05,5278.TWO,2025-12
54.94,💎 強力關注,N/A,N/A,17.84,20.72,2025,廣明,86.4000015259,9.46330794369113,69.94,136.95,37.099999999999994,🚀 利潤擴張,2.77,3.61,6188.TWO,2025-12
52.56,⚠️ 追價風險,N/A,N/A,15.66,16.6,2025,建榮,107.5,41.18773946360153,59.18,39.15,36.900000000000006,🚀 利潤擴張,0.78,1.19,5340.TWO,2025-12
46.3,⚠️ 追價風險,53.43%,14.28%,9.44,7.11,2025,泓格,145.5,23.54368932038835,20.98,92.69999999999999,36.86,🏰 高護城河,1.73,2.37,3577.TWO,2025-12
-25.0,⚪ 數據不足,24.23%,-460.25%,-61.43,-14.57,2025,晟楠,37.7999992371,0.0,-64.1,-31.200000000000003,36.43,🌑 雙重衰退,-0.64,-0.7,3631.TWO,2025-12
41.67,⚪ 數據不足,73.88%,-74.64%,5.58,3.93,2025,新零售,11.5500001907,0.0,16.36,-22.35,36.09,🏰 高護城河,-0.46,-0.56,3085.TWO,2025-12
34.45,⚠️ 追價風險,N/A,N/A,-1.54,17.84,2025,眾達-KY,219.5,23.781148429035753,180.65,138.45000000000002,35.99,🧐 疑業外收益,3.53,4.48,4977.TW,2025-12
37.27,💎 強力關注,N/A,N/A,1.41,0.34,2025,洛��,45.5499992371,3.5337470315826223,25.33,193.35000000000002,35.86000000000001,🚀 利潤擴張,2.87,6.04,8077.TWO,2025-12
40.71,💎 強力關注,N/A,N/A,4.88,5.17,2025,精拓科,140.0,10.309278350515465,16.15,203.7,35.83,🚀 利潤擴張,3.74,5.98,4951.TWO,2025-12
35.71,⚠️ 追價風險,9.25%,2.06%,0.12,2.08,2025,南亞,86.6999969482,722.499974568334,-113.16,1.7999999999999983,35.59,🔄 轉虧為盈,-0.05,0.57,1303.TW,2025-12
40.56,⚪ 中性觀察,N/A,N/A,5.3,16.83,2025,均豪,121.5,18.577981651376145,21.38,98.1,35.260000000000005,🚀 利潤擴張,1.97,2.59,5443.TWO,2025-12
38.72,💎 強力關注,N/A,N/A,3.72,97.22,2025,新潤,40.0,1.7316017316017318,253.27,346.49999999999994,35.0,🚀 利潤擴張,7.56,7.81,6186.TWO,2025-12
43.03,⚪ 數據不足,N/A,N/A,8.46,0.2,2025,亞元,10.9499998093,0.0,-13.95,-47.1,34.57,🚀 利潤擴張,-0.98,-0.94,6109.TWO,2025-12
26.79,⚠️ 追價風險,N/A,N/A,-7.61,-22.52,2025,宏捷科,159.5,23.699851411589897,-21.01,100.94999999999999,34.4,🧐 疑業外收益,2.03,3.36,8086.TWO,2025-12
46.48,⚪ 數據不足,22.41%,9.68%,12.09,5.85,2025,興采,20.5499992371,0.0,-3300.0,-11.099999999999996,34.39,🔄 轉虧為盈,-0.65,1.06,4433.TWO,2025-12
128.84,⚠️ 追價風險,26.39%,20.96%,94.59,80.63,2025,奇鋐,2545.0,23.503878832656078,113.86,1624.2,34.25,🚀 利潤擴張,32.25,49.17,3017.TW,2025-12
21.62,⚪ 數據不足,18.27%,-127.15%,-12.36,-12.96,2025,懷特,12.8999996185,0.0,25.0,-11.25,33.980000000000004,🧐 疑業外收益,-0.21,-0.29,4108.TW,2025-12
35.9,💎 強力關注,16.43%,9.95%,2.49,2.72,2025,中櫃,21.9500007629,8.09963127782288,1.28,40.64999999999999,33.41,🚀 利潤擴張,0.85,1.14,2613.TW,2025-12
-9.38,⚠️ 追價風險,12.15%,-5.24%,-42.44,-42.87,2025,昱捷,22.2999992371,28.96103797025974,-12.5,11.55,33.059999999999995,🌑 雙重衰退,0.28,0.29,3232.TWO,2025-12
62.03,⚪ 中性觀察,N/A,N/A,29.59,29.97,2025,正淩,175.5,21.068427370948378,72.73,124.95,32.44,🚀 利潤擴張,2.68,3.08,8147.TWO,2025-12
52.63,⚠️ 追價風險,14.69%,4.41%,20.45,14.08,2025,大詠城,18.3500003815,25.136986823972602,-56.25,10.95,32.18000000000001,🚀 利潤擴張,0.21,0.29,4538.TWO,2025-12
46.94,⚠️ 追價風險,56.72%,-48.58%,15.28,20.51,2025,基亞,37.25,77.60416666666666,109.23,7.2,31.659999999999997,🏰 高護城河,0.06,-0.78,3176.TWO,2025-12
