om,name,prev_rev_yoy,price,eps_yoy,rev_yoy,date,gm,prev_eps_yoy,status,prev_year,advice,pe,prev_eps,est_price,symbol,expansion,eps
N/A,科定,1.29,138.0,-18.72,3.86,2025-12,N/A,-33.88,📉 獲利侵蝕,2025,❌ 暫避觀望,15.50561797752809,2.48,133.5,6655.TW,-22.58,3.92
-262.93%,鴻華先進-創,-48.42,28.6000003815,-73.98,-51.34,2025-12,19.82%,-74.32,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.29,-66.3,2258.TW,-22.64,-2.15
N/A,詮欣,-0.59,85.9000015259,-25.66,-3.02,2025-12,N/A,-32.58,🌑 雙重衰退,2025,❌ 暫避觀望,16.87622819762279,1.51,76.35,6205.TW,-22.64,2.0
N/A,宸曜,24.0,183.0,-8.99,13.67,2025-12,N/A,-0.69,📉 獲利侵蝕,2025,⚪ 中性觀察,9.983633387888705,5.79,274.95000000000005,6922.TWO,-22.66,6.9
12.74%,富林-KY,-5.97,61.4000015259,-30.65,-7.95,2025-12,23.43%,-36.61,🌑 雙重衰退,2025,⚪ 中性觀察,6.969353181146426,2.32,132.14999999999998,1341.TW,-22.7,3.71
21.78%,全新,-3.9,375.0,-18.46,4.29,2025-12,37.27%,-34.36,📉 獲利侵蝕,2025,❌ 暫避觀望,55.22827687776142,1.92,101.85,2455.TW,-22.75,2.97
N/A,全訊,-28.87,129.0,-49.48,-26.68,2025-12,N/A,-50.93,🌑 雙重衰退,2025,❌ 暫避觀望,19.457013574660635,1.89,99.45,5222.TW,-22.799999999999997,2.51
N/A,展�眥篕�,17.25,57.4000015259,-8.03,14.84,2025-12,N/A,2.91,📉 獲利侵蝕,2025,⚪ 中性觀察,5.5192309159519235,3.18,156.0,6776.TW,-22.869999999999997,4.2
N/A,兆聯實業,60.19,910.0,41.25,64.2,2025-12,N/A,39.26,⚠️ 獲利稀釋,2025,⚪ 中性觀察,12.328952716434086,22.26,1107.15,6944.TW,-22.950000000000003,32.29
-63.96%,新復興,-89.05,54.4000015259,-112.33,-89.32,2025-12,-26.90%,-117.3,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.46,-71.25,4909.TWO,-23.010000000000005,-1.25
1.38%,仁寶,-16.8,29.8999996185,-39.91,-16.78,2025-12,5.82%,-42.93,🌑 雙重衰退,2025,⚪ 中性觀察,8.422535103802817,1.06,53.25,2324.TW,-23.129999999999995,1.38
21.70%,漢田生技,-5.13,79.4000015259,-19.33,4.02,2025-12,37.68%,-27.88,📉 獲利侵蝕,2025,⚪ 中性觀察,6.910356964830287,3.37,172.35,1294.TWO,-23.349999999999998,4.6
N/A,三能-KY,-0.04,29.3999996185,-25.47,-2.1,2025-12,N/A,-24.66,🌑 雙重衰退,2025,⚪ 中性觀察,5.61068695009542,1.65,78.6,6671.TW,-23.369999999999997,2.37
7.43%,凱美,5.21,94.8000030518,-18.02,5.35,2025-12,19.39%,-20.4,📉 獲利侵蝕,2025,⚪ 中性觀察,10.371991581159737,2.77,137.10000000000002,2375.TW,-23.369999999999997,3.73
-46.94%,永邑-KY,17.04,24.7000007629,-24.32,-0.82,2025-12,8.14%,-25.49,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-3.2,-149.25000000000003,2939.TW,-23.5,-3.68
N/A,東方風能,57.65,0.0,29.9,53.42,2025-12,N/A,49.5,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,9.06,0.0,7786.TW,-23.520000000000003,11.11
19.26%,台星科,10.78,178.5,-12.04,11.55,2025-12,25.97%,-20.3,📉 獲利侵蝕,2025,⚪ 中性觀察,13.783783783783784,3.73,194.25,3265.TWO,-23.59,5.48
-47.25%,聯上,-87.01,14.8000001907,-112.91,-89.32,2025-12,37.85%,-105.26,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.16,-7.800000000000001,4113.TWO,-23.590000000000003,-0.43
22.47%,海悅,-24.42,70.9000015259,-51.27,-27.63,2025-12,34.04%,-70.84,🌑 雙重衰退,2025,⚪ 中性觀察,4.411947823640324,3.61,241.05,2348.TW,-23.640000000000004,6.85
11.18%,港建*,87.79,57.5,15.09,38.76,2025-12,40.97%,100.0,⚠️ 獲利稀釋,2025,❌ 暫避觀望,17.21556886227545,1.04,50.099999999999994,3093.TWO,-23.669999999999998,1.22
13.66%,三芳,0.47,32.4500007629,-23.39,0.33,2025-12,31.96%,-27.17,📉 獲利侵蝕,2025,⚪ 中性觀察,4.702898661289855,2.01,103.49999999999999,1307.TW,-23.72,2.85
7.94%,協禧,-8.68,30.1000003815,-29.63,-5.82,2025-12,30.11%,10.42,🌑 雙重衰退,2025,❌ 暫避觀望,18.812500238437497,0.53,24.0,3071.TWO,-23.81,0.57
N/A,光菱,20.85,42.6500015259,1.86,25.77,2025-12,N/A,-11.59,⚠️ 獲利稀釋,2025,⚪ 中性觀察,9.291939330261439,1.45,68.85,8032.TWO,-23.91,2.19
-24.14%,華廣,-1.39,58.2000007629,-28.85,-4.92,2025-12,39.56%,16.13,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.31,-69.75,4737.TW,-23.93,-2.68
N/A,宏正,-2.96,70.8000030518,-25.6,-1.49,2025-12,N/A,-15.81,🌑 雙重衰退,2025,⚪ 中性觀察,9.17098485126943,2.29,115.80000000000001,6277.TW,-24.110000000000003,3.08
N/A,弘煜科,0.15,0.0,-34.28,-10.07,2025-12,N/A,-21.29,🌑 雙重衰退,2025,⚪ 數據不足,0.0,1.59,0.0,6482.TWO,-24.21,2.32
N/A,均華,26.61,1475.0,-14.04,10.19,2025-12,N/A,0.87,📉 獲利侵蝕,2025,❌ 暫避觀望,51.00276625172891,9.4,433.79999999999995,6640.TWO,-24.229999999999997,12.75
4.39%,南港,-49.07,33.4000015259,-68.84,-44.61,2025-12,20.96%,-111.11,🔄 轉虧為盈,2025,❌ 暫避觀望,477.14287894142865,-0.37,1.0499999999999998,2101.TW,-24.230000000000004,1.01
9.23%,億光,-6.27,72.6999969482,-30.72,-6.36,2025-12,30.24%,-29.98,🌑 雙重衰退,2025,⚪ 中性觀察,6.427939606383732,3.34,169.64999999999998,2393.TW,-24.36,4.6
N/A,奕力-KY,-16.15,37.75,-39.39,-15.03,2025-12,N/A,-35.9,🌑 雙重衰退,2025,⚪ 中性觀察,4.003181336161187,2.6,141.45000000000002,6962.TW,-24.36,2.87
8.70%,大亞,3.44,35.2999992371,-21.15,3.39,2025-12,13.61%,-11.48,📉 獲利侵蝕,2025,⚪ 中性觀察,8.096330100252294,1.62,65.4,1609.TW,-24.54,1.65
N/A,立端,-3.19,82.8000030518,-28.08,-3.53,2025-12,N/A,-32.55,🌑 雙重衰退,2025,⚪ 中性觀察,8.157635768650247,2.89,152.25,6245.TWO,-24.549999999999997,4.38
7.25%,倚天酷��-創,23.4,26.8500003815,1.06,25.63,2025-12,14.91%,-15.52,⚠️ 獲利稀釋,2025,⚪ 中性觀察,7.500000106564245,0.96,53.7,2432.TW,-24.57,1.88
N/A,鴻呈,29.26,139.5,-2.92,21.66,2025-12,N/A,32.81,📉 獲利侵蝕,2025,⚪ 中性觀察,13.013059701492539,3.41,160.79999999999998,6913.TWO,-24.58,4.34
N/A,茂綸,49.53,103.0,17.08,41.88,2025-12,N/A,12.47,⚠️ 獲利稀釋,2025,⚪ 中性觀察,6.615285806037251,4.69,233.55,6227.TWO,-24.800000000000004,7.54
3.76%,廣達,49.49,340.0,25.55,50.54,2025-12,6.33%,20.44,⚠️ 獲利稀釋,2025,⚪ 中性觀察,7.136859781696054,13.7,714.6,2382.TW,-24.99,19.45
N/A,晉倫,2.96,41.5,-21.62,3.42,2025-12,N/A,-10.17,📉 獲利侵蝕,2025,⚪ 中性觀察,12.69113149847095,1.06,49.05,6151.TWO,-25.04,1.16
9.16%,直得,2.59,187.0,-15.24,9.81,2025-12,38.83%,-36.36,📉 獲利侵蝕,2025,❌ 暫避觀望,107.47126436781609,0.5,26.1,1597.TW,-25.05,0.91
6.47%,東元,4.91,72.5,-18.15,6.99,2025-12,23.29%,-17.76,📉 獲利侵蝕,2025,⚪ 中性觀察,11.750405186385736,1.98,92.55000000000001,1504.TW,-25.14,2.42
N/A,振曜,15.7,99.6999969482,-10.28,15.03,2025-12,N/A,-24.7,📉 獲利侵蝕,2025,⚪ 中性觀察,7.686969695312258,3.72,194.55,6143.TWO,-25.31,6.46
8.34%,達欣工,47.68,74.8000030518,24.8,50.25,2025-12,12.33%,25.0,⚠️ 獲利稀釋,2025,⚪ 中性觀察,5.151515361694216,4.37,217.79999999999998,2535.TW,-25.45,6.5
2.64%,IKKA-KY,-5.59,63.0999984741,-33.62,-8.12,2025-12,16.71%,-40.86,🌑 雙重衰退,2025,⚪ 中性觀察,5.975378643380682,3.19,158.39999999999998,2250.TW,-25.5,3.99
7.03%,中碳,-22.96,81.0,-48.92,-23.4,2025-12,17.58%,-48.53,🌑 雙重衰退,2025,⚪ 中性觀察,11.035422343324251,2.14,110.1,1723.TW,-25.520000000000003,2.65
N/A,高力,42.57,1055.0,38.43,64.37,2025-12,N/A,1.46,⚠️ 獲利稀釋,2025,❌ 暫避觀望,55.70221752903907,5.62,284.1,8996.TW,-25.940000000000005,9.07
5.17%,瑞鼎,-8.48,261.0,-34.08,-8.12,2025-12,29.04%,-36.42,🌑 雙重衰退,2025,⚪ 中性觀察,5.444305381727159,14.09,719.0999999999999,3592.TW,-25.96,18.24
14.44%,上品,-24.07,230.5,-52.93,-26.81,2025-12,28.63%,-48.81,🌑 雙重衰退,2025,⚪ 中性觀察,8.681732580037663,8.4,398.25000000000006,4770.TW,-26.12,10.2
13.53%,桓達,-0.17,99.5,-29.66,-3.48,2025-12,54.86%,-27.89,🏰 高護城河,2025,⚪ 中性觀察,11.944777911164465,2.43,124.95,4549.TWO,-26.18,3.32
-2.71%,憶聲,25.83,14.8500003815,-57.58,-31.39,2025-12,24.73%,65.0,🌑 雙重衰退,2025,⚪ 中性觀察,13.50000034681818,0.33,16.5,3024.TW,-26.189999999999998,0.28
N/A,精星,6.74,32.0,-26.77,-0.51,2025-12,N/A,-46.02,🌑 雙重衰退,2025,⚪ 中性觀察,9.27536231884058,0.96,51.75,8183.TWO,-26.259999999999998,2.39
4.10%,佳格,-2.17,28.7999992371,-30.16,-3.8,2025-12,23.19%,-32.61,🌑 雙重衰退,2025,⚪ 中性觀察,9.056603533679244,0.94,47.7,1227.TW,-26.36,1.33
-0.45%,全漢,17.03,50.2000007629,-13.89,12.58,2025-12,17.44%,-21.39,📉 獲利侵蝕,2025,⚪ 中性觀察,12.425742763094059,1.58,60.6,3015.TW,-26.47,1.86
N/A,華懋,37.75,233.0,0.71,27.29,2025-12,N/A,2.53,⚠️ 獲利稀釋,2025,⚪ 中性觀察,9.66804979253112,6.88,361.5,5292.TW,-26.58,9.93
0.48%,營邦,-5.96,593.0,-38.69,-11.96,2025-12,29.12%,-36.05,🌑 雙重衰退,2025,⚪ 中性觀察,12.896911700739453,13.32,689.6999999999999,3693.TWO,-26.729999999999997,15.5
13.96%,友威科,-37.28,102.5,-61.35,-34.55,2025-12,63.82%,-66.67,🏰 高護城河,2025,❌ 暫避觀望,21.716101694915256,1.46,70.8,3580.TWO,-26.800000000000004,1.94
N/A,全宇昕,9.61,133.5,-22.95,3.91,2025-12,N/A,-27.55,📉 獲利侵蝕,2025,⚪ 中性觀察,8.81770145310436,4.35,227.1,6651.TWO,-26.86,6.32
3.22%,三商電,18.73,21.2999992371,6.99,33.95,2025-12,16.95%,8.91,⚠️ 獲利稀釋,2025,⚪ 中性觀察,5.298507272910447,1.11,60.300000000000004,2427.TW,-26.96,1.53
10.13%,創意,14.3,5570.0,9.24,36.32,2025-12,19.04%,0.26,⚠️ 獲利稀釋,2025,❌ 暫避觀望,82.1655111373359,19.48,1016.8499999999999,3443.TW,-27.08,28.13
N/A,胡連,13.16,119.0,-15.51,11.63,2025-12,N/A,-32.23,📉 獲利侵蝕,2025,⚪ 中性觀察,4.950083194675542,6.27,360.5999999999999,6279.TWO,-27.14,10.74
19.22%,華城,25.2,914.0,-6.3,20.89,2025-12,42.20%,-8.44,📉 獲利侵蝕,2025,❌ 暫避觀望,29.579288025889966,8.68,463.50000000000006,1519.TW,-27.19,13.99
-1.93%,碩禾,-33.93,155.0,-35.83,-8.54,2025-12,10.51%,-436.18,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-8.15,-356.70000000000005,3691.TWO,-27.29,-7.62
N/A,巨大,-16.86,72.0999984741,-42.86,-15.47,2025-12,N/A,-58.3,🌑 雙重衰退,2025,⚪ 中性觀察,11.075268582811061,2.31,97.64999999999999,9921.TW,-27.39,1.84
29.92%,嘉澤,12.55,2800.0,-15.21,12.28,2025-12,51.54%,-16.1,🏰 高護城河,2025,❌ 暫避觀望,16.972782930229737,47.64,2474.55,3533.TW,-27.490000000000002,70.17
N/A,志強-KY,16.51,90.4000015259,-17.06,10.46,2025-12,N/A,-8.3,📉 獲利侵蝕,2025,⚪ 中性觀察,4.6936657074714425,5.32,288.90000000000003,6768.TW,-27.52,6.77
0.20%,台聯電,23.69,80.6999969482,-5.15,22.56,2025-12,25.49%,-10.55,📉 獲利侵蝕,2025,❌ 暫避觀望,24.017856234583334,1.78,50.4,4905.TWO,-27.71,2.76
N/A,邑昇,9.23,70.6999969482,-17.95,9.81,2025-12,N/A,-24.24,📉 獲利侵蝕,2025,❌ 暫避觀望,121.89654646241377,0.24,8.700000000000001,5291.TWO,-27.759999999999998,0.31
N/A,福華,7.62,12.1999998093,-17.44,10.43,2025-12,N/A,40.0,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-0.39,-35.699999999999996,8085.TWO,-27.87,-1.01
6.37%,華新科,4.98,188.5,-22.96,4.91,2025-12,18.27%,-30.82,📉 獲利侵蝕,2025,❌ 暫避觀望,19.51345755693582,2.95,144.9,2492.TW,-27.87,4.74
N/A,中揚光,17.0,36.0499992371,-3.35,24.6,2025-12,N/A,11.02,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-1.11,-61.49999999999999,6668.TW,-27.950000000000003,-1.93
N/A,訊連,16.83,64.4000015259,-9.05,18.91,2025-12,N/A,-10.73,📉 獲利侵蝕,2025,⚪ 中性觀察,7.6575507165160515,2.58,126.15,5203.TW,-27.96,3.63
15.00%,承業醫,23.64,28.5,-5.94,22.15,2025-12,31.61%,-18.92,📉 獲利侵蝕,2025,⚪ 中性觀察,14.467005076142131,0.64,29.550000000000004,4164.TW,-28.09,1.0
N/A,寶綠特-KY,-2.88,38.0999984741,-40.21,-12.03,2025-12,N/A,0.0,🌑 雙重衰退,2025,⚪ 中性觀察,3.454215636817769,2.54,165.45000000000002,6887.TW,-28.18,4.58
N/A,欣巴巴,-85.68,34.2999992371,-98.58,-70.37,2025-12,N/A,-155.28,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-1.99,-65.1,9906.TW,-28.209999999999994,0.09
-23.97%,華友聯,-39.72,48.3499984741,-72.4,-44.06,2025-12,52.84%,-67.23,🏰 高護城河,2025,⚪ 中性觀察,3.3003411927713313,6.01,219.74999999999997,1436.TW,-28.340000000000003,5.39
10.84%,宇隆,-9.39,298.0,-38.87,-10.49,2025-12,30.63%,-41.63,🌑 雙重衰退,2025,❌ 暫避觀望,17.488262910798124,5.02,255.6,2233.TW,-28.379999999999995,6.7
19.39%,鉅祥,10.54,0.0,-15.98,12.66,2025-12,32.99%,-30.26,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,2.72,0.0,2476.TW,-28.64,4.36
11.86%,智伸科,1.19,155.5,-27.14,1.71,2025-12,23.25%,-23.04,📉 獲利侵蝕,2025,⚪ 中性觀察,11.924846625766872,3.64,195.6,4551.TW,-28.85,6.04
0.88%,三商,-7.06,13.25,-49.63,-20.78,2025-12,15.31%,-66.44,🌑 雙重衰退,2025,⚪ 中性觀察,10.192307692307693,0.53,19.499999999999996,2905.TW,-28.85,0.71
N/A,光速火箭,2.13,26.8500003815,-30.88,-1.62,2025-12,N/A,-8.07,🌑 雙重衰退,2025,⚪ 數據不足,0.0,1.48,0.0,7782.TWO,-29.259999999999998,2.13
10.81%,聿新科,-5.67,22.9500007629,-32.77,-3.25,2025-12,30.16%,-39.02,🌑 雙重衰退,2025,⚪ 中性觀察,8.595505903707865,0.78,40.05,4161.TWO,-29.520000000000003,1.23
18.00%,美琪瑪,25.22,97.8000030518,-10.42,19.28,2025-12,25.58%,-20.75,📉 獲利侵蝕,2025,⚪ 中性觀察,13.198380978650475,2.1,111.14999999999999,4721.TWO,-29.700000000000003,3.01
16.89%,雲品,-0.81,39.9500007629,-30.67,-0.76,2025-12,37.08%,-42.78,🌑 雙重衰退,2025,⚪ 中性觀察,7.86417337852362,1.11,76.20000000000002,2748.TW,-29.91,2.17
N/A,朋程,10.7,148.5,-23.11,6.91,2025-12,N/A,-28.62,📉 獲利侵蝕,2025,⚪ 中性觀察,9.292866082603254,4.64,239.70000000000002,8255.TWO,-30.02,6.32
N/A,松翰,-1.99,52.4000015259,-32.71,-2.51,2025-12,N/A,-41.86,🌑 雙重衰退,2025,❌ 暫避觀望,30.643275746140354,0.5,25.65,5471.TW,-30.200000000000003,0.72
N/A,群電,-2.55,96.5,-37.65,-7.33,2025-12,N/A,-34.89,🌑 雙重衰退,2025,⚪ 中性觀察,7.775987107171636,4.03,186.15,6412.TW,-30.32,5.2
N/A,台通,-22.22,18.7999992371,-46.94,-16.56,2025-12,N/A,26.58,🌑 雙重衰退,2025,⚪ 中性觀察,5.340908874176137,1.0,52.8,8011.TW,-30.38,1.3
1.90%,東隆興,0.86,13.8000001907,-31.13,-0.68,2025-12,8.57%,-33.33,🌑 雙重衰退,2025,⚪ 中性觀察,8.734177335886077,0.48,23.7,4401.TWO,-30.45,0.73
N/A,富爾特,26.89,25.2000007629,-1.11,29.83,2025-12,N/A,15.85,📉 獲利侵蝕,2025,⚪ 中性觀察,12.727273112575757,0.95,29.7,6136.TW,-30.939999999999998,0.89
18.00%,揚博,1.62,127.5,-27.93,3.03,2025-12,29.23%,-32.04,📉 獲利侵蝕,2025,⚪ 中性觀察,11.538461538461538,3.16,165.75,2493.TW,-30.96,4.36
N/A,富致,6.19,63.9000015259,-27.37,3.61,2025-12,N/A,-34.8,📉 獲利侵蝕,2025,⚪ 中性觀察,10.126783126133123,1.78,94.64999999999999,6642.TWO,-30.98,2.6
24.04%,華固,-32.14,123.5,121.88,152.88,2025-12,28.22%,-63.6,⚠️ 獲利稀釋,2025,⚪ 中性觀察,10.05700325732899,1.82,184.20000000000002,2548.TW,-31.0,10.15
N/A,欣天然,5.03,43.0999984741,-28.18,2.96,2025-12,N/A,-28.09,📉 獲利侵蝕,2025,⚪ 中性觀察,10.093676457634661,1.3,64.05,9918.TW,-31.14,1.61
22.46%,富邦金,-2.69,93.6999969482,-21.56,9.74,2025-12,42.21%,-26.79,📉 獲利侵蝕,2025,⚪ 中性觀察,4.4428637718444755,6.23,316.35,2881.TW,-31.299999999999997,8.37
N/A,華電網,9.55,57.7999992371,-20.43,10.94,2025-12,N/A,-14.29,🔄 轉虧為盈,2025,❌ 暫避觀望,160.5555534363889,-0.17,5.3999999999999995,6163.TWO,-31.369999999999997,0.75
7.19%,台船,59.58,20.0,18.81,50.27,2025-12,11.98%,-95.96,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-1.94,-95.1,2208.TW,-31.460000000000004,-1.77
N/A,驊宏資,9.72,30.2000007629,-11.69,19.79,2025-12,N/A,-40.0,📉 獲利侵蝕,2025,⚪ 中性觀察,11.185185467740741,0.72,40.5,6148.TWO,-31.479999999999997,1.36
10.80%,日電貿,32.55,120.5,-2.02,29.54,2025-12,17.93%,17.53,📉 獲利侵蝕,2025,⚪ 中性觀察,8.866813833701249,4.21,203.85000000000002,3090.TW,-31.56,5.48
8.17%,佳能,45.79,82.4000015259,28.57,60.25,2025-12,21.67%,0.0,⚠️ 獲利稀釋,2025,❌ 暫避觀望,16.579477168189136,1.52,74.55,2374.TW,-31.68,2.44
N/A,大樹,10.06,72.4000015259,-22.33,9.39,2025-12,N/A,-21.61,📉 獲利侵蝕,2025,⚪ 中性觀察,6.791744983667917,3.02,159.9,6469.TWO,-31.72,4.01
2.63%,微星,17.9,105.0,-15.42,16.34,2025-12,11.11%,-34.98,📉 獲利侵蝕,2025,⚪ 中性觀察,6.645569620253165,4.87,236.99999999999997,2377.TW,-31.759999999999998,6.8
N/A,翔名,4.35,190.0,-25.14,6.82,2025-12,N/A,-28.13,📉 獲利侵蝕,2025,⚪ 中性觀察,14.62663587374904,3.96,194.84999999999997,8091.TWO,-31.96,5.89
N/A,詠昇,-3.81,31.8999996185,-33.64,-1.53,2025-12,N/A,-1.37,🌑 雙重衰退,2025,❌ 暫避觀望,15.560975423658538,0.72,30.749999999999996,6418.TWO,-32.11,0.73
N/A,鼎基,-14.46,0.0,-45.5,-13.21,2025-12,N/A,-52.91,🌑 雙重衰退,2025,⚪ 數據不足,0.0,3.81,0.0,6585.TW,-32.29,5.64
9.72%,長榮,-15.64,214.0,-50.82,-18.23,2025-12,17.92%,-45.0,🌑 雙重衰退,2025,⚪ 中性觀察,2.384135472370766,27.74,1346.4,2603.TW,-32.59,31.68
N/A,長科*,12.56,52.7000007629,-20.6,12.02,2025-12,N/A,-24.31,📉 獲利侵蝕,2025,⚪ 中性觀察,14.015957649707445,1.12,56.400000000000006,6548.TWO,-32.620000000000005,1.63
18.49%,逸昌,-13.96,29.0,-43.32,-10.64,2025-12,34.78%,-52.41,🌑 雙重衰退,2025,⚪ 中性觀察,12.184873949579833,0.69,35.699999999999996,3567.TWO,-32.68,1.06
N/A,能率亞洲,6.8,28.7999992371,-16.92,15.88,2025-12,N/A,-31.37,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,0.35,0.0,7777.TWO,-32.800000000000004,0.58
2.54%,榮成,-6.88,9.1899995804,-39.29,-6.47,2025-12,12.46%,-440.0,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.54,-21.900000000000002,1909.TW,-32.82,-0.39
18.03%,大統新創,3.3,22.2999992371,-30.97,1.99,2025-12,30.30%,-58.44,📉 獲利侵蝕,2025,❌ 暫避觀望,15.928570883642855,0.32,21.000000000000004,1470.TW,-32.96,0.78
-0.60%,光明,27.84,41.75,-10.52,22.7,2025-12,4.67%,-2.24,📉 獲利侵蝕,2025,⚪ 中性觀察,2.0110789980732178,5.23,311.40000000000003,4420.TWO,-33.22,5.53
32.72%,王道銀行,-6.53,10.1999998093,-35.48,-2.09,2025-12,91.47%,-24.64,🏰 高護城河,2025,⚪ 中性觀察,6.181818066242424,0.53,24.750000000000004,2897.TW,-33.39,0.61
0.16%,全台,-15.48,22.4500007629,-50.0,-16.5,2025-12,20.87%,-56.0,🌑 雙重衰退,2025,⚪ 中性觀察,8.253676751066177,0.82,40.800000000000004,3038.TW,-33.5,1.1
6.75%,正新,-4.96,31.8500003815,-39.27,-5.68,2025-12,22.84%,-42.25,🌑 雙重衰退,2025,⚪ 中性觀察,8.145780148721228,1.23,58.650000000000006,2105.TW,-33.59,1.5
N/A,虹堡,-2.59,53.2000007629,-33.17,0.46,2025-12,N/A,-65.71,📉 獲利侵蝕,2025,⚪ 中性觀察,8.35164847141287,1.56,95.55000000000001,5258.TW,-33.63,4.23
N/A,天鈺,-0.32,177.5,-39.94,-6.28,2025-12,N/A,-34.04,🌑 雙重衰退,2025,⚪ 中性觀察,6.605880163751396,8.08,403.04999999999995,4961.TW,-33.66,9.65
N/A,傳奇,-27.43,96.0999984741,-59.0,-25.18,2025-12,N/A,-53.91,🌑 雙重衰退,2025,❌ 暫避觀望,16.830122324711034,1.71,85.65,4994.TW,-33.82,1.96
3.80%,昇貿,30.27,128.5,-4.59,29.36,2025-12,13.39%,-8.59,📉 獲利侵蝕,2025,❌ 暫避觀望,15.426170468187275,2.57,124.95,3305.TW,-33.95,3.16
11.95%,光洋科,30.97,158.5,-1.88,32.39,2025-12,16.83%,-40.28,📉 獲利侵蝕,2025,❌ 暫避觀望,31.017612524461843,1.27,76.64999999999999,1785.TWO,-34.27,3.14
N/A,台南-KY,-10.26,47.9000015259,-41.32,-7.04,2025-12,N/A,-39.53,🌑 雙重衰退,2025,❌ 暫避觀望,15.501618616796119,0.78,46.349999999999994,5906.TW,-34.28,0.98
N/A,應廣,-16.58,99.9000015259,-49.65,-15.3,2025-12,N/A,-69.69,🌑 雙重衰退,2025,❌ 暫避觀望,24.727723149975247,1.19,60.6,6716.TWO,-34.349999999999994,2.19
N/A,信音,5.58,33.1500015259,-27.08,7.41,2025-12,N/A,-7.04,📉 獲利侵蝕,2025,❌ 暫避觀望,16.014493490772946,0.66,31.050000000000004,6126.TWO,-34.489999999999995,0.71
N/A,台林,-5.73,26.1000003815,-36.28,-1.77,2025-12,N/A,-42.53,🌑 雙重衰退,2025,⚪ 中性觀察,7.6539590561583575,1.0,51.150000000000006,5353.TWO,-34.51,1.38
N/A,鈞寶,11.9,51.7999992371,-23.71,10.87,2025-12,N/A,-52.87,📉 獲利侵蝕,2025,❌ 暫避觀望,39.242423664469705,0.41,19.799999999999997,6155.TW,-34.58,0.74
N/A,天二科技,17.47,43.4000015259,-21.88,12.86,2025-12,N/A,-58.62,📉 獲利侵蝕,2025,❌ 暫避觀望,49.318183552159084,0.24,13.200000000000001,6834.TW,-34.739999999999995,0.5
17.47%,家登,0.17,602.0,-22.51,12.26,2025-12,43.28%,-55.93,📉 獲利侵蝕,2025,❌ 暫避觀望,32.59339469409854,4.2,277.04999999999995,3680.TWO,-34.77,9.43
-21.07%,台揚,-21.59,13.0,-34.29,0.49,2025-12,2.93%,-83.27,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-4.71,-195.15000000000003,2314.TW,-34.78,-6.11
2.26%,亞聚,-3.08,13.4499998093,-39.68,-4.78,2025-12,6.52%,-45.0,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.16,-63.3,1308.TW,-34.9,-1.76
10.14%,碩天,-1.7,194.0,-40.33,-4.98,2025-12,51.62%,-32.24,🏰 高護城河,2025,⚪ 中性觀察,5.533371363377068,11.6,525.9000000000001,3617.TW,-35.349999999999994,14.47
3.69%,精元,-18.24,38.5,-55.56,-19.78,2025-12,13.53%,-51.25,🌑 雙重衰退,2025,⚪ 中性觀察,4.621848739495798,2.56,124.95,2387.TW,-35.78,3.47
N/A,晉泰,19.24,24.2000007629,-33.33,2.45,2025-12,N/A,-23.33,📉 獲利侵蝕,2025,⚪ 中性觀察,3.655589239108761,1.84,99.3,6221.TWO,-35.78,2.35
N/A,信紘科,80.9,252.0,39.39,75.17,2025-12,N/A,44.29,⚠️ 獲利稀釋,2025,⚪ 中性觀察,7.4490097546556315,9.96,507.45,6667.TWO,-35.78,13.77
N/A,雍智科技,27.1,2370.0,-12.9,23.03,2025-12,N/A,-18.1,📉 獲利侵蝕,2025,❌ 暫避觀望,69.23751095530237,10.08,513.4499999999999,6683.TWO,-35.93,15.42
N/A,三豐,0.0,15.3500003815,-135.14,-99.16,2025-12,N/A,33.33,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.04,-5.1000000000000005,5514.TWO,-35.97999999999999,-0.13
19.86%,科妍,1.13,54.2000007629,-35.61,0.37,2025-12,75.32%,-45.93,🏰 高護城河,2025,⚪ 中性觀察,10.883534289738954,1.38,74.7,1786.TW,-35.98,2.24
2.51%,宏��,1.31,28.2999992371,-31.87,4.14,2025-12,11.56%,-34.07,📉 獲利侵蝕,2025,⚪ 中性觀察,9.895104628356641,0.9,42.900000000000006,2353.TW,-36.01,1.26
-9.65%,富野,51.06,12.3999996185,0.0,36.07,2025-12,51.65%,24.61,🏰 高護城河,2025,⚪ 數據不足,0.0,-1.67,-66.9,2736.TWO,-36.07,-1.83
