om,name,prev_rev_yoy,price,eps_yoy,rev_yoy,date,gm,prev_eps_yoy,status,prev_year,advice,pe,prev_eps,est_price,symbol,expansion,eps
-1.96%,通嘉,-9.27,62.2999992371,-73.51,-7.24,2025-12,31.63%,-78.11,🌑 雙重衰退,2025,❌ 暫避觀望,43.56643303293707,0.37,21.45,3588.TW,-66.27000000000001,0.5
N/A,系統電,7.47,66.5,-57.38,9.13,2025-12,N/A,-90.7,📉 獲利侵蝕,2025,❌ 暫避觀望,116.66666666666666,0.04,8.55,5309.TWO,-66.51,0.27
20.17%,宇峻,-4.51,68.6999969482,-64.44,2.09,2025-12,89.44%,-86.34,🏰 高護城河,2025,❌ 暫避觀望,17.84415505148052,0.47,57.74999999999999,3546.TWO,-66.53,1.97
-16.22%,譁裕,27.6,14.1499996185,-47.93,18.86,2025-12,12.27%,-43.16,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-1.36,-69.9,3419.TW,-66.78999999999999,-1.79
N/A,康控-KY,6.89,9.0600004196,-55.46,11.46,2025-12,N/A,-93.42,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-1.51,-90.6,4943.TW,-66.92,-1.88
38.48%,台特化,81.35,315.0,60.92,127.87,2025-12,48.92%,174.49,⚠️ 獲利稀釋,2025,❌ 暫避觀望,34.691629955947135,2.69,136.2,4772.TWO,-66.95,4.2
-4.33%,加百裕,-6.05,37.0,-76.19,-9.18,2025-12,11.17%,-112.5,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.58,-79.35,3323.TWO,-67.00999999999999,-1.92
N/A,長華*,11.79,47.5999984741,-54.79,12.31,2025-12,N/A,-18.99,📉 獲利侵蝕,2025,⚪ 中性觀察,13.185595145180057,1.49,54.14999999999999,8070.TW,-67.1,1.02
N/A,神盾,16.32,131.0,-56.06,11.11,2025-12,N/A,-126.04,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-12.5,-585.7500000000001,6462.TWO,-67.17,-17.51
N/A,廣積,15.23,47.4000015259,-63.86,3.42,2025-12,N/A,-57.66,📉 獲利侵蝕,2025,⚪ 中性觀察,10.871559983004587,1.33,65.4,8050.TWO,-67.28,1.44
N/A,聚鼎,0.32,77.5,-69.96,-2.5,2025-12,N/A,-42.6,🌑 雙重衰退,2025,❌ 暫避觀望,26.54109589041096,0.98,43.8,6224.TW,-67.46,0.67
3.21%,泓瀚,-19.51,65.1999969482,-85.43,-17.82,2025-12,33.55%,-100.71,🔄 轉虧為盈,2025,❌ 暫避觀望,232.85713195785715,-0.01,4.199999999999999,4741.TWO,-67.61000000000001,0.29
N/A,萬旭,18.87,33.0999984741,-45.45,22.25,2025-12,N/A,-58.82,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,0.14,-1.5,6134.TWO,-67.7,0.12
-4.97%,世德,-7.86,46.0,-77.5,-9.64,2025-12,19.80%,-77.02,🌑 雙重衰退,2025,⚪ 中性觀察,8.662900188323917,1.33,79.64999999999999,2066.TWO,-67.86,1.34
12.04%,旭富,-11.91,42.0999984741,-79.87,-11.81,2025-12,28.02%,-86.03,🌑 雙重衰退,2025,❌ 暫避觀望,19.136362942772724,0.57,33.0,4119.TW,-68.06,0.9
N/A,巨有科技,93.9,212.5,29.56,97.77,2025-12,N/A,53.85,⚠️ 獲利稀釋,2025,❌ 暫避觀望,56.21693121693122,1.4,56.699999999999996,8227.TWO,-68.21,2.06
0.82%,哲固,-2.33,28.6499996185,-73.65,-5.05,2025-12,17.99%,-77.78,🌑 雙重衰退,2025,❌ 暫避觀望,16.371428353428573,0.3,26.25,3434.TWO,-68.60000000000001,0.47
N/A,安國,26.01,102.5,-37.72,30.97,2025-12,N/A,-129.13,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-2.42,-115.05,8054.TWO,-68.69,-3.19
N/A,高僑,-31.56,55.5,-95.24,-26.42,2025-12,N/A,-144.58,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.37,-11.850000000000001,6234.TWO,-68.82,0.05
-4.04%,台達化,-17.56,16.6499996185,-91.07,-22.22,2025-12,3.28%,-55.0,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.93,-43.35,1309.TW,-68.85,-1.07
N/A,南茂,0.67,87.0,-64.1,5.45,2025-12,N/A,-100.61,🔄 轉虧為盈,2025,❌ 暫避觀望,202.32558139534888,-0.01,6.449999999999999,8150.TW,-69.55,0.7
N/A,國邑*,-61.06,36.5,-130.23,-59.86,2025-12,N/A,-35.26,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-2.11,-113.39999999999999,6875.TWO,-70.36999999999999,-2.97
-6.17%,中鴻,-36.55,17.9500007629,-108.06,-37.56,2025-12,-3.67%,-92.98,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.1,-49.05,2014.TW,-70.5,-1.29
N/A,惠光,-1.96,24.0,-74.77,-4.08,2025-12,N/A,-73.79,🌑 雙重衰退,2025,❌ 暫避觀望,22.22222222222222,0.27,16.200000000000003,6508.TWO,-70.69,0.27
-7.54%,加捷生醫,-13.54,11.4499998093,-80.37,-9.62,2025-12,24.70%,-91.88,🌑 雙重衰退,2025,⚪ 中性觀察,13.313953266627907,0.2,12.9,4109.TWO,-70.75,0.43
-4.13%,台南,-5.85,20.6499996185,-81.13,-10.32,2025-12,13.69%,-69.8,🌑 雙重衰退,2025,⚪ 中性觀察,5.899999891,0.77,52.5,1473.TW,-70.81,0.57
-2289.99%,浩鼎,-26.19,32.7999992371,-77.68,-6.55,2025-12,-76.10%,10.0,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-6.21,-423.0,4174.TWO,-71.13000000000001,-15.61
4.48%,龍鋒,-23.4,41.0,-95.68,-24.52,2025-12,15.90%,-107.89,🔄 轉虧為盈,2025,❌ 暫避觀望,51.25000000000001,-0.34,11.999999999999998,3226.TWO,-71.16000000000001,0.24
6.05%,健和興,-3.86,59.7999992371,-74.48,-3.28,2025-12,21.28%,-82.94,🌑 雙重衰退,2025,❌ 暫避觀望,31.473683809000004,0.5,28.5,3003.TW,-71.2,0.99
N/A,南良,-8.5,12.75,-80.53,-8.96,2025-12,N/A,-94.81,🌑 雙重衰退,2025,❌ 暫避觀望,43.9655172413793,0.04,4.3500000000000005,5450.TWO,-71.57,0.22
2.02%,春雨,-3.32,14.8500003815,-81.05,-9.36,2025-12,13.55%,-73.26,🌑 雙重衰退,2025,❌ 暫避觀望,22.164179673880593,0.25,10.05,2012.TW,-71.69,0.2
N/A,關中,-4.94,44.8499984741,-77.08,-5.35,2025-12,N/A,-88.89,🌑 雙重衰退,2025,⚪ 中性觀察,12.254097943743169,0.48,54.900000000000006,8941.TWO,-71.73,1.16
N/A,茂迪,-5.87,29.3999996185,-77.05,-5.05,2025-12,N/A,-46.15,🌑 雙重衰退,2025,❌ 暫避觀望,38.18181768636363,0.28,11.550000000000002,6244.TWO,-72.0,0.14
1.84%,兆利,8.05,0.0,-74.46,-1.8,2025-12,10.77%,-87.97,🌑 雙重衰退,2025,⚪ 數據不足,0.0,0.73,0.0,3548.TWO,-72.66,2.23
0.74%,六方科-KY,28.81,167.0,-47.66,25.19,2025-12,15.14%,-51.13,📉 獲利侵蝕,2025,❌ 暫避觀望,15.799432355723747,3.23,158.55,4569.TW,-72.85,4.13
N/A,富旺,-99.58,12.3999996185,-114.96,-41.94,2025-12,N/A,-255.35,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-2.47,-87.75,6219.TWO,-73.02,-0.76
-80.56%,郡都開發,17.54,12.5,-44.44,28.81,2025-12,15.04%,63.33,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-0.11,-5.1,4402.TWO,-73.25,-0.13
N/A,欣普羅,137.08,38.7999992371,50.0,123.75,2025-12,N/A,-41.94,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-0.88,-31.049999999999997,6560.TWO,-73.75,-0.16
25.42%,台新新光金,35.48,23.0,-0.7,73.85,2025-12,60.04%,-27.12,🏰 高護城河,2025,⚪ 中性觀察,5.411764705882353,1.3,63.75,2887.TW,-74.55,1.91
-176.58%,統懋,-8.66,31.1499996185,-85.71,-10.18,2025-12,-37.47%,-58.97,🌑 雙重衰退,2025,❌ 暫避觀望,53.70689589396551,0.32,8.700000000000001,2434.TW,-75.53,0.02
7.11%,萬在,-3.85,0.0,-74.4,1.33,2025-12,25.17%,-105.39,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.09,0.0,4543.TWO,-75.73,0.53
N/A,金利食安,17.91,20.5,-69.73,6.19,2025-12,N/A,-48.15,📉 獲利侵蝕,2025,❌ 暫避觀望,15.769230769230772,0.58,19.499999999999996,7743.TWO,-75.92,0.57
-15.74%,旭品,-11.73,12.3000001907,-84.27,-8.3,2025-12,2.22%,-74.19,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.08,-58.05,3325.TWO,-75.97,-1.64
N/A,漢達,122.44,70.3000030518,31.64,108.17,2025-12,N/A,39.62,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,3.76,0.0,6620.TWO,-76.53,4.85
50.09%,材料*-KY,-6.43,41.9000015259,-92.76,-15.8,2025-12,57.83%,-91.36,🏰 高護城河,2025,⚪ 中性觀察,1.1852900007326732,4.94,530.25,4763.TW,-76.96000000000001,6.1
N/A,弘凱,-2.61,40.4000015259,-79.59,-1.9,2025-12,N/A,-62.57,🌑 雙重衰退,2025,❌ 暫避觀望,22.44444529216667,0.64,26.999999999999996,5244.TW,-77.69,0.51
N/A,長園科,372.94,42.7999992371,160.13,237.84,2025-12,N/A,164.8,⚠️ 獲利稀釋,2025,❌ 暫避觀望,25.62874205814371,0.81,25.05,8038.TWO,-77.71000000000001,0.92
N/A,愛地雅,0.33,5.6700000763,-95.77,-17.19,2025-12,N/A,-266.67,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.1,-51.45,8933.TWO,-78.58,-1.39
24.28%,國巨*,5.78,419.5,-69.45,9.26,2025-12,37.30%,-73.12,📉 獲利侵蝕,2025,⚪ 中性觀察,8.223877671044892,8.22,765.1500000000001,2327.TW,-78.71000000000001,11.51
N/A,伍豐,-17.3,24.8500003815,-90.28,-11.54,2025-12,N/A,-99.59,🌑 雙重衰退,2025,❌ 暫避觀望,46.886793172641504,0.01,7.95,8076.TWO,-78.74000000000001,0.14
4.98%,愛山林,25.99,50.0,-77.63,1.31,2025-12,20.31%,-73.93,📉 獲利侵蝕,2025,❌ 暫避觀望,20.08032128514056,0.68,37.35,2540.TW,-78.94,0.69
-116.55%,駿吉-KY,-47.7,0.0,-122.76,-43.59,2025-12,-25.13%,-44.76,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-2.09,0.0,1591.TWO,-79.17,-2.75
-27.07%,佳和,-18.87,13.75,-87.21,-7.88,2025-12,0.84%,-128.57,🔄 轉虧為盈,2025,❌ 暫避觀望,343.7500000000004,-0.28,0.5999999999999993,1449.TW,-79.33,0.12
N/A,美達科技,-23.64,135.5,-84.51,-4.81,2025-12,N/A,-131.03,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.54,-10.649999999999999,6735.TWO,-79.7,0.33
N/A,加高,-3.51,37.1500015259,-81.97,-2.15,2025-12,N/A,-97.71,🌑 雙重衰退,2025,❌ 暫避觀望,52.32394581112677,0.04,10.649999999999999,8182.TWO,-79.82,0.44
N/A,訊芯-KY,56.34,456.5,-35.0,45.18,2025-12,N/A,-672.73,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.64,-46.050000000000004,6451.TW,-80.18,0.26
N/A,可寧衛*,-2.24,27.5499992371,-87.79,-7.53,2025-12,N/A,40.9,🌑 雙重衰退,2025,⚪ 中性觀察,1.160977633253266,10.47,355.95,8422.TW,-80.26,1.29
9.53%,聯德控股-KY,2.6,95.0,-70.28,10.44,2025-12,22.10%,-45.51,📉 獲利侵蝕,2025,⚪ 中性觀察,12.566137566137566,2.73,113.39999999999999,4912.TW,-80.72,1.98
-1.55%,正文,-33.96,39.5,-116.56,-35.66,2025-12,14.16%,-140.91,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.45,-20.55,4906.TW,-80.9,-0.25
-14.81%,光罩,-17.29,50.5,-101.09,-20.15,2025-12,5.40%,-394.25,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-3.56,-190.34999999999997,2338.TW,-80.94,-4.88
N/A,今展科,10.79,47.2999992371,-71.34,10.3,2025-12,N/A,-90.83,📉 獲利侵蝕,2025,❌ 暫避觀望,71.6666655107576,0.11,9.899999999999999,6432.TWO,-81.64,0.48
N/A,亞矽,-14.19,23.9500007629,-92.31,-10.01,2025-12,N/A,31.58,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.13,-5.1000000000000005,6113.TWO,-82.3,-0.25
0.14%,堤維西,6.94,31.3999996185,-61.33,21.35,2025-12,15.03%,-73.56,📉 獲利侵蝕,2025,⚪ 中性觀察,7.168949684589041,1.17,65.7,1522.TW,-82.68,1.72
7.12%,聯嘉投控,0.43,22.7999992371,-80.0,3.55,2025-12,19.34%,-182.86,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.29,0.0,3717.TW,-83.55,0.08
N/A,嘉雨思-創,51.06,83.0,-55.26,28.45,2025-12,N/A,-25.0,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,0.21,0.0,6921.TW,-83.71,0.35
N/A,達亞,32.38,156.5,-64.17,19.58,2025-12,N/A,-4.23,📉 獲利侵蝕,2025,❌ 暫避觀望,72.4537037037037,0.68,32.400000000000006,6762.TWO,-83.75,0.67
N/A,禾昌,-6.12,18.0,-91.2,-6.07,2025-12,N/A,-51.97,🌑 雙重衰退,2025,⚪ 中性觀察,13.533834586466167,0.62,19.95,6158.TWO,-85.13,0.11
11.05%,中電,-5.31,11.6499996185,-94.0,-8.17,2025-12,37.93%,-76.74,🌑 雙重衰退,2025,❌ 暫避觀望,50.65217225434783,0.1,3.4499999999999997,1611.TW,-85.83,0.03
-16.08%,州巧,2.18,38.25,-84.96,1.1,2025-12,5.62%,-43.75,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-1.16,-55.95,3543.TW,-86.05999999999999,-2.24
N/A,奈米醫材,37.74,66.5999984741,-54.81,31.54,2025-12,N/A,-59.52,📉 獲利侵蝕,2025,❌ 暫避觀望,18.448753039916898,0.7,54.150000000000006,6612.TWO,-86.35,1.09
-0.08%,中華化,-6.15,78.5999984741,-92.0,-5.46,2025-12,11.85%,-93.18,🌑 雙重衰退,2025,❌ 暫避觀望,2619.999949136667,0.03,0.44999999999999996,1727.TW,-86.54,0.04
-25.24%,富采,-10.09,73.6999969482,-95.74,-9.04,2025-12,-2.65%,-154.37,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-2.62,-130.50000000000003,3714.TW,-86.69999999999999,-3.69
4.89%,嘉晶,-9.76,121.5,-92.39,-5.25,2025-12,11.81%,-110.98,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.09,-2.25,3016.TW,-87.14,0.07
-22.36%,新晶投控,-14.16,14.1999998093,-96.23,-8.18,2025-12,0.24%,-13.64,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.55,-27.9,3713.TWO,-88.05000000000001,-1.13
26.68%,亞信,9.02,111.5,-14.16,73.94,2026-03,54.20%,7.31,🏰 高護城河,2025,⚪ 中性觀察,12.080173347778981,3.67,138.45000000000002,3169.TWO,-88.1,0.97
6.52%,元創精密,-11.44,29.2999992371,-92.45,-4.04,2025-12,22.32%,-63.16,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.62,-36.9,3685.TWO,-88.41,-1.02
-16.80%,單井,-4.45,31.0499992371,-96.99,-8.56,2025-12,19.24%,-80.0,🌑 雙重衰退,2025,⚪ 數據不足,0.0,0.43,-2.850000000000001,3490.TWO,-88.42999999999999,0.05
-0.43%,台榮,-0.15,12.3000001907,-93.16,-4.37,2025-12,8.16%,-87.62,🌑 雙重衰退,2025,❌ 暫避觀望,8.863084204078968e+17,0.13,2.0816681711721685e-16,1220.TW,-88.78999999999999,0.08
-3.10%,慶騰,-3.65,23.3999996185,-91.3,-2.4,2025-12,15.20%,-630.0,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.53,-18.3,4534.TWO,-88.89999999999999,0.01
1.48%,建大,-1.02,17.0499992371,-90.0,-0.7,2025-12,20.30%,-94.5,🌑 雙重衰退,2025,❌ 暫避觀望,71.04166348791667,0.06,3.6,2106.TW,-89.3,0.13
N/A,申豐,-44.17,31.0,-141.41,-51.86,2025-12,N/A,-117.59,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.19,-23.249999999999996,6582.TW,-89.55,-0.41
N/A,佑華,-30.69,12.4499998093,-121.74,-31.37,2025-12,N/A,-103.09,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.97,-97.19999999999999,8024.TWO,-90.36999999999999,-2.55
8.41%,映興,27.0,27.5499992371,-74.05,16.57,2025-12,25.04%,-84.21,📉 獲利侵蝕,2025,❌ 暫避觀望,51.98113063603773,0.12,7.95,3597.TWO,-90.62,0.34
-39.20%,桂田文創,46.84,10.8500003815,-70.0,20.96,2025-12,46.90%,-4.35,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-0.24,-12.600000000000001,4806.TWO,-90.96000000000001,-0.34
N/A,鑫創電子,-20.75,54.0999984741,-106.78,-15.41,2025-12,N/A,-148.8,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.03,-36.449999999999996,6680.TWO,-91.37,-0.29
N/A,冠好,-0.47,16.3500003815,-91.14,0.63,2025-12,N/A,-136.75,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.43,-21.45,8354.TWO,-91.77,0.14
2.86%,智原,87.19,208.5,-29.75,62.61,2025-12,42.16%,-34.95,📉 獲利侵蝕,2025,❌ 暫避觀望,27.5065963060686,2.01,113.7,3035.TW,-92.36,2.81
N/A,華祺,3.65,22.0,-97.61,-4.99,2025-12,N/A,-128.23,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.35,-10.2,5015.TWO,-92.62,0.06
10.21%,磐儀,40.54,53.5,-63.43,29.3,2025-12,41.27%,-107.04,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.05,-2.6999999999999993,3594.TWO,-92.73,0.49
7.26%,寶隆,-6.91,10.8000001907,-96.0,-3.11,2025-12,12.71%,-650.0,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.15,-7.95,1906.TW,-92.89,0.01
N/A,橘子,-21.78,39.5999984741,-112.99,-19.95,2025-12,N/A,-96.54,🌑 雙重衰退,2025,❌ 暫避觀望,96.58536213195123,0.44,6.149999999999999,6180.TWO,-93.03999999999999,-1.53
-18.44%,唐榮,-14.97,28.2999992371,-114.55,-21.22,2025-12,-14.72%,-181.25,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-3.6,-181.2,2035.TWO,-93.33,-4.72
-1.07%,鈺德,-0.77,12.3500003815,-92.73,0.72,2025-12,27.89%,-96.92,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,0.02,-0.30000000000000027,3050.TW,-93.45,0.04
5.75%,大綜,80.92,177.5,-29.4,64.32,2025-12,13.87%,10.24,📉 獲利侵蝕,2025,⚪ 中性觀察,8.097627737226277,5.92,328.79999999999995,3147.TWO,-93.72,8.43
4.08%,台嘉碩,0.54,43.7999992371,-91.75,2.36,2025-12,22.57%,-130.14,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.22,-1.6500000000000001,3221.TWO,-94.11,0.08
-1.26%,廣華-KY,5.73,16.4500007629,-92.04,2.83,2025-12,22.76%,-254.55,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-2.0,-97.5,1338.TW,-94.87,-2.24
N/A,擎亞,25.43,96.9000015259,-72.78,22.83,2025-12,N/A,-80.2,📉 獲利侵蝕,2025,❌ 暫避觀望,30.95846694118211,0.58,46.949999999999996,8096.TWO,-95.61,0.89
N/A,邑錡,5.67,112.5,-93.2,2.56,2025-12,N/A,-95.69,📉 獲利侵蝕,2025,❌ 暫避觀望,274.390243902439,0.05,6.15,7402.TWO,-95.76,0.1
2.54%,燦星旅,-14.79,26.0,-111.9,-14.15,2025-12,7.41%,-124.87,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.47,-11.1,2719.TWO,-97.75,-0.15
N/A,大井泵浦,-1.08,52.9000015259,-97.61,0.3,2025-12,N/A,-75.94,📉 獲利侵蝕,2025,❌ 暫避觀望,22.70386331583691,0.64,34.95,6982.TWO,-97.91,0.06
-4.87%,協易機,13.39,31.1000003815,-87.1,12.02,2025-12,23.68%,-96.64,📉 獲利侵蝕,2025,❌ 暫避觀望,91.47058935735295,0.04,5.1,4533.TWO,-99.11999999999999,0.2
-2.95%,進泰電子,17.21,28.25,-94.87,5.68,2025-12,20.16%,37.5,🔄 轉虧為盈,2025,❌ 暫避觀望,113.00000000000003,-0.1,3.749999999999999,3465.TWO,-100.55000000000001,0.04
N/A,欣技,0.11,16.0499992371,-108.77,-7.95,2025-12,N/A,12.7,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.55,-33.300000000000004,6160.TWO,-100.82,-1.19
-2.06%,群創,4.39,35.5,-96.3,4.72,2025-12,9.08%,109.38,📉 獲利侵蝕,2025,❌ 暫避觀望,169.04761904761907,0.03,3.15,3481.TW,-101.02,0.03
N/A,有益,-20.17,9.6400003433,-122.06,-21.01,2025-12,N/A,-141.07,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.23,-6.15,9962.TWO,-101.05,-0.15
N/A,旭暉應材,31.33,30.75,-72.63,29.86,2025-12,N/A,-51.58,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-1.45,-67.35000000000001,6698.TW,-102.49,-1.65
N/A,華冠,300.12,12.6999998093,63.58,166.89,2025-12,N/A,66.4,⚠️ 獲利稀釋,2025,⚪ 數據不足,0.0,-2.53,-136.64999999999998,8101.TW,-103.30999999999999,-3.15
1.56%,星宇航空,26.11,20.4500007629,-79.55,23.93,2025-12,13.18%,-73.33,📉 獲利侵蝕,2025,❌ 暫避觀望,23.77907065453488,0.16,12.900000000000002,2646.TW,-103.47999999999999,0.09
N/A,鈦昇,-10.4,241.5,-93.62,10.0,2025-12,N/A,-355.88,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-1.59,-72.00000000000001,8027.TWO,-103.62,-0.93
N/A,泰藝,15.96,54.9000015259,-90.0,16.02,2025-12,N/A,-196.0,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.24,-7.800000000000001,8289.TWO,-106.02,0.04
N/A,正能量智能,-2.76,15.0,-109.86,-3.8,2025-12,N/A,-15.91,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.02,-55.949999999999996,5348.TWO,-106.06,-1.49
4.95%,晶呈科技,-22.96,493.0,-86.55,20.89,2025-12,16.79%,-103.78,🔄 轉虧為盈,2025,❌ 暫避觀望,1493.9393939393935,-0.09,4.950000000000001,4768.TWO,-107.44,0.39
9.33%,永新-KY,10.25,50.4000015259,-106.38,1.42,2025-12,28.78%,-129.31,📉 獲利侵蝕,2025,⚪ 中性觀察,12.086331301175061,-2.24,62.55,4557.TW,-107.8,-0.67
N/A,上亞科技,-23.23,23.2000007629,-129.33,-20.79,2025-12,N/A,-1077.78,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.06,-58.35,6130.TWO,-108.54000000000002,-1.72
N/A,萬國通,-20.28,10.6000003815,-126.47,-17.71,2025-12,N/A,-150.0,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.44,-13.35,9950.TWO,-108.75999999999999,-0.27
N/A,隆中,2.29,47.2999992371,-99.01,10.22,2025-12,N/A,-120.18,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.46,-8.25,6542.TWO,-109.23,0.02
N/A,研通,23.03,30.4500007629,-90.74,19.77,2025-12,N/A,-103.57,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.02,-2.399999999999999,6229.TWO,-110.50999999999999,0.05
-23.08%,濱川,11.56,55.0,-106.61,5.02,2025-12,-3.81%,-163.13,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-4.54,-226.35,1569.TWO,-111.63,-5.61
-29.19%,正達,0.72,51.4000015259,-106.98,5.53,2025-12,-12.37%,-272.73,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-2.24,-111.9,3149.TW,-112.51,-2.86
30.40%,台灣精銳,1.32,777.0,-14.42,98.42,2026-03,51.18%,-15.13,🏰 高護城河,2025,❌ 暫避觀望,26.555023923444978,12.0,438.9,4583.TW,-112.84,3.56
8.05%,安馳,54.47,79.0,-44.71,69.32,2025-12,12.45%,-91.89,📉 獲利侵蝕,2025,❌ 暫避觀望,24.085365853658537,0.27,49.199999999999996,3528.TW,-114.03,2.3
2.17%,鴻準,166.67,62.5,-8.3,105.83,2025-12,4.22%,-11.58,📉 獲利侵蝕,2025,⚪ 中性觀察,10.907504363001744,1.68,85.95,2354.TW,-114.13,2.32
N/A,凱衛,8.86,30.5,-102.22,12.63,2025-12,N/A,-115.29,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-0.13,-17.700000000000003,5201.TWO,-114.85,-0.06
N/A,大研生醫*,51.38,18.0499992371,-76.4,39.1,2025-12,N/A,209.41,📉 獲利侵蝕,2025,⚪ 中性觀察,2.2283949675432098,3.44,121.5,7780.TW,-115.5,0.51
-6.88%,建通,-3.42,32.0499992371,-117.65,-0.51,2025-12,3.88%,-247.95,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-2.59,-108.3,2460.TW,-117.14,-3.0
N/A,星雲,-6.79,53.2999992371,-122.86,-5.47,2025-12,N/A,-140.0,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.36,-20.25,8047.TWO,-117.39,-0.78
10.37%,皇普,44251.78,22.1499996185,12.42,130.3,2025-12,15.63%,525.0,⚠️ 獲利稀釋,2025,⚪ 中性觀察,2.2328628647681454,3.39,148.8,2528.TW,-117.88000000000001,3.65
-42.60%,鈺寶-創,-11.3,18.7000007629,-131.88,-12.58,2025-12,40.07%,-73.61,🌑 雙重衰退,2025,❌ 暫避觀望,71.92307985730768,0.19,3.9000000000000004,3150.TW,-119.3,-0.22
-2.27%,燁輝,-6.3,13.8999996185,-129.63,-8.68,2025-12,7.45%,-243.9,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-1.4,-64.05000000000001,2023.TW,-120.94999999999999,-1.85
-8.09%,泰茂,26.14,30.7000007629,-118.67,2.29,2025-12,2.81%,-103.85,📉 獲利侵蝕,2025,⚪ 數據不足,0.0,-0.19,-18.75,2230.TWO,-120.96000000000001,-1.05
-10.66%,大東,-3.74,9.8599996567,-128.03,-6.83,2025-12,-0.79%,-110.79,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.26,-0.8999999999999991,1441.TW,-121.2,-0.45
N/A,美吉吉-KY,-11.54,15.3000001907,-140.21,-18.09,2025-12,N/A,-100.0,🌑 雙重衰退,2025,❌ 暫避觀望,191.25000238375011,0.0,1.1999999999999993,8466.TW,-122.12,-0.81
-2.51%,艾笛森,-6.81,0.0,-132.32,-9.81,2025-12,21.48%,-127.78,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.21,0.0,3591.TW,-122.50999999999999,-0.34
3.08%,仲琦,-2.54,30.1499996185,-125.0,-2.29,2025-12,21.56%,-325.0,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.17,-12.750000000000002,2419.TW,-122.71,-0.36
-24.47%,偉全,-25.38,12.0500001907,-150.77,-27.73,2025-12,-4.05%,-221.43,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.51,-18.3,1465.TW,-123.04,-0.33
