gm,est_price,symbol,prev_year,eps_yoy,prev_eps_yoy,rev_yoy,prev_eps,advice,name,status,pe,prev_rev_yoy,eps,date,expansion,om,price
N/A,0.0,4178.TW,2025,-5.56,14.95,-11.29,-0.92,⚪ 數據不足,永笙-KY,🌑 雙重衰退,0.0,-3.6,-0.19,2026-03,5.7299999999999995,N/A,18.2000007629
N/A,63.6,6195.TWO,2025,114.29,-38.13,109.17,0.99,✅ 穩健價值,詩肯,🚀 利潤擴張,5.919811410731132,-3.57,1.5,2026-03,5.1200000000000045,N/A,25.1000003815
83.45%,91.94999999999999,2886.TW,2025,16.67,0.85,12.57,2.36,✅ 穩健價值,兆豐金,🏰 高護城河,7.536704855285482,-1.77,0.63,2026-03,4.100000000000001,33.61%,46.2000007629
73.82%,7.35,3094.TW,2025,16.67,41.18,12.87,0.25,⚠️ 追價風險,聯傑,🏰 高護城河,82.75510048387756,13.2,0.07,2026-03,3.8000000000000025,-7.29%,40.5499992371
N/A,-22.2,4939.TWO,2025,300.0,-326.32,296.51,-0.43,⚪ 數據不足,亞電,🔄 轉虧為盈,0.0,-8.05,0.24,2026-03,3.490000000000009,N/A,62.2999992371
N/A,0.0,7839.TWO,2025,5.8,18.52,2.45,2.56,⚪ 數據不足,達人網,🚀 利潤擴張,0.0,8.14,0.73,2026-03,3.3499999999999996,N/A,46.8499984741
N/A,12.149999999999999,7777.TWO,2025,35.9,-16.92,32.83,0.58,⚠️ 追價風險,能率亞洲,🚀 利潤擴張,49.69135802469136,15.88,-0.25,2026-03,3.0700000000000003,N/A,40.25
64.17%,100.35000000000001,2941.TWO,2025,71.15,-27.47,68.9,2.35,✅ 穩健價值,米斯特,🏰 高護城河,5.396113374304932,12.71,0.89,2026-03,2.25,2.03%,36.0999984741
91.47%,26.1,2897.TW,2025,38.89,-35.48,36.86,0.61,✅ 穩健價值,王道銀行,🏰 高護城河,6.0344827586206895,-2.09,0.28,2026-03,2.030000000000001,32.72%,10.5
N/A,-73.20000000000002,4190.TW,2025,43.18,67.52,42.24,-1.59,⚪ 數據不足,佐登-KY,🚀 利潤擴張,0.0,1.27,-0.26,2026-03,0.9399999999999977,N/A,24.0
N/A,210.45,4951.TWO,2025,35.71,40.71,35.11,5.98,✅ 穩健價值,精拓科,🚀 利潤擴張,6.928011186614397,4.88,1.71,2026-03,0.6000000000000014,N/A,97.1999969482
94.34%,45.6,2838.TW,2025,17.86,8.94,17.29,1.29,✅ 穩健價值,聯邦銀,🏰 高護城河,7.319078947368421,4.5,0.35,2026-03,0.5700000000000003,35.36%,22.25
97.58%,1433.8500000000001,3293.TWO,2025,19.96,19.82,19.67,38.51,✅ 穩健價值,鈊象,🏰 高護城河,8.044774558008159,19.01,11.18,2026-03,0.28999999999999915,59.33%,769.0
N/A,0.0,7760.TW,2025,-1.41,-68.78,-1.33,0.68,⚪ 數據不足,享溫馨,🌑 雙重衰退,0.0,-1.96,0.7,2026-03,-0.07999999999999985,N/A,32.9000015259
N/A,0.0,7760.TWO,2025,-1.41,-68.78,-1.33,0.68,⚪ 數據不足,未知,🌑 雙重衰退,0.0,-1.96,0.7,2026-03,-0.07999999999999985,N/A,0.0
N/A,49.2,6906.TW,2025,16.0,-48.45,16.31,1.87,❌ 暫避觀望,現觀科,⚠️ 獲利稀釋,27.10365900179878,-11.58,0.6,2026-03,-0.3099999999999987,N/A,88.9000015259
N/A,-90.0,6535.TWO,2025,-14.52,19.44,-13.62,-2.05,⚪ 數據不足,順藥,🌑 雙重衰退,0.0,-8.49,-0.72,2026-03,-0.9000000000000004,N/A,100.0
78.99%,73.8,2892.TW,2025,11.76,3.31,12.82,1.87,⚪ 中性觀察,第一金,🏰 高護城河,6.7073170731707314,7.59,0.57,2026-03,-1.0600000000000005,35.12%,33.0
N/A,-65.25,6901.TW,2025,37.31,53.38,38.45,-1.38,⚪ 數據不足,鑽石投資,⚠️ 獲利稀釋,0.0,51.85,-0.42,2026-03,-1.1400000000000006,N/A,18.0499992371
N/A,51.0,5880.TW,2025,12.5,7.94,14.28,1.36,⚪ 中性觀察,合庫金,⚠️ 獲利稀釋,7.308823641617647,13.01,0.36,2026-03,-1.7799999999999994,N/A,24.8500003815
88.90%,58.949999999999996,2801.TW,2025,18.92,13.53,20.79,1.51,⚪ 中性觀察,彰銀,🏰 高護城河,5.992366218091603,8.35,0.44,2026-03,-1.8699999999999974,38.59%,23.5499992371
N/A,124.19999999999999,5876.TW,2025,9.38,10.11,11.29,3.06,⚪ 中性觀察,上海商銀,⚠️ 獲利稀釋,5.169082033466184,3.7,1.05,2026-03,-1.9099999999999984,N/A,42.7999992371
N/A,0.0,7820.TWO,2025,61.22,4.79,63.3,1.76,⚪ 數據不足,立盈,⚠️ 獲利稀釋,0.0,58.62,0.79,2026-03,-2.0799999999999983,N/A,111.0
97.54%,49.2,2834.TW,2025,9.37,2.44,13.27,1.26,⚪ 中性觀察,臺企銀,🏰 高護城河,5.426829035701219,2.85,0.35,2026-03,-3.9000000000000004,41.10%,17.7999992371
N/A,84.75,2536.TW,2025,400.0,422.95,404.29,3.19,⚪ 中性觀察,宏普,⚠️ 獲利稀釋,3.7522125244070796,327.05,0.15,2026-03,-4.2900000000000205,N/A,21.2000007629
54.90%,-105.6,2726.TWO,2025,51.52,-174.64,56.57,-3.55,⚪ 數據不足,雅茗-KY,🏰 高護城河,0.0,0.59,-0.33,2026-03,-5.049999999999997,-51.18%,9.4099998474
N/A,228.75000000000003,6415.TW,2025,115.22,8.14,120.31,6.4,❌ 暫避觀望,矽力*-KY,⚠️ 獲利稀釋,39.213114754098356,1.94,1.98,2026-03,-5.090000000000003,N/A,598.0
91.14%,81.0,2884.TW,2025,12.73,30.06,19.37,2.12,⚪ 中性觀察,玉山金,🏰 高護城河,6.388888888888888,20.44,0.62,2026-03,-6.640000000000001,40.48%,34.5
73.67%,-79.95,4171.TWO,2025,50.0,8.21,56.73,-1.93,⚪ 數據不足,瑞基,🏰 高護城河,0.0,12.71,-0.09,2026-03,-6.729999999999997,-9.23%,16.7999992371
70.98%,151.5,2891.TW,2025,15.15,11.73,22.25,4.08,⚪ 中性觀察,中信金,🏰 高護城河,6.960396341762377,29.29,1.18,2026-03,-7.1,31.38%,70.3000030518
42.21%,307.35,2881.TW,2025,-20.07,-21.56,-10.41,8.37,⚪ 中性觀察,富邦金,🌑 雙重衰退,6.271351878965349,9.74,2.4,2026-03,-9.66,22.46%,128.5
85.36%,80.39999999999999,4911.TWO,2025,-62.9,26.01,-52.83,2.18,⚪ 中性觀察,德英,🏰 高護城河,5.8022388771455224,24.13,0.23,2026-03,-10.07,42.63%,31.1000003815
15.63%,130.95000000000002,2528.TW,2025,-109.26,12.42,-98.55,3.65,⚪ 中性觀察,皇普,🌑 雙重衰退,2.411225571260023,130.3,-0.11,2026-03,-10.710000000000008,10.37%,21.0499992371
N/A,255.0,6534.TW,2025,6.68,-2.59,17.4,4.51,⚪ 中性觀察,正瀚-創,⚠️ 獲利稀釋,5.311764885400001,11.21,4.15,2026-03,-10.719999999999999,N/A,90.3000030518
N/A,-70.65,6958.TW,2025,163.33,-280.56,174.36,-2.38,⚪ 數據不足,日盛台駿,🔄 轉虧為盈,0.0,-7.09,0.2,2026-03,-11.030000000000001,N/A,16.2999992371
93.02%,57.300000000000004,2812.TW,2025,2.56,0.0,13.77,1.53,⚪ 中性觀察,台中銀,🏰 高護城河,5.222513288717277,6.96,0.4,2026-03,-11.209999999999999,51.96%,19.9500007629
N/A,-61.349999999999994,6598.TW,2025,157.14,22.83,168.99,-1.96,⚪ 數據不足,ABC-KY,🔄 轉虧為盈,0.0,38.52,0.2,2026-03,-11.850000000000023,N/A,22.8500003815
38.56%,16.65,3141.TWO,2025,137.14,-54.31,149.28,0.54,❌ 暫避觀望,晶宏,⚠️ 獲利稀釋,65.49549274612613,7.08,0.84,2026-03,-12.140000000000015,-3.65%,72.6999969482
912.85%,-1.05,1453.TW,2025,58.33,100.0,72.15,0.04,⚪ 數據不足,大將,🏰 高護城河,0.0,7.27,-0.05,2026-03,-13.820000000000007,-2853.40%,11.1000003815
62.29%,254.09999999999997,2882.TW,2025,-1.52,-2.94,12.33,7.06,⚪ 中性觀察,國泰金,🏰 高護城河,5.991735537190084,-2.04,2.15,2026-03,-13.85,30.59%,101.5
91.41%,79.35,2890.TW,2025,33.33,4.57,47.42,1.97,⚪ 中性觀察,永豐金,🏰 高護城河,7.466918714555765,15.47,0.76,2026-03,-14.090000000000003,37.14%,39.5
7.87%,-222.15,1589.TW,2025,1.36,65.91,16.77,-2.71,⚪ 數據不足,永冠-KY,⚠️ 獲利稀釋,0.0,18.73,-5.06,2025-09,-15.41,-5.22%,5.5399999619
102.49%,34.800000000000004,2845.TW,2025,-3.85,-14.85,11.99,0.93,⚪ 中性觀察,遠東銀,🏰 高護城河,5.646551888577585,0.06,0.25,2026-03,-15.84,38.22%,13.1000003815
N/A,-159.0,5907.TW,2025,-7.45,-73.66,8.46,-4.55,⚪ 數據不足,大洋-KY,📉 獲利侵蝕,0.0,-14.95,-1.01,2026-03,-15.91,N/A,4.8000001907
87.03%,53.849999999999994,2820.TW,2025,60.0,31.37,76.08,1.34,⚪ 中性觀察,華票,🏰 高護城河,4.930362329498608,33.06,0.48,2026-03,-16.08,65.42%,17.7000007629
N/A,126.89999999999999,5203.TW,2025,3.88,-9.05,20.0,3.63,⚪ 中性觀察,訊連,⚠️ 獲利稀釋,8.132388067588654,18.91,1.34,2026-03,-16.12,N/A,68.8000030518
52.35%,78.60000000000001,1760.TW,2025,81.82,53.1,98.16,2.22,⚪ 中性觀察,寶齡富錦,🏰 高護城河,11.564885204980914,1.66,0.6,2026-03,-16.340000000000003,13.25%,60.5999984741
38.83%,30.150000000000002,1597.TW,2025,180.0,-15.24,197.09,0.91,❌ 暫避觀望,直得,⚠️ 獲利稀釋,68.65671641791045,9.81,0.43,2026-03,-17.090000000000003,9.16%,138.0
24.80%,545.4000000000001,3708.TW,2025,-72.34,1276.65,-54.13,35.57,⚪ 中性觀察,上緯投控,🌑 雙重衰退,2.9427942794279423,-30.75,0.13,2026-03,-18.21,-95.04%,107.0
N/A,-8.100000000000001,6542.TWO,2025,33.33,-99.01,54.92,0.02,⚪ 數據不足,隆中,⚠️ 獲利稀釋,0.0,10.22,0.04,2026-03,-21.590000000000003,N/A,45.5999984741
87.61%,42.45,2910.TW,2025,-3.33,8.85,18.36,1.23,⚪ 中性觀察,統領,🏰 高護城河,8.12720848056537,-14.47,0.29,2026-03,-21.689999999999998,51.79%,23.0
N/A,45.45,4106.TW,2025,100.0,5.26,122.47,1.2,⚪ 中性觀察,雃博,⚠️ 獲利稀釋,7.706270752970296,0.74,0.46,2026-03,-22.47,N/A,23.3500003815
N/A,45.6,4971.TWO,2025,231.33,146.97,254.17,1.65,❌ 暫避觀望,IET-KY,⚠️ 獲利稀釋,155.92105263157896,50.49,1.97,2026-03,-22.839999999999975,N/A,474.0
N/A,0.0,3485.TWO,2025,-30.17,-17.37,-6.85,5.9,⚪ 數據不足,敘豐,🌑 雙重衰退,0.0,-10.06,1.69,2026-03,-23.32,N/A,267.0
N/A,530.85,6446.TW,2025,52.97,53.11,76.92,13.64,❌ 暫避觀望,藥華藥,⚠️ 獲利稀釋,35.88584345860413,60.61,5.79,2026-03,-23.950000000000003,N/A,1270.0
N/A,177.14999999999998,6712.TWO,2025,24.77,7.69,49.97,4.88,⚪ 中性觀察,長聖,⚠️ 獲利稀釋,13.37849280270957,8.96,1.39,2026-03,-25.2,N/A,158.0
N/A,83.55000000000001,6856.TWO,2025,21.74,-36.41,47.77,2.62,⚪ 中性觀察,鑫傳,⚠️ 獲利稀釋,8.043087834308798,19.24,0.56,2026-03,-26.030000000000005,N/A,44.7999992371
N/A,9.750000000000002,8076.TWO,2025,300.0,-90.28,326.44,0.14,❌ 暫避觀望,伍豐,⚠️ 獲利稀釋,37.38461421092307,-11.54,0.16,2026-03,-26.439999999999998,N/A,24.2999992371
49.04%,116.85,1442.TW,2025,-82.31,-57.74,-55.17,3.03,⚪ 中性觀察,名軒,🌑 雙重衰退,3.4467266215019254,-62.17,0.23,2026-03,-27.14,34.02%,26.8500003815
N/A,0.0,7803.TW,2025,-34.48,-67.15,-6.92,-2.29,⚪ 數據不足,雲象科技-創,🌑 雙重衰退,0.0,91.93,-0.78,2026-03,-27.559999999999995,N/A,0.0
N/A,0.0,7803.TWO,2025,-34.48,-67.15,-6.92,-2.29,⚪ 數據不足,未知,🌑 雙重衰退,0.0,91.93,-0.78,2026-03,-27.559999999999995,N/A,0.0
89.24%,-24.3,2702.TW,2025,-9.52,-234.62,18.79,-0.35,⚪ 數據不足,華園,🔄 轉虧為盈,0.0,-2.27,0.19,2026-03,-28.31,10.47%,12.3000001907
77.03%,521.55,4728.TWO,2025,-0.73,6.9,28.12,13.33,⚪ 中性觀察,雙美,🏰 高護城河,11.05838366407823,11.45,4.07,2026-03,-28.85,41.97%,384.5
N/A,78.15,8942.TWO,2025,-7.89,-66.05,20.98,1.83,⚪ 中性觀察,森鉅,📉 獲利侵蝕,7.9942421354894435,-20.5,1.05,2026-03,-28.87,N/A,41.6500015259
59.54%,-53.400000000000006,2723.TW,2025,11.02,-175.3,39.9,-2.47,⚪ 數據不足,美食-KY,🔄 轉虧為盈,0.0,-4.59,1.31,2026-03,-28.88,7.94%,68.0999984741
N/A,158.4,6592.TW,2025,24.75,10.4,55.42,4.72,⚪ 中性觀察,和潤企業,⚠️ 獲利稀釋,6.0606060606060606,-18.16,0.76,2026-03,-30.67,N/A,64.0
N/A,-26.700000000000003,6693.TWO,2025,510.71,-102.7,542.16,-0.09,⚪ 數據不足,廣閎科,🔄 轉虧為盈,0.0,29.21,1.17,2026-03,-31.44999999999999,N/A,220.0
33.55%,7.35,4741.TWO,2025,210.0,-85.43,244.69,0.29,❌ 暫避觀望,泓瀚,⚠️ 獲利稀釋,114.08163576714287,-17.82,0.31,2026-03,-34.69,3.21%,55.9000015259
64.71%,-14.1,1435.TW,2025,20.0,-51.85,54.92,-0.41,⚪ 數據不足,中福,🏰 高護城河,0.0,-43.98,-0.08,2026-03,-34.92,-1427.47%,24.8999996185
N/A,-81.6,3522.TWO,2025,90.0,-17.7,125.1,-2.66,⚪ 數據不足,御嵿,🔄 轉虧為盈,0.0,27.85,0.4,2026-03,-35.099999999999994,N/A,14.0
21.31%,55.05,3056.TW,2025,-99.32,-82.6,-63.16,1.07,⚪ 中性觀察,富華新,🌑 雙重衰退,3.964577708637602,-68.21,0.01,2026-03,-36.16,-1.56%,14.5500001907
16.87%,45.3,1529.TW,2025,433.33,876.92,470.92,1.01,⚪ 中性觀察,樂事綠能,⚠️ 獲利稀釋,7.301324250695365,32.89,0.16,2026-03,-37.59000000000003,7.13%,22.0499992371
N/A,16.650000000000002,1463.TW,2025,-102.13,-95.82,-64.4,0.13,❌ 暫避觀望,強盛新,🌑 雙重衰退,15.585584898288287,23.84,-0.01,2026-03,-37.72999999999999,N/A,17.2999992371
N/A,210.89999999999998,6870.TWO,2025,66.67,40.48,104.62,7.08,❌ 暫避觀望,騰雲,⚠️ 獲利稀釋,17.389758179231865,20.33,1.1,2026-03,-37.95,N/A,244.5
N/A,80.1,6482.TWO,2025,-71.72,-34.28,-33.46,2.32,⚪ 中性觀察,弘煜科,🌑 雙重衰退,5.3089888354868915,-10.07,0.28,2026-03,-38.26,N/A,28.3500003815
N/A,142.5,7728.TWO,2025,56.12,-45.05,94.63,4.92,❌ 暫避觀望,光焱科技,⚠️ 獲利稀釋,69.05263157894737,-6.16,1.53,2026-03,-38.51,N/A,656.0
N/A,0.0,7842.TWO,2025,47.78,112.83,86.87,4.01,⚪ 數據不足,天能綠電,⚠️ 獲利稀釋,0.0,123.22,1.33,2026-03,-39.09,N/A,98.0
N/A,0.0,7818.TW,2025,-52.69,-28.57,-12.84,5.65,⚪ 數據不足,溢泰實業,🌑 雙重衰退,0.0,-4.14,0.88,2026-03,-39.849999999999994,N/A,63.0
N/A,0.0,7818.TWO,2025,-52.69,-28.57,-12.84,5.65,⚪ 數據不足,未知,🌑 雙重衰退,0.0,-4.14,0.88,2026-03,-39.849999999999994,N/A,0.0
53.43%,103.20000000000002,3577.TWO,2025,90.91,46.3,130.77,2.37,❌ 暫避觀望,泓格,🏰 高護城河,17.00581395348837,9.44,1.47,2026-03,-39.860000000000014,14.28%,117.0
71.52%,-25.049999999999997,3288.TWO,2025,83.67,-74.29,123.55,-0.64,⚪ 數據不足,點晶,🏰 高護城河,0.0,-10.15,-0.08,2026-03,-39.879999999999995,6.07%,19.9500007629
N/A,207.15,6024.TW,2025,57.14,-6.01,97.36,5.48,⚪ 中性觀察,群益期,⚠️ 獲利稀釋,4.431571380369297,9.98,1.76,2026-03,-40.22,N/A,61.2000007629
N/A,-235.35000000000002,6949.TW,2025,10.08,44.38,50.51,-7.23,⚪ 數據不足,沛爾生醫-創,⚠️ 獲利稀釋,0.0,60.07,-1.18,2026-03,-40.43,N/A,856.0
N/A,27.450000000000003,6423.TWO,2025,-47.06,-39.36,-6.55,0.58,❌ 暫避觀望,億而得,🌑 雙重衰退,44.26229508196721,2.34,0.28,2026-03,-40.510000000000005,N/A,81.0
N/A,0.0,6961.TWO,2025,-40.13,16.53,0.49,4.23,⚪ 數據不足,旅天下,📉 獲利侵蝕,0.0,-8.56,1.9,2026-03,-40.620000000000005,N/A,54.0
59.04%,-28.05,4529.TWO,2025,0.0,42.64,40.9,-0.74,⚪ 數據不足,淳紳,🏰 高護城河,0.0,-22.14,-0.17,2026-03,-40.9,-1090.16%,4.3400001526
76.10%,3584.3999999999996,2059.TW,2025,38.82,59.82,81.21,103.23,❌ 暫避觀望,川湖,🏰 高護城河,29.753933712755277,72.77,36.58,2026-03,-42.38999999999999,69.19%,7110.0
N/A,626.85,6788.TWO,2025,33.23,31.09,77.29,17.36,⚪ 中性觀察,華景電,⚠️ 獲利稀釋,10.11007418042594,19.97,4.49,2026-03,-44.06000000000001,N/A,422.5
44.04%,85.95,2739.TW,2025,109.68,-56.22,153.86,2.36,⚪ 中性觀察,寒舍,⚠️ 獲利稀釋,6.5968585056020945,2.72,1.3,2026-03,-44.18000000000001,12.46%,37.7999992371
N/A,157.95000000000002,6212.TWO,2025,-82.38,-34.98,-37.96,3.96,⚪ 中性觀察,理銘,🌑 雙重衰退,2.7065527065527064,-55.31,0.4,2026-03,-44.419999999999995,N/A,28.5
N/A,0.0,7822.TW,2025,78.66,279.4,124.98,14.04,⚪ 數據不足,倍利科,⚠️ 獲利稀釋,0.0,187.82,4.93,2026-03,-46.32000000000001,N/A,1060.0
N/A,0.0,6028.TWO,2025,-35.1,-34.17,11.65,7.86,⚪ 數據不足,公勝保經,📉 獲利侵蝕,0.0,5.26,2.48,2026-03,-46.75,N/A,79.0999984741
N/A,235.35,6231.TWO,2025,0.0,-9.63,47.19,6.66,❌ 暫避觀望,系微,📉 獲利侵蝕,17.845761631612493,4.64,1.7,2026-03,-47.19,N/A,280.0
N/A,431.25,5871.TW,2025,-0.66,-13.92,47.02,11.24,⚪ 中性觀察,中租-KY,📉 獲利侵蝕,4.0,-4.62,3.26,2026-03,-47.68,N/A,115.0
51.76%,111.3,2423.TW,2025,94.03,20.66,142.03,2.92,⚪ 中性觀察,固緯,🏰 高護城河,9.703504043126685,5.54,1.3,2026-03,-48.0,18.42%,72.0
N/A,22.050000000000004,7721.TW,2025,40.0,-82.84,88.8,0.55,❌ 暫避觀望,微程式,⚠️ 獲利稀釋,47.00680168306122,-36.07,0.21,2026-03,-48.8,N/A,69.0999984741
N/A,-14.85,8277.TWO,2025,18.18,48.61,67.15,-0.37,⚪ 數據不足,商丞,⚠️ 獲利稀釋,0.0,-16.98,-0.09,2026-03,-48.970000000000006,N/A,9.970000267
-18.77%,-10.5,3576.TW,2025,1072.73,41.22,1122.35,-0.77,⚪ 數據不足,聯合再生,🔄 轉虧為盈,0.0,-47.33,1.07,2026-03,-49.61999999999989,-63.16%,16.7999992371
N/A,0.0,7772.TWO,2025,-72.0,43.08,-19.71,1.86,⚪ 數據不足,耀穎,🌑 雙重衰退,0.0,12.72,0.35,2026-03,-52.29,N/A,128.0
N/A,283.05,6523.TWO,2025,-45.35,-26.4,9.64,7.78,⚪ 中性觀察,達爾膚,📉 獲利侵蝕,5.13513521599894,-5.92,1.88,2026-03,-54.99,N/A,96.9000015259
N/A,0.0,7811.TWO,2025,-73.26,-10.5,-18.25,8.1,⚪ 數據不足,民盛,🌑 雙重衰退,0.0,18.06,1.09,2026-03,-55.010000000000005,N/A,77.9000015259
N/A,333.00000000000006,5236.TWO,2025,42.79,4.12,98.26,8.59,⚪ 中性觀察,凌陽創新,⚠️ 獲利稀釋,7.567567567567567,10.0,2.97,2026-03,-55.470000000000006,N/A,168.0
N/A,34.35,6841.TWO,2025,44.44,183.87,100.17,0.89,❌ 暫避觀望,長佳智能,⚠️ 獲利稀釋,26.46288142973799,12.23,0.26,2026-03,-55.730000000000004,N/A,60.5999984741
N/A,50.099999999999994,6649.TWO,2025,-100.0,3600.0,-44.23,1.4,⚪ 中性觀察,台生材,🌑 雙重衰退,11.586826575718563,128.22,0.0,2026-03,-55.77,N/A,38.7000007629
54.41%,55.35000000000001,2903.TW,2025,18.18,-5.49,74.15,1.56,⚪ 中性觀察,遠百,🏰 高護城河,6.355013756883468,-2.68,0.39,2026-03,-55.970000000000006,14.06%,23.4500007629
N/A,-4.65,8289.TWO,2025,300.0,-90.0,356.31,0.04,⚪ 數據不足,泰藝,⚠️ 獲利稀釋,0.0,16.02,0.28,2026-03,-56.31,N/A,58.4000015259
N/A,101.10000000000001,5530.TWO,2025,3.26,-28.2,59.84,2.75,⚪ 中性觀察,龍巖,⚠️ 獲利稀釋,6.980712052982196,-2.7,0.95,2026-03,-56.580000000000005,N/A,47.0499992371
20.10%,25.500000000000004,2102.TW,2025,105.56,721.43,162.75,6.28,⚪ 中性觀察,泰豐,⚠️ 獲利稀釋,10.529411540294117,-0.57,0.01,2026-03,-57.19,-167.95%,17.8999996185
34.86%,-19.05,4131.TWO,2025,83.87,36.07,141.56,-0.78,⚪ 數據不足,浩泰,⚠️ 獲利稀釋,0.0,297.52,-0.05,2026-03,-57.69,-26.13%,33.25
N/A,79.80000000000001,2524.TW,2025,-75.84,-77.57,-17.97,1.71,⚪ 中性觀察,京城,🌑 雙重衰退,6.635338202462406,-60.41,0.36,2026-03,-57.870000000000005,N/A,35.2999992371
N/A,-6.75,6767.TWO,2025,-30.77,60.8,27.71,-0.49,⚪ 數據不足,台微醫,🔄 轉虧為盈,0.0,-6.86,0.09,2026-03,-58.480000000000004,N/A,24.7999992371
N/A,55.2,1731.TW,2025,7.5,4.62,65.98,1.36,⚪ 中性觀察,美吾華,⚠️ 獲利稀釋,5.923912836168478,6.61,0.43,2026-03,-58.480000000000004,N/A,21.7999992371
56.36%,237.29999999999998,4105.TWO,2025,13.38,7.55,71.91,6.27,⚪ 中性觀察,東洋,🏰 高護城河,4.766118933369153,9.49,1.78,2026-03,-58.529999999999994,21.51%,75.4000015259
N/A,200.99999999999997,6918.TW,2025,-4.2,-1.21,55.78,5.16,⚪ 中性觀察,愛派司,📉 獲利侵蝕,5.42537290658209,8.61,1.39,2026-03,-59.980000000000004,N/A,72.6999969482
N/A,0.0,7795.TW,2025,-77.53,-26.3,-17.44,3.11,⚪ 數據不足,長廣,🌑 雙重衰退,0.0,-15.04,0.21,2026-03,-60.09,N/A,506.0
N/A,0.0,7794.TWO,2025,-14.52,169.31,46.86,2.72,⚪ 數據不足,宏�硒撥s,📉 獲利侵蝕,0.0,18.71,0.53,2026-03,-61.379999999999995,N/A,30.0
N/A,330.59999999999997,6703.TWO,2025,12.73,-2.0,74.83,9.9,⚪ 中性觀察,軒郁,⚠️ 獲利稀釋,4.968239564428313,-8.29,1.87,2026-03,-62.099999999999994,N/A,109.5
N/A,136.79999999999998,8432.TWO,2025,27.85,23.05,90.14,3.63,⚪ 中性觀察,東生華,⚠️ 獲利稀釋,5.5482454467214914,19.79,1.01,2026-03,-62.29,N/A,50.5999984741
N/A,103.2,6925.TWO,2025,-30.36,8.39,32.15,3.11,⚪ 中性觀察,意藍,📉 獲利侵蝕,8.561046733415699,14.61,0.39,2026-03,-62.51,N/A,58.9000015259
33.80%,-76.65,4154.TWO,2025,68.92,57.28,131.64,-1.82,⚪ 數據不足,樂威科-KY,⚠️ 獲利稀釋,0.0,-35.31,-0.25,2026-03,-62.719999999999985,-77.27%,12.5500001907
N/A,0.0,6983.TWO,2025,-71.64,14.65,-8.7,4.46,⚪ 數據不足,華洋精機,🌑 雙重衰退,0.0,24.42,0.19,2026-03,-62.94,N/A,350.0
N/A,118.35000000000001,6277.TW,2025,18.68,-25.6,82.57,3.08,⚪ 中性觀察,宏正,⚠️ 獲利稀釋,8.70722394780735,-1.49,1.08,2026-03,-63.88999999999999,N/A,68.6999969482
100.00%,-20.4,3115.TWO,2025,-11.11,57.53,53.3,-0.44,⚪ 數據不足,富榮綱,🏰 高護城河,0.0,12.25,-0.1,2026-03,-64.41,-377.43%,9.0
N/A,1138.3500000000001,6510.TWO,2025,54.52,95.56,119.02,30.41,❌ 暫避觀望,精測,⚠️ 獲利稀釋,39.99209382000263,33.33,10.43,2026-03,-64.5,N/A,3035.0
45.66%,-11.55,2401.TW,2025,66.67,-181.82,131.47,-0.37,⚪ 數據不足,凌陽,⚠️ 獲利稀釋,0.0,-2.04,-0.02,2026-03,-64.8,-9.00%,31.3999996185
58.46%,-77.55,3228.TWO,2025,-12.24,-491.18,53.08,-2.03,⚪ 數據不足,金麗科,🏰 高護城河,0.0,-27.25,-0.55,2026-03,-65.32,-58.74%,176.0
N/A,-25.8,8107.TWO,2025,111.54,-129.28,177.04,-0.53,⚪ 數據不足,大億金茂,🔄 轉虧為盈,0.0,2.06,0.03,2026-03,-65.49999999999999,N/A,12.75
39.89%,10.65,2365.TW,2025,100.0,-50.0,165.56,0.32,❌ 暫避觀望,昆盈,⚠️ 獲利稀釋,47.323941512816894,-1.99,0.14,2026-03,-65.56,1.38%,33.5999984741
N/A,396.44999999999993,8271.TW,2025,1919.44,209.22,1985.02,6.7,⚪ 中性觀察,宇瞻,⚠️ 獲利稀釋,7.3212258796821805,41.93,14.54,2026-03,-65.57999999999993,N/A,193.5
N/A,-405.15,6533.TW,2025,-45.13,-20600.0,20.45,-8.2,⚪ 數據不足,晶心科,📉 獲利侵蝕,0.0,7.0,-3.28,2026-03,-65.58,N/A,191.0
N/A,304.65000000000003,5478.TWO,2025,63.12,4.25,128.72,7.93,⚪ 中性觀察,智冠,⚠️ 獲利稀釋,5.120630231413096,-3.78,2.39,2026-03,-65.6,N/A,104.0
N/A,153.0,6955.TW,2025,-13.39,30.28,52.46,4.13,⚪ 中性觀察,邦睿生技-創,📉 獲利侵蝕,12.15686274509804,37.43,0.97,2026-03,-65.85,N/A,124.0
19.48%,-77.1,4168.TWO,2025,-63.41,0.95,2.71,-2.16,⚪ 數據不足,醣聯,📉 獲利侵蝕,0.0,157.54,-0.67,2026-03,-66.11999999999999,-2058.21%,25.5
51.65%,-66.15,2736.TWO,2025,33.33,0.0,99.75,-1.83,⚪ 數據不足,富野,🏰 高護城河,0.0,36.07,-0.1,2026-03,-66.42,-9.65%,11.8000001907
N/A,-52.05,6405.TW,2025,33.33,-68.0,100.81,-1.26,⚪ 數據不足,悅城,⚠️ 獲利稀釋,0.0,-99.4,-0.26,2026-03,-67.48,N/A,60.7999992371
N/A,438.15000000000003,7749.TW,2025,41.83,67.87,111.76,11.77,⚪ 中性觀察,意騰-KY,⚠️ 獲利稀釋,14.173228346456693,85.22,3.56,2026-03,-69.93,N/A,414.0
