advice,pe,prev_rev_yoy,prev_eps,gm,prev_year,eps_yoy,price,om,eps,prev_eps_yoy,name,symbol,date,expansion,rev_yoy,est_price,status
⚪ 數據不足,0.0,-71.56,-1.95,N/A,2025,-206.25,32.0,N/A,-0.49,-78.9,尚茂,8291.TWO,2026-03,-331.56,125.31,-75.75,📉 獲利侵蝕
⚪ 中性觀察,8.646864518602861,5.64,4.23,N/A,2025,-7.53,78.5999984741,N/A,0.85,4.19,久元,6261.TWO,2026-03,-331.65,324.12,136.35,📉 獲利侵蝕
❌ 暫避觀望,34.214285714285715,22.86,3.13,26.27%,2025,7.25,239.5,15.45%,1.48,26.02,新盛力,4931.TWO,2026-03,-332.42,339.67,104.99999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,9.0109891507326,-14.65,1.19,22.79%,2025,56.0,24.6000003815,8.66%,0.39,13.33,新纖,1409.TW,2026-03,-333.13,389.13,40.95,⚠️ 獲利稀釋
❌ 暫避觀望,89.000002543,-3.61,0.1,34.00%,2025,-200.0,26.7000007629,-5.47%,-0.09,-56.52,健亞,4130.TWO,2026-03,-333.35,133.35,4.500000000000001,📉 獲利侵蝕
⚪ 中性觀察,9.331741879260141,-4.56,2.04,N/A,2025,85.11,39.0999984741,N/A,0.87,-45.45,科嘉-KY,5215.TW,2026-03,-333.83,418.94,62.85000000000001,⚠️ 獲利稀釋
⚪ 中性觀察,10.385626643295355,25.24,9.52,N/A,2025,56.17,237.0,N/A,3.67,56.88,大中,6435.TWO,2026-03,-334.14,390.31,342.3,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-16.91,-1.61,N/A,2025,123.61,61.5,N/A,0.17,-348.39,易發,6425.TWO,2026-03,-334.65999999999997,458.27,-90.45,🔄 轉虧為盈
⚪ 數據不足,0.0,-18.09,0.3,22.74%,2025,-15.38,21.2999992371,4.80%,0.33,-77.78,先益,3531.TWO,2026-03,-335.88,320.5,-10.5,📉 獲利侵蝕
⚪ 中性觀察,5.262738732022294,7.48,3.06,N/A,2025,-14.75,33.0499992371,N/A,0.52,-26.62,嘉彰,4942.TW,2026-03,-336.1,321.35,94.19999999999999,📉 獲利侵蝕
❌ 暫避觀望,96.91176694985295,5.19,0.39,N/A,2025,-177.19,65.9000015259,N/A,-0.44,-35.0,新漢,8234.TWO,2026-03,-336.15,158.96,10.2,📉 獲利侵蝕
⚪ 數據不足,0.0,-3.8,-1.49,N/A,2025,42.5,16.8500003815,N/A,-0.23,-109.86,正能量智能,5348.TWO,2026-03,-336.41,378.91,-53.4,⚠️ 獲利稀釋
⚪ 中性觀察,13.883248924593907,-3.48,3.17,N/A,2025,-17.96,54.7000007629,N/A,1.37,-67.55,弘帆,8433.TWO,2026-03,-337.78999999999996,319.83,59.1,📉 獲利侵蝕
❌ 暫避觀望,17.36381322957198,15.29,3.84,N/A,2025,105.83,178.5,N/A,2.12,4.08,睿生光電,6861.TW,2026-03,-338.04,443.87,154.20000000000002,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-12.11,-4.83,19.66%,2025,102.44,48.25,-2.95%,0.18,-142.57,程泰,1583.TW,2026-03,-338.47,440.91,-285.45000000000005,🔄 轉虧為盈
⚪ 數據不足,0.0,123.75,-0.16,N/A,2025,85.0,31.2000007629,N/A,0.37,50.0,欣普羅,6560.TWO,2026-03,-338.64,423.64,-28.5,🔄 轉虧為盈
⚪ 中性觀察,9.40319222761971,14.03,5.88,N/A,2025,14.08,135.5,N/A,1.62,14.17,捷敏-KY,6525.TW,2026-03,-339.59000000000003,353.67,216.14999999999998,⚠️ 獲利稀釋
⚪ 中性觀察,11.563517915309445,6.99,2.42,23.29%,2025,-7.41,71.0,6.47%,0.51,-18.15,東元,1504.TW,2026-03,-339.99,332.58,92.10000000000001,📉 獲利侵蝕
⚪ 中性觀察,4.965437612235023,-5.34,1.68,N/A,2025,-35.29,21.5499992371,N/A,0.11,12.0,美隆電,2477.TW,2026-03,-340.70000000000005,305.41,65.1,📉 獲利侵蝕
⚪ 數據不足,0.0,8.23,-2.17,1.76%,2025,9.68,23.9500007629,-18.26%,-0.56,4.42,永昕,4726.TWO,2026-03,-341.05,350.73,-88.94999999999999,⚠️ 獲利稀釋
❌ 暫避觀望,25.12903213516129,17.58,0.16,N/A,2025,-28.57,7.7899999619,N/A,0.05,-11.76,力麒,5512.TWO,2026-03,-341.15999999999997,312.59,4.65,📉 獲利侵蝕
⚪ 中性觀察,2.5466804187863072,-4.71,4.1,N/A,2025,-37.7,24.5499992371,N/A,0.76,-24.63,寶成,9904.TW,2026-03,-341.82,304.12,144.6,📉 獲利侵蝕
⚪ 數據不足,0.0,20.34,1.69,N/A,2025,-351.06,403.0,N/A,-1.18,-44.41,M31,6643.TWO,2026-03,-341.91,-9.15,-10.35,🌑 雙重衰退
⚪ 中性觀察,3.525535357257002,-0.31,4.84,22.90%,2025,39.09,42.7999992371,16.53%,1.53,-9.87,長榮航,2618.TW,2026-03,-342.0,381.09,182.10000000000002,⚠️ 獲利稀釋
⚪ 中性觀察,10.484115439001515,-1.38,2.68,N/A,2025,1.37,69.3000030518,N/A,0.74,-14.74,立敦,6175.TWO,2026-03,-342.15,343.52,99.14999999999999,⚠️ 獲利稀釋
⚪ 數據不足,0.0,12.66,4.36,32.99%,2025,7.55,0.0,19.39%,1.14,-15.98,鉅祥,2476.TW,2026-03,-342.27,349.82,0.0,⚠️ 獲利稀釋
⚪ 中性觀察,10.046296649537036,-3.39,1.58,23.42%,2025,59.41,10.8500003815,-5.65%,-0.41,685.19,中環,2323.TW,2026-03,-342.89,402.3,16.200000000000003,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-7.34,-0.21,17.63%,2025,28.57,41.5499992371,-5.18%,0.09,-147.73,永光,1711.TW,2026-03,-343.62,372.19,-5.3999999999999995,🔄 轉虧為盈
⚪ 中性觀察,5.572033898305085,1.65,9.1,N/A,2025,-3.43,131.5,N/A,2.25,-5.01,宏全,9939.TW,2026-03,-343.79,340.36,354.0,📉 獲利侵蝕
⚪ 中性觀察,6.032665964172813,20.51,7.55,30.92%,2025,-7.69,114.5,12.50%,2.04,19.61,湧德,3689.TWO,2026-03,-345.14,337.45,284.7,📉 獲利侵蝕
⚪ 數據不足,0.0,-2.06,-1.09,N/A,2025,63.83,14.7617940903,N/A,-0.17,-9.0,普誠,6129.TWO,2026-03,-345.26,409.09,-44.85,⚠️ 獲利稀釋
⚪ 中性觀察,13.583138173302109,-9.17,3.7,22.24%,2025,-8.18,116.0,10.72%,1.01,-9.76,三福化,4755.TW,2026-03,-346.63,338.45,128.1,📉 獲利侵蝕
❌ 暫避觀望,16.738095964714287,-31.16,2.48,N/A,2025,-53.16,70.3000030518,N/A,0.37,-52.99,榮田,7709.TWO,2026-03,-346.71000000000004,293.55,63.0,📉 獲利侵蝕
⚪ 中性觀察,6.302454352660333,-9.71,4.01,N/A,2025,-22.14,79.5999984741,N/A,1.09,271.37,美利達,9914.TW,2026-03,-347.21,325.07,189.45000000000002,📉 獲利侵蝕
⚪ 中性觀察,6.323257248611967,20.09,6.44,27.43%,2025,-1.8,102.5,9.66%,1.65,8.73,揚秦,2755.TWO,2026-03,-347.43,345.63,243.15,📉 獲利侵蝕
⚪ 中性觀察,10.677083333333334,27.49,2.53,N/A,2025,75.56,61.5,N/A,0.79,9.52,大世科,8099.TWO,2026-03,-347.71999999999997,423.28,86.39999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,6.029412014035949,-20.24,2.61,23.17%,2025,-35.44,36.9000015259,15.06%,0.52,-74.55,冠德,2520.TW,2026-03,-347.81,312.37,91.79999999999998,📉 獲利侵蝕
⚪ 中性觀察,10.657439446366782,26.29,5.24,N/A,2025,19.73,154.0,N/A,1.76,-29.85,迅得,6438.TW,2026-03,-348.15,367.88,216.75,⚠️ 獲利稀釋
⚪ 中性觀察,11.777615215801022,1.71,6.04,23.25%,2025,30.43,161.0,11.86%,2.7,-27.14,智伸科,4551.TW,2026-03,-348.83,379.26,205.05,⚠️ 獲利稀釋
⚪ 中性觀察,7.501205981669078,11.38,8.0,24.08%,2025,17.41,155.5,10.67%,2.63,6.67,敦陽科,2480.TW,2026-03,-349.53999999999996,366.95,310.95,⚠️ 獲利稀釋
⚪ 中性觀察,6.9529086929224375,12.63,2.88,25.55%,2025,76.56,50.2000007629,14.07%,1.17,77.93,大成鋼,2027.TW,2026-03,-349.59,426.15,108.3,⚠️ 獲利稀釋
⚪ 數據不足,0.0,1.42,-0.35,N/A,2025,-10.0,11.6499996185,N/A,-0.11,60.23,無敵,8201.TW,2026-03,-350.82,340.82,-16.950000000000003,📉 獲利侵蝕
⚪ 中性觀察,4.834782476017391,-0.42,2.56,N/A,2025,-2.38,27.7999992371,N/A,0.41,18.52,環泥,1104.TW,2026-03,-351.45,349.07,86.25,📉 獲利侵蝕
❌ 暫避觀望,93.88889030166665,9.13,0.27,N/A,2025,-33.33,50.7000007629,N/A,0.09,-57.38,系統電,5309.TWO,2026-03,-351.84,318.51,8.100000000000001,📉 獲利侵蝕
⚪ 中性觀察,6.909448518543307,-4.85,1.14,N/A,2025,828.57,17.5499992371,N/A,0.51,-35.23,宜新實業,4440.TW,2026-03,-352.17999999999995,1180.75,38.1,⚠️ 獲利稀釋
⚪ 中性觀察,6.246223334456193,-30.87,3.41,N/A,2025,-58.62,41.3499984741,N/A,0.12,-46.72,匯僑設計,6754.TW,2026-03,-352.58,293.96,99.3,📉 獲利侵蝕
❌ 暫避觀望,49.0587035147918,46.42,41.67,28.58%,2025,49.0,5290.0,19.80%,14.9,47.96,台光電,2383.TW,2026-03,-352.75,401.75,1617.45,⚠️ 獲利稀釋
❌ 暫避觀望,18.623852511100917,20.19,0.92,N/A,2025,-197.83,20.2999992371,N/A,-0.9,142.59,安鈦克,6276.TWO,2026-03,-353.52,155.69,16.35,📉 獲利侵蝕
⚪ 中性觀察,2.8165375334108527,-14.72,4.69,N/A,2025,-66.84,32.7000007629,N/A,0.63,-47.18,峰源-KY,6807.TW,2026-03,-353.81000000000006,286.97,174.14999999999998,📉 獲利侵蝕
⚪ 中性觀察,5.379442843419789,26.66,21.44,23.90%,2025,-36.27,280.0,11.87%,4.28,-12.83,京鼎,3413.TW,2026-03,-354.47999999999996,318.21,780.75,📉 獲利侵蝕
⚪ 中性觀察,7.405063429095841,-1.74,1.87,N/A,2025,-48.65,40.9500007629,N/A,0.38,-19.4,大汽電,8931.TWO,2026-03,-354.85999999999996,306.21,82.94999999999999,📉 獲利侵蝕
⚪ 中性觀察,14.5985401459854,-2.6,1.56,30.58%,2025,-58.82,40.0,1.57%,0.29,10.87,合勤控,3704.TW,2026-03,-354.98,296.16,41.1,📉 獲利侵蝕
⚪ 數據不足,0.0,-21.77,-1.95,26.86%,2025,-117.65,70.0,-13.38%,-0.74,-3800.0,川寶,1595.TWO,2026-03,-355.28999999999996,237.64,-88.5,📉 獲利侵蝕
❌ 暫避觀望,19.02723794782101,50.12,2.08,N/A,2025,216.67,97.8000030518,N/A,1.14,-1.42,和椿,6215.TW,2026-03,-355.85,572.52,77.10000000000001,⚠️ 獲利稀釋
❌ 暫避觀望,59.310347458275864,-0.7,0.13,20.30%,2025,71.43,17.2000007629,1.48%,0.12,-90.0,建大,2106.TW,2026-03,-356.64,428.07,4.35,⚠️ 獲利稀釋
⚪ 中性觀察,10.823909531502423,6.01,6.27,17.20%,2025,18.72,201.0,7.03%,2.79,7.92,士電,1503.TW,2026-03,-357.75,376.47,278.55,⚠️ 獲利稀釋
❌ 暫避觀望,231.17646610058824,-10.21,0.36,N/A,2025,171.43,39.2999992371,N/A,0.05,-52.17,萬年清,6624.TWO,2026-03,-357.90000000000003,529.33,2.5500000000000003,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-2.54,-0.73,N/A,2025,-117.39,47.9500007629,N/A,-0.04,6.41,攸泰科技,6928.TW,2026-03,-359.76,242.37,-11.1,📉 獲利侵蝕
❌ 暫避觀望,93.86363462954537,-5.62,1.85,N/A,2025,35.38,20.6499996185,N/A,-0.42,-63.22,紅木-KY,8426.TWO,2026-03,-360.16,395.54,3.300000000000003,⚠️ 獲利稀釋
⚪ 中性觀察,5.16170783,-6.46,3.0,18.84%,2025,-88.89,39.9000015259,5.60%,0.15,-50.98,維熹,3501.TW,2026-03,-360.24,271.35,115.95,📉 獲利侵蝕
⚪ 中性觀察,5.968237704918033,-18.5,7.95,18.72%,2025,-14.23,116.5,9.93%,2.11,-32.28,廣隆,1537.TW,2026-03,-360.24,346.01,292.8,📉 獲利侵蝕
⚪ 中性觀察,8.028720626631854,15.8,5.85,24.39%,2025,-3.52,123.0,9.60%,1.92,-24.15,豐達科,3004.TW,2026-03,-360.29999999999995,356.78,229.8,📉 獲利侵蝕
⚪ 中性觀察,6.836734823639456,-10.32,0.57,13.69%,2025,-44.8,20.1000003815,-4.13%,0.69,-81.13,台南,1473.TW,2026-03,-360.43,315.63,44.1,📉 獲利侵蝕
⚪ 中性觀察,13.270440251572326,16.19,3.15,23.03%,2025,23.93,105.5,7.70%,1.45,-34.24,奇鈦科,3430.TWO,2026-03,-360.71,384.64,119.25,⚠️ 獲利稀釋
⚪ 中性觀察,7.745614302789474,-7.74,4.4,N/A,2025,47.0,88.3000030518,N/A,1.47,30.95,乙盛-KY,5243.TW,2026-03,-361.08,408.08,171.0,⚠️ 獲利稀釋
⚪ 數據不足,0.0,0.72,0.04,27.89%,2025,-188.89,11.3000001907,-1.07%,-0.07,-92.73,鈺德,3050.TW,2026-03,-361.12,172.23,-2.7,📉 獲利侵蝕
⚪ 中性觀察,11.182519280205657,30.08,9.01,37.66%,2025,-46.72,261.0,28.21%,1.87,41.67,京元電子,2449.TW,2026-03,-362.65,315.93,350.09999999999997,📉 獲利侵蝕
⚪ 中性觀察,14.365854030707318,19.79,1.57,N/A,2025,-60.0,58.9000015259,N/A,0.12,23.62,微矽電子-創,8162.TW,2026-03,-363.38,303.38,61.49999999999999,📉 獲利侵蝕
❌ 暫避觀望,36.90596562184024,95.35,8.13,42.12%,2025,208.82,730.0,18.24%,3.19,474.47,大量,3167.TW,2026-03,-364.06,572.88,296.70000000000005,⚠️ 獲利稀釋
⚪ 數據不足,0.0,4.18,-1.06,N/A,2025,-83.87,17.9500007629,N/A,0.05,-342.86,盛達,3027.TW,2026-03,-364.25,280.38,-12.75,🔄 轉虧為盈
⚪ 中性觀察,9.961176951369023,11.54,19.45,25.47%,2025,25.22,487.5,17.08%,5.61,21.94,健鼎,3044.TW,2026-03,-365.02,390.24,734.1,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-25.69,-4.38,N/A,2025,44.0,17.2000007629,N/A,-0.56,0.46,嘉聯益,6153.TW,2026-03,-365.13,409.13,-148.64999999999998,⚠️ 獲利稀釋
⚪ 中性觀察,13.298490127758422,7.81,3.45,24.27%,2025,28.41,114.5,12.13%,1.14,8.95,大毅,2478.TW,2026-03,-368.14,396.55,129.14999999999998,⚠️ 獲利稀釋
❌ 暫避觀望,49.814814108425935,10.87,0.74,N/A,2025,-57.14,53.7999992371,N/A,0.18,-23.71,鈞寶,6155.TW,2026-03,-368.59999999999997,311.46,16.2,📉 獲利侵蝕
⚪ 中性觀察,14.42029003937198,-16.0,0.83,25.29%,2025,9.68,29.8500003815,9.12%,0.34,-27.19,南帝,2108.TW,2026-03,-368.68,378.36,31.049999999999997,⚠️ 獲利稀釋
⚪ 數據不足,0.0,0.45,-2.45,N/A,2025,105.36,28.6000003815,N/A,0.18,-152.78,亞崴,1530.TW,2026-03,-369.19,474.55,-137.25,🔄 轉虧為盈
⚪ 中性觀察,5.223260564600208,20.29,4.08,N/A,2025,33.78,50.2999992371,N/A,0.99,21.07,國統,8936.TWO,2026-03,-369.86,403.64,144.45,⚠️ 獲利稀釋
⚪ 數據不足,0.0,1.86,-0.88,29.42%,2025,-97.67,17.0,-21.05%,0.02,46.34,喬鼎,3057.TW,2026-03,-370.95,273.28,-14.55,🔄 轉虧為盈
❌ 暫避觀望,19.183673988367346,17.01,0.52,N/A,2025,-30.0,28.2000007629,N/A,0.28,-47.47,振發,5426.TWO,2026-03,-371.24,341.24,22.05,📉 獲利侵蝕
⚪ 中性觀察,8.812111801242237,-3.92,5.68,N/A,2025,71.21,113.5,N/A,2.26,-16.96,榮惠-KY創,6924.TW,2026-03,-371.5,442.71,193.2,⚠️ 獲利稀釋
⚪ 中性觀察,5.420475250182815,-2.95,2.19,N/A,2025,-66.33,29.6499996185,N/A,0.33,-47.23,育富,6194.TWO,2026-03,-372.25,305.92,82.05000000000001,📉 獲利侵蝕
⚪ 中性觀察,5.9259259259259265,-13.1,1.72,17.29%,2025,-36.54,24.0,2.75%,0.33,-10.88,世鎧,2063.TWO,2026-03,-372.75,336.21,60.75,📉 獲利侵蝕
⚪ 中性觀察,12.574074356648149,60.25,2.44,21.67%,2025,133.33,67.9000015259,8.17%,0.73,28.57,佳能,2374.TW,2026-03,-373.78999999999996,507.12,80.99999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,6.956967369446719,-13.21,2.02,21.42%,2025,-58.06,33.9500007629,4.13%,0.26,-50.73,志豐,3206.TWO,2026-03,-373.94,315.88,73.20000000000002,📉 獲利侵蝕
⚪ 中性觀察,3.955627623062771,-5.94,3.49,N/A,2025,-21.74,36.5499992371,N/A,0.9,19.85,華豫寧,6474.TWO,2026-03,-374.61,352.87,138.6,📉 獲利侵蝕
❌ 暫避觀望,22.132565720979827,-7.93,1.41,21.29%,2025,23.33,76.8000030518,3.94%,0.37,-9.62,長興,1717.TW,2026-03,-375.40000000000003,398.73,52.050000000000004,⚠️ 獲利稀釋
❌ 暫避觀望,51.16788209788321,10.07,0.65,21.81%,2025,37.5,70.0999984741,6.31%,0.33,-34.34,希華,2484.TW,2026-03,-375.42,412.92,20.55,⚠️ 獲利稀釋
❌ 暫避觀望,65.11111111111111,6.75,2.07,N/A,2025,103.13,293.0,N/A,0.65,-11.69,台虹,8039.TW,2026-03,-375.75,478.88,67.5,⚠️ 獲利稀釋
❌ 暫避觀望,36.96407879490151,5.01,6.58,17.62%,2025,70.24,638.0,5.81%,2.86,12.1,禾伸堂,3026.TW,2026-03,-375.76,446.0,258.9,⚠️ 獲利稀釋
⚪ 中性觀察,9.167643253012894,0.02,3.74,18.01%,2025,183.33,78.1999969482,2.40%,0.17,-53.89,力致,3483.TWO,2026-03,-376.49,559.82,127.95000000000002,⚠️ 獲利稀釋
⚪ 中性觀察,13.101265500886075,-2.38,0.97,N/A,2025,-94.38,31.0499992371,N/A,0.05,-76.35,圓裕,6835.TW,2026-03,-378.04,283.66,35.550000000000004,📉 獲利侵蝕
⚪ 中性觀察,6.2751677852349,-6.57,12.25,N/A,2025,-4.8,187.0,N/A,3.59,-27.39,豐祥-KY,5288.TW,2026-03,-379.13,374.33,446.99999999999994,📉 獲利侵蝕
⚪ 中性觀察,14.760765732775116,237.84,0.92,N/A,2025,233.33,30.8500003815,N/A,0.24,160.13,長園科,8038.TWO,2026-03,-379.19999999999993,612.53,31.350000000000005,⚠️ 獲利稀釋
⚪ 中性觀察,3.9105059107879376,-11.42,4.03,N/A,2025,-62.96,40.2000007629,N/A,0.37,15.99,菱光,8249.TW,2026-03,-379.2,316.24,154.2,📉 獲利侵蝕
⚪ 中性觀察,9.520500347463516,2.49,5.98,N/A,2025,82.43,137.0,N/A,2.7,-6.72,龍德造船,6753.TW,2026-03,-379.52,461.95,215.85000000000002,⚠️ 獲利稀釋
⚪ 中性觀察,4.260634603247805,-4.56,5.78,18.31%,2025,-11.76,63.0999984741,4.93%,1.37,-3.34,三陽工業,2206.TW,2026-03,-380.01,368.25,222.15,📉 獲利侵蝕
⚪ 中性觀察,5.20787729477024,-4.72,1.58,18.21%,2025,-53.45,23.7999992371,6.19%,0.27,-22.93,六暉-KY,2115.TW,2026-03,-380.22999999999996,326.78,68.55000000000001,📉 獲利侵蝕
⚪ 中性觀察,8.904109589041097,-12.83,1.93,N/A,2025,1.47,39.0,N/A,0.61,-53.88,�矬�,8349.TWO,2026-03,-380.58,382.05,65.7,⚠️ 獲利稀釋
⚪ 中性觀察,5.980565101431095,-4.54,5.1,N/A,2025,-41.38,67.6999969482,N/A,0.68,-14.14,豐泰,9910.TW,2026-03,-380.99,339.61,169.8,📉 獲利侵蝕
⚪ 中性觀察,14.972273567467653,10.54,2.15,18.10%,2025,-48.1,81.0,4.42%,0.41,-10.04,利機,3444.TWO,2026-03,-383.32000000000005,335.22,81.15,📉 獲利侵蝕
⚪ 中性觀察,10.277777777777777,-2.31,0.74,23.02%,2025,-39.39,18.5,3.03%,0.2,-47.52,德淵,4720.TW,2026-03,-383.87,344.48,27.0,📉 獲利侵蝕
❌ 暫避觀望,27.083333333333336,-14.5,0.35,N/A,2025,350.0,19.5,N/A,0.18,-72.09,北基,8927.TWO,2026-03,-384.15999999999997,734.16,10.799999999999999,⚠️ 獲利稀釋
❌ 暫避觀望,277.14285169357146,42.33,0.25,N/A,2025,-322.22,38.7999992371,N/A,-0.2,180.65,天擎,6708.TWO,2026-03,-385.19000000000005,62.97,2.0999999999999996,📉 獲利侵蝕
⚪ 中性觀察,4.7927030876534,-26.56,4.9,5.67%,2025,-81.61,57.7999992371,-1.94%,0.41,-73.34,陽明,2609.TW,2026-03,-386.04,304.43,180.9,📉 獲利侵蝕
⚪ 中性觀察,12.399050062446555,12.58,1.86,17.44%,2025,85.0,52.2000007629,-0.45%,0.37,-13.89,全漢,3015.TW,2026-03,-386.2,471.2,63.15,⚠️ 獲利稀釋
❌ 暫避觀望,20.642201834862387,-10.43,1.43,43.42%,2025,173.28,45.0,-66.51%,0.85,457.5,吉祥全,2491.TW,2026-03,-386.24,559.52,32.699999999999996,⚠️ 獲利稀釋
❌ 暫避觀望,29.2331297704908,0.3,0.06,N/A,2025,-87.5,47.6500015259,N/A,0.1,-97.61,大井泵浦,6982.TWO,2026-03,-386.54,299.04,24.45,📉 獲利侵蝕
⚪ 中性觀察,1.675977653631285,70.72,6.42,8.05%,2025,-17.98,18.0,-11.23%,-1.05,248.27,三一東林,3609.TWO,2026-03,-389.33000000000004,371.35,161.1,📉 獲利侵蝕
⚪ 數據不足,0.0,4.75,-0.36,18.44%,2025,150.0,29.0,1.17%,0.1,-190.0,明泰,3380.TW,2026-03,-390.0,540.0,-15.3,🔄 轉虧為盈
⚪ 中性觀察,9.89103101424979,-0.31,4.77,19.71%,2025,13.27,118.0,10.58%,1.37,4.58,台灣大,3045.TW,2026-03,-390.3,403.57,178.95,⚠️ 獲利稀釋
❌ 暫避觀望,18.21608040201005,-10.76,1.12,N/A,2025,13.58,36.25,N/A,0.92,-67.92,世豐,2065.TWO,2026-03,-390.48,404.06,29.85,⚠️ 獲利稀釋
❌ 暫避觀望,17.723576615528454,6.19,0.57,N/A,2025,-58.33,21.7999992371,N/A,0.05,-69.73,金利食安,7743.TWO,2026-03,-391.2,332.87,18.45,📉 獲利侵蝕
❌ 暫避觀望,50.0,8.46,0.16,N/A,2025,-63.64,19.0,N/A,0.04,-60.0,熒茂,4729.TWO,2026-03,-391.4,327.76,5.7,📉 獲利侵蝕
⚪ 中性觀察,6.312467122567069,-4.4,7.5,N/A,2025,-9.83,120.0,N/A,1.56,10.62,漢科,3402.TWO,2026-03,-391.52,381.69,285.15000000000003,📉 獲利侵蝕
❌ 暫避觀望,44.1017733230532,27.06,5.43,N/A,2025,5.92,572.0,N/A,1.62,43.01,華星光,4979.TWO,2026-03,-392.18,398.1,194.54999999999998,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-10.11,-1.48,21.21%,2025,-3.03,22.5499992371,-6.90%,-0.34,-410.42,飛宏,2457.TW,2026-03,-392.45,389.42,-58.35,📉 獲利侵蝕
⚪ 中性觀察,9.25925925925926,-13.43,1.3,N/A,2025,-50.0,27.5,N/A,0.29,-46.94,至興,4535.TWO,2026-03,-392.65,342.65,44.550000000000004,📉 獲利侵蝕
❌ 暫避觀望,60.81395260116278,16.57,0.34,25.04%,2025,-55.56,26.1499996185,8.41%,0.08,-74.05,映興,3597.TWO,2026-03,-392.97,337.41,6.450000000000001,📉 獲利侵蝕
⚪ 中性觀察,10.832544938505203,11.14,4.35,26.65%,2025,-50.0,114.5,5.06%,0.67,74.89,宏致,3605.TW,2026-03,-393.32,343.32,158.55,📉 獲利侵蝕
⚪ 數據不足,0.0,-0.82,-3.68,8.14%,2025,14.29,19.7000007629,-46.94%,-0.3,-24.32,永邑-KY,2939.TW,2026-03,-394.19,408.48,-148.5,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-31.37,-2.55,N/A,2025,0.0,12.8999996185,N/A,-0.55,-121.74,佑華,8024.TWO,2026-03,-394.41,394.41,-97.19999999999999,📉 獲利侵蝕
⚪ 數據不足,0.0,-89.32,-0.43,37.85%,2025,-466.67,15.1000003815,-47.25%,-0.22,-112.91,聯上,4113.TWO,2026-03,-395.32000000000005,-71.35,-12.0,🌑 雙重衰退
⚪ 中性觀察,3.6056338028169015,10.46,6.77,N/A,2025,-55.22,64.0,N/A,1.2,-17.06,志強-KY,6768.TW,2026-03,-395.65999999999997,340.44,266.25,📉 獲利侵蝕
⚪ 中性觀察,3.7630890052356016,-7.81,2.78,N/A,2025,-187.5,28.75,N/A,-0.07,55.31,智基,6294.TWO,2026-03,-395.68,208.18,114.60000000000001,📉 獲利侵蝕
⚪ 中性觀察,5.62396006655574,5.05,13.02,N/A,2025,-79.51,169.0,N/A,0.75,-14.96,來億-KY,6890.TW,2026-03,-396.01,316.5,450.75,📉 獲利侵蝕
⚪ 中性觀察,5.448895132997237,13.71,2.9,N/A,2025,-51.61,39.4500007629,N/A,0.3,-2.36,華孚,6235.TW,2026-03,-396.06,344.45,108.60000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,-2.42,-0.19,N/A,2025,-22.58,17.6499996185,N/A,0.24,67.24,耀億,4430.TWO,2026-03,-397.4,374.82,-9.9,🔄 轉虧為盈
⚪ 中性觀察,14.322250639386189,-7.61,3.36,N/A,2025,259.52,112.0,N/A,1.51,26.79,宏捷科,8086.TWO,2026-03,-397.88,657.4,117.30000000000001,⚠️ 獲利稀釋
❌ 暫避觀望,95.32595325953261,28.87,3.51,22.14%,2025,73.33,775.0,8.52%,1.17,3072.73,景碩,3189.TW,2026-03,-398.64000000000004,471.97,121.94999999999999,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-12.57,1.23,17.58%,2025,40.0,0.0,8.28%,0.55,-20.13,和益,1709.TW,2026-03,-398.93,438.93,0.0,⚠️ 獲利稀釋
⚪ 中性觀察,13.050660792951541,51.55,29.06,N/A,2025,93.47,948.0,N/A,10.73,77.66,勤誠,8210.TW,2026-03,-399.15999999999997,492.63,1089.6,⚠️ 獲利稀釋
⚪ 數據不足,0.0,191.86,-0.36,N/A,2025,186.96,16.2999992371,N/A,0.2,23.4,金耘國際,4950.TWO,2026-03,-400.02,586.98,-11.850000000000001,🔄 轉虧為盈
⚪ 數據不足,0.0,-23.56,-1.02,N/A,2025,-386.36,92.6999969482,N/A,-2.14,-276.79,錼創科技-KY創,6854.TW,2026-03,-400.92,14.56,-149.25000000000003,📉 獲利侵蝕
⚪ 數據不足,0.0,28.81,-0.13,15.04%,2025,-66.67,14.8500003815,-80.56%,-0.05,-44.44,郡都開發,4402.TWO,2026-03,-401.32,334.65,-5.3999999999999995,📉 獲利侵蝕
❌ 暫避觀望,89.26499032882012,13.75,4.38,15.77%,2025,428.33,923.0,6.82%,3.28,18.07,欣興,3037.TW,2026-03,-401.76000000000005,830.09,155.1,⚠️ 獲利稀釋
